ID,BLACK,BLUCLLR,CD,CITY,COAST,CONSTRCT,DC,ENROLL,FARMER,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,MANUF,POPSQMI,POPULATN,PORT,RURLFARM,SC,STATE,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL,EMPLYD,UNEMPLY,URBNFARM,ACEREGIO,AGE65,BANK,CVLLBFRC,FINANCE,FLOOD,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,REDIST,FEDWRKR,FIPSTATE,LOCLWRKR,STATWRKR,WHLSALE,party,candidatevotes,totalvotes,winratio,prev_party,prev_candidatevotes,prev_totalvotes,prev_winratio,flip
1980-AL-5,50263,32124,5,0,0,2133,0,63732,42683,3,1242,28125,4968,27336,59.28723833,294539,,167410,41,AL,1812,7408,16.7,71282,0,,3875,96055,,,,,,,,,,,,,,,,,,,,,0,117626,125356,0.93833562,0,68985,71236,0.968400809,0
1980-AL-6,117545,17725,6,0,0,2084,0,55662,41887,2,1209,28125,6421,8154,39.20837876,251757,,147245,41,AL,2426,8230,16.7,34662,0,,3764,79405,,,,,,,,,,,,,,,,,,,,,4,95019,187982,0.505468609,4,65700,106471,0.617069437,0
1980-AL-7,30467,17767,7,0,0,1374,0,65236,45262,1,1073,28125,6331,7301,45.03838256,285138,,192104,41,AL,1945,12247,16.7,20654,0,,3061,77138,,,,,,,,,,,,,,,,,,,,,0,122505,168804,0.725723324,0,77742,82868,0.938142588,0
1980-AR-1,153096,18541,1,0,0,2858,0,89099,87764,7,1371,137042,7428,8163,56.96715132,423152,,291455,42,AR,3694,14199,13.4,69165,0,,7025,133527,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,0
1980-AR-2,21002,9134,2,0,0,1646,0,46219,38470,4,1126,137042,7940,3817,28.08236776,222974,,154434,42,AR,2109,12067,13.4,22246,0,,2467,60396,,,,,,,,,,,,,,,,,,,,,4,159148,201655,0.789209293,4,65285,127425,0.512340593,0
1980-AR-3,617,7867,3,0,0,1799,0,29879,30946,2,1055,137042,7316,3354,24.25861126,177476,,121553,42,AR,1803,7812,13.4,22083,305,,2383,51255,,,,,,,,,,,,,,,,,,,,,4,1,1,1,4,130086,165834,0.784435037,0
1980-AR-4,28348,17894,4,0,0,2204,0,49770,27876,6,1370,137042,7384,9734,32.79591008,242165,,114773,42,AR,3258,16967,13.4,66604,0,,5724,67477,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,0
1980-FL-1,83227,56811,1,0,1,8291,0,75336,23318,95,4659,413613,7362,25342,59.75210541,439895,5436202,54835,43,FL,9995,25609,11.9,273516,440,,28019,158814,,,,,,,,,,,,,,,,,,,,,0,119829,195768,0.612096972,0,85608,135323,0.632619732,0
1980-FL-2,132089,48534,2,1,1,7698,0,71770,21072,48,4691,413613,10419,20202,37.24474518,388053,3392551,79091,43,FL,13336,20830,11.9,208541,378,,18975,135967,,,,,,,,,,,,,,,,,,,,,0,138252,195840,0.705943627,0,112649,137797,0.817499655,0
1980-FL-3,92318,28760,3,0,1,4918,0,63680,23628,11,9732,413613,11347,12352,26.99074645,306264,,99416,43,FL,3772,19044,11.9,87214,0,,7605,90068,,,,,,,,,,,,,,,,,,,,,0,104672,135880,0.770326759,0,1,1,1,0
1980-FL-4,53685,35515,4,1,1,11003,0,42179,4948,143,4313,413613,5080,8637,56.48011811,286919,,5870,43,FL,8555,14096,11.9,228517,0,,22808,117281,,,,,,,,,,,,,,,,,,,,,0,147775,224699,0.657657577,0,113302,154949,0.731221241,0
1980-FL-5,92119,31941,5,0,1,5710,0,51280,20044,33,2979,413613,10348,9153,27.97178199,289452,,43723,43,FL,6007,15326,11.9,133533,0,,17724,103333,,,,,,,,,,,,,,,,,,,,,4,177603,318506,0.557612729,4,106319,208186,0.510692362,0
1980-FL-6,60760,21811,6,0,1,6141,0,30799,18988,26,2033,413613,9706,4452,19.24902122,186831,,17948,43,FL,3746,8566,11.9,114470,0,,10465,77870,,,,,,,,,,,,,,,,,,,,,4,1,1,1,4,150694,191348,0.787538934,0
1980-GA-1,148878,30703,1,0,1,4192,0,67496,42075,13,2918,15579,7942,12873,42.26315789,335654,2783783,143875,44,GA,8227,14342,7.2,117852,0,,10145,112692,,,,,,,,,,,,,,,,,,,,,0,82145,82146,0.999987827,0,36961,36962,0.999972945,0
1980-GA-2,121037,18754,2,0,0,5252,0,57246,49796,4,2920,15579,6088,13477,44.91392904,273436,,160288,44,GA,5463,6174,7.2,70509,0,,7378,96078,,,,,,,,,,,,,,,,,,,,,0,92264,125372,0.735921896,0,42234,42236,0.999952647,0
1980-GA-3,178032,30946,3,0,0,4027,0,71892,55643,6,13372,15579,7831,21585,45.6257183,357295,,185899,44,GA,3812,10469,7.2,96270,0,,9119,135184,,,,,,,,,,,,,,,,,,,,,0,89040,89070,0.999663186,0,54881,54882,0.999981779,0
1980-GA-4,104055,37537,4,0,0,2664,0,56566,35720,1,1418,15579,4657,31706,60.2258965,280472,,139623,44,GA,2438,8425,7.2,84345,0,,5665,101922,,,,,,,,,,,,,,,,,,,,,0,117091,168650,0.69428402,0,60284,74513,0.809040033,0
1980-GA-5,139450,63171,5,1,0,290,0,83406,7031,32,211,15579,920,2183,529.9478261,487552,,32706,44,GA,298,27794,7.2,356341,948,,39454,191846,,,,,,,,,,,,,,,,,,,,,0,101646,137302,0.740309682,0,52739,69875,0.754762075,0
1980-GA-6,141381,25601,6,0,0,2767,0,59027,39592,4,1662,15579,6352,13698,45.56108312,289404,,141946,44,GA,4149,11325,7.2,76023,0,,7744,99073,,,,,,,,,,,,,,,,,,,,,4,96071,162685,0.590533854,4,47078,86540,0.544002773,0
1980-GA-7,36590,47870,7,0,0,3896,0,61849,30397,1,3100,15579,4532,38333,68.12908208,308761,,137345,44,GA,3136,11475,7.2,80684,0,,5832,107704,,,,,,,,,,,,,,,,,,,,,0,115892,170142,0.681148688,0,47090,70826,0.664868833,0
1980-GA-8,74681,24274,8,0,1,3045,0,55889,34002,3,1483,15579,9692,9120,26.32470078,255139,,124366,44,GA,4459,7342,7.2,58387,0,,6267,83749,,,,,,,,,,,,,,,,,,,,,0,91103,122138,0.745902176,0,41184,41193,0.999781516,0
1980-GA-9,18188,20873,9,0,0,2637,0,48321,35766,2,1191,15579,5404,14561,43.56402665,235420,,147491,44,GA,1690,9561,7.2,29847,0,,3032,72573,,,,,,,,,,,,,,,,,,,,,0,115576,169918,0.680186914,0,47264,61437,0.769308397,0
1980-GA-10,122635,28074,10,0,0,3270,0,62149,42177,9,2173,15579,5100,17144,58.93921569,300590,,150427,44,GA,3701,11386,7.2,103550,0,,8592,106591,,,,,,,,,,,,,,,,,,,,,0,102177,127378,0.802155788,0,50122,50130,0.999840415,0
1980-LA-1,85803.02,38200.57,1,1,1,6216.19,0,50365.89,1848.99,39.63,4597.51,7368,1594,16226.94,176.726857,281702.61,29745885,5071,45,LA,13252.5,22992.93,9.8,262104.61,1000,,21041.4,100077.36,,,,,,,,,,,,,,,,,,,,,4,81777,92555,0.883550321,4,1,1,1,0
1980-LA-2,97533.98,44243.43,2,0,1,6496.81,0,61690.11,5244.01,38.37,4506.49,7368,1287,21826.06,253.7236908,326542.39,,13228,45,LA,13823.5,25014.07,9.8,248303.39,0,,19606.6,110792.64,,,,,,,,,,,,,,,,,,,,,0,45091,74183,0.607834679,0,1,1,1,0
1980-LA-3,78469,22346,3,0,1,3760,0,53144,30089,4,1226,7368,6343,6592,42.52908718,269762,,112398,45,LA,3072,8379,9.8,75476,0,,6889,75557,,,,,,,,,,,,,,,,,,,,,0,80455,94529,0.851114473,4,1,1,1,1
1980-LA-4,151368,7328,4,0,0,4792,0,63354,21578,1,4894,7368,5271,11962,60.42743312,318513,,135613,45,LA,6333,2526,9.8,121014,0,,11683,37362,,,,,,,,,,,,,,,,,,,,,0,103625,162330,0.638360131,0,65583,130900,0.501016043,0
1980-LA-5,146553,20489,5,0,0,3441,0,68619,55090,3,1713,7368,8692,11617,37.43373217,325374,,199743,45,LA,3694,8599,9.8,68355,0,,7038,103090,,,,,,,,,,,,,,,,,,,,,0,93519,105267,0.888398073,0,1,1,1,0
1980-LA-6,137617,27170,6,0,0,5107,0,64656,38183,16,3284,7368,6463,15707,51.56970447,333295,,143380,45,LA,3977,13549,9.8,80666,0,,9477,101359,,,,,,,,,,,,,,,,,,,,,4,118540,130689,0.907038848,4,1,1,1,0
1980-LA-7,77784,6211,7,0,1,2716,0,57009,22288,7,1203,7368,7429,6601,36.14551084,268525,,125564,45,LA,3516,4062,9.8,75429,0,,7141,37140,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,0
1980-LA-8,74175,15559,8,0,0,2407,0,50710,23196,2,1495,7368,8099,8588,29.65378442,240166,,115385,45,LA,2855,9984,9.8,49091,662,,4770,57924,,,,,,,,,,,,,,,,,,,,,0,75433,109492,0.688936178,0,1,1,1,0
1980-MS-1,101839,14666,1,0,0,2160,0,56804,47083,1,1258,29549,5110,8212,51.53953033,263367,,178972,46,MS,2682,12072,6.8,48675,0,,4333,82780,,,,,,,,,,,,,,,,,,,,,0,104269,165561,0.62979204,0,57358,86151,0.665784495,0
1980-MS-2,121275,7201,2,0,0,2423,0,46447,55996,0,960,29549,5428,2238,42.68625645,231701,,186193,46,MS,1186,6546,6.8,13125,0,,2164,75858,,,,,,,,,,,,,,,,,,,,,0,96750,139050,0.69579288,0,57678,93408,0.617484584,0
1980-MS-3,321268,16786,3,0,0,3808,0,85458,115532,10,1652,29549,6391,5051,68.14739477,435530,,316372,46,MS,3192,11505,6.8,68549,0,,7553,164011,,,,,,,,,,,,,,,,,,,,,0,128035,128035,1,0,101685,110093,0.923628205,0
1980-MS-4,78820,8863,4,0,0,1733,0,45602,40295,2,784,29549,5250,4809,38.34590476,201316,,151552,46,MS,1216,7898,6.8,16105,0,,2109,60501,,,,,,,,,,,,,,,,,,,,,4,69321,177896,0.389671493,4,68225,132132,0.516339721,0
1980-MS-5,98576,15195,5,0,0,2246,0,56981,46024,0,1185,29549,6436,9140,40.62554382,261466,,175181,46,MS,2751,8616,6.8,41927,0,,3432,80554,,,,,,,,,,,,,,,,,,,,,4,131559,177975,0.739199326,4,97177,97177,1,0
1980-NC-1,106678,16318,1,0,1,2459,0,54659,37946,1,1388,252589,5606,8568,42.64002854,239040,,136311,47,NC,1660,9658,4.4,43588,0,,8285,74665,,,,,,,,,,,,,,,,,,,,,0,108738,108738,1,0,67716,84530,0.801088371,0
1980-NC-2,153192,19216,2,0,0,2577,0,68278,50107,10,1390,252589,3944,11362,74.36536511,293297,,176079,47,NC,2336,10384,4.4,64852,0,,8951,92496,,,,,,,,,,,,,,,,,,,,,0,99297,135243,0.734211752,0,61851,79053,0.78239915,0
1980-NC-3,93854,14569,3,0,1,2267,0,57832,43492,7,1194,252589,6018,7564,41.76969093,251370,,151144,47,NC,1415,7775,4.4,42542,0,,5011,75369,,,,,,,,,,,,,,,,,,,,,0,84862,124255,0.68296648,0,54452,76602,0.710843059,0
1980-NC-4,112845,32052,4,0,0,4663,0,79575,48061,7,4227,252589,4484,20527,79.96721677,358573,,189476,47,NC,4448,10359,4.4,78793,0,,11820,119049,,,,,,,,,,,,,,,,,,,,,0,97167,184631,0.526276736,0,74249,78685,0.943623308,0
1980-NC-5,91201,45872,5,0,0,3622,0,70048,34970,6,1524,252589,3370,39088,95.91008902,323217,,136498,47,NC,2795,12262,4.4,107812,0,,11393,114048,,,,,,,,,,,,,,,,,,,,,0,99117,194338,0.510023773,0,68778,126939,0.541819299,0
1980-NC-6,78431,63694,6,0,0,5983,0,62847,13969,14,2312,252589,1782,52508,176.5763187,314659,,62591,47,NC,4770,11869,4.4,178200,0,,15551,127795,,,,,,,,,,,,,,,,,,,,,4,80275,157232,0.510551287,0,58193,85075,0.684019982,1
1980-NC-7,105827,26008,7,0,1,4265,0,71514,44067,9,6908,252589,5096,15600,62.46036107,318298,,164073,47,NC,4214,8753,4.4,64905,321,,8328,104776,,,,,,,,,,,,,,,,,,,,,0,88564,128834,0.687427232,0,53696,76842,0.698784519,0
1980-NC-8,86126,39218,8,0,0,3770,0,79253,42860,6,1527,252589,5711,30344,59.6142532,340457,,189921,47,NC,3501,10110,4.4,58769,0,,6075,110217,,,,,,,,,,,,,,,,,,,,,0,95013,162330,0.585307707,0,63168,107110,0.589748856,0
1980-NC-9,40984,56184,9,0,0,3834,0,68066,25860,2,1449,252589,3575,48729,86.77622378,310225,,135568,47,NC,4118,9781,4.4,67461,0,,7533,111170,,,,,,,,,,,,,,,,,,,,,4,101156,172660,0.58586818,4,66157,96824,0.683270677,0
1980-NC-10,55253,48250,10,0,0,6252,0,60906,17098,10,1993,252589,2229,35888,132.7151189,295822,,86996,47,NC,5897,9936,4.4,134603,0,,14104,112033,,,,,,,,,,,,,,,,,,,,,4,120777,173262,0.697077259,4,67004,67004,1,0
1980-NC-11,35422,43537,11,0,0,2733,0,58879,25503,2,1159,252589,2833,35705,93.80762443,265757,,112709,47,NC,2244,8407,4.4,64921,0,,4918,91238,,,,,,,,,,,,,,,,,,,,,4,104485,195274,0.535068673,0,75460,141292,0.534071285,1
1980-SC-1,166503,27550,1,0,1,4962,0,62711,35406,6,7675,4019,6700,15934,43.20626866,289482,2677088,124123,48,SC,4245,12772,4.2,80856,0,,7853,100064,,,,,,,,,,,,,,,,,,,,,4,81988,158731,0.516521662,0,65621,108615,0.604161488,1
1980-SC-2,181669,32244,2,0,0,5311,0,78024,50887,20,3604,4019,5707,19025,63.4191344,361933,,163243,48,SC,4291,13542,4.2,106841,703,,10822,128255,,,,,,,,,,,,,,,,,,,,,4,92306,165659,0.557204861,4,71032,123630,0.574553102,0
1980-SC-3,98849,37634,3,0,0,3038,0,70251,43035,3,1467,4019,4870,30997,62.50082136,304379,,157167,48,SC,2019,10391,4.2,61621,0,,6159,107382,,,,,,,,,,,,,,,,,,,,,0,87680,146638,0.597935051,0,80968,98892,0.81875177,0
1980-SC-4,88495,56523,4,0,0,3687,0,73319,26999,7,1994,4019,2847,48037,119.374078,339858,,107042,48,SC,4066,13024,4.2,94507,0,,11831,122748,,,,,,,,,,,,,,,,,,,,,4,90941,97925,0.928680112,4,51483,98531,0.522505607,0
1980-SC-5,102283,29797,5,0,0,2170,0,58211,35138,3,1141,4019,4446,24425,56.48605488,251137,,133682,48,SC,1749,8904,4.2,56373,0,,4767,86437,,,,,,,,,,,,,,,,,,,,,0,99773,114025,0.875009866,0,63013,76220,0.826725269,0
1980-SC-6,176365,21158,6,0,1,3195,0,83628,68031,2,1416,4019,6024,12505,58.60142762,353015,,228055,48,SC,2816,11074,4.2,65913,0,,7902,116187,,,,,,,,,,,,,,,,,,,,,4,75964,146711,0.517779853,0,69220,69220,1,1
1980-TX-1,90307,18583,1,0,0,2677,0,67126,47608,2,1521,692303,7160,7254,42.84958101,306803,,177398,49,TX,3737,14712,10.9,74806,0,,6782,93751,,,,,,,,,,,,,,,,,,,,,0,137665,137665,1,0,73708,94408,0.78073892,0
1980-TX-2,75883,41838,2,0,0,5263,0,68356,21191,23,1995,692303,9058,26945,36.54990064,331069,23998114,102265,49,TX,7674,17357,10.9,134359,0,,11751,106137,,,,,,,,,,,,,,,,,,,,,0,142496,205768,0.692508067,0,66986,95570,0.700910328,0
1980-TX-3,79665,22610,3,0,0,3951,0,63381,36345,11,1738,692303,5404,5920,54.15081421,292631,,135560,49,TX,4440,12138,10.9,68913,0,,8899,93641,,,,,,,,,,,,,,,,,,,,,4,218228,275234,0.792881693,4,96406,96406,1,0
1980-TX-4,30429,12627,4,0,0,3014,0,42035,28564,8,1322,692303,3998,4519,53.03876938,212049,,100983,49,TX,3780,12953,10.9,70915,1000,,5910,63114,,,,,,,,,,,,,,,,,,,,,0,102787,196702,0.522551881,0,58336,94918,0.614593649,0
1980-TX-5,61605,48785,5,1,0,10932,0,63088,6018,25,4729,692303,893,26700,446.3202688,398564,,23629,49,TX,13776,22375,10.9,319480,366,,36194,162019,,,,,,,,,,,,,,,,,,,,,0,70892,139035,0.509886,0,35524,70593,0.503222699,0
1980-TX-6,75194,12985,6,0,0,2617,0,56507,43356,5,1837,692303,7415,3336,35.43290627,262735,,146697,49,TX,3670,12996,10.9,63693,0,,6052,82587,,,,,,,,,,,,,,,,,,,,,0,144816,204319,0.708774025,0,66025,101418,0.651018557,0
1980-TX-7,94391,21147,7,0,0,3124,0,65006,44325,5,1551,692303,10829,10345,27.6776249,299721,,169444,49,TX,4089,11436,10.9,57765,0,,5455,93459,,,,,,,,,,,,,,,,,,,,,4,242810,295684,0.82118072,4,128214,150629,0.851190674,0
1980-TX-8,103745,79427,8,1,1,15498,0,88447,6463,79,4343,692303,1747,43077,302.7824843,528961,36887488,31222,49,TX,22939,23154,10.9,410884,0,,36249,211907,,,,,,,,,,,,,,,,,,,,,4,72856,140777,0.517527721,0,39429,64102,0.615097813,1
1980-TX-9,80622,31908,9,0,1,5750,0,67586,51552,26,3714,692303,12761,7874,27.84397774,355317,7076836,153647,49,TX,9256,12971,10.9,110229,0,,12100,128158,,,,,,,,,,,,,,,,,,,,,0,103225,103574,0.996630428,0,50792,80265,0.632803837,0
1980-TX-10,59226,18874,10,0,0,6274,0,53709,35596,10,4602,692303,7896,4223,36.23480243,286110,,117829,49,TX,3743,14045,10.9,124483,0,,10603,93895,,,,,,,,,,,,,,,,,,,,,0,135618,229424,0.591123858,0,94529,123857,0.7632108,0
1980-TX-11,49598,16881,11,0,0,3425,0,61005,39439,14,1982,692303,6834,5442,43.75797483,299042,,143303,49,TX,4544,16679,10.9,101068,3214,,9768,91158,,,,,,,,,,,,,,,,,,,,,0,128520,128520,1,0,53354,103319,0.516400662,0
1980-TX-12,30364,30044,12,1,0,5604,0,50388,12717,10,3554,692303,3144,14848,91.00890585,286132,,47773,49,TX,9318,19214,10.9,198384,0,,17425,99255,,,,,,,,,,,,,,,,,,,,,0,99104,165390,0.599213979,0,46456,67820,0.684989679,0
1980-TX-13,11682,23614,13,0,0,4016,0,60819,30196,5,2148,692303,14391,4986,20.88075881,300495,,117378,49,TX,4821,19487,10.9,114108,0,,10359,90364,,,,,,,,,,,,,,,,,,,,,0,98779,179598,0.550000557,0,75271,100546,0.748622521,0
1980-TX-14,24294,29533,14,0,1,6390,0,68382,47083,19,2166,692303,17489,6656,21.0854823,368764,11108202,149986,49,TX,6190,16129,10.9,135840,0,,14060,118747,,,,,,,,,,,,,,,,,,,,,0,93884,165379,0.567689973,0,63953,88278,0.724450033,0
1980-TX-15,2549,23888,15,0,1,5111,0,65035,44425,25,4068,692303,25277,5305,13.50369901,341333,,102455,49,TX,5574,13868,10.9,158579,0,,12214,104676,,,,,,,,,,,,,,,,,,,,,0,105325,150415,0.700229365,0,54560,82413,0.662031476,0
1980-TX-16,5234,25668,16,0,0,4495,0,44615,8785,15,6752,692303,34952,5922,6.408302815,223983,,22384,49,TX,7574,9762,10.9,140678,0,,12311,75540,,,,,,,,,,,,,,,,,,,,,0,104734,123744,0.84637639,0,53090,75833,0.700090989,0
1980-TX-17,5747,15519,17,0,0,3266,0,45503,25028,5,1659,692303,11208,3953,20.52194861,230010,,92549,49,TX,3637,12791,10.9,80427,0,,7548,68147,,,,,,,,,,,,,,,,,,,,,0,130465,130465,1,0,69030,101332,0.681226069,0
1980-TX-18,5864,23135,18,0,0,3899,0,48901,21607,6,2441,692303,27518,6848,8.711970347,239736,,74268,49,TX,5983,11347,10.9,103928,187,,10810,79744,,,,,,,,,,,,,,,,,,,,,0,71985,90096,0.798981087,0,36783,38018,0.967515387,0
1980-TX-19,10603,19518,19,0,0,4222,0,57110,37452,8,1888,692303,25986,3506,10.70853537,278272,,130838,49,TX,4553,11240,10.9,91292,0,,9842,89117,,,,,,,,,,,,,,,,,,,,,0,126632,135424,0.935077977,0,54729,102799,0.532388447,0
1980-TX-20,21202,34285,20,1,0,7075,0,57358,6480,21,22439,692303,1247,11909,271.19166,338176,,19247,49,TX,7227,21058,10.9,259554,0,,21603,119108,,,,,,,,,,,,,,,,,,,,,0,84113,102685,0.819136193,0,51584,51584,1,0
1980-TX-21,6187,15303,21,0,0,4131,0,45320,29447,2,2584,692303,28437,2023,8.261103492,234921,,90332,49,TX,3752,10857,10.9,92004,0,,8323,73831,,,,,,,,,,,,,,,,,,,,,4,196424,256744,0.765057801,4,84336,147837,0.570466121,0
1980-KY-1,31396,20592,1,0,0,4769,0,33340,31123,2,1637,50813,4956,8488,50.71549637,251346,,126225,51,KY,5001,13744,23.5,66578,0,,5740,74703,,,,,,,,,,,,,,,,,,,,,0,118565,118565,1,0,44090,44097,0.999841259,0
1980-KY-2,34606,21115,2,0,0,3733,0,53980,34839,2,2030,50813,6880,8764,54.08299419,372091,,182215,51,KY,4094,17784,23.5,91215,0,,7680,77057,,,,,,,,,,,,,,,,,,,,,0,99670,151780,0.656674134,0,36441,36459,0.999506295,0
1980-KY-3,51166,61870,3,1,0,8677,0,65328,3317,22,4784,50813,375,39945,1027.712,385392,,17605,51,KY,16306,22304,23.5,319077,1000,,26593,143280,,,,,,,,,,,,,,,,,,,,,0,85873,134724,0.637399424,0,37346,56871,0.656679151,0
1980-KY-4,18895,9830,4,0,0,2884,0,31936,44629,3,7090,50813,6708,4026,42.75655933,286811,,200359,51,KY,2242,8932,23.5,20812,0,,4216,73856,,,,,,,,,,,,,,,,,,,,,4,126049,188187,0.66980716,4,62087,94299,0.658405709,0
1980-KY-5,6987,29321,5,0,0,3699,0,38283,12421,7,3339,50813,1659,17888,135.880651,225426,,48623,51,KY,8093,11496,23.5,132783,0,,6211,77141,,,,,,,,,,,,,,,,,,,,,4,112093,166120,0.67477125,4,59743,75458,0.791738451,0
1980-KY-6,36466,18092,6,0,0,4876,0,50732,35509,5,3170,50813,4227,5860,72.25715638,305431,,139280,51,KY,4651,13745,23.5,95189,1230,,10090,87391,,,,,,,,,,,,,,,,,,,,,4,105376,179051,0.588525057,4,52092,102857,0.506450703,0
1980-KY-7,7300,33374,7,0,0,1825,0,44688,23030,8,1321,50813,3183,6133,104.5252906,332704,,150812,51,KY,3643,19240,23.5,55071,0,,4605,75160,,,,,,,,,,,,,,,,,,,,,0,117665,117665,1,0,51559,67420,0.7647434,0
1980-MD-1,49217,25715,1,0,1,3904,1,34073,23098,7,1339,16605,3383,11187,57.76736624,195427,,67638,52,MD,3013,8348,12.6,40868,1930,,8369,72148,,,,,,,,,,,,,,,,,,,,,0,97743,188886,0.517470855,4,80202,126295,0.635037017,1
1980-MD-2,74608.05,91247.9,2,0,1,11657.2,1,89637.9,13033.75,54,11843.05,16605,1514,64630.55,350.4782034,530624,,53797,52,MD,18019,19308.65,12.6,339146,433,,27138.55,208585.3,,,,,,,,,,,,,,,,,,,,,0,121017,210978,0.573600091,0,98601,148487,0.664037929,0
1980-MD-3,46436.04,43476.72,3,1,1,4696.16,1,39584.72,147,28,5007.24,16605,40,30854.04,6013.7,240548,33964898,0,52,MD,9704.8,11216.52,12.6,240548,0,,17906.84,97540.24,,,,,,,,,,,,,,,,,,,,,0,102293,134367,0.761295556,0,91189,91189,1,0
1980-MD-4,46436.04,43476.72,4,1,1,4696.16,1,39584.72,147,28,5007.24,16605,40,30854.04,6013.7,240548,33964898,0,52,MD,9704.8,11216.52,12.6,240548,0,,17906.84,97540.24,,,,,,,,,,,,,,,,,,,,,4,120985,168360,0.718608933,4,71374,115037,0.620443857,0
1980-MD-5,66890.44,38013.92,5,0,1,7773.76,1,54385.92,15499,32,13444.64,16605,2197,18381.44,130.4005462,286490,,58596,52,MD,7674.8,9955.72,12.6,100144,0,,10291.24,103045.64,,,,,,,,,,,,,,,,,,,,,0,106035,131728,0.804954148,0,64868,84028,0.771980768,0
1980-MD-6,16685,42517,6,0,0,6393,1,60140,15104,44,9225,16605,2714,23467,117.5445836,319016,,63029,52,MD,9888,15734,12.6,110506,0,,12031,108568,,,,,,,,,,,,,,,,,,,,,0,146101,209014,0.699001024,0,126196,140741,0.896654138,0
1980-OK-1,23981,39207,1,0,0,7487,0,85043,24100,11,3590,26869,7876,14863,52.92826308,416863,,108831,53,OK,7701,22582,11,208940,0,,17283,131718,,,,,,,,,,,,,,,,,,,,,0,115381,197674,0.583693354,0,73886,123290,0.599286236,0
1980-OK-2,38093,11167,2,0,0,1601,0,55844,26350,5,1689,26869,5489,3874,43.54181089,239001,,120267,53,OK,2559,17460,11,61850,386,,4785,57515,,,,,,,,,,,,,,,,,,,,,0,101516,188060,0.539806445,0,72583,132436,0.54806095,0
1980-OK-3,26848,14728,3,0,0,2213,0,73628,35867,10,2014,26869,11383,5367,28.14038478,320322,,158290,53,OK,2860,24571,11,63924,0,,5183,74113,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,0
1980-OK-4,28126,22331,4,0,0,2492,0,75851,30981,5,1908,26869,6723,4879,48.28811542,324641,,145002,53,OK,3918,20775,11,94841,0,,7439,83917,,,,,,,,,,,,,,,,,,,,,0,74245,145584,0.509980492,0,62993,104414,0.603300324,0
1980-OK-5,32325,34055,5,1,0,6126,0,78083,19929,23,6220,26869,4501,12393,88.28815819,397385,,82444,53,OK,8631,24022,11,263453,220,,22529,128334,,,,,,,,,,,,,,,,,,,,,4,90053,131590,0.684345315,4,71451,89429,0.798969015,0
1980-OK-6,10333,11364,6,0,0,2242,0,52352,28779,17,6750,26869,8436,2578,28.71514936,242241,,120201,53,OK,2669,15572,11,66109,0,,6234,67848,,,,,,,,,,,,,,,,,,,,,0,111694,172674,0.646848976,0,103512,139543,0.741792852,0
1980-TN-1,12833,34154,1,0,0,4067,0,79637,46214,0,1766,239992,5220,23354,73.89789272,385747,,218223,54,TN,4483,13429,15.9,86591,611,,8082,110685,,,,,,,,,,,,,,,,,,,,,4,130296,151129,0.862150878,4,92143,142841,0.645073893,0
1980-TN-2,23726,51113,2,0,0,5564,0,73064,18114,7,3988,239992,3805,31437,95.9500657,365090,,113139,54,TN,6988,17775,15.9,146082,0,,12708,112654,,,,,,,,,,,,,,,,,,,,,4,147947,194527,0.760547379,4,125082,152833,0.818422723,0
1980-TN-3,49741,50479,3,0,0,7259,0,76020,24615,16,3181,239992,5623,33711,68.67792993,386176,,121670,54,TN,6833,20206,15.9,162493,0,,10170,120712,,,,,,,,,,,,,,,,,,,,,0,117355,192156,0.610727742,0,108282,121838,0.888737504,0
1980-TN-4,13477,10243,4,0,0,1716,0,33203,32291,2,949,239992,4260,5382,44.88544601,191212,,136428,54,TN,1221,7899,15.9,15861,0,,2424,53964,,,,,,,,,,,,,,,,,,,,,0,137612,173570,0.792832863,0,108695,108701,0.999944803,0
1980-TN-5,32783,15896,5,0,0,2468,0,43330,39531,3,1190,239992,4974,9413,45.41978287,225918,,145772,54,TN,1945,5996,15.9,42871,1258,,3857,74291,,,,,,,,,,,,,,,,,,,,,0,118506,181262,0.653782922,0,68608,133608,0.513502185,0
1980-TN-6,56797,36073,6,1,0,5907,0,44554,3964,8,4195,239992,532,21884,483.5845865,257267,,21763,54,TN,8325,13187,15.9,167402,500,,15920,94179,,,,,,,,,,,,,,,,,,,,,4,127945,128511,0.995595708,4,114630,153591,0.746332793,0
1980-TN-7,52008,22825,7,0,0,3402,0,58266,42255,0,1734,239992,7041,13075,40.57761682,285707,,165220,54,TN,4103,11324,15.9,61262,0,,5760,90913,,,,,,,,,,,,,,,,,,,,,0,133606,172835,0.773026297,0,96863,132866,0.729027742,0
1980-TN-8,46753,8781,8,0,0,1796,0,43707,40438,1,1021,239992,5598,3267,37.77813505,211482,,143026,54,TN,1821,8623,15.9,8921,0,,2246,61270,,,,,,,,,,,,,,,,,,,,,0,110139,110207,0.999382979,0,80776,115917,0.696843431,0
