ID,YEAR,STATE,FIPSTATE,SC,CD,REDIST,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRUC,CVLLBRFR,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
NC-7-1980,1980,NC,37,47,7, ,5,27203,15282,119632,55824,0,1, , ,0,114501,9077,8008,8682,1.18763904,5629,23711,346082,3977,9276,34590,0,6875,3,2,49649,1,117.5448831,467476,0,32085,6427,4244,6167,9.4,249362,346,32541,28096
NC-8-1980,1980,NC,37,47,8, ,5,42700,15282,90829,109220,0,0, , ,0,105792,6610,2838,7649,1.18763904,1096,17529,346082,5042,8873,91208,0,7872,0,0,320,,90.09817533,454275,0,30106,5818,6362,5812,9.4,145309,917,44943,28501
NC-9-1980,1980,NC,37,47,9, ,5,32569,15282,99750,75218,1,0, , ,0,110031,2034,3612,19150,1.18763904,4172,20719,346082,1399,12672,54042,0,9594,0,0,413,1,328.4739099,459535,0,7287,4435,10882,5420,9.4,319956,0,51817,46947
NC-10-1980,1980,NC,37,47,10, ,5,36194,15282,50469,124049,0,0, , ,0,104217,3102,1826,7874,1.18763904,1054,18616,346082,2774,9088,111979,0,8449,0,0,272,,170.0710166,471777,0,13258,7702,6397,5128,9.4,196733,0,47174,28372
NC-11-1980,1980,NC,37,47,11, ,5,53939,15282,26458,90890,0,0, , ,0,98004,5840,5508,7704,1.18763904,2113,21939,346082,6908,8471,69907,0,6857,0,0,260,,67.61016213,467051,0,35769,7960,4038,7844,9.4,128390,537,50528,26795
SC-0-1980,1980,SC,45,48,0, ,,191504,4873,788455,447087,0,0, , ,0,649497,33521,38922,50694,,14364,140253,3980,,54779,345423,0,,0,0,68702,,,2590516,0,111528,46552,21409,37288,11.6,1231893,,309000,159306
SC-1-1980,1980,SC,45,48,1, ,5,25586,4873,150439,51419,0,1, , ,0,115983,3172,18756,8053,1.18763904,3943,36659,3980,5460,9560,30683,0,7355,13,4,36841,,81.07069597,442646,0,8701,8343,4343,5885,11.6,267227,429,36223,24564
SC-2-1980,1980,SC,45,48,2, ,5,31099,4873,150772,56362,0,0, , ,0,108045,5343,8402,12317,1.18763904,3669,33893,3980,4314,8615,33912,0,7900,1,1,22170,,103.4462216,446267,0,13085,16876,3513,5841,11.6,276579,428,42294,31013
SC-3-1980,1980,SC,45,48,3, ,5,36856,4873,98183,99359,0,0, , ,0,102683,4095,3417,6892,1.18763904,1272,19365,3980,5868,9148,85859,0,8002,0,0,722,,74.03323108,434427,0,13542,6800,2706,5803,11.6,160021,0,43108,24200
SC-4-1980,1980,SC,45,48,4, ,5,32785,4873,76087,85271,0,0, , ,0,96361,1858,2187,10257,1.18763904,2696,14742,3980,1023,9164,70518,0,8416,0,0,279,,404.9560117,414270,0,4551,3391,5280,5376,11.6,233019,0,44949,30959
SC-5-1980,1980,SC,45,48,5, ,5,34485,4873,139661,94309,0,0, , ,0,109976,3990,3104,6517,1.18763904,1368,18652,3980,6327,9546,81725,0,7623,1,1,6407,1,69.84463411,441907,0,14208,6002,2374,7355,11.6,173775,0,38802,22664
SC-6-1980,1980,SC,45,48,6, ,5,30693,4873,173313,60367,0,1, , ,0,116449,15063,3056,6658,1.18763904,1416,16942,3980,6633,8746,42726,0,6203,1,1,2283,1,61.96276195,410999,0,57441,5140,3193,7028,11.6,121272,0,31278,25906
TX-0-1980,1980,TX,48,49,0, ,,993281,56879,1396767,1420346,0,0, , ,0,2696036,163005,192256,356683,,309808,640449,863488,,275596,765208,0,,1,0,166851,,,11196730,0,386219,172597,154760,156275,15.8,8929569,,1536000,918800
TX-1-1980,1980,TX,48,49,1, ,13,71692,56879,104601,70934,0,0, , ,0,99350,9180,9332,8528,1.91206848,1111,25262,863488,14525,8865,41745,0,6549,0,0,221,,31.79889845,461879,0,35920,7065,4923,7783,15.8,196632,78,49040,30233
TX-2-1980,1980,TX,48,49,2, ,13,54668,56879,95661,67443,1,0, , ,0,108273,6038,3052,8087,1.91206848,1823,24354,863488,17174,10794,36243,0,7258,0,0,254,1,27.18271806,466836,83674039,21679,10508,5423,5833,15.8,195610,0,47115,30753
TX-3-1980,1980,TX,48,49,3, ,13,26665,56879,40990,46304,1,0, , ,0,112199,392,4382,30118,1.91206848,12301,17226,863488,187,10236,46449,0,12437,0,0,542,,2487.812834,465221,0,0,2608,11177,5312,15.8,465221,0,58512,48164
TX-4-1980,1980,TX,48,49,4, ,13,53523,56879,69415,70022,1,0, , ,0,102801,6058,4138,12119,1.91206848,2652,21817,863488,5914,10309,47960,0,8284,0,0,2281,,78.31281704,463142,0,19799,7370,5715,6361,15.8,292222,0,49320,35914
TX-5-1980,1980,TX,48,49,5, ,13,38467,56879,79965,66127,1,0, , ,0,101436,544,5390,27307,1.91206848,6629,20429,863488,198,12272,41960,0,10009,0,0,417,,2348.954545,465093,0,175,2767,7963,6542,15.8,461771,0,55757,49945
TX-6-1980,1980,TX,48,49,6, ,13,45594,56879,56185,61763,1,0, , ,0,108457,6370,7943,16387,1.91206848,5172,30966,863488,6565,12091,40506,0,9366,0,0,993,,71.27387662,467913,0,17473,10932,7168,5242,15.8,364286,0,51950,39780
TX-7-1980,1980,TX,48,49,7, ,13,23635,56879,8530,32431,1,0, , ,0,114975,1084,2907,27947,1.91206848,13390,17813,863488,714,10427,35445,0,13593,0,0,353,,646.6442577,461704,83674039,2504,4479,6003,4046,15.8,433913,0,61288,48140
TX-8-1980,1980,TX,48,49,8, ,13,22399,56879,102807,80634,1,1, , ,0,123099,620,4173,14592,1.91206848,6616,17817,863488,400,10642,41798,0,9483,0,0,357,,1153.04,461216,83674039,362,3002,11558,5979,15.8,440925,0,50397,38330
TX-9-1980,1980,TX,48,49,9, ,13,36967,56879,102606,69446,1,1, , ,0,120130,1613,5105,12530,1.91206848,7992,25249,863488,2271,12360,42598,0,9341,0,0,1358,,205.8489652,467483,164720000,2746,7784,8705,7182,15.8,404715,0,55819,34253
TX-10-1980,1980,TX,48,49,10, ,13,47362,56879,68549,46306,1,0, , ,0,98531,9283,10126,14352,1.91206848,8890,52128,863488,8771,12210,16461,0,7839,1,1,4792,1,53.07182761,465493,0,27509,29792,3009,5713,15.8,333198,0,45952,35769
TX-11-1980,1980,TX,48,49,11, ,13,57884,56879,56957,50922,0,0, , ,0,97983,11193,10785,10208,1.91206848,7404,27146,863488,11802,9503,24848,0,6963,1,1,39492,1,39.66683613,468148,0,36119,6858,4434,6783,15.8,317570,1947,47166,33161
TX-12-1980,1980,TX,48,49,12, ,13,37508,56879,74122,74105,1,0, , ,0,110093,861,9930,14828,1.91206848,6088,22982,863488,480,10452,58352,0,9418,1,1,4939,,970.1479167,465671,0,905,2600,7446,7554,15.8,452267,0,54812,40724
TX-13-1980,1980,TX,48,49,13, ,11,51272,56879,24055,57100,1,0, , ,0,110527,15518,8525,13180,3.21816768,4484,29158,863488,32722,13006,19889,0,8120,1,1,12169,,14.60350834,477856,0,30759,7627,7399,6569,15.8,359205,137,52579,42797
TX-14-1980,1980,TX,48,49,14, ,13,34950,56879,34098,60857,0,1, , ,0,126356,7760,8160,11722,1.91206848,11612,25955,863488,7225,13214,21569,0,7869,2,1,5425,1,65.67017301,474467,35487454,13573,4581,5272,6872,15.8,370170,0,48410,36219
TX-15-1980,1980,TX,48,49,15, ,13,36971,56879,2447,44226,0,1, , ,0,133474,17345,4825,7541,1.91206848,46113,23904,863488,14362,11709,10345,0,5035,1,1,2809,,31.93016293,458581,0,18314,7370,3656,8315,15.8,327590,0,30617,32541
TX-16-1980,1980,TX,48,49,16, ,12,28143,56879,15883,55082,1,0, , ,0,131321,2693,12329,11681,1.91206848,51093,30643,863488,27576,12865,21859,0,7848,2,1,17857,,17.33706847,478087,0,1849,5449,5972,7955,15.8,434550,0,43260,34619
TX-17-1980,1980,TX,48,49,17, ,13,68170,56879,17209,58081,0,0, , ,0,99492,17790,6209,10200,1.91206848,4210,25259,863488,29323,11956,21877,0,7010,3,1,9462,,15.95716673,467912,0,47304,7094,6415,6035,15.8,298077,225,47403,36859
TX-18-1980,1980,TX,48,49,18, ,13,42082,56879,192369,76033,1,0, , ,0,96648,519,5489,18112,1.91206848,18476,22103,863488,75,11210,33161,0,7343,0,0,346,,6160.826667,462062,83674039,0,5404,9706,8069,15.8,462062,1252,47153,45485
TX-19-1980,1980,TX,48,49,19, ,13,32438,56879,28198,50761,0,0, , ,0,122384,20086,3838,13732,1.91206848,6491,25913,863488,17174,13578,14149,0,8326,1,1,2434,,27.77372773,476986,0,43871,8497,5353,7021,15.8,361138,0,45579,40543
TX-20-1980,1980,TX,48,49,20, ,13,42842,56879,50633,56441,1,0, , ,0,114727,554,22096,12204,1.91206848,31611,36140,863488,93,10424,18527,0,6567,3,3,30333,,5031.634409,467942,0,0,3620,4125,7734,15.8,467738,438,41307,34436
TX-21-1980,1980,TX,48,49,21, ,12,47340,56879,7737,43227,1,0, , ,0,112958,10356,15529,16316,1.91206848,14448,36284,863488,41026,13262,15573,0,8787,2,2,12957,,11.37464047,466656,0,21058,7493,4376,5309,15.8,353622,302,52685,37938
TX-22-1980,1980,TX,48,49,22, ,13,20891,56879,57930,60448,1,1, , ,0,120400,2446,7262,16019,1.91206848,9400,23341,863488,2373,10872,42305,0,11092,0,0,1070,,191.6645596,454820,83674039,5714,5207,6550,4818,15.8,384614,0,53672,36703
TX-23-1980,1980,TX,48,49,23, ,13,41266,56879,15853,49032,1,0, , ,0,126991,12919,13276,9922,1.91206848,27095,29813,863488,19908,11284,15097,0,6482,3,3,14850,,23.42013261,466248,0,34678,5253,4770,6489,15.8,324276,0,37201,32997
TX-24-1980,1980,TX,48,49,24, ,13,30565,56879,89820,72643,1,0, , ,0,103413,1817,7459,19036,1.91206848,4641,28770,863488,1276,12062,56457,0,9815,0,0,1141,,364.6661442,465314,0,3971,9249,7648,6751,15.8,428016,764,53321,42506
KY-0-1980,1980,KY,21,51,0, ,,337806,11464,230406,448935,0,0, , ,0,746902,68528,48534,64905,,16556,170761,62105,,68861,278879,0,,0,0,39975,,,3219311,0,381768,53366,42239,52846,32.2,1685762,,396000,203348
KY-1-1980,1980,KY,21,51,1, ,4,60561,11464,41295,70546,0,0, , ,0,98039,12090,6170,7499,11.20587552,1570,23948,62105,8905,9960,39000,0,6788,1,1,9410,,51.74104436,460754,0,64097,7818,5847,8707,32.2,178769,0,42676,27825
KY-2-1980,1980,KY,21,51,2, ,4,43055,11464,27427,62875,0,0, , ,0,104519,16112,7485,6901,11.20587552,2468,22053,62105,7244,8840,40607,0,7042,1,1,28364,,63.42020983,459416,0,91822,5728,3399,7097,32.2,197382,0,39016,26361
KY-3-1980,1980,KY,21,51,3, ,4,49756,11464,91755,75215,1,0, , ,0,106832,398,8585,14026,11.20587552,4159,23479,62105,98,11676,58263,0,8902,1,0,759,,4697.346939,460340,0,39,3218,8174,8291,32.2,458819,422,53497,35998
KY-4-1980,1980,KY,21,51,4, ,4,37159,11464,9668,63819,1,0, , ,0,120385,2528,7559,14833,11.20587552,3887,20929,62105,1127,10019,50848,0,10359,0,0,807,,407.1836735,458896,0,12815,3351,8730,6182,32.2,374415,0,53449,36998
KY-5-1980,1980,KY,21,51,5, ,4,54097,11464,13735,56006,0,0, , ,0,105154,15906,5161,4872,11.20587552,871,23206,62105,9731,9624,26920,0,4660,2,0,191,,47.22906176,459586,0,97727,8421,4305,8270,32.2,99105,0,36412,22444
KY-6-1980,1980,KY,21,51,6, ,4,44596,11464,39913,61322,0,0, , ,0,101388,13381,8355,11747,11.20587552,2861,35197,62105,4153,9741,39226,0,8678,0,0,269,,110.8887551,460521,0,57781,17101,5576,6356,32.2,284019,992,49655,32469
KY-7-1980,1980,KY,21,51,7, ,4,48595,11464,6732,59156,0,0, , ,0,110553,8117,5222,5022,11.20587552,738,21973,62105,8392,9002,24002,0,5528,0,0,177,,54.79003813,459798,0,57504,7749,6204,7944,32.2,93216,0,37999,21243
MD-0-1980,1980,MD,24,52,0, ,,300210,10323,698501,478539,0,0, , ,0,947039,21228,210063,130870,,124331,395812,31057,,129681,299355,0,,0,0,65602,,,3922399,0,62386,56068,53097,51328,24.5,3004889,,597000,295173
MD-1-1980,1980,MD,24,52,1, ,2,42569,10323,95088,69265,0,1, , ,1,120833,9796,20780,9332,2.32414784,6849,40680,31057,4894,12545,38044,0,8925,5,0,18549,1,100.0112383,489455,0,30956,7355,4706,7309,24.5,130879,980,48436,32158
MD-2-1980,1980,MD,24,52,2, ,2,34982,10323,15034,66240,1,0, , ,1,118272,1247,11476,17969,2.32414784,17797,34489,31057,508,17197,58628,0,12140,0,0,1587,,967.1870079,491331,52661448,3538,5816,7308,5719,24.5,430173,231,65605,45412
MD-3-1980,1980,MD,24,52,3, ,2,57272,10323,62036,69712,1,0, , ,1,103167,234,10487,19298,2.32414784,18612,34024,31057,79,16051,53690,0,10022,0,0,2571,,6213.303797,490851,52661448,27,7486,9284,7160,24.5,490164,291,60141,40417
MD-4-1980,1980,MD,24,52,4, ,2,22898,10323,51941,52062,0,0, , ,1,124593,1580,39899,14435,2.32414784,12249,63570,31057,707,16929,25908,0,11892,8,3,27131,,700.4936351,495249,0,5411,6742,7200,4749,24.5,362607,0,57517,34702
MD-5-1980,1980,MD,24,52,5, ,2,21598,10323,75277,47243,0,0, , ,1,112857,554,49791,19843,2.32414784,20688,76696,31057,202,17282,16697,0,12286,0,0,6704,,2389.707921,482721,0,821,9623,5799,5150,24.5,467523,0,55872,39380
MD-6-1980,1980,MD,24,52,6, ,2,45470,10323,20957,73018,0,0, , ,1,115261,6452,13104,11941,2.32414784,5915,35546,31057,3057,14707,46694,0,9749,2,2,2476,,160.8894341,491839,0,19883,7735,8260,6513,24.5,192302,0,55919,35236
MD-7-1980,1980,MD,24,52,7, ,2,45067,10323,361082,74353,1,0, , ,1,121818,531,14199,12150,2.32414784,8779,42076,31057,30,19464,44774,0,7841,0,0,854,,16261.06667,487832,52661448,0,8413,7662,10640,24.5,487832,0,45616,29963
MD-8-1980,1980,MD,24,52,8, ,2,30321,10323,18119,26642,0,0, , ,1,130250,832,50394,25911,2.32414784,33457,68831,31057,414,15520,14848,0,17102,3,0,5622,,1191.113527,493121,0,1728,2917,2866,4101,24.5,443978,0,62177,37901
OK-0-1980,1980,OK,40,53,0, ,,300371,11801,171218,308487,0,0, , ,0,580793,43870,63176,70178,,20160,186884,8887,,69040,146330,0,,0,0,35474,,,2559253,0,175351,54668,35215,40399,18.8,1741034,,377000,200397
OK-1-1980,1980,OK,40,53,1, ,11,38770,11801,36249,53370,1,0, , ,0,100119,1201,4671,15904,3.21816768,3877,18519,8887,1350,11055,34292,0,9527,0,0,283,,315.2740741,425620,0,5848,2793,9970,8105,18.8,388107,0,55665,39390
OK-2-1980,1980,OK,40,53,2, ,11,58754,11801,27046,55620,0,0, , ,0,97654,7538,4946,7677,3.21816768,1621,24748,8887,1287,10845,31529,0,6567,0,0,215,,331.6068376,426778,0,41974,8957,4995,7719,18.8,184967,247,47836,28300
OK-3-1980,1980,OK,40,53,3, ,11,68119,11801,25186,55246,0,0, , ,0,93271,8925,8686,7227,3.21816768,1153,29341,8887,19944,11454,22122,0,5846,1,0,368,,21.38969114,426596,0,46798,9201,4043,6750,18.8,177430,0,45661,28027
OK-4-1980,1980,OK,40,53,4, ,11,37513,11801,24770,43398,1,0, , ,0,98466,6928,20070,9579,3.21816768,5669,42522,8887,7811,11450,13883,0,7569,2,2,30213,,54.5807195,426330,0,23263,11002,4019,6426,18.8,317324,0,40196,29816
OK-5-1980,1980,OK,40,53,5, ,11,40150,11801,47562,54410,1,0, , ,0,97235,852,18716,18984,3.21816768,4410,38444,8887,484,10531,25856,0,9305,1,1,2375,,881.1652893,426484,0,1420,9197,6993,5960,18.8,418596,463,54597,41015
OK-6-1980,1980,OK,40,53,6, ,11,57115,11801,10321,46423,1,0, , ,0,94032,18476,6079,10787,3.21816768,3429,33333,8887,28806,13712,18612,0,7593,1,1,2027,,14.83874887,427445,0,56196,13542,5184,5435,18.8,254164,0,47312,33826
TN-0-1980,1980,TN,47,54,0, ,,384611,15434,620697,616730,0,0, , ,0,885728,54368,62072,95970,,19026,234161,256012,,117331,446961,0,,0,0,25194,,,3924164,0,316848,54758,46623,67630,23.5,2307026,,515000,272697
TN-1-1980,1980,TN,47,54,1, ,6,44591,15434,11761,86739,0,0, , ,0,102915,8653,5856,7411,11.20587552,1149,22728,256012,4617,11793,69952,0,6820,2,0,196,,106.2417154,490518,0,68191,5079,5217,10873,23.5,183651,508,52969,29465
TN-2-1980,1980,TN,47,54,2, ,6,49717,15434,29130,74559,0,0, , ,0,105095,4086,8471,11020,11.20587552,2287,32403,256012,4063,13924,51704,0,7285,0,0,445,,121.2254492,492539,0,29376,10008,5564,7874,23.5,258743,0,50969,34545
TN-3-1980,1980,TN,47,54,3, ,6,44578,15434,54438,82628,0,0, , ,0,111568,2614,10182,11846,11.20587552,2583,29510,256012,4228,14419,68467,0,7940,1,0,168,1,115.0338221,486363,0,13217,4909,4661,7372,23.5,294218,0,52501,30789
TN-4-1980,1980,TN,47,54,4, ,6,52912,15434,30822,88376,0,0, , ,0,107031,14054,7189,11154,11.20587552,1320,28149,256012,9721,13372,64690,0,6451,1,0,564,,50.62483284,492124,0,83337,7588,3934,8388,23.5,172697,912,45669,28753
TN-5-1980,1980,TN,47,54,5, ,6,44286,15434,93118,65009,1,0, , ,0,111814,2787,5943,18967,11.20587552,3785,30911,256012,1289,15088,43559,0,9231,0,0,666,,380.2777347,490178,0,9267,9880,7575,6867,23.5,445828,488,52774,41602
TN-6-1980,1980,TN,47,54,6, ,6,45887,15434,64705,75712,1,0, , ,0,110164,9224,7884,9498,11.20587552,2253,27018,256012,10066,13355,54405,0,7151,0,0,8466,,46.92439897,472341,0,56750,5779,5451,7444,23.5,208967,0,45079,31245
TN-7-1980,1980,TN,47,54,7, ,8,53469,15434,93774,74686,1,0, , ,0,110867,12116,7484,9096,32.28646848,1900,28259,256012,7187,15038,54547,0,7030,3,1,13978,,67.77473216,487097,0,56558,5737,4513,8383,23.5,233483,0,44927,32390
TN-8-1980,1980,TN,47,54,8, ,8,49149,15434,243469,68989,1,0, , ,0,126301,803,9062,16995,32.28646848,3754,35193,256012,157,20355,39566,0,7874,1,0,669,,3267.541401,513004,0,33,5776,9726,10442,23.5,510199,923,52185,43941
WV-0-1980,1980,WV,54,56,0, ,4,194484,11884,66804,248476,0,0, , ,0,394068,8882,17313,25891,11.20587552,16662,90615,510,,37532,127727,0,,0,0,924,,,1744237,0,57445,35770,23726,29707,46.8,679525,,233000,104062
WV-1-1980,1980,WV,54,56,1, ,4,50495,11884,7723,71810,0,0, , ,0,95646,1474,3410,7371,11.20587552,8081,18421,510,2745,10178,50793,0,8457,0,0,166,,158.9570128,436337,0,9803,4833,4252,6599,46.8,247462,212,54377,28873
WV-2-1980,1980,WV,54,56,2, ,4,53305,11884,15447,61140,0,0, , ,0,93387,5458,5910,4877,11.20587552,3655,29120,510,11218,8683,28028,0,6437,2,0,330,,38.87858798,436140,0,28485,14527,6523,7888,46.8,104955,688,46764,22176
WV-3-1980,1980,WV,54,56,3, ,4,44587,11884,13400,58100,0,0, , ,0,102709,1248,3518,7485,11.20587552,1971,23086,510,6377,9813,28962,0,7574,0,0,229,,68.08295437,434165,0,14244,9755,5796,8211,46.8,179149,0,46309,27102
WV-4-1980,1980,WV,54,56,4, ,4,46097,11884,30234,57426,0,0, , ,0,102326,702,4475,6158,11.20587552,2955,19988,510,3730,8858,19944,0,7039,0,0,199,,117.3176944,437595,0,4913,6655,7155,7009,46.8,147959,348,44185,25911
AZ-0-1980,1980,AZ,4,61,0, ,,162001,7597,52846,199137,0,0, , ,0,440477,17818,31155,57924,,76638,116331,14226001,,53699,96044,0,,0,0,25832,,,1772482,0,23294,31477,17314,26969,21.4,1409339,,274000,134045
AZ-1-1980,1980,AZ,4,61,1, ,14,45125,7597,25577,54058,1,0, , ,0,102347,3346,5085,16902,0.240134944,17021,27829,14226001,644,13909,33228,0,9126,1,1,3549,,687.25,442589,0,2382,8835,3659,7460,21.4,414567,0,50196,37329
AZ-2-1980,1980,AZ,4,61,2, ,14,42295,7597,12448,46300,1,0, , ,0,108357,2706,10016,12473,0.240134944,29589,32301,14226001,21890,13264,12825,0,8832,3,2,12872,1,20.2428963,443117,0,4145,9021,4563,6223,21.4,352886,329,49413,30168
AZ-3-1980,1980,AZ,4,61,3, ,14,39552,7597,9705,52346,1,0, , ,0,114032,7664,8744,12198,0.240134944,17348,28623,14226001,54360,12777,24218,0,8964,4,2,8590,,8.153072112,443201,0,7454,7102,4591,6818,21.4,330859,222,48078,32909
AZ-4-1980,1980,AZ,4,61,4, ,14,34972,7597,5020,46389,1,0, , ,0,115802,4097,7310,16365,0.240134944,12629,27568,14226001,36523,13752,25767,0,9886,0,0,774,,12.14508666,443575,0,9350,6506,4504,6465,21.4,310538,220,48824,33632
CO-0-1980,1980,CO,8,62,0, ,,188091,8765,66066,234182,0,0, , ,0,534399,32016,47912,74968,,60311,163519,8889723,,73298,120581,0,,0,0,48520,,,2207259,0,85989,42309,32518,36357,25,1736082,,336000,183611
CO-1-1980,1980,CO,8,62,1, ,10,52391,8765,46124,44109,1,0, , ,0,87846,653,10571,21949,4.9598864,18173,33683,8889723,89,15172,25847,0,9977,2,1,5674,,4964.955056,441881,0,0,7940,8103,7841,25,441881,439,56381,42063
CO-2-1980,1980,CO,8,62,2, ,10,27806,8765,1698,49392,1,0, , ,0,109178,1533,10536,17053,4.9598864,11848,35282,8889723,1541,14854,33585,0,11201,0,0,656,,285.1388709,439399,0,3516,9892,6377,6530,25,386387,0,52329,38549
CO-3-1980,1980,CO,8,62,3, ,12,41928,8765,9784,44936,0,0, , ,0,111985,10435,10230,7607,1.91206848,9475,32716,8889723,50138,13400,16058,0,7578,3,2,22531,,8.819996809,442217,0,30616,9086,4633,7845,25,284690,600,44096,29248
CO-4-1980,1980,CO,8,62,4, ,14,38730,8765,987,50129,0,0, , ,0,109841,15113,5405,11999,0.240134944,10188,32718,8889723,40676,15932,20404,0,8992,0,0,440,1,10.86694857,442024,0,42289,11381,6085,7516,25,238807,115,47211,36358
CO-5-1980,1980,CO,8,62,5, ,10,27135,8765,7277,45634,1,0, , ,0,115660,4298,11170,16326,4.9598864,10594,29121,8889723,11322,13936,24699,0,10278,4,0,19233,,39.01589825,441738,0,9617,4015,7311,6623,25,383953,0,49589,37366
ID-0-1980,1980,ID,16,63,0, ,,67844,3028,2038,83625,0,0, , ,0,182377,29153,10502,18947,,12580,44342,12071543,,19768,37850,0,,0,0,5198,,,713008,0,93766,14072,10771,14151,22.1,387340,,97000,58498
ID-1-1980,1980,ID,16,63,1, ,17,36475,3028,605,44346,0,0, , ,0,88063,11066,5369,8132,7.73079104,6885,23240,12071543,39385,9612,21866,0,8466,0,0,382,,9.060784563,356859,0,35437,8259,4008,8599,22.1,189523,0,41359,29124
ID-2-1980,1980,ID,16,63,2, ,17,31346,3028,1438,39256,0,0, , ,0,94343,18120,5132,10827,7.73079104,5689,21092,12071543,43292,10159,15957,0,8280,2,1,4836,,8.226670055,356149,0,58436,5801,6776,5537,22.1,197857,172,36263,29375
MT-0-1980,1980,MT,30,64,0, ,,68765,3347,1800,69344,0,0, , ,0,179131,28422,13345,15190,,19634,50982,92574028,,22834,23626,0,,0,0,5746,,,694409,0,82129,14803,11767,16041,34.3,372344,,101000,54525
MT-1-1980,1980,MT,30,64,1, ,10,35153,3347,424,38530,0,0, , ,0,87106,9499,7168,6815,4.9598864,8769,29087,92574028,56027,10544,14754,0,8576,0,0,321,,6.201420744,347447,0,29423,11375,5492,9225,34.3,174700,160,41789,25168
MT-2-1980,1980,MT,30,64,2, ,10,33609,3347,1377,30805,0,0, , ,0,92031,18935,6175,8377,4.9598864,10868,21886,92574028,89560,12292,8866,0,8436,1,1,5431,,3.874073247,346962,0,52734,3419,6275,6813,34.3,197672,96,38939,29362
NV-0-1980,1980,NV,32,65,0, ,,30744,2136,27621,51991,0,0, , ,0,113783,3670,10437,18356,,18179,35804,48637998,,17113,10357,0,,0,0,9101,,,488738,0,7716,8254,6877,11187,36.5,395221,,87000,37735
NV-1-1980,1980,NV,32,65,1, ,15,30744,2136,27621,51991,0,0, , ,0,113783,3670,10437,18356,0.01619968,18179,35804,48637998,109889,17113,10357,0,10687,3,2,9101,,4.44756072,488738,0,7716,8254,6877,11187,36.5,395221,177,65063,37735
NM-0-1980,1980,NM,35,66,0, ,,70830,3408,19314,96893,0,0, , ,0,283754,12316,29728,30679,,22510,87191,13198822,,28003,21832,0,,0,0,15755,,,1016000,0,37487,29460,10589,19645,18.8,710705,,136000,67876
NM-1-1980,1980,NM,35,66,1, ,12,36257,3408,7453,43175,0,0, , ,0,141467,3578,15833,20448,1.91206848,8528,48121,13198822,40606,14236,11175,0,8187,2,1,5121,,12.58767177,511135,0,10510,18052,4879,10292,18.8,389926,420,54503,36395
NM-2-1980,1980,NM,35,66,2, ,12,34573,3408,11860,53716,0,0, , ,0,142286,8736,13896,10233,1.91206848,13981,39072,13198822,80806,13767,10657,0,7551,5,2,10633,,6.247865258,504865,0,26974,11409,5710,9353,18.8,320790,0,46804,31482
UT-0-1980,1980,UT,49,67,0, ,,77784,3918,6324,122290,0,0, , ,0,288221,11674,44716,26153,,29573,95553,23530050,,27969,55018,0,,0,0,4472,,,1059273,0,26297,22868,14906,20600,26.2,853314,,141000,81294
UT-1-1980,1980,UT,49,67,1, ,14,36314,3918,3782,59465,0,0, , ,0,145968,8291,31012,9468,0.240134944,10311,56133,23530050,43590,14477,25657,0,9080,5,2,3107,,12.1515944,529688,0,21377,10644,6526,10956,26.2,382484,0,52433,33796
UT-2-1980,1980,UT,49,67,2, ,15,41469,3918,2542,62824,0,0, , ,0,142254,3385,13709,16682,0.01619968,19259,39426,23530050,38506,13493,29359,0,9537,2,0,1366,,13.75331117,529585,0,4925,12224,8379,9644,26.2,470800,506,59617,47493
WY-0-1980,1980,WY,56,68,0, ,,30302,1870,2455,37375,0,0, , ,0,82433,11048,5918,7310,,6989,26961,19718856,,12481,7939,0,,0,0,3242,,,332416,0,31263,8562,6547,6188,24.8,200877,489,49000,25068
WY-1-1980,1980,WY,56,68,1, ,10,30302,1870,2455,37375,0,0, , ,0,82433,11048,5918,7310,4.9598864,6989,26961,19718856,97203,12481,7939,0,8944,1,1,3242,,3.419812146,332416,0,31263,8562,6547,6188,24.8,200877,0,39375,25068
CA-0-1980,1980,CA,6,71,0, ,,1806489,104277,1398177,2302408,0,0, , ,0,4570504,161385,355192,760379,,1757586,1333998,19836032,,709331,1614316,0,,0,0,346246,,,19953134,0,184833,269475,272894,507361,35.7,18133553,,3231000,1575359
CA-1-1980,1980,CA,6,71,1, ,16,57055,104277,3291,53319,0,1, , ,0,105645,6387,8066,11382,16.92335008,23129,35497,19836032,11574,16083,28070,0,9473,2,1,1914,1,40.4373596,468022,0,16481,11348,5021,13325,35.7,240959,0,59515,33533
CA-2-1980,1980,CA,6,71,2, ,16,50732,104277,4524,49354,0,0, , ,0,109987,7317,9985,10343,16.92335008,14537,37640,19836032,34888,18363,20185,0,9035,0,0,1374,,13.27043683,462979,0,16420,9292,6181,16838,35.7,218773,0,59396,32737
