ID,YEAR,STATE,FIPSTATE,SC,CD,REDIST,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRUC,CVLLBRFR,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
MI-11-1988,1988,MI,26,23,11,0,3,110237,56621,2909,33021,0,1, , ,0,103530,5789,7604,7280,1.17,12888,43308,693643,22561,22840,29987,0,16133,2,2,7205,1,22.80732237,514556,,8233,12864,5856,27404,33.7,188464,205,68913,37747
MI-12-1988,1988,MI,26,23,12,0,3,72303,56621,10903,42235,0,1, , ,0,108655,1827,5332,11235,1.17,32895,26675,693643,905,18230,72197,0,24991,1,1,1531,,568.5348066,514524,,4088,3113,6599,26028,33.7,433148,0,67225,46896
MI-13-1988,1988,MI,26,23,13,0,3,106535,56621,365299,36612,1,1, , ,0,104692,484,6280,7646,1.17,24256,32213,693643,65,19995,38514,0,12825,0,0,359,,7917.107692,514612,,0,5938,6149,40583,33.7,514612,0,52942,22039
MI-14-1988,1988,MI,26,23,14,0,3,92739,56621,25296,41087,1,1, , ,0,89228,698,5198,12497,1.17,48115,26257,693643,107,17664,72109,0,24862,2,0,267,,4811.579439,514839,,0,3395,5740,24948,33.7,514839,0,66046,49081
MI-15-1988,1988,MI,26,23,15,0,3,49495,56621,28159,52458,0,0, , ,0,109496,1357,4027,9746,1.17,24011,27998,693643,395,16066,78937,0,25687,0,0,196,,1303.088608,514720,,1418,7905,11666,28251,33.7,467469,0,65914,46486
MI-16-1988,1988,MI,26,23,16,0,3,83896,56621,13875,45302,0,1, , ,0,98080,2116,3426,10139,1.17,31340,25106,693643,960,18094,73425,0,24996,0,0,212,1,536.0145833,514574,,7376,3586,9555,26479,33.7,407675,539,68706,41723
MI-17-1988,1988,MI,26,23,17,0,3,97011,56621,65571,36734,1,0, , ,0,80810,648,4460,15223,1.17,47612,29582,693643,101,20200,63841,0,25853,0,0,179,,5092.70297,514363,,0,4922,7387,22780,33.7,514363,0,67525,55128
MI-18-1988,1988,MI,26,23,18,0,3,57742,56621,4213,26172,0,0, , ,0,109567,1326,2940,15907,1.17,32793,27708,693643,623,19296,70721,0,33080,0,0,161,,825.9165329,514546,,958,5472,4760,16728,33.7,436305,0,68211,55265
OH-1-1988,1988,OH,39,24,1,0,4,93645,62434,84058,38698,1,0, , ,0,84385,1310,7065,13047,21.93,12860,33300,14065,262,19018,58466,0,21445,0,0,214,,1968.328244,515702,,529,7217,10470,15232,27.4,486541,0,65672,52163
OH-2-1988,1988,OH,39,24,2,0,4,96227,62434,83043,42320,1,0, , ,0,89954,2638,6339,12249,21.93,10496,31033,14065,1067,17775,64462,0,21636,1,0,183,1,482.2614808,514573,,7056,6919,7817,18163,27.4,410004,354,66155,46105
OH-3-1988,1988,OH,39,24,3,0,4,85096,62434,94130,39942,0,0, , ,0,95189,1422,13658,10023,21.93,10197,37679,14065,399,19480,56951,0,20011,2,1,4092,,1287.185464,513587,,3078,4541,6554,22872,27.4,486086,526,68986,45383
OH-4-1988,1988,OH,39,24,4,0,4,94470,62434,17491,57262,0,0, , ,0,103813,8194,3058,9163,21.93,6726,26383,14065,3972,18542,76788,0,19783,1,0,120,,129.5803122,514693,,38231,4783,7835,18833,27.4,286246,0,63868,41831
OH-5-1988,1988,OH,39,24,5,0,3,85500,62434,10172,60936,0,1, , ,0,104142,8169,2958,7507,1.17,7487,29297,14065,4958,17958,78371,0,21155,0,0,231,1,103.705123,514170,,43755,8381,9092,20935,27.4,226524,0,60935,39809
OH-6-1988,1988,OH,39,24,6,0,4,88644,62434,10501,46260,0,0, , ,0,111053,6635,6820,7978,21.93,5155,32212,14065,4930,18508,59199,0,18409,0,0,332,,104.4561866,514969,,23205,6884,7919,19787,27.4,235482,801,66050,36978
OH-7-1988,1988,OH,39,24,7,0,4,81502,62434,27524,47493,0,0, , ,0,106576,7677,12585,8991,21.93,6522,38562,14065,3363,18983,60726,0,19828,2,2,4711,,152.4433541,512667,,26195,6994,6984,18802,27.4,294511,0,66967,39306
OH-8-1988,1988,OH,39,24,8,0,4,83406,62434,14570,54483,0,0, , ,0,105104,6887,3759,11251,21.93,5726,27697,14065,2808,16246,80937,0,21074,0,0,251,,182.843661,513425,,31661,7692,7296,17027,27.4,306816,0,64099,39410
OH-9-1988,1988,OH,39,24,9,0,3,94493,62434,64394,41183,1,1, , ,0,88580,1947,4189,9589,1.17,14783,29723,14065,572,18382,54290,0,21600,0,0,222,,898.8951049,514168,,4910,7152,11256,26881,27.4,468479,0,65475,47087
OH-10-1988,1988,OH,39,24,10,0,4,91273,62434,11110,46914,1,0, , ,0,106765,4639,6084,8120,21.93,5367,35389,14065,4509,18807,53467,0,18166,0,0,320,,113.9343535,513730,,16546,10498,7596,18241,27.4,220392,0,66543,39440
OH-11-1988,1988,OH,39,24,11,0,4,68155,62434,10234,51980,0,1, , ,0,105464,4576,3484,9581,21.93,14953,30096,14065,2088,19980,82140,0,22668,1,0,123,1,245.5962644,512805,,9193,6632,8334,17187,27.4,288946,0,67337,41314
OH-12-1988,1988,OH,39,24,12,0,4,69103,62434,77314,38653,1,0, , ,0,98347,3206,9359,20167,21.93,12175,44888,14065,1430,19114,49036,0,21107,1,0,379,,358.706993,512951,,10102,16415,9584,13981,27.4,404584,0,68361,54675
OH-13-1988,1988,OH,39,24,13,0,3,71675,62434,26735,55177,0,1, , ,0,110357,4803,4003,9629,1.17,13684,25623,14065,1799,18864,78165,0,22127,0,0,243,,286.4613674,515344,,13145,2756,8890,21177,27.4,368404,0,67016,39935
OH-14-1988,1988,OH,39,24,14,0,4,93452,62434,56232,40969,0,0, , ,0,96495,1148,3760,10264,21.93,17521,29178,14065,391,19351,69503,0,21533,0,0,208,,1316.2711,514662,,449,6067,8598,19368,27.4,472261,0,70766,48670
OH-15-1988,1988,OH,39,24,15,0,4,75469,62434,56742,36523,1,0, , ,0,89703,2364,6435,17533,21.93,13542,50151,14065,668,17053,39344,0,20838,1,1,1032,,770.4565868,514665,,2916,26663,9786,14550,27.4,473785,0,63671,52213
OH-16-1988,1988,OH,39,24,16,0,4,88287,62434,25611,57454,0,0, , ,0,99561,5923,2965,9081,21.93,10077,25007,14065,1602,16655,77453,0,20972,0,0,117,,320.3589263,513215,,20163,5387,8215,16755,27.4,320692,0,64953,42303
OH-17-1988,1988,OH,39,24,17,0,4,94545,62434,55208,55825,0,0, , ,0,93239,1807,3264,8471,21.93,19943,23805,14065,834,16019,72606,0,21162,1,0,173,,617.7733813,515223,,3525,4522,8102,25458,27.4,412478,0,74720,44229
OH-18-1988,1988,OH,39,24,18,0,4,105757,62434,10288,57334,0,0, , ,0,102449,5221,3003,6476,21.93,7982,24399,14065,4859,16418,63098,0,19159,0,0,101,,105.7853468,514011,,16549,4978,7368,17979,27.4,223619,0,70440,37314
OH-19-1988,1988,OH,39,24,19,0,3,107084,62434,7783,31648,0,1, , ,0,77695,1284,6409,17180,1.17,40626,29906,14065,302,21154,67646,0,26910,0,0,229,,1705.225166,514978,,334,2343,9195,11742,27.4,504290,0,73781,57145
OH-20-1988,1988,OH,39,24,20,0,3,106747,62434,12780,52305,1,1, , ,0,68666,666,5931,12765,1.17,40906,26689,14065,116,18081,73930,0,21167,1,0,302,,4429.543103,513827,,0,2677,11421,17180,27.4,513827,0,71420,49487
OH-21-1988,1988,OH,39,24,21,0,3,101738,62434,320822,47040,1,1, , ,0,92321,708,10636,10714,1.17,25457,40443,14065,79,24475,56594,0,18005,0,0,224,,6509.683544,514265,,0,5332,10302,22761,27.4,514265,1298,58363,34506
WI-1-1988,1988,WI,55,25,1,0,7,90675,30026,22121,57607,0,1, , ,0,100889,7377,3042,7970,6.9,17883,29272,55075,2219,20182,86377,0,22510,0,0,292,,235.6318161,522867,,18131,6048,6963,22296,24.5,360413,0,65438,44051
WI-2-1988,1988,WI,55,25,2,0,7,88899,30026,6053,35636,0,0, , ,0,94557,17684,6283,16355,6.9,14095,65081,55075,5477,20642,40402,0,21188,1,0,249,,95.47964214,522942,,45709,38156,7355,14768,24.5,313397,329,59791,50739
WI-3-1988,1988,WI,55,25,3,0,7,108210,30026,896,42552,0,0, , ,0,99173,29981,4257,8130,6.9,6604,38106,55075,10980,21564,46603,0,17872,0,0,180,1,47.62695811,522944,,75515,12285,7477,15778,24.5,207841,0,58526,46528
WI-4-1988,1988,WI,55,25,4,0,7,92627,30026,1389,57106,0,1, , ,0,80901,1279,5359,15011,6.9,23978,30840,55075,281,22570,89120,0,23532,1,0,547,,1860.338078,522755,,478,2911,11528,12963,24.5,511264,0,72887,52271
WI-5-1988,1988,WI,55,25,5,0,7,109537,30026,147978,49176,0,1, , ,0,82279,927,6130,15157,6.9,24090,35797,55075,92,23529,66005,0,20645,0,0,260,,5685.108696,523030,,0,6138,8234,16838,24.5,523030,0,58726,47735
WI-6-1988,1988,WI,55,25,6,0,7,109893,30026,1288,56873,0,1, , ,0,96097,16996,4490,7772,6.9,7752,28959,55075,6869,18664,77552,0,19918,1,1,448,1,76.07497452,522559,,44094,5805,7494,16074,24.5,265216,772,66222,43564
WI-7-1988,1988,WI,55,25,7,0,9,110042,30026,480,43809,0,1, , ,0,99951,19810,4563,12289,1.02,8833,33572,55075,16460,20544,49416,0,17702,0,0,152,,31.75012151,522607,28816841,45514,8465,9313,20482,24.5,213701,715,63333,42847
WI-8-1988,1988,WI,55,25,8,0,7,100312,30026,797,47720,0,1, , ,0,100560,14533,3864,9609,6.9,7586,26756,55075,9786,18472,62986,0,19456,0,0,357,1,53.46372369,523196,,34228,4420,8113,17524,24.5,287007,0,64165,48738
WI-9-1988,1988,WI,55,25,9,0,7,84165,30026,2167,51317,0,1, , ,0,102894,7543,2888,12747,6.9,14476,25402,55075,2263,18784,84046,0,25373,0,0,181,,231.0503756,522867,,19053,3730,7176,12217,24.5,339039,0,66879,50950
IA-1-1988,1988,IA,19,31,1,0,7,103281,25468,9524,45490,0,0, , ,0,93871,14969,7388,8447,6.9,8076,31033,1648,7622,17556,56281,0,20097,1,0,507,,63.75767515,485961,,50942,6089,8652,13130,20.5,308942,0,62093,44763
IA-2-1988,1988,IA,19,31,2,0,7,94221,25468,4010,45544,0,0, , ,0,94250,20294,3195,9708,6.9,5999,25443,1648,7116,16526,61033,0,21172,0,0,170,1,68.25576166,485708,,63161,5722,7302,11567,20.5,294600,0,59884,44751
IA-3-1988,1988,IA,19,31,3,0,7,96941,25468,10524,39265,0,0, , ,0,89766,21967,3951,8226,6.9,8419,42012,1648,8934,16447,49137,0,20496,0,0,134,,54.34620551,485529,,71186,21614,6409,10967,20.5,265913,326,56509,44228
IA-4-1988,1988,IA,19,31,4,0,7,86683,25468,14908,33981,0,0, , ,0,86869,8300,7720,21466,6.9,11999,46077,1648,3627,18383,34813,0,21791,0,0,374,,133.851668,485480,,23689,19974,9860,11570,20.5,380110,274,61229,53621
IA-5-1988,1988,IA,19,31,5,0,10,120837,25468,1727,36495,0,0, , ,0,95235,29709,5202,10774,5.09,5405,30952,1648,15157,17680,30658,0,18095,0,0,240,,32.04057531,485639,,92216,8070,11091,10370,20.5,214060,444,59487,45990
IA-6-1988,1988,IA,19,31,6,0,10,118516,25468,1535,34083,0,0, , ,0,88934,30524,3519,9167,5.09,7761,26560,1648,13511,17156,32197,0,18616,0,0,165,,35.93301754,485491,,89876,5885,7916,11672,20.5,244607,0,59309,49425
KA-1-1988,1988,KA,20,32,1,0,11,120099,19619,4458,32096,0,0, , ,0,86567,31738,4577,8841,7.19,6362,35013,1151,49399,22875,21932,0,17491,0,0,214,,9.557663111,472139,,65841,7561,8599,5732,12,210425,0,56839,46832
KA-2-1988,1988,KA,20,32,2,0,11,82884,19619,34528,30422,0,0, , ,0,80739,10438,11398,11363,7.19,13754,53601,1151,7203,17670,27928,0,19151,2,2,19813,,65.66541719,472988,,29759,24533,9700,10613,12,319134,1234,60723,39316
KA-3-1988,1988,KA,20,32,3,0,11,73341,19619,45066,34120,0,0, , ,0,88526,2617,8890,18685,7.19,10903,33061,1151,1818,16140,42285,0,23821,1,0,209,,259.8767877,472456,,6576,8031,15062,11184,12,424680,0,66872,52477
KA-4-1988,1988,KA,20,32,4,0,10,83247,19619,33549,38973,0,0, , ,0,81465,5673,5773,12026,5.09,11432,27601,1151,5117,16287,68296,0,20970,1,1,3673,,92.47215165,473180,,15670,5541,7770,8709,12,381590,150,64152,47405
KA-5-1988,1988,KA,20,32,5,0,10,130381,19619,8755,42576,0,0, , ,0,85587,16366,4083,8589,5.09,5440,32754,1151,18243,20129,47033,0,17495,1,0,250,1,25.9231486,472916,,55055,8542,10128,8517,12,240070,0,56910,38192
MN-1-1988,1988,MN,27,33,1,0,7,105839,36769,942,38629,0,0, , ,0,97600,22516,3211,8692,6.9,8526,31317,196386,8599,18878,50425,0,19869,0,0,110,1,59.24677288,509463,,70757,9228,7384,12686,24.5,260919,0,60681,47480
MN-2-1988,1988,MN,27,33,2,0,7,128760,36769,341,36036,0,0, , ,0,98579,38860,3510,7484,6.9,7911,32531,196386,18741,22310,35491,0,16935,0,0,110,,27.18696975,509511,,121636,6711,7256,12273,24.5,172080,0,57675,45997
MN-3-1988,1988,MN,27,33,3,0,7,57527,36769,3272,32021,0,0, , ,0,109091,3489,5619,23015,6.9,16223,30508,196386,1213,18414,60983,0,28447,0,0,383,,419.8417148,509268,,8372,6475,13096,8260,24.5,465673,0,72445,66503
MN-4-1988,1988,MN,27,33,4,0,7,97318,36769,14315,38931,0,0, , ,0,78611,1433,6852,17705,6.9,20411,44021,196386,181,20797,57151,0,23472,0,0,235,,2816.132597,509720,,0,16372,14598,10941,24.5,508240,0,68977,52808
MN-5-1988,1988,MN,27,33,5,0,7,114241,36769,29663,39338,1,0, , ,0,65073,1226,7616,21877,6.9,22451,43306,196386,89,20192,51365,0,21500,1,0,253,,5725.88764,509604,,0,15498,13487,12262,24.5,509604,713,70257,61101
MN-6-1988,1988,MN,27,33,6,0,7,42691,36769,1981,47537,0,0, , ,0,121543,4091,4619,14699,6.9,10316,31416,196386,1788,18696,70197,0,25146,1,0,219,1,284.889821,509383,,9413,8101,13632,11496,24.5,408808,0,68742,54316
MN-7-1988,1988,MN,27,33,7,0,9,106142,36769,591,30031,0,0, , ,0,103570,27574,6378,7100,1.02,7636,38877,196386,24259,20330,25932,0,16468,0,0,211,,21.00408096,509538,,81547,12169,8772,17989,24.5,179179,821,60394,45049
MN-8-1988,1988,MN,27,33,8,0,9,109217,36769,1220,36168,0,1, , ,0,105936,7713,5804,7097,1.02,14000,40326,196386,24680,23657,29219,0,18905,0,0,1555,,20.64355754,509483,28816841,23675,10865,9110,21924,24.5,220955,0,70672,40145
MO-1-1988,1988,MO,29,34,1,0,8,121537,40975,281354,40521,1,0, , ,0,95240,1200,13241,12353,57.97,13473,42783,54412,161,21013,47981,0,18108,1,0,705,,3391.534161,546037,26620294,107,8529,13176,26207,26.6,542650,0,64937,41225
MO-2-1988,1988,MO,29,34,2,0,8,75668,40975,28480,30792,0,0, , ,0,95793,1615,7994,18203,57.97,14348,28032,54412,367,15821,64601,0,26519,0,0,767,,1488.250681,546188,,303,4217,12657,13938,26.6,530270,0,79573,64092
MO-3-1988,1988,MO,29,34,3,0,8,124168,40975,7532,44910,1,0, , ,0,75840,1857,9208,15772,57.97,14308,29718,54412,768,16143,58627,0,21602,0,0,476,,711.1158854,546137,26620294,1709,4367,13362,16865,26.6,459054,840,78453,55565
MO-4-1988,1988,MO,29,34,4,0,10,111108,40975,14843,45270,0,0, , ,0,104747,15872,9157,9992,5.09,7619,42035,54412,13627,15800,43456,0,17145,3,2,18479,,40.1185881,546696,,58195,17078,9314,15331,26.6,245030,0,71034,44620
MO-5-1988,1988,MO,29,34,5,0,10,116362,40975,124820,45539,1,0, , ,0,86282,1636,16121,19181,5.09,13897,42701,54412,267,19284,50978,0,20462,0,0,516,,2048.041199,546827,,154,7296,15367,17064,26.6,543290,401,77655,54792
MO-6-1988,1988,MO,29,34,6,0,10,124775,40975,9546,46951,1,0, , ,0,104096,20596,6234,12944,5.09,5720,32617,54412,14260,17210,45667,0,18610,0,0,500,,38.33169705,546610,,65618,9173,20248,14056,26.6,309547,0,73966,52136
MO-7-1988,1988,MO,29,34,7,0,11,129033,40975,4406,50066,0,0, , ,0,102799,14142,4510,9503,7.19,5107,28216,54412,10456,15243,52961,0,15056,0,0,274,,52.21126626,545921,,50247,8463,11691,16454,26.6,266281,0,71577,47373
MO-8-1988,1988,MO,29,34,8,0,8,127840,40975,24091,49473,0,0, , ,0,108096,15178,5937,6983,57.97,3953,33567,54412,16142,15359,45429,0,13733,0,0,320,,33.83254863,546125,,44796,12271,8237,19845,26.6,206750,176,65233,40705
MO-9-1988,1988,MO,29,34,9,0,8,108327,40975,18313,47658,0,0, , ,0,98757,16740,6182,9787,57.97,7191,43390,54412,12927,16150,51962,0,18826,0,0,258,1,42.24839483,546145,,60945,21058,9523,16097,26.6,246767,339,67618,45843
NE-1-1988,1988,NE,31,35,1,0,10,119549,13964,3746,39839,0,0, , ,0,89792,27844,6063,13078,5.09,9311,46943,13951,14989,21133,38540,0,18803,0,0,317,1,34.89385549,523024,,76704,19747,11106,8852,16.3,298449,162,62790,50206
NE-2-1988,1988,NE,31,35,2,0,10,80974,13964,43663,33776,1,0, , ,0,98258,4630,8481,22510,5.09,15263,35535,13951,1820,19026,32861,0,21400,1,1,12176,1,287.3483516,522974,,9569,8028,15400,11854,16.3,462978,372,67503,53664
NE-3-1988,1988,NE,31,35,3,0,10,127380,13964,537,37997,0,0, , ,0,100526,41248,6000,8426,5.09,6427,37285,13951,59836,23056,27645,0,17305,1,0,194,,8.754378635,523827,,91840,8229,14265,6856,16.3,226432,155,63386,51049
ND-1-1988,1988,ND,38,36,1,0,9,125374,5784,2471,32623,0,0, , ,0,124113,40184,11822,12493,1.02,14818,49480,139254,69300,20670,15877,0,18023,2,2,10411,,9.418715729,652717,,103881,16988,11875,15391,14.2,318310,200,71839,63801
SD-1-1988,1988,SD,46,37,1,0,10,143633,8783,2152,38723,0,0, , ,0,133965,47112,13902,13856,5.09,9599,58097,471473,75952,28193,28555,0,15993,1,1,5891,,9.094796714,690768,,112854,16002,10581,15343,10.3,320777,883,81526,65256
VA-1-1988,1988,VA,51,40,1,0,2,84649,29834,167766,39797,0,1, , ,0,106869,7227,22393,8349,16.53,13953,54574,289424,4257,21078,44440,0,18348,4,3,21768,,125.6969697,535092,19168548,8462,11103,6930,15306,10.9,331302,434,67365,43346
VA-2-1988,1988,VA,51,40,2,0,2,58816,29834,120243,24725,0,1, , ,0,95876,2129,23007,12726,16.53,21622,51057,289424,309,20592,19376,0,18561,11,5,68497,,1712.550162,529178,47180824,386,7458,9493,13100,10.9,524520,0,66822,46615
VA-3-1988,1988,VA,51,40,3,0,2,89533,29834,150969,39568,0,0, , ,0,96297,1396,10311,22619,16.53,11922,56938,289424,711,22325,48156,0,21598,1,0,730,,750.5372714,533632,,645,24302,10598,11685,10.9,491897,694,70541,53521
VA-4-1988,1988,VA,51,40,4,0,2,85231,29834,212442,48563,0,0, , ,0,112624,6525,24052,8001,16.53,8795,59429,289424,5114,22246,53130,0,18051,4,2,12032,1,104.7592882,535739,,15395,13131,9337,14264,10.9,364576,0,65621,38772
VA-5-1988,1988,VA,51,40,5,0,2,100325,29834,131518,78168,0,0, , ,0,109491,11184,4180,7720,16.53,4060,33133,289424,9007,18906,97469,0,16220,0,0,160,,58.97612968,531198,,32156,10047,7867,12601,10.9,146141,0,59072,35373
VA-6-1988,1988,VA,51,40,6,0,2,110018,29834,58273,51513,0,0, , ,0,99991,6761,6118,12083,16.53,6169,38758,289424,5256,19071,59179,0,18309,0,0,283,,102.4486301,538470,,13998,13569,13658,12129,10.9,334726,727,70021,47035
VA-7-1988,1988,VA,51,40,7,0,2,84382,29834,65193,45685,0,0, , ,1,108550,10014,14823,12316,16.53,9811,56283,289424,6424,21609,43863,0,19765,2,1,1903,1,83.29389788,535080,,18065,19851,8364,11452,10.9,191122,0,66110,45148
VA-8-1988,1988,VA,51,40,8,0,2,37699,29834,54284,18492,0,0, , ,1,112810,1555,67847,17913,16.53,37171,94581,289424,580,22024,13779,0,29850,0,0,25228,,921.4603448,534447,,368,4710,11378,8982,10.9,487413,0,79605,43717
VA-9-1988,1988,VA,51,40,9,0,4,93450,29834,12870,53664,0,0, , ,0,112116,6536,5093,5541,21.93,4255,39981,289424,7310,17698,50314,0,15526,1,0,129,,73.71696306,538871,,21301,17190,6226,15277,10.9,158857,0,55614,33076
VA-10-1988,1988,VA,51,40,10,0,2,64952,29834,35107,15850,0,0, , ,1,91463,2885,65354,22455,16.53,59560,90106,289424,738,20034,15574,0,31287,3,1,9991,,725.0826558,535111,,2339,4718,9788,7961,10.9,499141,0,81076,44001
AL-1-1988,1988,AL,1,41,1,0,5,96189,20280,174840,46539,0,1, , ,0,106790,5966,7601,11017,1.61,6885,35746,9448,7992,16191,48648,0,16622,0,0,1795,,70.55868368,563905,37749120,7393,11954,9584,17297,18.2,365188,0,63858,44160
AL-2-1988,1988,AL,1,41,2,0,5,104230,20280,168952,47389,0,0, , ,0,109845,8399,11859,10313,1.61,6409,46415,9448,9209,18675,45711,0,15295,3,2,12930,1,59.6704311,549505,,17642,15881,8205,14865,18.2,357258,200,58674,43462
AL-3-1988,1988,AL,1,41,3,0,5,97669,20280,156599,62843,0,0, , ,0,112231,5153,12948,7341,1.61,5142,45246,9448,8145,17337,71261,0,15489,2,1,9502,,68.17937385,555321,,9832,14961,5269,17560,18.2,302609,835,59127,34539
AL-4-1988,1988,AL,1,41,4,0,5,113932,20280,40810,71788,0,0, , ,0,116106,8589,6609,6672,1.61,2230,31370,9448,9186,16488,75086,0,14798,0,0,444,,61.19028957,562094,,25559,8273,7262,18306,18.2,194728,0,59659,36901
AL-5-1988,1988,AL,1,41,5,0,5,81886,20280,78366,52284,0,0, , ,0,114351,5465,24785,8718,1.61,7964,52057,9448,4953,18345,62980,0,17787,1,0,5095,1,111.0123158,549844,,17714,8927,4866,20462,18.2,319275,0,64218,39968
AL-6-1988,1988,AL,1,41,6,0,5,109252,20280,190432,40231,1,0, , ,0,98967,1368,8912,17626,1.61,6099,38518,9448,617,19134,40738,0,18668,0,0,350,,897.8476499,553972,,421,10472,10960,16722,18.2,506861,417,68952,53468
AL-7-1988,1988,AL,1,41,7,0,5,101443,20280,186284,49272,1,0, , ,0,112238,5455,7535,10301,1.61,4273,41645,9448,10666,17581,50489,0,16316,0,0,493,,52.43268329,559247,,9196,16529,7170,17603,18.2,291794,535,58006,37848
AR-1-1988,1988,AR,5,42,1,0,8,125367,13619,107601,53541,0,0, , ,0,123453,19893,4793,7016,57.97,3079,32263,185656,15911,19576,55112,0,12580,1,1,2956,,36.04745145,573551,,40101,7894,7323,19114,13.2,248776,0,57743,38869
AR-2-1988,1988,AR,5,42,2,0,11,96811,13619,95813,45701,0,0, , ,0,109631,6274,10434,14558,7.19,7314,46744,185656,6000,16865,47910,0,17271,1,1,6363,1,94.85266667,569116,,12772,19445,10436,14636,13.2,385075,1269,71414,51306
AR-3-1988,1988,AR,5,42,3,0,11,133240,13619,11767,55831,0,0, , ,0,108607,14985,6089,8416,7.19,7628,33489,185656,14089,16940,61651,0,14337,1,1,381,,40.66555469,572937,,38757,10460,8346,15544,13.2,264176,180,74644,45690
AR-4-1988,1988,AR,5,42,4,0,8,136635,13619,157844,51873,0,0, , ,0,117560,12211,6902,7315,57.97,4350,36546,185656,16079,19754,55047,0,14652,1,0,350,,35.50164811,570831,,16018,9890,8960,15853,13.2,281529,0,63023,37579
FL-1-1988,1988,FL,12,43,1,0,5,68566,59373,71571,28294,0,1, , ,0,104834,3466,18629,10010,1.61,15567,45150,2083517,4143,19842,22235,0,16256,10,3,30855,,123.792421,512872,,4041,6679,7200,15279,9.6,403899,0,74267,43360
FL-2-1988,1988,FL,12,43,2,0,5,86263,59373,124393,31782,0,1, , ,0,104147,11657,6485,9431,1.61,8755,67909,2083517,15193,22066,24865,0,14802,0,0,686,,33.77055223,513076,,19151,39358,6160,12366,9.6,204743,327,62548,39706
FL-3-1988,1988,FL,12,43,3,0,5,79725,59373,139941,35823,1,1, , ,0,98503,2730,12036,20070,1.61,13443,39481,2083517,1276,20641,26054,0,16918,4,3,14563,,401.7570533,512642,,761,6804,16145,13625,9.6,482002,0,70336,48471
FL-4-1988,1988,FL,12,43,4,0,5,135195,59373,55774,24280,1,1, , ,0,85099,6399,7134,16837,1.61,23289,33331,2083517,3257,19206,22732,0,16783,1,1,4308,,157.4108075,512687,,3797,6991,7875,12055,9.6,374686,0,81175,50102
FL-5-1988,1988,FL,12,43,5,0,5,98465,59373,84214,30411,0,0, , ,0,94676,9201,5732,16874,1.61,22816,32207,2083517,927,19365,28257,0,18228,4,0,10999,,553.4088457,513010,,1970,7110,7689,11009,9.6,456223,0,74380,53536
FL-6-1988,1988,FL,12,43,6,0,5,145165,59373,71058,25885,0,1, , ,0,82696,10568,5131,10562,1.61,22119,46553,2083517,5012,19240,17122,0,14157,0,0,490,1,102.3768955,513113,,8630,22182,5624,11727,9.6,236050,475,73115,40721
FL-7-1988,1988,FL,12,43,7,0,5,99140,59373,76361,36171,0,1, , ,0,89425,4505,7107,16409,1.61,32745,35003,2083517,638,20985,30279,0,17346,1,1,5999,,804.2507837,513112,46904727,1307,6911,12442,12361,9.6,482102,692,70616,57063
FL-8-1988,1988,FL,12,43,8,0,5,224682,59373,44962,23634,0,1, , ,0,65287,3301,6057,17902,1.61,38432,25714,2083517,161,16124,27406,0,16206,0,0,1176,,3185.720497,512901,,0,3533,5077,10359,9.6,512683,642,83589,47448
FL-9-1988,1988,FL,12,43,9,0,5,190677,59373,21537,26045,0,1, , ,0,75618,5229,3822,14538,1.61,33364,24935,2083517,1087,16382,25386,0,16309,0,0,518,,471.9264029,512984,,3853,4731,7094,10444,9.6,410832,0,82202,48236
FL-10-1988,1988,FL,12,43,10,0,5,143966,59373,66814,35558,0,1, , ,0,90395,14405,3228,11408,1.61,18901,30414,2083517,3966,20404,27376,0,16170,1,0,353,,129.324004,512899,,6902,6782,7615,10457,9.6,370572,0,69754,46462
FL-11-1988,1988,FL,12,43,11,0,5,92838,59373,39972,28317,0,1, , ,0,94689,5681,10355,13366,1.61,27826,35860,2083517,3352,19602,37971,0,18650,2,1,6047,,152.8920048,512494,,1799,5903,8008,12173,9.6,448819,0,85411,50150
FL-12-1988,1988,FL,12,43,12,0,5,149866,59373,99273,28451,0,1, , ,0,82380,17956,4038,14341,1.61,34947,30477,2083517,8457,19686,25112,0,17114,0,0,401,1,60.67920066,513164,,3704,6753,6212,9305,9.6,367689,0,70497,43118
FL-13-1988,1988,FL,12,43,13,0,5,211224,59373,29003,21472,0,1, , ,0,67601,6097,2674,18853,1.61,30413,23244,2083517,2170,16497,14330,0,17299,0,0,96,,236.4119816,513014,,1114,4073,5495,8295,9.6,442036,0,82085,49829
FL-14-1988,1988,FL,12,43,14,0,5,192732,59373,20647,20072,0,1, , ,0,66048,4821,3370,20542,1.61,53423,24156,2083517,419,16149,23336,0,20071,0,0,176,,1223.75179,512752,,486,4637,7031,8779,9.6,496137,0,78304,50624
FL-15-1988,1988,FL,12,43,15,0,5,183564,59373,91246,27801,0,1, , ,0,64508,4291,3772,20789,1.61,53415,26940,2083517,169,18941,27012,0,18622,0,0,201,,3034.887574,512896,,0,4227,10363,10274,9.6,512815,0,72331,56604
