year,state,state_po,district,party,candidatevotes,totalvotes,winratio,ID,prev_party,prev_candidatevotes,prev_totalvotes,prev_winratio,flip
1980,West Virginia,WV,2,4,102805,183745,0.559498218,1980-WV-2,0,69683,125955,0.553237267,1
1980,West Virginia,WV,3,4,94583,179563,0.526739919,1980-WV-3,0,74837,126421,0.591966525,1
1980,West Virginia,WV,4,0,117595,153615,0.76551769,1980-WV-4,0,70035,70035,1,0
1980,Wisconsin,WI,1,0,126222,224442,0.562381372,1980-WI-1,0,77146,141585,0.544874104,0
1980,Wisconsin,WI,2,0,142037,263138,0.539781407,1980-WI-2,0,99631,172762,0.576695107,0
1980,Wisconsin,WI,3,4,132001,258868,0.509916251,1980-WI-3,0,96326,153412,0.627890908,1
1980,Wisconsin,WI,4,0,146437,209139,0.700189826,1980-WI-4,0,101575,153703,0.660852423,0
1980,Wisconsin,WI,5,0,129574,168218,0.770274287,1980-WI-5,0,85067,116420,0.730690603,0
1980,Wisconsin,WI,6,4,143980,242611,0.593460313,1980-WI-6,4,114742,164817,0.696178186,0
1980,Wisconsin,WI,7,0,164340,254107,0.64673543,1980-WI-7,0,110874,178304,0.621825646,0
1980,Wisconsin,WI,8,4,169664,250726,0.67669089,1980-WI-8,4,101856,175791,0.579415328,0
1980,Wisconsin,WI,9,4,206227,263079,0.783897613,1980-WI-9,4,118386,193688,0.611220107,0
1982,Alabama,AL,1,4,87901,144028,0.610304941,1982-AL-1,4,111089,117221,0.947688554,0
1982,Alabama,AL,2,4,83290,165194,0.504195068,1982-AL-2,4,104796,172962,0.605890311,0
1982,Alabama,AL,3,0,100864,104784,0.962589708,1982-AL-3,0,107654,109215,0.985707092,0
1982,Alabama,AL,4,0,118595,118607,0.999898826,1982-AL-4,0,129365,132086,0.979399785,0
1982,Alabama,AL,5,0,108807,134880,0.80669484,1982-AL-5,0,117626,125356,0.93833562,0
1982,Alabama,AL,6,0,88029,165387,0.532260698,1982-AL-6,4,95019,187982,0.505468609,1
1982,Alabama,AL,7,0,124070,128139,0.968245421,1982-AL-7,0,122505,168804,0.725723324,0
1982,Arizona,AZ,1,4,89116,135227,0.659010405,1982-AZ-1,4,136961,186833,0.733066428,0
1982,Arizona,AZ,2,0,73468,103674,0.708644405,1982-AZ-2,0,127736,219686,0.581448067,0
1982,Arizona,AZ,3,4,101198,159842,0.633112699,1982-AZ-3,0,141448,219822,0.643466077,1
1982,Arizona,AZ,4,4,95620,145466,0.657335735,1982-AZ-4,4,142565,227611,0.626353735,0
1982,Arizona,AZ,5,0,82938,166802,0.497224254,1982-AZ-5,,,,,
1982,Arkansas,AR,1,0,124208,191635,0.648148825,1982-AR-1,0,1,1,1,0
1982,Arkansas,AR,2,4,96775,179688,0.538572414,1982-AR-2,4,159148,201655,0.789209293,0
1982,Arkansas,AR,3,4,133909,202998,0.659656745,1982-AR-3,4,1,1,1,0
1982,Arkansas,AR,4,0,121256,184917,0.655732031,1982-AR-4,0,1,1,1,0
1982,California,CA,1,0,107749,216166,0.498454891,1982-CA-1,4,145098,270199,0.537004208,1
1982,California,CA,2,4,116172,200612,0.579087991,1982-CA-2,4,141698,261674,0.541505843,0
1982,California,CA,3,0,194680,217196,0.896333266,1982-CA-3,0,170670,241865,0.705641577,0
1982,California,CA,4,0,118476,185523,0.638605456,1982-CA-4,0,133853,205055,0.652766331,0
1982,California,CA,5,0,103268,178311,0.579145426,1982-CA-5,0,101105,197821,0.511093362,0
1982,California,CA,6,0,96379,184064,0.523616785,1982-CA-6,0,93400,134650,0.693650204,0
1982,California,CA,7,0,126952,188869,0.672169599,1982-CA-7,0,142044,224469,0.632800075,0
1982,California,CA,8,0,121537,217231,0.559482763,1982-CA-8,0,108380,195425,0.554586158,0
1982,California,CA,9,0,104393,172095,0.606601005,1982-CA-9,0,90504,163592,0.553229987,0
1982,California,CA,10,0,77263,123281,0.62672269,1982-CA-10,0,102231,164543,0.621302638,0
1982,California,CA,11,0,109812,192372,0.570831514,1982-CA-11,0,85823,185012,0.463878019,0
1982,California,CA,12,4,115365,183208,0.629694118,1982-CA-12,4,143817,199083,0.722397191,0
1982,California,CA,13,0,110805,168164,0.658910349,1982-CA-13,0,132246,224609,0.588783174,0
1982,California,CA,14,4,134225,211625,0.634258712,1982-CA-14,4,133979,220579,0.607396896,0
1982,California,CA,15,0,86022,135043,0.636997105,1982-CA-15,0,108072,150491,0.718129323,0
1982,California,CA,16,0,142630,167078,0.853673135,1982-CA-16,0,158360,223035,0.710023091,0
1982,California,CA,17,4,80271,148635,0.540054496,1982-CA-17,4,129159,182939,0.706022226,0
1982,California,CA,18,0,92762,155927,0.594906591,1982-CA-18,4,126046,177461,0.71027437,1
1982,California,CA,19,4,112486,184246,0.610520717,1982-CA-19,4,162849,209603,0.776940216,0
1982,California,CA,20,4,123312,181081,0.680977021,1982-CA-20,4,199674,253303,0.788281228,0
1982,California,CA,21,4,138474,192767,0.718349095,1982-CA-21,4,74674,153400,0.486792699,0
1982,California,CA,22,4,145831,198222,0.735695331,1982-CA-22,4,115241,180423,0.63872677,0
1982,California,CA,23,0,120788,202819,0.595545782,1982-CA-23,0,126020,199385,0.632043534,0
1982,California,CA,24,0,88516,136069,0.650522896,1982-CA-24,0,93569,146731,0.63769074,0
1982,California,CA,25,0,71106,83166,0.854988818,1982-CA-25,0,49080,74365,0.659987898,0
1982,California,CA,26,0,97383,163455,0.595778655,1982-CA-26,4,116715,164514,0.709453299,1
1982,California,CA,27,0,108347,182217,0.594604236,1982-CA-27,4,109807,215316,0.50998068,1
1982,California,CA,28,0,103469,131152,0.788924302,1982-CA-28,0,108725,137304,0.791856028,0
1982,California,CA,29,0,97028,121596,0.79795388,1982-CA-29,0,80095,92999,0.86124582,0
1982,California,CA,30,0,60905,113082,0.538591465,1982-CA-30,0,74119,102735,0.72145812,0
1982,California,CA,31,0,86718,119761,0.72409215,1982-CA-31,0,69146,107349,0.644123373,0
1982,California,CA,32,0,84663,145999,0.579887533,1982-CA-32,0,84057,127526,0.659136176,0
1982,California,CA,33,4,112362,172350,0.651940818,1982-CA-33,4,122439,172804,0.708542626,0
1982,California,CA,34,0,68316,119342,0.572438873,1982-CA-34,4,138024,192169,0.718242797,1
1982,California,CA,35,4,112786,165135,0.682992703,1982-CA-35,4,100743,194514,0.517921589,0
1982,California,CA,36,0,76546,140907,0.543237738,1982-CA-36,0,88628,168690,0.525389768,0
1982,California,CA,37,4,105065,177872,0.590677566,1982-CA-37,4,165371,231077,0.715653224,0
1982,California,CA,38,0,73914,141182,0.523536995,1982-CA-38,0,91880,165437,0.555377576,0
1982,California,CA,39,4,129539,179372,0.722180719,1982-CA-39,4,175228,229732,0.762749639,0
1982,California,CA,40,4,144228,201600,0.715416667,1982-CA-40,4,213999,304997,0.701642967,0
1982,California,CA,41,4,140130,203461,0.688731501,1982-CA-41,4,123187,233918,0.526624715,0
1982,California,CA,42,4,142845,207049,0.689909152,1982-CA-42,4,79713,149649,0.532666439,0
1982,California,CA,43,4,66444,180736,0.367630135,1982-CA-43,4,298815,345176,0.865688808,0
1982,California,CA,44,0,78474,120825,0.649484792,1982-CA-44,,,,,
1982,California,CA,45,4,117771,171758,0.685679852,1982-CA-45,,,,,
1982,Colorado,CO,1,0,94969,157597,0.602606649,1982-CO-1,0,107364,179622,0.597721883,0
1982,Colorado,CO,2,0,101194,163636,0.618409152,1982-CO-2,0,153550,272270,0.563962243,0
1982,Colorado,CO,3,0,92384,172888,0.534357503,1982-CO-3,0,105820,192782,0.548910168,0
1982,Colorado,CO,4,4,105550,151300,0.697620621,1982-CO-4,4,178221,260491,0.68417335,0
1982,Colorado,CO,5,4,84479,141871,0.595463484,1982-CO-5,4,177319,244900,0.72404655,0
1982,Colorado,CO,6,4,98909,159112,0.621631304,1982-CO-6,,,,,
1982,Connecticut,CT,1,0,126798,186110,0.681306754,1982-CT-1,0,137849,218694,0.630328221,0
1982,Connecticut,CT,2,0,95254,170803,0.557683413,1982-CT-2,0,119176,223311,0.533677248,0
1982,Connecticut,CT,3,0,90638,181449,0.499523282,1982-CT-3,4,117024,223648,0.523250823,1
1982,Connecticut,CT,4,4,93660,165897,0.564567171,1982-CT-4,4,124285,198625,0.625726872,0
1982,Connecticut,CT,5,0,101362,173373,0.584646975,1982-CT-5,0,117316,232943,0.50362535,0
1982,Connecticut,CT,6,4,99703,192972,0.516670812,1982-CT-6,0,142685,242024,0.58954897,1
1982,Florida,FL,1,0,82569,110942,0.744253754,1982-FL-1,0,119829,195768,0.612096972,0
1982,Florida,FL,2,0,79143,128244,0.617128287,1982-FL-2,0,138252,195840,0.705943627,0
1982,Florida,FL,3,0,73802,87774,0.840818466,1982-FL-3,0,104672,135880,0.770326759,0
1982,Florida,FL,4,0,83895,125352,0.669275321,1982-FL-4,0,147775,224699,0.657657577,0
1982,Florida,FL,5,4,69993,119063,0.587865248,1982-FL-5,4,177603,318506,0.557612729,0
1982,Florida,FL,6,0,85825,139897,0.613487065,1982-FL-6,4,1,1,1,1
1982,Florida,FL,7,0,85331,114963,0.742247506,1982-FL-7,0,132529,184667,0.71766477,0
1982,Florida,FL,8,4,1,1,1,1982-FL-8,0,151613,218913,0.692571935,1
1982,Florida,FL,9,4,95009,185742,0.51151059,1982-FL-9,0,139468,198202,0.703665957,1
1982,Florida,FL,10,0,1,1,1,1982-FL-10,4,272393,345039,0.789455685,1
1982,Florida,FL,11,0,101746,144168,0.705746074,1982-FL-11,0,201713,339233,0.594614911,0
1982,Florida,FL,12,4,81893,155806,0.52560877,1982-FL-12,4,128561,235725,0.545385513,0
1982,Florida,FL,13,4,132951,204190,0.651114158,1982-FL-13,0,127828,170658,0.749030224,1
1982,Florida,FL,14,0,128646,176206,0.730088646,1982-FL-14,0,95820,127847,0.749489624,0
1982,Florida,FL,15,4,89158,156241,0.570644069,1982-FL-15,0,132952,203385,0.653696192,1
1982,Florida,FL,16,0,91888,135346,0.678911826,1982-FL-16,,,,,
1982,Florida,FL,17,0,1,1,1,1982-FL-17,,,,,
1982,Florida,FL,18,0,72183,101379,0.712011363,1982-FL-18,,,,,
1982,Florida,FL,19,0,74312,126281,0.588465407,1982-FL-19,,,,,
1982,Georgia,GA,1,0,65625,102425,0.640712717,1982-GA-1,0,82145,82146,0.999987827,0
1982,Georgia,GA,2,0,73897,73905,0.999891753,1982-GA-2,0,92264,125372,0.735921896,0
1982,Georgia,GA,3,0,74626,105171,0.709568227,1982-GA-3,0,89040,89070,0.999663186,0
1982,Georgia,GA,4,0,38758,59184,0.654872939,1982-GA-4,0,117091,168650,0.69428402,0
1982,Georgia,GA,5,0,53264,65955,0.807580926,1982-GA-5,0,101646,137302,0.740309682,0
1982,Georgia,GA,6,4,62352,112812,0.552707159,1982-GA-6,4,96071,162685,0.590533854,0
1982,Georgia,GA,7,0,71647,117224,0.611197366,1982-GA-7,0,115892,170142,0.681148688,0
1982,Georgia,GA,8,0,75009,75035,0.999653495,1982-GA-8,0,91103,122138,0.745902176,0
1982,Georgia,GA,9,0,86514,112422,0.769546886,1982-GA-9,0,115576,169918,0.680186914,0
1982,Georgia,GA,10,0,80311,80323,0.999850603,1982-GA-10,0,102177,127378,0.802155788,0
1982,Hawaii,HI,1,0,134779,149907,0.899084099,1982-HI-1,0,98256,123181,0.797655483,0
1982,Hawaii,HI,2,0,132072,148008,0.892330144,1982-HI-2,0,141477,157380,0.898951582,0
1982,Idaho,ID,1,4,86277,160665,0.536999346,1982-ID-1,4,116845,217542,0.537114672,0
1982,Idaho,ID,2,4,83873,160481,0.522635078,1982-ID-2,4,116196,197560,0.588155497,0
1982,Illinois,IL,1,0,172641,177462,0.972833621,1982-IL-1,0,119562,125223,0.95479265,0
1982,Illinois,IL,2,0,140827,161794,0.870409286,1982-IL-2,0,129771,147302,0.880986002,0
1982,Illinois,IL,3,0,137391,185659,0.74001799,1982-IL-3,0,137283,199240,0.689033327,0
1982,Illinois,IL,4,4,79842,146172,0.546219522,1982-IL-4,4,152377,224192,0.679671888,0
1982,Illinois,IL,5,0,110351,146322,0.754165471,1982-IL-5,0,106142,133279,0.796389529,0
1982,Illinois,IL,6,4,97918,143168,0.683937751,1982-IL-6,4,123593,184550,0.669699268,0
1982,Illinois,IL,7,0,133978,154974,0.86451921,1982-IL-7,0,80056,94097,0.85078164,0
1982,Illinois,IL,8,0,124318,148985,0.834432997,1982-IL-8,0,98524,116373,0.846622498,0
1982,Illinois,IL,9,0,114083,171529,0.665094532,1982-IL-9,0,106543,145788,0.730807748,0
1982,Illinois,IL,10,4,90750,153868,0.58979125,1982-IL-10,4,137707,226733,0.607353142,0
1982,Illinois,IL,11,0,134755,185722,0.725573707,1982-IL-11,0,121166,173587,0.6980131,0
1982,Illinois,IL,12,4,86487,130701,0.661716437,1982-IL-12,4,185080,249818,0.740859346,0
1982,Illinois,IL,13,4,113423,162530,0.697858857,1982-IL-13,4,131448,183458,0.71650187,0
1982,Illinois,IL,14,4,98262,152180,0.645695886,1982-IL-14,4,202583,263828,0.767860121,0
1982,Illinois,IL,15,4,105038,158344,0.663353206,1982-IL-15,4,150898,196619,0.767463979,0
1982,Illinois,IL,16,4,89405,156287,0.572056537,1982-IL-16,4,132905,197147,0.67414163,0
1982,Illinois,IL,17,0,94483,178887,0.528171415,1982-IL-17,4,125806,191111,0.658287592,1
1982,Illinois,IL,18,4,97406,188694,0.516211432,1982-IL-18,4,125561,202043,0.621456819,0
1982,Illinois,IL,19,4,94833,182064,0.520877274,1982-IL-19,4,142616,194369,0.733738405,0
1982,Illinois,IL,20,0,100758,200109,0.503515584,1982-IL-20,4,123427,220377,0.560072058,1
1982,Illinois,IL,21,0,89500,140608,0.636521393,1982-IL-21,4,132186,195662,0.675583404,1
1982,Illinois,IL,22,0,123693,186972,0.66155895,1982-IL-22,4,146014,212079,0.688488724,1
1982,Indiana,IN,1,0,87369,155096,0.563322071,1982-IN-1,0,112016,155553,0.720114688,0
1982,Indiana,IN,2,0,107298,190891,0.562090408,1982-IN-2,0,122326,226283,0.540588555,0
1982,Indiana,IN,3,4,86958,170004,0.511505612,1982-IN-3,4,103972,189108,0.549802229,0
1982,Indiana,IN,4,4,110115,171198,0.643202608,1982-IN-4,4,120055,198342,0.605292878,0
1982,Indiana,IN,5,4,105469,172707,0.610681675,1982-IN-5,4,129474,209852,0.61697768,0
1982,Indiana,IN,6,4,131100,201864,0.649447153,1982-IN-6,0,99089,197391,0.501993505,1
1982,Indiana,IN,7,4,115884,186133,0.622587075,1982-IN-7,4,137604,208264,0.660719087,0
1982,Indiana,IN,8,0,100592,195725,0.513945587,1982-IN-8,4,119415,216474,0.551636686,1
1982,Indiana,IN,9,0,121094,180539,0.670735963,1982-IN-9,0,136574,212175,0.643685637,0
1982,Indiana,IN,10,0,114674,171863,0.667240767,1982-IN-10,0,103083,193134,0.533738234,0
1982,Iowa,IA,1,4,89595,151342,0.592003542,1982-IA-1,4,133349,208111,0.640759018,0
1982,Iowa,IA,2,4,99478,169037,0.588498376,1982-IA-2,4,111587,206634,0.540022455,0
1982,Iowa,IA,3,4,104072,187675,0.554533102,1982-IA-3,4,107869,209945,0.513796471,0
1982,Iowa,IA,4,0,118849,179972,0.660374947,1982-IA-4,0,117896,218620,0.539273625,0
1982,Iowa,IA,5,0,93333,158563,0.588617773,1982-IA-5,0,127895,212367,0.602235752,0
1982,Iowa,IA,6,0,101690,158184,0.642858949,1982-IA-6,0,129460,201326,0.643036667,0
1982,Kansas,KS,1,4,115749,169133,0.684366741,1982-KS-1,4,121545,195131,0.622889239,0
1982,Kansas,KS,2,0,86286,150228,0.574366962,1982-KS-2,4,92107,170977,0.538709885,1
1982,Kansas,KS,3,4,82117,138696,0.592064659,1982-KS-3,4,109294,197046,0.554662363,0
1982,Kansas,KS,4,0,107326,145167,0.739327809,1982-KS-4,0,124014,179913,0.689299828,0
1982,Kansas,KS,5,4,103551,153121,0.676269094,1982-KS-5,4,141029,190047,0.742074329,0
1982,Kentucky,KY,1,0,48342,48355,0.999731155,1982-KY-1,0,118565,118565,1,0
1982,Kentucky,KY,2,0,49571,67138,0.738344902,1982-KY-2,0,99670,151780,0.656674134,0
1982,Kentucky,KY,3,0,92849,142597,0.651128705,1982-KY-3,0,85873,134724,0.637399424,0
1982,Kentucky,KY,4,4,74109,136750,0.54193053,1982-KY-4,4,126049,188187,0.66980716,0
1982,Kentucky,KY,5,4,52928,81217,0.651686223,1982-KY-5,4,112093,166120,0.67477125,0
1982,Kentucky,KY,6,4,68418,120360,0.568444666,1982-KY-6,4,105376,179051,0.588525057,0
1982,Kentucky,KY,7,0,82463,103899,0.793684251,1982-KY-7,0,117665,117665,1,0
1982,Louisiana,LA,1,4,1,1,1,1982-LA-1,4,81777,92555,0.883550321,0
1982,Louisiana,LA,2,0,1,1,1,1982-LA-2,0,45091,74183,0.607834679,0
1982,Louisiana,LA,3,0,1,1,1,1982-LA-3,0,80455,94529,0.851114473,0
1982,Louisiana,LA,4,0,1,1,1,1982-LA-4,0,103625,162330,0.638360131,0
1982,Louisiana,LA,5,0,1,1,1,1982-LA-5,0,93519,105267,0.888398073,0
1982,Louisiana,LA,6,4,1,1,1,1982-LA-6,4,118540,130689,0.907038848,0
1982,Louisiana,LA,7,0,1,1,1,1982-LA-7,0,1,1,1,0
1982,Louisiana,LA,8,0,1,1,1,1982-LA-8,0,75433,109492,0.688936178,0
1982,Maine,ME,1,4,124850,247965,0.503498478,1982-ME-1,4,188667,275491,0.684839069,0
1982,Maine,ME,2,4,136075,204176,0.666459329,1982-ME-2,4,186406,237448,0.785039251,0
1982,Maryland,MD,1,0,89503,129159,0.692967583,1982-MD-1,0,97743,188886,0.517470855,0
1982,Maryland,MD,2,0,83318,158380,0.526063897,1982-MD-2,0,121017,210978,0.573600091,0
1982,Maryland,MD,3,0,110042,148301,0.742017923,1982-MD-3,0,102293,134367,0.761295556,0
1982,Maryland,MD,4,4,75617,123564,0.611966268,1982-MD-4,4,120985,168360,0.718608933,0
1982,Maryland,MD,5,0,83937,105470,0.795837679,1982-MD-5,0,106035,131728,0.804954148,0
1982,Maryland,MD,6,0,102596,137917,0.743896691,1982-MD-6,0,146101,209014,0.699001024,0
1982,Maryland,MD,7,0,103496,117699,0.879327777,1982-MD-7,0,97104,109754,0.884742242,0
1982,Maryland,MD,8,0,121761,170671,0.713425245,1982-MD-8,0,148301,249960,0.593298928,0
1982,Massachusetts,MA,1,0,145417,146197,0.994664733,1982-MA-1,4,156514,208991,0.748903063,1
1982,Massachusetts,MA,2,0,118215,162773,0.726256812,1982-MA-2,0,120711,179665,0.671867086,0
1982,Massachusetts,MA,3,0,142611,142740,0.999096259,1982-MA-3,0,141560,195783,0.723045413,0
1982,Massachusetts,MA,4,0,121802,204615,0.595274051,1982-MA-4,0,103466,199376,0.518949121,0
1982,Massachusetts,MA,5,0,140177,165598,0.846489692,1982-MA-5,0,136758,207321,0.659643741,0
1982,Massachusetts,MA,6,0,117723,203584,0.578252711,1982-MA-6,0,111393,219257,0.508047634,0
1982,Massachusetts,MA,7,0,151305,194369,0.778442036,1982-MA-7,0,155759,155783,0.99984594,0
1982,Massachusetts,MA,8,0,123296,164672,0.748736883,1982-MA-8,0,128689,164183,0.783814402,0
1982,Massachusetts,MA,9,0,102665,160225,0.640755188,1982-MA-9,0,104010,104046,0.999653999,0
1982,Massachusetts,MA,10,0,138418,201436,0.687156218,1982-MA-10,4,131794,217433,0.606136143,1
1982,Massachusetts,MA,11,0,144132,144157,0.999826578,1982-MA-11,0,137066,137122,0.999591605,0
1982,Michigan,MI,1,0,125517,129850,0.966630728,1982-MI-1,0,123286,130230,0.946678953,0
1982,Michigan,MI,2,4,106960,163414,0.654533883,1982-MI-2,4,115562,201801,0.572653257,0
1982,Michigan,MI,3,0,96842,171961,0.563162578,1982-MI-3,0,113080,217414,0.5201137,0
1982,Michigan,MI,4,4,87489,146605,0.596766822,1982-MI-4,4,148950,199292,0.747395781,0
1982,Michigan,MI,5,4,98650,185881,0.530715888,1982-MI-5,4,118061,222158,0.531428083,0
1982,Michigan,MI,6,0,84778,164987,0.513846545,1982-MI-6,4,111272,219826,0.506182162,1
1982,Michigan,MI,7,0,118538,157254,0.753799585,1982-MI-7,0,147280,158803,0.927438399,0
1982,Michigan,MI,8,0,113515,124737,0.910034713,1982-MI-8,0,124155,204401,0.607408966,0
1982,Michigan,MI,9,4,112504,173439,0.648666102,1982-MI-9,4,168713,174776,0.965309882,0
1982,Michigan,MI,10,0,102048,169687,0.601389617,1982-MI-10,0,126962,242252,0.524090616,0
1982,Michigan,MI,11,4,106039,175222,0.605169442,1982-MI-11,4,146205,223139,0.655219392,0
1982,Michigan,MI,12,0,103851,157664,0.658685559,1982-MI-12,0,112698,203647,0.553398773,0
1982,Michigan,MI,13,0,108351,123195,0.879508097,1982-MI-13,0,79719,87090,0.915363417,0
1982,Michigan,MI,14,0,116421,122613,0.949499645,1982-MI-14,0,90362,169666,0.532587554,0
1982,Michigan,MI,15,0,94950,130409,0.72809392,1982-MI-15,0,113492,167795,0.676372955,0
1982,Michigan,MI,16,0,114006,154756,0.736682261,1982-MI-16,0,105844,151465,0.698801703,0
1982,Michigan,MI,17,0,116901,175480,0.666178482,1982-MI-17,0,127525,174528,0.730685048,0
1982,Michigan,MI,18,4,132902,181262,0.733203871,1982-MI-18,0,135705,207977,0.652500036,1
1982,Minnesota,MN,1,0,109257,213520,0.511694455,1982-MN-1,4,171099,238380,0.717757362,1
1982,Minnesota,MN,2,4,123508,226751,0.54468558,1982-MN-2,4,158082,260668,0.606449583,0
1982,Minnesota,MN,3,4,166891,231311,0.721500491,1982-MN-3,4,179393,237261,0.756099823,0
1982,Minnesota,MN,4,0,153494,209742,0.731822906,1982-MN-4,0,119182,203712,0.585051445,0
1982,Minnesota,MN,5,0,136634,208452,0.655469844,1982-MN-5,0,126451,180430,0.700831347,0
1982,Minnesota,MN,6,0,109246,214980,0.508168202,1982-MN-6,4,140402,266584,0.526670768,1
1982,Minnesota,MN,7,4,108254,215316,0.502768025,1982-MN-7,4,135084,259113,0.521332392,0
1982,Minnesota,MN,8,0,176392,229859,0.767392184,1982-MN-8,0,182228,258765,0.704221977,0
1982,Mississippi,MS,1,0,79726,112476,0.708826772,1982-MS-1,0,104269,165561,0.62979204,0
1982,Mississippi,MS,2,4,74450,147873,0.503472574,1982-MS-2,0,96750,139050,0.69579288,1
1982,Mississippi,MS,3,0,114530,123049,0.930767418,1982-MS-3,0,128035,128035,1,0
1982,Mississippi,MS,4,0,79977,152216,0.525417827,1982-MS-4,4,69321,177896,0.389671493,1
1982,Mississippi,MS,5,4,82884,105518,0.785496313,1982-MS-5,4,131559,177975,0.739199326,0
1982,Missouri,MO,1,0,102656,155255,0.661208979,1982-MO-1,0,91272,129939,0.702421906,0
1982,Missouri,MO,2,0,100770,178203,0.565478696,1982-MO-2,0,148227,229989,0.644496041,0
1982,Missouri,MO,3,0,131566,168954,0.778708998,1982-MO-3,0,143132,184409,0.776166022,0
1982,Missouri,MO,4,0,96388,175953,0.54780538,1982-MO-4,0,151459,223328,0.678190822,0
1982,Missouri,MO,5,0,96059,165989,0.578707023,1982-MO-5,0,110957,158266,0.701079196,0
1982,Missouri,MO,6,4,97993,177046,0.553488924,1982-MO-6,4,149281,211329,0.706391456,0
1982,Missouri,MO,7,4,91391,180940,0.505090085,1982-MO-7,4,161668,238512,0.677819145,0
1982,Missouri,MO,8,4,86493,162906,0.530938087,1982-MO-8,4,127675,223426,0.571441999,0
1982,Missouri,MO,9,0,99228,163170,0.608126494,1982-MO-9,0,135905,240740,0.564530199,0
1982,Montana,MT,1,0,100087,167602,0.597170678,1982-MT-1,0,112866,183740,0.614270164,0
1982,Montana,MT,2,4,79968,148937,0.536925009,1982-MT-2,4,91431,154801,0.590635719,0
1982,Nebraska,NE,1,4,137675,183368,0.750812574,1982-NE-1,4,160705,204341,0.786454994,0
1982,Nebraska,NE,2,4,92639,163349,0.567123153,1982-NE-2,4,107736,203050,0.530588525,0
1982,Nebraska,NE,3,4,171853,172364,0.997035344,1982-NE-3,4,182887,217870,0.839431771,0
1982,Nevada,NV,1,0,61901,107576,0.57541645,1982-NV-1,,,,,
1982,Nevada,NV,2,4,70188,126496,0.554863395,1982-NV-2,,,,,
1982,New Hampshire,NH,1,0,76281,138911,0.549135778,1982-NH-1,0,114061,187646,0.607852019,0
1982,New Hampshire,NH,2,4,92098,130007,0.708408009,1982-NH-2,4,113304,176679,0.641298626,0
1982,New Jersey,NJ,1,0,110570,150891,0.732780616,1982-NJ-1,0,147352,192081,0.767134698,0
1982,New Jersey,NJ,2,0,102826,151128,0.680390133,1982-NJ-2,0,135437,235710,0.574591659,0
1982,New Jersey,NJ,3,0,104055,166996,0.623098757,1982-NJ-3,0,106269,212830,0.499314006,0
1982,New Jersey,NJ,4,4,85660,162595,0.526830468,1982-NJ-4,4,95447,168504,0.566437592,0
1982,New Jersey,NJ,5,4,104695,160358,0.652882924,1982-NJ-5,4,156016,201299,0.775046076,0
1982,New Jersey,NJ,6,0,100419,147434,0.681111548,1982-NJ-6,4,125792,223254,0.563447911,1
1982,New Jersey,NJ,7,4,91837,164109,0.559609772,1982-NJ-7,4,108760,214343,0.507411019,0
1982,New Jersey,NJ,8,0,89980,127297,0.706850908,1982-NJ-8,0,95493,142201,0.671535362,0
1982,New Jersey,NJ,9,0,99090,186879,0.530236142,1982-NJ-9,4,116128,196504,0.590970158,1
1982,New Jersey,NJ,10,0,76684,92852,0.825873433,1982-NJ-10,0,76154,89245,0.853313911,0
1982,New Jersey,NJ,11,0,105607,164237,0.643015886,1982-NJ-11,0,106155,168524,0.62991028,0
1982,New Jersey,NJ,12,4,117793,176452,0.667563983,1982-NJ-12,4,134973,175026,0.771159713,0
1982,New Jersey,NJ,13,4,100061,168256,0.594694989,1982-NJ-13,4,152862,213373,0.716407418,0
1982,New Jersey,NJ,14,0,94021,126606,0.742626732,1982-NJ-14,0,86921,135420,0.641862354,0
1982,New Mexico,NM,1,4,74459,141993,0.524385005,1982-NM-1,4,125910,246813,0.510143307,0
1982,New Mexico,NM,2,4,71021,121620,0.583958231,1982-NM-2,4,61564,161992,0.380043459,0
1982,New Mexico,NM,3,0,84669,131293,0.644885866,1982-NM-3,,,,,
1982,New York,NY,1,4,72978,138021,0.528745626,1982-NY-1,4,91647,204486,0.448182272,0
1982,New York,NY,2,0,78582,126712,0.620162258,1982-NY-2,0,84035,149141,0.563460081,0
1982,New York,NY,3,0,93846,181133,0.518105481,1982-NY-3,0,75389,175657,0.42918301,0
1982,New York,NY,4,4,90041,174348,0.516444123,1982-NY-4,4,97064,175725,0.552363067,0
1982,New York,NY,5,4,88033,172888,0.509190921,1982-NY-5,4,88945,182368,0.487722627,0
1982,New York,NY,6,0,76233,99557,0.765722149,1982-NY-6,0,74319,169971,0.437245177,0
1982,New York,NY,7,0,79741,108845,0.732610593,1982-NY-7,0,73785,100840,0.731703689,0
1982,New York,NY,8,0,87042,102571,0.848602431,1982-NY-8,0,79150,111429,0.710317781,0
1982,New York,NY,9,0,75286,102820,0.732211632,1982-NY-9,0,63796,109360,0.583357718,0
1982,New York,NY,10,0,85782,113451,0.756114975,1982-NY-10,0,57804,100918,0.572781863,0
1982,New York,NY,11,0,39357,47010,0.83720485,1982-NY-11,0,69922,98222,0.711877176,0
1982,New York,NY,12,0,42401,49259,0.860776711,1982-NY-12,0,34611,40689,0.850623019,0
1982,New York,NY,13,0,65390,85130,0.768119347,1982-NY-13,0,77704,103156,0.753266897,0
1982,New York,NY,14,4,52601,120630,0.436052392,1982-NY-14,0,42929,59162,0.725617795,1
1982,New York,NY,15,4,62273,123698,0.503427703,1982-NY-15,0,49684,98976,0.501980278,1
