STATE,FIPSTATE,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL,WHLSALE
MD,24,52,4,2,52181,19362,108156,30660,0,0,17960,257085,1,104024,2151,44626,13821,16.53,18247,79649,34476,624,22278,30088,0,24892,8,3,19538,,842.1057692,525474,,1934,12745,13467,12020,18.6,467507,0,76987,46832,8326
MD,24,52,5,2,47581,19362,183878,27586,0,0,16972,282851,1,99727,1930,63135,15592,16.53,33656,103521,34476,308,25779,17927,0,25635,2,0,4094,,1712.350649,527404,,1040,14607,13285,12510,18.6,509144,0,69225,48119,7694
MD,24,52,6,2,86055,19362,20010,41244,0,0,19564,246015,1,108050,7196,17147,10598,16.53,9928,51204,34476,3116,23054,45280,0,22043,1,1,2433,,169.5503851,528319,,14388,11003,10091,12240,18.6,240275,0,70853,44796,8350
MD,24,52,7,2,91673,19362,386658,43439,1,0,9742,231392,1,109013,1000,19941,11077,16.53,10768,65021,34476,49,27877,34501,0,15072,2,0,587,,10773.63265,527908,36425293,10,17203,10724,26992,18.6,527409,278,56727,32488,5789
MD,24,52,8,2,78000,19362,48478,14720,0,0,13594,284314,1,90706,1755,55704,20670,16.53,67051,82149,34476,213,21143,17488,0,33404,0,0,4306,,2478.215962,527860,,283,5302,5981,8318,18.6,521605,0,72668,48641,6968
OK,40,53,1,11,85665,29628,47817,37839,1,0,15444,251495,0,91773,2019,4818,15674,7.19,10286,26006,9108,2146,16499,49811,0,20138,1,0,203,,234.7870457,503853,,3196,4689,14390,8796,12.9,445043,0,70363,53314,14760
OK,40,53,2,11,106860,29628,22716,40772,1,0,16660,205196,0,108693,8561,6621,8009,7.19,4137,34788,9108,11148,17953,41449,0,15965,0,0,144,,45.30588446,505070,,31647,10214,8256,11356,12.9,205644,202,65035,37465,7674
OK,40,53,3,11,123425,29628,22392,38470,1,0,15964,199746,0,100378,10057,8852,7267,7.19,6348,45390,9108,17313,18495,31532,0,14125,1,0,348,,29.1265523,504268,,32876,18043,6801,11355,12.9,237321,0,61528,36066,5882
OK,40,53,4,11,75726,29628,31904,33422,1,0,14277,213557,0,103654,7331,17696,10082,7.19,15267,52142,9108,8253,18087,28333,0,17825,3,3,25767,,61.29334787,505854,,16850,16359,8032,9552,12.9,373928,0,64070,44256,7635
OK,40,53,5,11,97808,29628,30655,32598,1,0,15284,249058,0,86956,4044,9982,17508,7.19,12628,37393,9108,4157,14892,37948,0,20839,0,0,1231,,121.0161174,503064,,7841,12519,8318,7408,12.9,443438,0,70976,53404,12303
OK,40,53,6,11,111502,29628,49326,37829,1,0,15227,224014,0,95910,16935,11740,10333,7.19,7628,41454,9108,25638,19313,25706,0,17687,1,1,2644,,19.62637491,503181,,37464,10401,10466,6742,12.9,329688,423,64740,44921,9667
TN,47,54,1,6,91096,28086,9876,58530,0,0,14009,226486,0,103797,6182,8274,6970,0.13,3327,33400,261151,3958,17039,73126,0,15374,1,0,168,,129.5356241,512702,,26041,8087,6776,19267,17.3,247075,474,64788,38508,7400
TN,47,54,2,6,94058,28086,33611,47479,0,0,13756,233687,0,96447,3659,13855,9693,0.13,5309,45988,261151,2814,17322,50127,0,17196,0,0,355,,181.3066809,510197,,8424,14811,8087,15604,17.3,317476,0,62526,46155,10107
TN,47,54,3,6,89884,28086,63799,50355,0,0,12480,235361,0,97876,2627,18312,12145,0.13,6209,45060,261151,2625,19913,58928,0,17741,0,0,149,1,196.8350476,516692,,5854,6835,7450,17145,17.3,351179,0,65500,39696,7761
TN,47,54,4,6,97159,28086,19347,64615,0,0,13734,216778,0,108283,10030,8284,6030,0.13,3258,33428,261151,9445,17856,69645,0,13733,1,0,343,1,54.07432504,510732,,40897,7288,7155,19575,17.3,135406,0,54635,31627,5685
TN,47,54,5,6,93512,28086,111164,39873,1,0,13182,258807,0,80948,2787,8662,17784,0.13,8200,44439,261151,977,20545,43408,0,19528,0,0,459,,526.9518936,514832,,5260,15232,11866,13317,17.3,482151,446,64317,52924,13444
TN,47,54,6,6,88111,28086,37191,59001,0,0,16960,239111,0,102161,8530,10129,10724,0.13,4834,37903,261151,6381,16426,66120,0,17325,0,0,302,1,80.2076477,511805,,37791,11348,8609,15059,17.3,231137,601,57713,42991,9568
TN,47,54,7,6,72223,28086,59759,46807,1,0,13849,224548,0,98245,6150,10792,11748,0.13,7028,38810,261151,7723,18101,54643,0,18411,1,1,10996,,65.22543053,503736,,21808,9917,10020,14881,17.3,256215,0,58557,42514,10102
TN,47,54,8,8,103698,28086,101038,55482,1,0,11738,211409,0,99966,8307,7559,7620,57.97,4042,33918,261151,7029,18227,62108,0,15200,3,1,12126,,71.83710343,504943,,29598,8132,6668,16988,17.3,247393,0,53279,39140,8136
TN,47,54,9,8,97499,28086,289023,42843,1,0,9351,221695,0,93051,1206,11459,10778,57.97,6162,41626,261151,205,21433,33024,0,15230,1,0,340,,2465.760976,505481,,0,8734,14942,21126,17.3,505541,885,54965,45839,12460
WV,54,56,1,4,103862,11951,7935,44130,0,0,11914,198620,0,93859,1798,4821,6900,21.93,7279,28872,2825,3376,13738,48379,0,18747,0,0,145,,144.7180095,488568,,5424,10313,6780,15614,28.9,253459,216,67740,36137,6001
WV,54,56,2,4,95572,11951,15340,39890,0,0,14853,188630,0,97228,6801,8254,5193,21.93,6142,40963,2825,10685,13192,28132,0,15716,1,0,457,,45.61890501,487438,,15255,19517,7776,16344,28.9,100061,405,58529,29449,4806
WV,54,56,3,4,90456,11951,14426,36500,0,0,15172,195133,0,96802,2318,5144,7280,21.93,3991,36098,2825,6324,13602,31195,0,18115,0,0,333,,76.86780519,486112,,6644,17352,7707,16006,28.9,193386,0,59974,35390,6874
WV,54,56,4,4,87936,11951,27340,32874,0,0,10240,170693,0,102764,1332,5060,4895,21.93,4568,27634,2825,3735,11934,18876,0,16746,0,0,239,,130.5290495,487526,19643608,1407,10640,8430,15651,28.9,158413,353,56819,32089,6684
AZ,4,61,1,14,97454,16619,19123,32174,1,0,18240,262084,0,94375,4832,7212,18645,0.81,27604,41284,14180844,457,20326,46726,0,19830,1,1,3583,,1189.582057,543639,,1466,13746,7798,13377,12.8,523586,470,72676,57918,10086
AZ,4,61,2,14,80878,16619,30225,42043,1,0,18333,230381,0,108038,7710,10758,9720,0.81,56052,45504,14180844,14169,20718,32697,0,15802,1,1,5531,,38.33841485,543217,,2339,14028,7860,18262,12.8,489025,325,64249,44403,8891
AZ,4,61,3,14,122771,16619,8489,30515,1,0,19400,219405,0,105282,7600,10180,13267,0.81,26607,39972,14180844,54726,18631,27428,0,18598,3,1,5716,1,9.958155173,544970,,3420,11161,7497,13587,12.8,420324,187,79004,46446,8099
AZ,4,61,4,14,77334,16619,3208,26686,1,0,19330,245543,0,111686,3470,11086,21997,0.81,20555,40771,14180844,29388,20011,32858,0,21771,0,0,566,,18.49424935,543509,,1830,9674,8138,13531,12.8,427921,0,73149,51059,9768
AZ,4,61,5,14,98902,16619,13114,24851,1,0,15078,229419,0,105581,6108,11885,13637,0.81,31988,47625,14180844,14769,20767,21593,0,19372,3,2,11351,,36.75807434,542880,,4715,14973,6739,14805,12.8,417872,0,81336,46268,7569
CO,8,62,1,10,99792,20091,59106,30906,1,0,14595,251528,0,62702,1733,11348,19746,5.09,30781,42821,8892807,105,19680,28698,0,19226,1,1,4797,,4587.561905,481694,,3,11793,12930,12757,18,481628,271,66147,50264,11529
CO,8,62,2,10,41516,20091,3909,36404,0,0,18556,259196,0,98506,2779,9688,14825,5.09,16697,40194,8892807,1442,18765,50950,0,24050,0,0,402,,333.8994452,481483,,2296,11741,12526,10846,18,437168,0,65424,56383,14187
CO,8,62,3,14,77093,20091,3306,30964,0,0,21463,224317,0,93967,9809,8557,11664,0.81,10839,38699,8892807,52959,18705,18963,0,18374,1,0,206,,9.096565267,481745,,16550,11437,8229,14437,18,259196,102,64396,46899,5980
CO,8,62,4,10,76703,20091,2484,33250,0,0,18017,225921,0,96167,18493,6897,11555,5.09,14755,42001,8892807,38409,20301,30508,0,18540,0,0,355,1,12.53617642,481502,,35575,14803,9243,11591,18,292343,335,58043,44463,8808
CO,8,62,5,10,48704,20091,19882,22865,0,0,16592,213534,0,101497,2602,11577,16291,5.09,21084,35055,8892807,10467,17199,28675,0,21535,3,1,27172,,46.02522213,481746,,4704,6279,7151,13215,18,380569,0,71487,42865,7402
CO,8,62,6,10,49118,20091,13008,26190,1,0,17840,259235,0,93899,1719,16083,22644,5.09,19974,41464,8892807,213,18112,34511,0,25512,2,0,5426,,2261.943662,481794,,24,7269,13352,8868,18,478965,0,75240,57652,13806
ID,16,63,1,17,76591,5884,921,30762,0,0,13616,210113,0,98843,13398,8310,10604,5.89,10914,34918,12005628,39306,13163,29032,0,17708,0,0,323,,12.02226123,472547,,27241,13445,7535,20746,16.1,243826,0,63842,42482,8082
ID,16,63,2,17,68586,5884,1790,30640,0,0,13102,206778,0,100950,20712,9377,10151,5.89,12490,33882,12005628,43107,13890,24423,0,17308,3,1,5592,,10.93530053,471388,,41888,10615,9061,12493,16.1,265876,162,55377,42313,9157
MT,30,64,1,10,68476,6207,506,23223,0,0,11783,185733,0,81759,11566,10138,7938,5.09,9329,41965,9287897,55841,15927,15432,0,18410,0,0,266,,7.343546856,410071,,19781,15900,8377,18661,21.7,207654,129,57727,35831,5057
MT,30,64,2,10,63651,6207,1232,20510,0,0,11252,172113,0,76050,18902,8252,8224,5.09,8990,29702,9287897,89548,15899,8854,0,18417,0,0,4544,,4.205777907,376619,,38615,5551,10173,10869,21.7,208748,89,50863,38031,8151
NV,32,65,1,15,50098,4584,39703,18380,0,0,14754,213356,0,74224,1611,6386,12470,0.01,31613,26114,48329234,4034,14653,8684,0,21270,4,2,3574,,99.40803173,401012,,439,5075,8505,13656,22.1,385859,0,65361,36947,4792
NV,32,65,2,15,51111,4584,11500,24774,0,0,16674,210332,0,72831,4860,8467,11414,0.01,22171,36485,48329234,105860,16886,14669,0,21349,0,0,6311,,3.773672775,399481,,5100,11132,8689,11466,22.1,297088,182,65843,38432,5898
NM,35,66,1,12,56659,7766,8992,22328,1,0,13882,202889,0,82847,2343,15564,12872,0.47,18108,43147,12956222,9859,14897,17352,0,18951,1,1,5064,,44.03499341,434141,,1567,12686,7282,13758,12.8,404691,370,61546,43190,8693
NM,35,66,2,12,71496,7766,12171,25100,0,0,12478,168716,0,94680,9655,10527,6978,0.47,25512,36758,12956222,55038,12153,11700,0,15722,4,2,10833,,7.926541662,436261,,12076,14078,6578,10556,12.8,308967,0,50766,33641,4693
NM,35,66,3,12,52654,7766,1908,22888,0,0,16409,175469,0,93028,4759,16168,6595,0.47,8785,52081,12956222,56438,15221,8685,0,16409,1,0,471,,7.663134767,432492,,6444,20692,4977,14522,12.8,226305,0,48263,28722,3638
UT,49,67,1,15,59336,7991,5330,29436,0,0,12543,199175,0,118905,6797,27650,9015,0.01,13541,54237,23062936,46994,14640,28233,0,19614,6,1,6239,,10.38075073,487833,,10421,11947,7782,11669,16.8,376147,0,53897,37365,6939
UT,49,67,2,15,69104,7991,3692,31986,0,0,14105,230365,0,101906,1449,7698,16765,0.01,24738,36023,23062936,569,12902,34483,0,21116,0,0,449,,856.7328647,487481,,89,15423,10810,11530,16.8,484346,399,55519,51202,13218
UT,49,67,3,14,43297,7991,669,33202,0,0,15149,190198,0,113932,4697,5984,8536,0.81,12172,28151,23062936,34511,11800,29841,0,19265,0,0,283,,14.07444003,485723,,7862,10367,7774,10618,16.8,372567,0,43954,35268,7123
WY,56,68,1,10,58263,4108,3270,34743,0,0,22282,226762,0,94542,10811,8798,8794,5.09,9607,42783,20826044,96989,20774,11821,0,22430,1,1,3694,,4.841342833,469557,,19407,13211,11323,9388,15.6,294639,467,65328,41867,7058
CA,6,71,1,16,103113,216356,4678,30955,0,1,16310,239795,0,93087,12502,7073,14683,14.69,31653,43173,21739962,14211,24835,32824,0,19739,1,0,1641,1,37.03877278,526358,,13143,11265,7440,21931,25.4,297651,0,76486,46799,8286
CA,6,71,2,16,112851,216356,6371,26135,0,0,15309,219090,0,93680,13167,8036,10278,14.69,30461,41019,21739962,9857,21110,22786,0,17155,1,1,4374,,53.36217916,525991,,15253,11873,6235,23666,25.4,339869,0,76765,45021,6584
CA,6,71,3,16,83130,216356,42858,23676,0,0,13498,257595,0,88971,3511,14778,17590,14.69,43089,74651,21739962,383,23236,18070,0,21772,2,2,6213,,1372.75718,525766,,855,36637,7930,21295,25.4,516346,0,80480,53013,10209
CA,6,71,4,16,63642,216356,30248,26844,0,0,14239,233906,0,100914,7651,17810,12386,14.69,40805,59930,21739962,2398,18798,21815,0,20468,2,2,12968,,219.2502085,525762,,8046,23322,10730,23650,25.4,470020,0,78134,46992,8812
CA,6,71,5,16,134327,216356,41771,25243,1,1,9948,288449,0,45054,1525,14154,35580,14.69,155177,45930,21739962,29,21261,27782,0,22332,1,0,2698,,18129.37931,525752,,0,10515,17731,15582,25.4,525752,357,63209,55010,11696
CA,6,71,6,16,90390,216356,72194,23383,1,1,13502,269987,0,74259,2954,15357,30173,14.69,92917,44880,21739962,595,21179,28423,1,23282,2,0,8400,,884.2151261,526108,,576,8344,15709,15591,25.4,511356,0,74850,51655,10022
CA,6,71,7,16,78461,216356,56964,30919,0,1,17477,256274,0,98677,3214,10766,21108,14.69,44051,41745,21739962,627,23622,39305,0,24681,1,0,2174,,837.9138756,525372,,1051,7357,12982,16309,25.4,507662,401,75608,52198,10725
CA,6,71,8,16,102062,216356,139332,22456,1,1,10711,260711,0,77941,2593,13098,21061,14.69,64921,57029,21739962,165,23766,29443,0,23127,0,0,1322,,3186.993939,525854,,10,20165,12241,18522,25.4,524151,0,64680,43579,8926
CA,6,71,9,16,83666,216356,61123,41016,1,1,13695,261849,0,91485,2811,13764,16871,14.69,56438,44090,21739962,561,22006,48335,0,23480,3,1,5888,,935.8930481,525036,,515,8320,16708,16117,25.4,516759,169,76759,56400,14097
CA,6,71,10,16,52262,216356,29782,51591,1,1,13172,265604,0,108925,3736,7260,12343,14.69,87209,32952,21739962,234,19859,86853,0,24305,0,0,1556,,2252.495726,527084,,187,5833,12064,17346,25.4,521943,0,64866,46462,10855
CA,6,71,11,16,86838,216356,30020,29234,0,1,13738,293484,0,78387,3375,9852,24526,14.69,85984,36746,21739962,171,22033,48336,0,27010,0,0,660,,3069.146199,524824,,29,4861,22624,9882,25.4,520066,1277,74477,61478,17200
CA,6,71,12,16,79507,216356,7149,28265,1,1,12127,274242,0,92954,9387,6080,15333,14.69,65325,28987,21739962,2642,18711,83546,0,28237,3,1,3371,,198.7112036,524995,,14028,4196,7790,14086,25.4,449295,0,74352,46122,10016
CA,6,71,13,16,57697,216356,11565,34778,1,0,14142,290595,0,102529,2171,5432,17301,14.69,54179,33542,21739962,100,23056,95738,0,27065,0,0,989,,5267.8,526780,,0,5054,8836,11383,25.4,526481,0,74673,53345,10223
CA,6,71,14,16,91710,216356,6270,27974,0,0,17918,240275,0,99383,10192,10812,13825,14.69,28147,47085,21739962,27376,26262,22925,0,20051,1,0,993,,19.21686879,526081,,12224,10011,9040,23164,25.4,245938,0,80558,48088,8045
CA,6,71,15,16,79831,216356,13480,33170,0,0,12156,228543,0,112101,28860,5781,9697,14.69,65481,35282,21739962,8919,24035,30264,0,17635,1,1,5120,,58.97656688,526012,,38969,5466,6767,26193,25.4,338064,0,58653,41702,8662
CA,6,71,16,16,91929,216356,20908,27206,0,1,12922,238378,0,89299,21293,9291,12009,14.69,80957,40684,21739962,5540,22560,27214,0,20044,4,2,20629,,94.95415162,526046,,7396,8833,6185,20807,25.4,407559,0,66591,47996,7576
CA,6,71,17,16,76377,216356,15405,30614,0,0,12516,227620,0,114426,29888,6233,11297,14.69,58412,38858,21739962,10051,24482,22788,0,17305,1,1,4129,,52.17281863,524389,,21914,8143,7008,19794,25.4,387773,0,56031,43944,9455
CA,6,71,18,16,97800,216356,37867,35289,0,0,14067,227322,0,99833,12146,11245,10949,14.69,49391,43886,21739962,8763,24476,28224,0,16966,1,0,462,,60.16215908,527201,,11923,8165,9392,24196,25.4,415244,219,65739,43661,9789
CA,6,71,19,16,89730,216356,14778,31259,0,1,14388,250355,0,92381,17593,10753,13056,14.69,74370,43875,21739962,3997,22968,35306,0,20865,1,1,5709,,131.5701776,525886,,3769,10154,6792,15312,25.4,488787,0,70105,49003,8640
CA,6,71,20,16,86369,216356,21314,28314,0,1,16016,232066,0,97295,13153,12253,11036,14.69,30374,47042,21739962,8864,24602,24199,0,20194,1,1,5167,1,59.32287906,525838,,7983,10187,7441,14635,25.4,410745,0,75271,44899,6977
CA,6,71,21,16,56346,216356,7619,24624,1,1,14906,264668,0,102072,4975,7895,20821,14.69,54122,35935,21739962,906,21766,55399,0,28479,4,0,4594,,579.4724062,525002,36373907,2212,6274,8373,11807,25.4,494334,0,76241,51533,10119
CA,6,71,22,16,119684,216356,10883,26244,1,0,13313,271546,0,79648,2887,4930,25985,14.69,86799,34186,21739962,1040,24705,48133,0,25850,0,0,171,,506.5894231,526853,36373907,521,4551,7899,10068,25.4,504350,0,72261,51539,11473
CA,6,71,23,16,107620,216356,13975,21499,1,0,11346,298981,0,55948,2659,5281,28969,14.69,101473,32652,21739962,120,16515,49709,0,27256,0,0,201,,4380.666667,525680,36373907,0,10856,7846,13997,25.4,525680,0,69458,61393,14281
CA,6,71,24,16,128572,216356,33070,35043,1,0,8369,287212,0,53060,2087,4692,26973,14.69,214578,24914,21739962,53,14995,46757,0,17147,0,0,256,,9922.886792,525913,36373907,0,5227,8881,20613,25.4,525913,0,54785,56605,11652
CA,6,71,25,16,77251,216356,50238,62404,1,0,8536,223225,0,104707,3243,4715,12020,14.69,210289,27208,21739962,64,18618,65590,0,14642,0,0,128,,8203.890625,525049,36373907,0,3875,7704,19064,25.4,525049,0,39188,39628,9041
CA,6,71,26,16,83762,216356,23210,41606,1,0,13129,280226,0,77421,2594,5610,21629,14.69,112527,28925,21739962,97,18137,65043,0,23389,0,0,278,,5430.072165,526717,36373907,0,5178,7930,16017,25.4,526717,0,68861,52532,12016
CA,6,71,27,16,81300,216356,55298,31003,1,1,12023,302379,0,70901,3828,6983,22609,14.69,102840,35711,21739962,143,20171,63154,0,22634,1,0,3827,,3673.615385,525327,80351240,158,8557,15696,14381,25.4,511598,1225,65924,53236,11606
CA,6,71,28,16,82155,216356,226581,49938,1,0,7034,255485,0,84603,2933,8680,16520,14.69,147019,40353,21739962,47,25665,59400,0,15649,0,0,415,,11190.65957,525961,36373907,0,6008,14098,19031,25.4,525961,0,51733,41657,8726
CA,6,71,29,16,76644,216356,245067,54424,1,0,7083,205788,0,114612,1588,6401,8873,14.69,110844,31226,21739962,51,21040,62797,0,13717,0,0,204,,10309.43137,525781,36373907,0,3785,9998,20896,25.4,525781,0,44798,33954,9415
CA,6,71,30,16,82923,216356,5398,58547,0,0,10296,233837,0,100504,2690,4274,13117,14.69,159834,29150,21739962,93,19826,68781,0,17550,0,0,188,,5644.752688,524962,,0,5050,9608,15024,25.4,524962,0,47087,46561,12742
CA,6,71,31,16,56982,216356,177487,54720,1,0,9332,241800,0,112281,2682,10360,9404,14.69,95020,37954,21739962,81,23061,76687,0,19212,0,0,772,,6497.518519,526299,36373907,0,4533,14302,17875,25.4,526299,0,57905,41096,10964
CA,6,71,32,16,85271,216356,50283,43710,1,1,11039,249791,0,94451,3107,9396,11290,14.69,95039,35968,21739962,72,21518,66125,0,20727,0,0,2197,,7325.472222,527434,80351240,0,5054,13847,14628,25.4,527434,1100,70713,49697,12416
CA,6,71,33,16,67782,216356,27732,36429,0,1,14959,261981,0,104095,2522,4886,16136,14.69,59356,36709,21739962,973,23895,60336,0,25754,0,0,262,,541.0719424,526463,,151,7928,10065,12028,25.4,512767,0,70596,55210,12685
CA,6,71,34,16,48437,216356,12346,60186,0,0,12909,245478,0,117671,2443,4706,11246,14.69,100056,28404,21739962,100,18522,73999,0,21658,0,0,303,,5263.13,526313,,0,5176,13046,15198,25.4,526313,0,61386,51825,14504
CA,6,71,35,16,87038,216356,16632,29896,0,0,16551,223101,0,101233,5623,9584,12441,14.69,38349,38780,21739962,30321,22075,32951,0,20791,5,2,13285,,17.36822664,526622,,2791,7121,10611,14324,25.4,421608,436,76207,44034,6822
CA,6,71,36,16,77494,216356,42509,40338,0,0,15563,227218,0,105160,3626,8454,10660,14.69,42844,41564,21739962,253,24476,42819,0,18699,1,1,5679,,2087.13834,528046,,90,8634,10516,19242,25.4,526153,0,70877,44784,7924
CA,6,71,37,16,134038,216356,19939,27046,0,0,18157,215436,0,94506,11840,5196,13706,14.69,54804,33052,21739962,7142,22008,28294,0,18796,1,1,3865,,73.49481938,524900,,4672,5848,5809,13708,25.4,408600,0,75738,43521,6768
CA,6,71,38,16,58267,216356,9623,53529,0,0,16795,266967,0,105164,4346,6026,13864,14.69,100276,28777,21739962,75,17010,79717,0,22191,0,0,1488,,7003.693333,525277,,0,5741,9656,13981,25.4,525277,0,66649,54794,11757
CA,6,71,39,16,60370,216356,5608,38846,0,0,16647,284580,0,97954,2690,3981,19919,14.69,64142,31964,21739962,148,20954,74221,0,26014,0,0,801,,3552.581081,525782,,13,7029,9165,11735,25.4,525655,0,72267,62567,14515
CA,6,71,40,16,88723,216356,6758,22760,0,1,16450,278768,0,88843,2750,4514,27268,14.69,57878,33434,21739962,326,19960,59329,0,28616,2,2,7619,,1613.493865,525999,,94,8960,8250,9377,25.4,521573,0,74628,58769,12634
CA,6,71,41,16,73287,216356,9611,20660,1,1,13379,265575,0,89279,4010,12850,20571,14.69,51562,48145,21739962,285,22951,39258,0,24136,1,1,13156,,1845.968421,526101,,245,12344,7592,14792,25.4,496979,576,80656,54142,8388
CA,6,71,42,16,89940,216356,6204,24531,1,1,12321,283568,0,86408,2135,6966,20148,14.69,59062,39537,21739962,124,25995,66114,0,29447,4,0,2010,,4230.112903,524534,80351240,0,6576,14324,10305,25.4,524534,0,82977,58535,14319
CA,6,71,43,16,100322,216356,13651,24146,1,1,18349,230538,0,94671,10677,7438,18375,14.69,55357,29898,21739962,1075,16618,39570,0,22780,2,1,25818,1,491.2074419,528048,,5176,5842,5985,12693,25.4,468837,0,76841,47869,8170
CA,6,71,44,16,70647,216356,74806,28209,0,1,9376,194951,0,93589,3247,14790,10179,14.69,103282,37737,21739962,83,17381,32808,0,15781,9,3,65986,,6337.457831,526009,,0,5566,6027,17872,25.4,526009,0,62851,37835,5646
CA,6,71,45,16,90400,216356,10055,25578,1,1,16109,236836,0,92839,8611,13357,15801,14.69,63340,44202,21739962,7151,24452,28671,0,20157,9,3,15447,,73.51349462,525695,,2466,6393,7503,17553,25.4,459049,0,78407,48948,8183
OR,41,72,1,17,93635,14178,2860,37017,1,1,14506,265531,0,91247,9244,6328,18181,5.89,26336,34806,15885601,5675,19368,57108,0,22669,0,0,1080,1,92.82114537,526760,21844843,14578,9110,9697,16375,27.5,367373,623,80401,54435,12614
OR,41,72,2,17,99109,14178,1162,36984,0,0,15600,232593,0,101943,18635,9303,9489,5.89,15170,40443,15885601,70507,21986,33331,0,17584,1,0,351,,7.473867843,526960,,28029,9154,7928,25220,27.5,255624,0,79825,46959,7699
OR,41,72,3,17,110694,14178,28908,42071,1,0,14587,263912,0,82712,2438,8496,19387,5.89,30847,33788,15885601,354,17466,44964,0,20234,0,0,666,,1488.076271,526779,21844843,609,7826,14811,17442,27.5,518148,0,77100,60764,15433
OR,41,72,4,17,86543,14178,1711,41409,0,1,12639,236527,0,98928,11951,6360,10353,5.89,14913,38364,15885601,16024,21421,46557,0,18831,1,0,625,,32.85471792,526464,,16417,10583,8426,25728,27.5,299079,342,78817,47127,7553
OR,41,72,5,17,87161,14178,2813,34648,1,0,15918,242462,0,97781,9654,6028,13818,5.89,20539,49711,15885601,3625,19824,40057,0,20949,0,0,320,,145.1426207,526142,21844843,18412,23859,7779,17835,27.5,348186,0,73899,47212,9978
WA,53,73,1,17,81204,24508,4345,30608,1,0,17983,268023,0,92728,3415,6912,22330,5.89,35898,37246,2126782,986,17970,48919,0,25669,1,1,1875,,526.2667343,518899,,700,12364,11394,14459,32.9,470170,0,80808,56828,14204
WA,53,73,2,17,91763,24508,2228,35535,0,1,17068,222377,0,102199,12505,10955,10316,5.89,25053,39525,2126782,12231,18842,43009,0,20348,5,2,8434,1,42.41958957,518834,,12598,9728,8159,20554,32.9,220228,0,78045,41932,6193
WA,53,73,3,17,84980,24508,3100,39824,0,1,15323,229629,0,108225,9240,7201,9867,5.89,19100,42515,2126782,6929,17048,45979,0,20919,0,0,2073,,74.5416366,516499,,10483,18266,9736,19904,32.9,306569,0,78015,44073,7679
WA,53,73,4,17,84090,24508,5020,34072,0,0,20200,236124,0,104817,24425,9231,8907,5.89,25066,39041,2126782,25778,19483,28214,0,19713,0,0,333,1,19.86038482,511961,,35963,10327,7633,20928,32.9,295319,0,68576,45764,11844
WA,53,73,5,17,94883,24508,5850,29809,0,0,12926,227831,0,96328,10277,7954,13044,5.89,20480,41444,2126782,17681,17122,26073,0,19031,1,1,4256,,29.35139415,518962,,18529,16368,9213,18360,32.9,371037,324,73375,50748,12991
WA,53,73,6,17,82903,24508,31832,28349,0,0,12017,207357,0,93187,3249,20756,11009,5.89,32591,46149,2126782,1059,16969,37261,0,19788,4,2,32449,,487.1114259,515851,,1099,8424,8046,18160,32.9,439251,423,82957,43023,8325
WA,53,73,7,17,112445,24508,48103,37035,1,0,11058,279752,0,60471,2357,10063,19003,5.89,52023,44259,2126782,110,17799,53195,0,21728,0,0,3139,,4671.081818,513819,,0,16397,16395,17385,32.9,513819,300,73779,56310,13704
WA,53,73,8,17,50357,24508,5126,32492,0,0,15821,266522,0,111152,3189,7193,17009,5.89,28849,30801,2126782,1739,15829,67327,0,27016,0,0,709,,297.4876366,517331,,2292,7779,14470,13511,32.9,420400,0,81867,56055,16231
AK,2,81,1,18,16669,3373,13748,18747,0,1,13127,182679,0,86887,4170,19742,8384,0.02,16216,55191,218781397,570833,16170,10349,0,28395,8,3,22003,,0.703972966,401851,99624406,822,19279,12305,17805,30.4,258567,0,54930,28970,4100
HI,15,82,1,19,65384,6111,7008,22888,1,1,13462,235669,0,70586,2748,18524,19013,0.59,85732,49234,238737,179,6626,16983,0,24714,12,4,27578,,2695.039106,482412,,0,24084,14968,9935,31.5,481874,0,53668,58826,10037
HI,15,82,2,19,48372,6111,10679,25535,1,1,16426,200111,0,94903,11406,13720,12635,0.59,51284,41167,238737,6247,7717,15931,0,21227,0,0,30865,,77.20169681,482279,,4523,19730,10424,10664,31.5,352824,0,50106,39716,6052
