STATE,SC,CD,BLACK,BLUCLLR,CITY,COAST,CONSTRCT,DC,EMPLYD,ENROLL,FARMER,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,MANUF,POPSQMI,POPULATN,PORT,RURLFARM,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
IL,21,4,28827.386,65596.3,1,0,6124.804,0,157347.134,65097.872,704.228,60.368,5363.834,0,77,53300.044,5171.526182,398207.516,,1696.086,15793.68,26456.472,27.3,387702.994,0,,29998.976
IL,21,5,28827.386,65596.3,1,0,6124.804,0,157347.134,65097.872,704.228,60.368,5363.834,0,77,53300.044,5171.526182,398207.516,,1696.086,15793.68,26456.472,27.3,387702.994,0,,29998.976
IL,21,6,28827.386,65596.3,1,0,6124.804,0,157347.134,65097.872,704.228,60.368,5363.834,0,77,53300.044,5171.526182,398207.516,,1696.086,15793.68,26456.472,27.3,387702.994,0,,29998.976
IL,21,7,28827.386,65596.3,1,1,6124.804,0,157347.134,65097.872,704.228,60.368,5363.834,0,77,53300.044,5171.526182,398207.516,,1696.086,15793.68,26456.472,27.3,387702.994,0,,29998.976
IL,21,8,28827.386,65596.3,1,1,6124.804,0,157347.134,65097.872,704.228,60.368,5363.834,0,77,53300.044,5171.526182,398207.516,,1696.086,15793.68,26456.472,27.3,387702.994,0,,29998.976
IL,21,9,28827.386,65596.3,1,1,6124.804,0,157347.134,65097.872,704.228,60.368,5363.834,0,77,53300.044,5171.526182,398207.516,,1696.086,15793.68,26456.472,27.3,387702.994,0,,29998.976
IL,21,10,38005.84,97036,1,1,9653.76,0,241325.96,100603.68,3507.32,101.92,13880.96,0,695,77539.36,875.8202014,608695.04,,10636.84,22613.2,38586.68,27.3,554390.36,3474,,41936.44
IL,21,11,5655,54495,0,0,6326,0,137049,68127,14912,66,4052,0,2303,40871,167.263135,385207,,43687,14398,17250,27.3,233957,0,,15125
IL,21,12,1917,47802,0,0,4296,0,109930,51392,18042,33,2380,0,3344,40146,89.13636364,298072,,55378,5502,13308,27.3,183495,0,,13665
IL,21,13,1170,20072,0,0,2721,0,64766,31084,20546,7,1611,0,3826,13139,48.72791427,186433,,61391,4644,6345,27.3,71102,2929,,6347
IL,21,14,2088,28869,0,0,3220,0,77197,35691,16622,13,1739,0,3278,22390,65.43624161,214500,,52131,4888,8100,27.3,118666,0,,8670
IL,21,15,2841,24418,0,0,2583,0,71603,36706,18404,16,2004,0,3728,14846,58.29774678,217334,,59705,5058,11681,27.3,107677,0,,8786
IL,21,16,3197,39836,0,0,5299,0,99932,45675,14989,13,2315,0,2997,28466,92.32065399,276685,,48017,7373,12266,27.3,149445,0,,13992
IL,21,17,2067,13476,0,0,2803,0,56251,31047,18828,8,1571,0,3863,4614,45.64768315,176337,,58977,4080,7123,27.3,65294,286,,7199
IL,21,18,5540,25214,0,0,3036,0,74691,40207,20045,37,1639,0,4180,12778,56.25215311,235134,,69083,5417,11612,27.3,93237,2050,,8902
IL,21,19,4544,29437,0,0,5057,0,98446,50171,22583,12,6323,0,4457,13105,63.72021539,284001,,77102,9736,13092,27.3,139580,0,,13842
IL,21,20,1329,11121,0,0,2078,0,49206,28968,20219,43,1257,0,4351,4247,37.35417145,162528,,67335,2778,10033,27.3,46209,0,,4679
IL,21,21,3932,26538,0,0,3129,0,76778,41046,15052,39,4829,0,3167,8929,74.92232397,237279,,52343,5675,16402,27.3,123123,0,,10805
IL,21,22,28772,55062,0,0,4754,0,116640,64446,15124,22,3408,0,2729,39076,131.6757054,359343,,47941,11113,26298,27.3,216566,0,,12435
IL,21,23,2481,28381,0,0,3115,0,77195,44103,22814,5,1659,0,4749,10819,51.19604127,243130,,96850,5513,12808,27.3,77787,0,,8232
IL,21,24,3824,14684,0,0,1930,0,47088,33000,17945,3,1192,0,4207,4553,41.45376753,174396,,83002,2279,15099,27.3,38739,0,,3869
IL,21,25,21225,26562,0,0,2248,0,63420,48855,13260,91,1831,0,3357,7358,78.17277331,262426,,69294,4788,28820,27.3,108968,202,,6881
IL,21,99,387446,1132031,1,0,117372,0,2874431,1335674,279216,1052,99965,0,55947,822577,141.1557546,7897241,,968103,257998,486392,27.3,5809650,0,,454744
IN,22,0,121916,469163,0,0,,0,1151703,628125,202030,172,,0,36205,,94.67742025,3427796,,812651,,179675,23,1887712,0,102564,151747
IN,22,1,27253,63014,0,1,2985,0,103614,57404,2167,38,2278,0,514,59632,570.4182879,293195,,8845,7143,15126,23,264780,0,,11976
IN,22,2,903,26169,0,1,4524,0,86479,45825,27259,18,2022,0,5245,13497,48.41792183,253952,,97997,6285,8445,23,80561,0,,9544
IN,22,3,5515,54191,0,1,3904,0,115962,62337,11506,32,2618,0,1987,48571,163.0860594,324052,,50515,7517,15789,23,225772,0,,15150
IN,22,4,2655,37278,0,0,4493,0,100035,53707,21458,6,2220,0,3184,27405,90.47173367,288062,,83128,7484,11635,23,152179,0,,13994
IN,22,5,4863,50420,0,0,4659,0,118224,64283,22556,2,2650,0,3579,40621,99.6166527,356528,,87276,7260,16330,23,195551,1952,,14493
IN,22,6,5364,29066,0,0,4586,0,86750,49894,22126,7,2422,0,4138,13263,67.93716771,281124,,86331,6763,19752,23,105339,0,,11068
IN,22,7,2290,27133,0,0,3767,0,78971,56908,22526,9,2193,0,4688,10244,60.95819113,285772,,103151,5473,21496,23,98531,0,,7745
IN,22,8,11907,44997,0,0,4942,0,107635,62127,20755,7,2875,0,3918,31444,85.85094436,336364,,90866,6779,19575,23,161460,0,,12308
IN,22,9,1621,23179,0,0,3155,0,72912,45791,26744,5,1615,0,5012,15601,48.1490423,241323,,110645,3436,13627,23,61800,0,,5887
IN,22,10,7596,42972,0,0,4592,0,105810,54909,22318,13,2190,0,3538,34652,86.6302996,306498,,81405,5210,11957,23,150860,0,,12749
IN,22,11,51949,70744,1,0,8599,0,175311,74940,2615,35,9716,0,402,50655,1146.58209,460926,,12492,16831,25943,23,390879,345,,36687
MI,23,0,208345,823688,0,0,,0,1824953,1042093,210462,770,,149485,57022,,92.17680895,5256106,,860202,,300924,21.2,3454867,0,146904,250310
MI,23,1,30045.728,72320.464,1,1,5352.008,0,140730.744,69736.736,570.032,71.576,4353.624,149485,121,67909.432,3065.079603,370874.632,,2961.112,8003.816,23622.104,21.2,355079.704,0,,22176.232
MI,23,2,7297,37607,0,1,3807,0,98294,51664,17258,42,2689,149485,2737,28039,104.3653635,285648,,68185,6882,12140,21.2,127221,0,,12477
MI,23,3,4367,39647,0,0,4119,0,98940,52484,18223,23,2366,149485,2950,32430,96.05152542,283352,,71971,5668,11388,21.2,137375,0,,12384
MI,23,4,4929,29806,0,1,3605,0,84481,46374,26082,37,1603,149485,3561,22493,68.05363662,242339,,100739,3802,9447,21.2,77820,0,,8438
MI,23,5,2837,47636,0,1,4565,0,106681,61184,10179,29,2649,149485,1426,38415,214.5848527,305998,,44300,6982,13394,21.2,195613,0,,16563
MI,23,6,8480,63804,0,0,4856,0,131110,81967,9857,49,5657,149485,1774,57524,213.8799324,379423,,49931,5182,18124,21.2,246127,0,,19527
MI,23,7,3719,37478,0,1,4212,0,103038,66472,32569,58,3648,149485,4479,26738,70.18709533,314368,,117592,5350,11040,21.2,99148,0,,10175
MI,23,8,3955,34682,0,0,3611,0,96236,58502,26683,28,2157,149485,3776,25166,78.08315678,294842,,100837,5315,13630,21.2,130810,0,,12401
MI,23,9,3081,29036,0,1,2955,0,74286,49745,18000,17,1868,149485,5777,23336,41.0006924,236861,,76584,3558,14648,21.2,107969,0,,8300
MI,23,10,676,21639,0,1,3337,0,67844,46710,22165,18,1742,149485,7572,13933,28.89170629,218768,,90511,2822,11400,21.2,71685,0,,7272
MI,23,11,241,22218,0,1,3066,0,63302,49793,17488,15,3096,149485,12780,13329,17.57050078,224551,,72657,4108,18158,21.2,91564,0,,6727
MI,23,12,164,24411,0,1,1927,0,49418,42309,4805,20,2082,149485,8706,9144,23.00310131,200265,,31502,3123,28138,21.2,96648,0,,6643
MI,23,13,30045.728,72320.464,1,1,5352.008,0,140730.744,69736.736,570.032,71.576,4353.624,149485,121,67909.432,3065.079603,370874.632,,2961.112,8003.816,23622.104,21.2,355079.704,0,,22176.232
MI,23,14,30045.728,72320.464,1,1,5352.008,0,140730.744,69736.736,570.032,71.576,4353.624,149485,121,67909.432,3065.079603,370874.632,,2961.112,8003.816,23622.104,21.2,355079.704,0,,22176.232
MI,23,15,30045.728,72320.464,1,1,5352.008,0,140730.744,69736.736,570.032,71.576,4353.624,149485,121,67909.432,3065.079603,370874.632,,2961.112,8003.816,23622.104,21.2,355079.704,0,,22176.232
MI,23,16,30045.728,72320.464,1,1,5352.008,0,140730.744,69736.736,570.032,71.576,4353.624,149485,121,67909.432,3065.079603,370874.632,,2961.112,8003.816,23622.104,21.2,355079.704,455,,22176.232
MI,23,17,18370.36,74121.68,1,0,6323.96,0,147669.28,86205.32,4302.84,76.12,3760.88,149485,877,69898.84,473.5665222,415317.84,,20587.44,7555.92,21306.48,21.2,297488.48,0,,18510.84
OH,24,0,339461,1006801,0,0,107337,0,2344967,1249461,251235,716,72928,71,41122,783197,167.978503,6907612,,1070299,178696,420720,25.5,4612986,0,197687,346400
OH,24,1,32122,48650,1,0,6158,0,114493.5,50672,1519,25,3836.5,71,207,38761,1502.384058,310993.5,,7805.5,9349,17810,25.5,272383,0,,23817.5
OH,24,2,32122,48650,1,0,6158,0,114493.5,50672,1519,25,3836.5,71,207,38761,1502.384058,310993.5,,7805.5,9349,17810,25.5,272383,0,,23817.5
OH,24,3,28060,74719,1,0,6786,0,158074,75724,9503,29,5674,71,1364,68597,321.8900293,439058,,43725,7054,20586,25.5,312034,0,,23552
OH,24,4,3550,30590,0,0,3531,0,82630,45008,20414,6,1845,71,2685,22398,91.29608939,245130,,78681,5049,9169,25.5,109555,0,,9779
OH,24,5,433,13708,0,0,2504,0,51940,31037,20918,9,1118,71,2965,6839,55.16391231,163561,,77827,3061,6278,25.5,41128,0,,5218
OH,24,6,4607,21226,0,0,2751,0,58635,42171,18068,3,1431,71,3143,13215,65.93350302,207229,,78115,4500,15497,25.5,55431,0,,5355
OH,24,7,17170,34778,1,0,4851,0,98243,54239,24642,11,3938,71,3836,23709,78.7455683,302068,,93395,5726,13477,25.5,134495,1004,,11484
OH,24,8,1208,20613,0,0,2655,0,60933,33635,16934,6,1517,71,2618,13101,69.97211612,183187,,58962,5049,7165,25.5,90411,0,,6619
OH,24,9,15134,56114,1,1,5402,0,126686,65359,4722,30,3800,71,606,44160,608.4042904,368693,25604315,19733,17592,28611,25.5,291537,0,,23260
OH,24,10,4911,16453,0,0,2067,0,42940,36565,10861,12,1189,71,2696,5885,66.94436202,180482,,64349,3599,15808,25.5,58363,0,,4115
OH,24,11,4213,20563,1,0,2289,0,51795,34778,12581,2,1617,71,2529,12551,71.61605378,181117,,61358,3199,10378,25.5,63167,2262,,4829
OH,24,12,38938,51782,1,0,7606,0,139891,63099,3546,24,9562,71,538,32784,722.5130112,388712,,15583,14590,20777,25.5,330268,0,,27877
OH,24,13,2629,27940,0,1,3089,0,72323,41069,15739,18,1745,71,2340,18409,93.72222222,219310,,61912,6592,9665,25.5,102042,0,,8067
OH,24,14,18424,87807,0,1,6110,0,180127,102739,12502,90,4294,71,1836,81704,289.4820261,531489,,58371,10560,35487,25.5,399765,0,,23882
OH,24,15,4482,20665,0,0,2772,0,58340,37599,16169,17,1658,71,3110,11829,64.1829582,199609,,72173,3152,13542,25.5,67087,0,,6434
OH,24,16,8433,58311,0,0,4631,0,123614,69972,14318,38,2669,71,2136,46600,174.2036517,372099,,63603,8576,18390,25.5,221608,0,,15834
OH,24,17,4047,34068,0,0,3994,0,87226,43826,18573,18,2260,71,3164,26269,80.37768647,254315,,73205,5029,9417,25.5,118312,0,,9590
OH,24,18,9483,52963,0,0,3385,0,99569,63490,11566,56,2027,71,2292,32709,140.3254799,321626,,59077,6061,22300,25.5,156944,0,,9796
OH,24,19,21525,75954,1,1,5037,0,144486,86837,10191,96,3088,71,1755,64274,251.4188034,441240,,49185,12131,33044,25.5,308301,0,,18466
OH,24,20,21786.25,50209.25,1,1,4543.25,0,113412.25,51981.25,594.5,47.75,3796.5,71,152,43239,2002.055921,304312.5,,1764,9195.75,23180.25,25.5,295872.5,964,,20581.25
OH,24,21,21786.25,50209.25,1,0,4543.25,0,113412.25,51981.25,594.5,47.75,3796.5,71,152,43239,2002.055921,304312.5,,1764,9195.75,23180.25,25.5,295872.5,0,,20581.25
OH,24,22,44397.5,110828.5,1,1,10474.5,0,251703.5,117007.5,5761,105.5,8230,71,789,94164,859.4106464,678075,,21906,20086.5,49148.5,25.5,616027,0,,43422.5
OH,24,99,339461,1006801,0,0,107337,0,2344967,1249461,251235,716,72928,71,41122,783197,167.978503,6907612,,1070299,178696,420720,25.5,4612986,0,,346400
WI,25,0,12158,357810,0,0,,0,1060758,609846,271323,300,,6151,54715,,57.3441835,3137587,,872189,,166794,30.9,1679144,0,94195,134137
WI,25,1,1838,41623,0,1,3791,0,102596,55851,18499,30,2308,6151,2477,37017,118.6814695,293974,,58160,4408,16054,30.9,188550,0,,12808
WI,25,2,665,32698,0,0,4885,0,114759,56861,30845,29,5210,6151,3987,21340,80.02733885,319069,,93508,5416,11411,30.9,144281,0,,14677
WI,25,3,181,19542,0,0,3385,0,92532,57455,42584,33,2177,6151,7566,9601,38.42439863,290719,,131702,4775,12664,30.9,85248,757,,8712
WI,25,4,4534.5,62735,1,1,5805.5,0,136545,72874,1154,44.5,5170.5,6151,120,53470.5,3195.354167,383442.5,7099476,4627.5,10408.5,26927,30.9,352836,0,,24146
WI,25,5,4534.5,62735,1,1,5805.5,0,136545,72874,1154,44.5,5170.5,6151,120,53470.5,3195.354167,383442.5,7099476,4627.5,10408.5,26927,30.9,352836,0,,24146
WI,25,6,57,38013,0,1,3656,0,99512,53355,24731,19,2204,6151,2662,31138,106.7295267,284114,,75410,4411,10877,30.9,155511,0,,11380
WI,25,7,63,25519,0,0,2904,0,95748,60479,40064,23,1843,6151,8116,17651,36.38553475,295305,,132489,4217,12354,30.9,95390,1473,,8752
WI,25,8,77,36354,0,1,3718,0,110913,67088,34732,22,2496,6151,6563,27046,50.25369496,329815,,103478,5908,15696,30.9,160433,0,,13484
WI,25,9,105,18155,0,0,3091,0,94729,58984,47767,16,1977,6151,8635,9645,34.11905038,294618,,154294,4376,11887,30.9,64308,0,,8322
WI,25,10,103,20436,0,1,2337,0,76879,54025,29793,39,2239,6151,14470,9802,18.18161714,263088,,113893,6451,21997,30.9,79751,0,,7710
IA,31,0,16694,211607,0,0,,0,862781,486285,305107,182,,1000,55986,,45.33754867,2538268,,916768,,95088,18.2,1084231,0,85483,111804
IA,31,1,2775,36234,0,0,5227,0,119886,59935,33905,18,3052,1000,5946,22095,56.88883283,338261,,100133,7538,11057,18.2,178749,0,,16611
IA,31,2,1127,35928,0,0,5767,0,135667,72279,46789,33,3114,1000,7938,19286,49.38926682,392052,,136679,9397,12895,18.2,179239,0,,16876
IA,31,3,2348,33314,0,0,5116,0,122715,65083,43315,32,2562,1000,7466,19491,46.13809269,344467,,126477,7242,9427,18.2,148488,0,,14803
IA,31,4,1304,19994,0,0,2868,0,83503,53590,34871,17,2010,1000,7269,8167,36.99270876,268900,,113027,5293,12254,18.2,91636,0,,8404
IA,31,5,7083,29153,0,0,5194,0,108459,56749,19174,31,5918,1000,3464,13251,90.40329099,313157,,60416,7850,17352,18.2,204284,2392,,20289
IA,31,6,300,18643,0,0,4153,0,101025,62325,47142,23,2270,1000,8798,4976,34.56001364,304059,,143860,6026,9456,18.2,82191,0,,10917
IA,31,7,856,17013,0,0,3773,0,90609,56319,41832,18,2339,1000,7941,3285,35.26394661,280031,,125718,6947,10850,18.2,80415,0,,9082
IA,31,8,901,21328,0,0,4110,0,100917,60005,38079,10,2452,1000,7164,8176,41.50488554,297341,,110458,6369,11797,18.2,119229,0,,14822
KS,32,0,65138,150430,0,0,,0,583826,346900,181739,103,,3023,82113,,21.93353062,1801028,,604778,,85989,14.1,753941,0,61883,71487
KS,32,1,14619,22286,0,0,4853,0,102184,56499,33212,22,6683,3023,8248,7713,37.8992483,312593,,108208,8432,13721,14.1,128928,2417,,12066
KS,32,2,28160,36759,0,0,4732,0,102140,56977,19744,25,3281,3023,4592,18164,67.15853659,308392,,70152,12672,18093,14.1,178084,0,,10549
KS,32,3,8158,22882,0,0,2860,0,73963,47486,20765,8,2189,3023,6079,7405,41.05510775,249574,,71302,7305,15704,14.1,121151,0,,8769
KS,32,4,9393,33602,0,0,5752,0,130744,72269,34741,16,5936,3023,12247,12671,31.2358945,382546,,114874,10826,15593,14.1,184922,256,,18920
KS,32,5,3224,21420,0,0,3918,0,95068,61621,35877,14,2932,3023,27859,4505,10.62916831,296118,,116253,6423,11577,14.1,89911,0,,12296
KS,32,6,1584,13481,0,0,2752,0,79727,52048,37400,18,2340,3023,23088,2613,10.90631497,251805,,123989,4056,11301,14.1,50945,0,,8887
MN,33,0,9928,231984,0,0,,0,931499,523981,279672,243,,93240,80009,,34.89982377,2792300,,905440,,169965,26.1,1390098,0,91508,143805
MN,33,1,123,23281,0,0,4474,0,108527,58809,44192,30,2239,93240,7156,12045,44.45975405,318154,,128597,4652,12463,26.1,124499,0,,11269
MN,33,2,95,18859,0,0,3823,0,100248,57710,48702,34,2010,93240,7804,8311,39.15415172,305559,,143750,4252,10171,26.1,83570,0,,10714
MN,33,3,2442,41154,1,0,6065,0,130867.5,60901.5,12589,41,6090,93240,2000,25514.5,179.69825,359396.5,,42171.5,11072.5,23353.5,26.1,283522,0,,27439
MN,33,4,4182,39272,0,0,5174,0,111074,54357,1114,25,6572,93240,160,24010,1937.09375,309935,,4132,13809,22497,26.1,293729,0,,28086
MN,33,5,2367,35125,1,0,5199,0,106919.5,47420.5,2641,37,5308,93240,153,22101.5,1859.147059,284449.5,,9680.5,9829.5,19801.5,26.1,261415,1044,,25641
MN,33,6,168,16349,0,0,2812,0,97117,72146,50880,19,2268,93240,14421,5706,23.2148256,334781,,182852,4861,20005,26.1,63673,1532,,8214
MN,33,7,48,13895,0,0,3836,0,102107,58838,57501,15,1872,93240,12687,2472,24.05131237,305139,,169239,4127,12176,26.1,51060,0,,9739
MN,33,8,388,31828,0,1,3585,0,85227,56581,11330,26,4459,93240,16468,12265,17.67312363,291041,,62418,8692,32772,26.1,174413,0,,14624
MN,33,9,115,12221,0,0,2488,0,89412,57218,50723,16,1962,93240,19072,3534,14.8828125,283845,,162600,3868,16726,26.1,54217,0,,8079
MO,34,0,244386,406158,0,0,,0,1297094,662912,301837,242,,1087,69270,,54.63640826,3784664,,1118644,,224002,22.9,1960696,0,121095,196956
MO,34,1,4604,16623,0,0,2535,0,77343,40695,36730,8,2008,1087,8386,5984,27.72287145,232484,,115133,4401,9945,22.9,59589,0,,6161
MO,34,2,17244,21518,0,0,4284,0,93068,49699,37602,10,4581,1087,8854,7550,31.95888864,282964,,129594,5961,13410,22.9,93946,0,,7959
MO,34,3,5500,24500,0,0,4271,0,97799,49983,35413,13,2594,1087,6872,10786,42.4540163,291744,,113011,6615,14735,22.9,103098,0,,11501
MO,34,4,21369,30835.5,1,0,4255,0,93396.5,36400.5,1970.5,20.5,3638.5,1087,301,18980.5,793.7342193,238914,,7730.5,9762.5,17567,22.9,207622,0,,25307
MO,34,5,21369,30835.5,1,0,4255,0,93396.5,36400.5,1970.5,20.5,3638.5,1087,301,18980.5,793.7342193,238914,,7730.5,9762.5,17567,22.9,207622,0,,25307
MO,34,6,6106,21610,0,0,3527,0,89047,50688,33971,34,2259,1087,7727,6540,37.38177818,288849,,121510,8242,16358,22.9,110342,0,,9918
MO,34,7,1918,19422,0,0,3191,0,86993,60690,39158,6,1830,1087,9762,8549,32.10766236,313435,,172137,4464,19954,22.9,72557,0,,7897
MO,34,8,2269,24251,0,0,2892,0,75736,56799,30526,3,1644,1087,12495,12119,22.13957583,276634,,142657,3608,18663,22.9,49633,724,,4946
MO,34,9,10735,21635,0,0,3353,0,75586,36824,33236,7,1639,1087,8085,12553,26.56239951,214757,,109059,3217,8008,22.9,44586,0,,4579
MO,34,10,32198,19633,0,0,3173,0,89047,66976,46261,13,1541,1087,5928,9962,53.25421727,315691,,183680,3945,18577,22.9,71233,0,,6593
MO,34,11,39155.4,50687.64,1,0,5005.08,0,116482.68,45320.4,87.84,26.64,4088.16,1087,30,38466.72,9792.576,293777.28,,0,10766.16,20965.68,22.9,293777.28,0,,28652.76
MO,34,12,42763.2,73919.72,1,0,10746.84,0,192716.64,87116.2,4823.32,53.72,6228.68,1087,497,55939.56,1011.515976,502723.44,,16402,16908.68,27286.64,22.9,352913.44,0,,29466.48
MO,34,13,39155.4,50687.64,1,0,5005.08,0,116482.68,45320.4,87.84,26.64,4088.16,1087,30,38466.72,9792.576,293777.28,,0,10766.16,20965.68,22.9,293777.28,0,,28652.76
NE,35,0,14171,86791,0,0,,0,433426,268963,160382,82,,31076,76653,,17.16611222,1315834,,495447,,67587,13,514148,0,43327,59391
NE,35,1,1242,22704,0,0,4909,0,119947,72284,44449,17,5490,31076,16380,6625,22.53907204,369190,,137635,8330,18846,13,139361,340,,15671
NE,35,2,12187,32836,1,0,4750,0,107566,57888,10857,23,5641,31076,2115,17226,144.6624113,305961,,34347,13576,20583,13,238740,0,,23525
NE,35,3,271,12948,0,0,2593,0,99627,67044,54350,23,2379,31076,13564,2209,23.24240637,315260,,167598,3906,13891,13,53434,0,,8461
NE,35,4,471,18303,0,0,4758,0,106286,71747,50726,19,3182,31076,44594,3671,7.297461542,325423,,155867,7990,14267,13,82613,0,,11711
ND,36,0,201,23940,0,0,,0,200396,136100,106634,68,,156594,70054,,9.391826305,657935,,327498,,35265,11.7,131923,0,17444,21128
ND,36,1,201,23940,0,0,4083,0,200396,136100,106634,68,7081,156594,70054,5002,9.391826305,657935,,327498,10158,35265,11.7,131923,98,,21117
ND,36,2,201,23940,0,0,4083,0,200396,136100,106634,68,7081,156594,70054,5002,9.391826305,657935,,327498,10158,35265,11.7,131923,98,,21117
SD,37,0,474,31527,0,0,,0,204514,132578,97817,52,,477742,76536,,8.400765653,642961,,306670,,35312,7.6,158087,0,24501,22004
SD,37,1,372,22255,0,0,4340,0,157202,99388,76961,43,5279,477742,35014,7375,13.87527846,485829,,236216,6987,25839,7.6,125532,0,,17727
SD,37,2,102,9252,0,0,1855,0,47016,32756,20643,9,2122,477742,40382,1891,3.8468377,155343,,68952,1954,9297,7.6,32555,990,,4263
VA,40,0,656168,337068,0,0,,0,919084,511526,220082,121,,249552,39899,,66.27359082,2644250,,983359,,97077,13.4,944675,0,67490,103100
VA,40,1,93491,34173,1,1,2972,0,91539,45607,22322,18,10558,249552,3530,13511,73.20141643,258401,,87542,4045,7527,13.4,53010,1604,,7934
VA,40,2,102421,47054,0,1,4131,0,117848,54898,12090,32,15374,249552,1471,18028,210.9061863,310243,31301340,48745,11374,12261,13.4,206580,0,,17488
VA,40,3,92703,49988,0,0,7960,0,125572,53186,7278,17,5772,249552,2005,32677,152.5256858,305814,,37060,10901,14352,13.4,3193,0,,24884
VA,40,4,138674,29418,0,0,3248,0,92485,58296,37221,4,1756,249552,6477,18160,42.80978848,277279,,158949,3740,9253,13.4,59562,0,,8793
VA,40,5,73037,36722,0,0,3750,0,102903,67459,41842,1,1502,249552,5841,27587,54.3749358,317604,,189279,2798,10726,13.4,55929,0,,8184
VA,40,6,45470,42774,0,0,5450,0,101478,55977,15771,8,2309,249552,3179,25639,89.8210129,285541,,68006,12427,11808,13.4,80375,2000,,13351
VA,40,7,25757,27603,0,0,5785,1,79397,48077,26172,9,1825,249552,6286,16851,39.28619154,246953,,122922,3847,8309,13.4,41558,0,,5712
VA,40,8,70872,32230,0,1,8210,1,121634,58387,29454,31,21947,249552,5900,9420,54.79305085,323279,,126631,5295,8259,13.4,101177,0,,9577
VA,40,9,13743,37106,0,0,3469,0,86228,69639,27932,1,1434,249552,4803,11973,68.54091193,329202,,144225,4457,14582,13.4,47436,0,,5320
AL,41,0,983290,261355,0,0,,0,893848,601486,351884,47,,28125,51078,,55.46342848,2832961,,1338662,,122840,16.7,855941,0,55878,66032
AL,41,1,145065,30154,0,1,4642,0,100785,61277,35674,17,2155,28125,7389,16763,40.25889836,297473,6741391,124333,7703,13992,16.7,88941,0,,8300
AL,41,2,151379,26775,0,1,4011,0,118828,72302,49613,8,6292,28125,8022,14061,44.44689604,356553,,174714,4804,14922,16.7,109800,300,,9883
AL,41,3,139169,19597,0,0,2792,0,99657,64793,54875,1,1627,28125,6339,12348,47.93137719,303837,,190363,2085,7970,16.7,69754,2256,,4421
AL,41,4,109942,26738,0,0,2609,0,90393,61929,38200,1,2398,28125,5455,19226,51.99303391,283622,,145514,2745,10308,16.7,73730,892,,4647
AL,41,5,50263,32124,0,0,2133,0,96055,63732,42683,3,1242,28125,4968,27336,59.28723833,294539,,167410,1812,7408,16.7,71282,0,,3875
AL,41,6,117545,17725,0,0,2084,0,79405,55662,41887,2,1209,28125,6421,8154,39.20837876,251757,,147245,2426,8230,16.7,34662,0,,3764
AL,41,7,30467,17767,0,0,1374,0,77138,65236,45262,1,1073,28125,6331,7301,45.03838256,285138,,192104,1945,12247,16.7,20654,0,,3061
AL,41,8,60310,17689,0,0,2767,0,79615,66253,40283,0,1816,28125,5036,10354,59.59332804,300112,,172215,2871,18187,16.7,67905,0,,4877
AL,41,9,179150,72786,1,0,6385,0,151972,90302,3407,14,3594,28125,1117,39876,411.7547001,459930,,24764,12079,29576,16.7,319213,0,,22948
AR,42,0,482578,118567,0,0,,0,583944,395326,297528,29,,137042,52725,,36.97272641,1949387,,1110917,,94915,13.4,431910,0,47533,40471
AR,42,1,153096,18541,0,0,2858,0,133527,89099,87764,7,1371,137042,7428,8163,56.96715132,423152,,291455,3694,14199,13.4,69165,0,,7025
AR,42,2,21002,9134,0,0,1646,0,60396,46219,38470,4,1126,137042,7940,3817,28.08236776,222974,,154434,2109,12067,13.4,22246,0,,2467
AR,42,3,617,7867,0,0,1799,0,51255,29879,30946,2,1055,137042,7316,3354,24.25861126,177476,,121553,1803,7812,13.4,22083,305,,2383
AR,42,4,28348,17894,0,0,2204,0,67477,49770,27876,6,1370,137042,7384,9734,32.79591008,242165,,114773,3258,16967,13.4,66604,0,,5724
AR,42,5,55045,21360,0,0,3920,0,88130,56318,25361,-6,4986,137042,5602,8330,52.30685469,293023,,105698,6387,21057,13.4,128611,1760,,10901
AR,42,6,104262,20718,0,0,2714,0,93493,63170,44982,6,1594,137042,8874,10130,34.17861167,303301,,165796,4431,11705,13.4,67822,0,,6210
AR,42,7,120208,23053,0,0,2090,0,89666,60871,42129,2,1206,137042,8181,14188,35.1174673,287296,,157208,3234,11108,13.4,55379,0,,5400
FL,43,0,514198,223372,0,0,,0,683333,335044,111998,356,,413613,54262,,34.96763849,1897414,,300883,,103471,11.9,1045791,0,44426,105632
FL,43,1,83227,56811,0,1,8291,0,158814,75336,23318,95,4659,413613,7362,25342,59.75210541,439895,5436202,54835,9995,25609,11.9,273516,440,,28019
FL,43,2,132089,48534,1,1,7698,0,135967,71770,21072,48,4691,413613,10419,20202,37.24474518,388053,3392551,79091,13336,20830,11.9,208541,378,,18975
FL,43,3,92318,28760,0,1,4918,0,90068,63680,23628,11,9732,413613,11347,12352,26.99074645,306264,,99416,3772,19044,11.9,87214,0,,7605
FL,43,4,53685,35515,1,1,11003,0,117281,42179,4948,143,4313,413613,5080,8637,56.48011811,286919,,5870,8555,14096,11.9,228517,0,,22808
FL,43,5,92119,31941,0,1,5710,0,103333,51280,20044,33,2979,413613,10348,9153,27.97178199,289452,,43723,6007,15326,11.9,133533,0,,17724
