STATE,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,POPSQMI,POPULATN,PORT,RURLFARM,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
MS,46,4,8,30130,977,212253,47811,0,0,10959,161528,0,85375,41586,3388,7,1495,14926,15893,7987,23280,0,1655,0,0,293,53,426396,0,145588,9301,5667,15,188890,464,,28003
MS,46,5,5,23005,977,130619,26620,0,0,4168,105000,0,68770,45641,1109,0,536,7913,15893,7987,14987,0,1064,0,0,108,39,311340,0,174239,4505,2485,15,59199,0,,13892
MS,46,6,5,23311,977,96088,43973,0,1,7943,122888,0,76645,26657,1716,0,2220,12229,15893,9267,24355,0,1677,3,1,13288,41,382272,0,119480,6058,5625,15,166200,1298,,22048
NC,47,0,,,,1047353,588233,,,,1512924,,814060,357020,,,,112626,0,49097,,,,,,41996,83,4061929,,,,49572,8,,,,
NC,47,1,5,15106,2408,109581,23077,0,1,4611,84632,0,52050,32090,989,0,540,7246,0,5606,11564,0,1510,1,1,1513,44,247894,0,105339,2401,3868,8,62085,0,481000,13015
NC,47,2,5,16071,2408,158844,26643,0,0,4977,108733,0,68645,46995,1197,0,704,6999,0,3944,14930,0,1663,0,0,81,78,306904,0,156293,3639,4352,8,76406,0,,15194
NC,47,3,5,15985,2408,102462,25277,0,1,4996,94480,0,62970,39090,974,0,985,10620,0,6018,10053,0,1624,2,1,18577,51,308470,0,129772,2505,2838,8,61431,0,,13792
NC,47,4,5,21878,2408,120992,46533,0,0,8783,149608,0,81795,45713,3020,0,1200,13992,0,4484,27564,0,2091,0,0,214,90,401913,0,161781,6589,3295,8,119219,0,,24063
NC,47,5,5,19827,2408,92336,57306,1,0,7258,138825,0,69770,30358,2276,0,944,9063,0,3370,45238,0,2331,0,0,80,105,355088,0,115899,5393,4284,8,145031,0,,19966
NC,47,6,5,20280,2408,92801,80021,0,0,11621,173592,0,65600,11689,4760,0,2233,12957,0,1782,61207,0,2950,0,0,170,224,398351,0,51184,7645,6320,8,238313,360,,32383
NC,47,7,5,18574,2408,121942,37311,0,1,7494,131458,0,79885,45979,1714,0,1979,10916,0,5096,19061,0,1869,5,3,18968,77,394214,0,145820,6297,4365,8,106270,356,,21495
NC,47,8,5,21687,2408,86142,60011,0,0,7663,135706,0,80085,33354,1277,0,774,8165,0,5711,44817,0,1890,0,0,344,65,369455,0,148431,5420,3445,8,77668,0,,17994
NC,47,9,5,20215,2408,41582,69818,0,0,7056,134387,0,69020,21422,1392,0,635,7330,0,3575,56391,0,2265,0,0,53,95,338907,0,109454,6495,4361,8,119761,245,,18440
NC,47,10,5,19107,2408,62632,65602,0,0,9785,148430,0,65130,12393,4179,0,1891,9429,0,2229,46145,0,2693,2,0,1839,162,360318,0,68043,9840,3985,8,178188,0,,30757
NC,47,11,5,16494,2408,37903,58768,0,0,5295,114535,0,62420,20132,1126,0,674,5949,0,2833,49199,0,2135,0,0,54,104,295724,0,92427,3849,4413,8,105080,0,,14734
NC,47,12,5,20073,2408,20136,37866,0,0,6849,98538,0,56690,17805,1510,0,1729,9960,0,4449,22783,0,2024,0,0,103,64,284691,0,92117,5302,4046,8,78649,0,,16887
SC,48,0,,,,822077,297825,,,,782066,,448955,195043,,,,61894,0,30305,,,,,,16111,70,2117027,,,,26688,9,,,,
SC,48,1,5,17777,900,178970,36772,0,1,5887,113735,0,74230,28997,2070,0,2242,15364,0,6490,22508,0,1675,8,1,11952,53,345953,0,95289,5380,5573,9,136073,0,240000,18405
SC,48,2,5,23756,900,186884,46686,0,0,9512,148732,0,85305,35887,4018,0,1678,15743,0,5656,24672,0,1850,3,3,3721,74,415893,0,118241,6893,4493,9,188654,533,,26897
SC,48,3,5,19506,900,83138,58158,0,0,6754,121365,0,69865,24426,1376,0,587,8210,0,4854,46456,0,2066,0,0,85,63,307719,0,110132,3353,3221,9,92860,0,,15656
SC,48,4,5,21368,900,89755,81649,0,0,9225,161773,0,75745,17111,2634,0,1247,8958,0,2835,63755,0,2544,1,1,172,140,396809,0,80043,7169,5878,9,178294,0,,26722
SC,48,5,5,15034,900,96898,45314,0,0,5196,101663,0,57140,23037,1159,0,482,6122,0,4446,36644,0,1988,0,0,57,60,266559,0,97864,2652,3486,9,87498,0,,12319
SC,48,6,5,17564,900,186432,29246,0,1,5392,134798,0,86670,65585,1834,0,722,7497,0,6024,16654,0,1378,1,0,124,64,384094,0,199042,4088,4037,9,94542,0,,17390
TX,49,0,,513420,9204,977458,975969,0,1,,2870605,0,1316185,427039,,,,269793,692305,263513,,0,,0,0,101829,29,7711194,0,1292267,,112162,17,4838060,0,,
TX,49,1,13,24300,9204,77853,29096,0,0,5466,94772,0,50455,25436,1658,0,859,12151,692305,7158,10308,0,1756,0,0,249,39,276945,0,96273,5837,3720,17,100984,0,1113000,18230
TX,49,2,13,23894,9204,86183,65750,0,1,11528,148565,0,74765,11206,3118,0,3989,10781,692305,9058,41229,0,2839,0,0,937,44,401003,44440524,58165,10974,8237,17,238928,0,,30232
TX,49,3,13,20311,9204,70683,34677,0,0,7677,99581,0,53335,19057,2200,0,1080,8422,692305,5404,10291,0,2233,0,0,69,50,271020,0,81209,6858,3397,17,102994,0,,20903
TX,49,4,13,24108,9204,26795,19829,0,0,4728,66304,0,32530,17262,1368,0,912,6510,692305,3941,7385,0,1964,0,0,2300,47,186043,0,71082,5426,2793,17,90137,649,,13067
TX,49,5,13,36146,9204,82922,92399,0,0,25565,276000,0,85845,3348,18552,0,10394,19776,692305,893,49951,0,3433,2,1,1162,688,614799,0,11517,26350,7908,17,552127,344,,75138
TX,49,6,13,22482,9204,61331,21083,0,0,5029,78153,0,67910,23428,1389,0,29113,8960,692305,7415,6591,0,1883,0,0,149,31,228112,0,75822,5166,3116,17,89592,0,,14303
TX,49,7,13,22993,9204,76173,27382,0,0,4590,82007,0,48175,22780,1046,0,1157,7846,692305,10829,13023,0,1602,0,0,46,23,248329,0,88971,5384,2059,17,76332,0,,14300
TX,49,8,13,37918,9204,149286,130197,0,0,33145,337555,0,126115,3540,14713,0,19819,20636,692305,1730,72647,0,3476,0,0,2916,466,806701,47037718,9523,35663,12363,17,726214,986,,82363
TX,49,9,13,28030,9204,78376,53048,0,1,12406,154843,0,87795,32770,3637,0,13168,12540,692305,12756,18014,0,2667,0,0,515,32,406311,0,94220,12622,5673,17,180469,0,,28541
TX,49,10,13,25925,9204,52981,29572,0,0,10419,113971,0,51380,22802,3148,0,9392,19529,692305,7896,6683,0,2335,2,2,2463,40,314467,0,67323,6206,3791,17,189039,0,,24885
TX,49,11,13,23463,9204,49304,33062,0,0,8410,111156,0,34535,23941,2830,0,5299,12978,692305,6834,10462,0,2182,5,4,14902,47,324139,0,60069,7170,4079,17,150268,2979,,25220
TX,49,12,13,29922,9204,41730,67853,1,0,13690,173112,0,61995,8376,6288,0,4932,14090,692305,3144,40073,0,3120,2,2,5277,134,422000,0,32100,15832,4893,17,344268,0,,42869
TX,49,13,11,23550,9204,14125,37372,0,0,8569,110035,0,45895,20399,2596,1,1941,10992,692305,14373,8550,0,2614,1,1,13138,21,307550,0,64351,7343,3939,17,160789,0,,24457
TX,49,14,13,24792,9204,23920,51365,0,1,13399,157699,0,85765,34661,3180,0,17917,14683,692305,17485,12226,0,2459,5,1,5619,26,457290,15573586,88957,9931,8717,17,271393,0,,32987
TX,49,15,13,21557,9204,2097,39345,0,1,9411,153372,0,82725,48899,2561,0,71096,11602,692305,25281,8670,0,1581,3,3,164,18,462898,0,79523,9642,11739,17,268708,0,,32451
TX,49,16,12,13933,9204,9449,45737,0,0,11251,119404,0,34955,9218,3235,0,4955,12731,692305,34952,9343,0,3252,3,2,15998,10,344233,0,22386,13146,4521,17,236588,0,,28359
TX,49,17,13,21696,9204,6877,27371,0,0,6588,85019,0,37960,17410,2208,0,1732,6830,692305,11181,6885,0,2457,1,1,89,20,226739,0,55683,6311,2696,17,118537,0,,19826
TX,49,18,11,15924,9204,8787,39021,0,0,9925,114479,0,56025,20557,2891,1,2696,9236,692305,27513,11019,0,3280,1,1,103,11,289449,0,56473,10288,3853,17,169101,156,,27136
TX,49,19,13,18613,9204,19191,44195,0,0,12343,136936,0,73945,33417,3128,0,3572,10941,692305,25986,6901,0,3079,2,2,2197,14,372223,0,102598,8331,4871,17,178374,181,,30607
TX,49,20,13,30150,9204,32565,61948,1,0,14292,166492,0,77785,4469,7099,0,34857,29992,692305,1247,18302,0,2724,8,4,31007,401,500460,0,12461,12685,6526,17,449521,0,,46410
TX,49,21,13,23713,9204,6830,25667,0,0,7845,91150,0,46295,24063,1993,0,7388,8567,692305,28437,4356,0,2283,1,0,2529,9,250483,0,63561,6005,3271,17,143697,0,,20392
TX,49,99,,513420,9204,977458,975969,0,1,,2870605,0,1316185,427039,,0,246268,269793,692305,263513,,0,2457,0,0,101829,29,7711194,0,1292267,,112162,17,4838060,0,,
KY,51,0,,,,201921,351968,,,,991071,,539380,243563,,,,74141,0,39864,,,,,,22185,74,2944806,,,,36004,25,,,,
KY,51,1,4,31078,2010,32159,33888,0,0,5582,106285,0,56890,33896,1474,2,735,7694,0,6300,14669,0,1645,2,2,4275,49,308054,0,120278,7934,4129,25,80291,0,356000,17632
KY,51,2,4,30890,2010,20940,34973,0,0,6219,108194,0,61050,35244,1564,2,598,7341,0,6159,13962,0,1704,0,0,113,51,315588,0,124422,5357,4118,25,94225,0,,14857
KY,51,3,4,38060,2010,62620,83275,1,0,11778,198641,0,73355,2411,7568,2,6043,17052,0,375,58329,0,3247,0,0,896,1292,484615,0,10367,20162,8382,25,419183,500,,40282
KY,51,4,4,22510,2010,19225,19686,0,0,4843,87194,0,48295,42522,1005,2,948,6561,0,5776,8108,0,1700,1,1,16499,48,275145,0,143517,3354,1904,25,34758,0,,9637
KY,51,5,4,28065,2010,9259,41833,0,0,6225,113627,0,48325,20403,3993,2,2714,6658,0,2938,24889,0,2690,0,0,92,100,293928,0,66521,12120,3749,25,165525,395,,21935
KY,51,6,4,34934,2010,40233,34180,0,0,9121,137029,0,61440,42633,2720,2,1878,15322,0,5233,12013,0,2085,2,0,152,73,380806,0,132548,7580,4476,25,150773,1159,,19830
KY,51,7,4,25946,2010,6562,60043,0,0,5015,130058,0,108005,30764,1072,2,1080,7474,0,6687,10826,0,1747,0,0,98,73,487180,0,204446,9881,5455,25,73051,0,,15775
