STATE,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,POPSQMI,POPULATN,PORT,RURLFARM,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
NJ,12,1,2,34884,6523,37513,81525,0,0,12372,180831,0,69150,7333,6537,1,30086,12793,0,900,68237,0,3529,0,0,562,491,441978,0,20862,12960,10937,36,357724,0,787000,34624
NJ,12,2,2,27829,6523,33227,41718,0,1,8556,104140,0,37390,7023,2787,1,24289,8186,0,1345,22315,0,2800,1,1,2429,192,258127,0,14259,6744,6098,36,193469,0,,23249
NJ,12,3,2,35253,6523,25922,64985,0,1,13332,153989,0,56128,7809,5200,1,44652,18589,0,1311,40918,0,3264,4,3,10070,298,390547,0,18026,10840,7269,36,254163,0,,27151
NJ,12,4,2,28675,6523,31353,66041,0,0,8677,147261,0,50845,5295,3889,1,34330,17691,0,1047,54045,0,3626,3,2,18544,349,365691,0,14393,8938,5817,36,260852,0,,25586
NJ,12,5,2,32635,6523,12933,78353,0,1,11548,170728,0,62122,4574,5881,1,52029,17063,0,892,66918,0,3717,1,0,490,471,419697,0,13440,12449,6144,36,290922,1992,,25287
NJ,12,6,2,28320,6523,25316,72746,0,1,9042,174000,0,59710,768,8508,1,53171,10814,0,103,74707,0,4312,0,0,228,3865,398138,0,273,13415,6837,36,393322,0,,31640
NJ,12,7,2,31595,6523,6141,63149,0,0,10658,153549,0,54846,8735,7719,1,55267,9938,0,1514,52498,0,3952,1,0,196,241,364713,0,22332,11519,5507,36,270420,0,,25235
NJ,12,8,2,28079,6523,11751,79281,0,0,8033,154373,0,46065,737,4423,1,61407,8440,0,121,71535,0,3675,0,0,135,2730,330351,0,770,9248,7718,36,315815,0,,25803
NJ,12,9,2,26897,6523,7986,61599,0,1,9902,153261,0,52290,925,9990,1,50932,9063,0,123,55133,0,4079,0,0,289,2911,358021,0,648,13991,5738,36,348015,0,,26884
NJ,12,10,2,25229,6523,31346,54881,1,0,6430,139366,0,43796,255,9252,1,45180,9977,0,44,47548,0,3769,0,0,222,7089,311935,0,83,11356,8667,36,310159,0,,25406
NJ,12,11,2,26001,6523,36507,55425,1,0,6777,141294,0,44515,269,9591,1,44518,9974,0,32,47652,0,3484,0,0,160,9909,317082,0,104,10004,8568,36,314862,745,,26376
NJ,12,12,2,27487,6523,38594,58592,1,0,7165,149368,0,47058,285,10139,1,47062,10544,0,64,50375,0,3769,0,0,169,5238,335201,0,110,10575,9057,36,332855,0,,27883
NJ,12,13,2,20666,6523,9988,56598,1,1,4703,122877,0,38191,186,7372,1,44645,9324,0,18,43989,0,3484,0,0,441,15107,271924,0,0,15646,8462,36,271924,0,,20093
NJ,12,14,2,20666,6523,9988,56598,0,1,4703,122877,0,38191,186,7372,1,44645,9324,0,12,43989,0,3484,0,0,441,22660,271924,0,0,15646,8462,36,271924,0,,20093
NY,13,0,,170529,,918191,2321590,,,25147,6325213,,2133220,163123,67609,,,579826,0,47944,207679,,3073,,,27667,309,14830192,,0,66863,380952,36,1960101,,,216421
NY,13,1,2,30035,54421,14137,42331,0,1,12793,113623,0,46378,5670,4863,1,49182,16345,0,997,20298,0,3411,2,2,644,317,316495,0,9793,8775,4726,36,159789,2447,2220000,19607
NY,13,2,2,18972,54421,7969,37913,0,1,10299,123649,0,48591,1065,8989,1,37491,11734,0,150,27204,1,4524,1,0,2815,2108,316200,0,821,12378,3460,36,297795,0,,25262
NY,13,3,2,18972,54421,7969,37913,0,1,10299,123649,0,48591,1065,8989,1,37491,11734,0,75,27204,0,4524,0,0,2815,4216,316200,0,821,12378,3460,36,297795,0,,25262
NY,13,4,2,22022,54421,10305,46537,1,0,7202,135646,0,43084,164,10726,1,56792,13270,0,23,35098,0,4121,0,0,406,13486,310170,42106369,0,14294,5888,36,310170,0,,29327
NY,13,5,2,22022,54421,10305,46537,1,1,7202,135646,0,43084,164,10726,1,56792,13270,0,23,35098,0,4121,0,0,406,13486,310170,42106369,0,14294,5888,36,310170,0,,29327
NY,13,6,2,22022,54421,10305,46537,1,0,7202,135646,0,43084,164,10726,1,56792,13270,0,23,35098,0,4121,0,0,406,13486,310170,42106369,0,14294,5888,36,310170,0,,29327
NY,13,7,2,22022,54421,10305,46537,1,1,7202,135646,0,43084,164,10726,1,56792,13270,0,23,35098,0,4121,1,0,406,13486,310170,42106369,0,14294,5888,36,310170,0,,29327
NY,13,8,2,25328,54421,26060,57204,1,1,6142,146300,0,49367,85,9073,1,78933,13089,0,10,44479,0,3447,2,0,675,34227,342272,42106369,0,12975,10366,36,342272,0,,31405
NY,13,9,2,25328,54421,26060,57204,1,0,6142,146300,0,49367,85,9073,1,78933,13089,0,10,44479,0,3447,0,0,675,34227,342272,42106369,0,12975,10366,36,342272,0,,31405
NY,13,10,2,25328,54421,26060,57204,1,0,6142,146300,0,49367,85,9073,1,78933,13089,0,10,44479,0,3447,0,0,675,34227,342272,42106369,0,12975,10366,36,342272,0,,31405
NY,13,11,2,47350,54421,36365,103742,1,1,13344,281946,0,92451,248,19799,1,78933,26359,0,33,79576,0,3447,3,1,1082,19771,652442,42106369,0,27269,16253,36,652442,0,,60731
NY,13,12,2,25328,54421,26060,57204,1,1,6142,146300,0,49367,85,9073,1,78933,13089,0,10,44479,0,3447,0,0,675,34227,342272,42106369,0,12975,10366,36,342272,0,,31405
NY,13,13,2,25328,54421,26060,57204,1,1,6142,146300,0,49367,85,9073,1,78933,13089,0,10,44479,0,3447,0,0,675,34227,342272,42106369,0,12975,10366,36,342272,953,,31405
NY,13,14,2,25328,54421,26060,57204,1,1,6142,146300,0,49367,85,9073,1,78933,13089,0,10,44479,0,3447,2,1,675,34227,342272,42106369,0,12975,10366,36,342272,0,,31405
NY,13,15,2,40844,54421,31432,85752,1,1,10680,224883,0,79462,277,15638,1,78933,26629,0,70,61194,0,3845,3,2,1986,7626,533827,42106369,0,24107,16079,36,533827,974,,44119
NY,13,16,2,28478,54421,64208,45080,1,0,4200,161239,0,33825,119,11291,1,80312,11200,0,4,34682,0,3073,0,0,615,81834,327337,42106369,0,11166,13550,36,327337,0,,33097
NY,13,17,2,28478,54421,64208,45080,1,0,4200,161239,0,33825,119,11291,1,80312,11200,0,4,34682,0,3073,0,0,615,81834,327337,42106369,0,11166,13550,36,327337,0,,33097
NY,13,18,2,28478,54421,64208,45080,1,1,4200,161239,0,33825,119,11291,1,80312,11200,0,4,34682,0,3073,0,0,615,81834,327337,42106369,0,11166,13550,36,327337,0,,33097
NY,13,19,2,28478,54421,64208,45080,1,1,4200,161239,0,33825,119,11291,1,80312,11200,0,4,34682,0,3073,2,0,615,81834,327337,42106369,0,11166,13550,36,327337,0,,33097
NY,13,20,2,28478,54421,64208,45080,1,1,4200,161239,0,33825,119,11291,1,80312,11200,0,4,34682,0,3073,0,0,615,81834,327337,42106369,0,11166,13550,36,327337,0,,33097
NY,13,21,2,28478,54421,64208,45080,1,1,4200,161239,0,33825,119,11291,1,80312,11200,0,4,34682,0,3073,0,0,615,81834,327337,42106369,0,11166,13550,36,327337,0,,33097
NY,13,22,2,26486,54421,24438,56234,1,0,7378,156963,0,53451,99,10570,1,93749,15573,0,11,40300,0,3612,0,0,205,32984,362819,42106369,0,14074,11182,36,362819,0,,36716
NY,13,23,2,26486,54421,24438,56234,1,1,7378,156963,0,53451,99,10570,1,93749,15573,0,11,40300,0,3612,0,0,205,32984,362819,42106369,0,14074,11182,36,362819,0,,36716
NY,13,24,2,26486,54421,24438,56234,1,0,7378,156963,0,53451,99,10570,1,93749,15573,0,11,40300,0,3612,0,0,205,32984,362819,42106369,0,14074,11182,36,362819,1434,,36716
NY,13,25,2,26486,54421,24438,56234,1,1,7378,156963,0,53451,99,10570,1,93749,15573,0,11,40300,0,3612,2,2,205,32984,362819,42106369,0,14074,11182,36,362819,0,,36716
NY,13,26,2,26491,54421,19411,43041,0,0,9523,137228,0,48838,974,8218,1,48078,11242,0,272,31789,0,4353,0,0,175,1173,319166,0,1231,11187,5411,36,294590,0,,25521
NY,13,27,2,27625,54421,18734,44215,0,0,10249,139585,0,50182,1437,8203,1,48928,11599,0,398,31504,0,4353,0,0,182,821,326957,0,2575,11553,5480,36,283038,1656,,25743
NY,13,28,2,34444,54421,10518,49025,0,0,10013,126848,0,49920,12821,3026,1,34231,15256,0,3463,28942,0,3125,2,1,4885,94,326682,0,36829,9950,5752,36,142336,0,,23081
NY,13,29,2,38116,54421,9926,50759,0,0,9798,126327,0,48925,14099,2681,1,31879,14343,0,3880,32151,0,3019,0,0,93,84,324032,0,42158,8094,5982,36,126834,0,,22513
NY,13,30,2,28029,54421,6678,49595,0,0,7291,129635,0,34690,2795,4439,1,24883,20928,0,697,30527,0,3535,0,0,173,433,301711,0,11414,15984,5892,36,242588,0,,24492
NY,13,31,2,31723,54421,2854,50436,0,0,6868,121815,0,43330,10265,3005,1,18269,12909,0,5894,34323,1,2835,0,0,128,54,320208,0,42508,9119,6777,36,158301,0,,19265
NY,13,32,2,33802,54421,2173,58257,0,0,6207,133110,0,44205,8011,2623,1,31316,11237,0,3875,57005,0,3421,0,0,224,79,307980,0,26705,6519,6474,36,210430,0,,22076
NY,13,33,3,35235,54421,413,43336,0,1,6027,120781,0,58845,19796,2252,0,20775,11703,0,8011,29911,0,2739,0,0,343,41,328950,0,72009,7135,8490,36,145098,0,,20381
NY,13,34,3,34727,54421,2683,55897,0,0,5656,133259,0,50635,10818,3413,0,32061,13229,0,3330,45880,0,3175,1,1,554,99,330476,0,35409,7748,9602,36,216778,0,,24384
NY,13,35,3,30986,54421,4896,57250,1,0,7016,145403,0,50930,3813,5486,0,31019,11225,0,792,48745,0,3459,0,0,189,431,341719,0,16064,11328,7334,36,272405,273,,31711
NY,13,36,3,37671,54421,3077,45755,0,1,6531,125575,0,52460,18391,2372,0,19204,14036,0,4254,33383,0,2958,2,1,198,77,326776,0,70694,6483,5294,36,141272,1700,,21995
NY,13,37,3,37859,54421,3327,71746,0,0,7464,158915,0,64575,10249,3310,0,23246,12725,0,3055,61574,0,3327,0,0,122,129,393130,0,44801,11400,7335,36,258336,374,,29478
NY,13,38,3,10509,54421,5111,62907,1,1,6746,147447,0,48551,6803,4000,0,39921,10709,0,944,58060,0,3264,0,0,126,365,345026,0,28239,8267,7348,36,264966,0,,26214
NY,13,39,3,14855,54421,4590,55373,1,1,6071,130254,0,46364,9421,3193,0,32567,10108,0,1832,49703,0,3335,0,0,103,169,310167,0,36102,7140,6487,36,216414,0,,21511
NY,13,40,3,28127,54421,11584,69117,1,1,6703,148560,0,57172,4001,3624,0,43926,10835,0,132,62784,0,3515,3,2,222,2734,360847,22962000,17199,11026,8300,36,297616,0,,24543
NY,13,41,3,29126,54421,16544,67689,1,0,7415,152157,0,57209,2055,4730,0,39576,11727,0,132,54876,0,3490,0,0,174,2793,368688,0,2987,14688,8653,36,324076,0,,28590
NY,13,42,3,28416,54421,16141,66038,1,1,7234,148446,0,55814,2005,4614,0,38611,11441,0,791,53538,0,3490,0,0,170,455,359695,22962000,2914,14330,8442,36,316172,934,,27892
NY,13,43,3,32225,54421,1848,49257,0,1,5809,118381,0,50230,14773,2094,0,19883,10802,0,4101,37555,0,3008,0,0,85,72,297131,0,59857,7193,6312,36,133401,0,,20339
PA,14,0,,,,638485,1975190,,,,4157543,,1719055,155935,,,,314393,0,45045,,,,,,17619,233,10498012,,,,226374,41,,,,
PA,14,1,2,28714,14274,62799,63419,1,0,7731,147604,0,50384,167,5983,1,38541,12660,0,21,48649,0,3322,5,2,1240,16474,345958,48892709,0,11517,9454,41,345958,0,1616000,29536
PA,14,2,2,28714,14274,62799,63419,1,0,7731,147604,0,50384,167,5983,1,38541,12660,0,21,48649,0,3322,0,0,1240,16474,345958,48892709,0,11517,9454,41,345958,472,,29536
PA,14,3,2,28714,14274,62799,63419,1,0,7731,147604,0,50384,167,5983,1,38541,12660,0,21,48649,0,3322,0,0,1240,16474,345958,48892709,0,11517,9454,41,345958,0,,29536
PA,14,4,2,28714,14274,62799,63419,1,0,7731,147604,0,50384,167,5983,1,38541,12660,0,21,48649,0,3322,0,0,1240,16474,345958,48892709,0,11517,9454,41,345958,0,,29536
PA,14,5,2,28714,14274,62799,63419,1,0,7731,147604,0,50384,167,5983,1,38541,12660,0,21,48649,0,3322,0,0,1240,16474,345958,48892709,0,11517,9454,41,345958,0,,29536
PA,14,6,2,28714,14274,62799,63419,1,0,7731,147604,0,50384,167,5983,1,38541,12660,0,21,48649,0,3322,0,0,1240,16474,345958,48892709,0,11517,9454,41,345958,0,,29536
PA,14,7,2,28765,14274,29415,61077,1,0,9687,164715,0,64210,1050,9205,1,27224,11740,0,185,57857,0,4139,0,0,586,2239,414234,19882516,3236,13840,8420,41,372411,0,,31607
PA,14,8,2,29221,14274,3113,74409,0,0,9063,147487,0,54445,8064,3226,1,21145,7948,0,964,63370,0,3424,2,1,457,356,342827,0,30654,9413,4990,41,210932,0,,26355
PA,14,9,2,36199,14274,17769,74926,0,0,10707,161000,0,65230,17725,3090,1,10447,11219,0,1705,59410,0,3357,1,0,1603,231,393858,0,64953,8975,3900,41,182033,1957,,26579
PA,14,10,2,33520,14274,1230,63289,0,0,6165,132293,0,58925,10064,2754,1,32342,9902,0,3453,33462,0,2697,1,0,102,101,349780,0,36897,11813,8808,41,247506,0,,24859
PA,14,11,2,30212,14274,929,83911,0,0,5704,149744,0,65040,2112,2899,1,36864,9937,0,891,38092,0,2863,0,0,122,440,392241,0,10425,9657,10871,41,323898,500,,27559
PA,14,12,2,25942,14274,342,72741,0,0,5352,123417,0,54485,4465,1786,1,18475,7023,0,1237,32169,0,2654,0,0,86,257,317692,0,18940,9105,8197,41,196291,0,,19853
PA,14,13,2,30967,14274,14931,60938,0,0,8966,144336,0,54670,3338,6400,1,23711,9363,0,492,55858,0,3924,0,0,299,718,353068,0,14648,8745,3186,41,236832,0,,24862
PA,14,14,2,24375,14274,3328,65682,0,0,6147,115920,0,37770,5330,2694,1,9992,6435,0,864,54896,0,3392,0,0,126,296,255740,0,20409,7641,3107,41,169078,207,,18854
PA,14,15,2,23795,14274,1775,65287,0,0,5310,115674,0,42935,3860,1735,1,21818,5675,0,1390,53657,0,3210,0,0,53,199,276574,0,16872,7348,5665,41,185223,0,,16840
PA,14,16,2,28792,14274,14934,61615,0,0,8550,133495,0,51885,7605,3478,1,8301,22465,0,1820,37129,0,3138,2,0,1009,176,319492,0,31738,13299,4167,41,199607,1065,,22933
PA,14,17,2,33481,14274,1560,56865,0,0,6100,121592,0,56485,14687,1922,1,7398,9283,0,6521,41562,0,2653,0,0,112,49,318271,0,59983,9683,6549,41,142770,0,,19205
PA,14,18,2,29553,14274,3485,56781,0,0,7448,118148,0,63985,16784,1537,1,6701,12343,0,5263,29101,0,2396,1,0,203,65,339527,0,70838,7190,6118,41,89212,0,,18133
PA,14,19,2,30170,14274,5732,70825,0,0,9039,140789,0,56725,12464,2724,1,2984,13416,0,1995,54331,0,3023,5,1,3453,171,341391,0,53343,8682,3384,41,174317,0,,23913
PA,14,20,2,26251,14274,1846,50871,0,0,4600,101473,0,52455,4822,1691,1,9846,10866,0,2790,17076,0,2633,0,0,174,104,291393,0,27086,21112,5659,41,151210,200,,18791
PA,14,21,4,24745,14274,6203,60164,0,0,5075,113906,0,53280,3564,1907,2,26984,6108,0,1025,44541,0,3017,0,0,66,306,313179,0,19286,8343,9341,41,152303,0,,17936
PA,14,22,4,29044,14274,4486,68672,0,0,4662,125073,0,72640,5515,1740,2,25053,8071,0,2186,32581,0,2801,0,0,83,168,367489,0,39371,8052,8819,41,169721,0,,20584
PA,14,23,4,29330,14274,1129,51878,0,0,4988,105802,0,55700,6659,1846,2,11041,8216,0,5062,33381,0,2786,0,0,59,58,291571,0,42551,7351,6458,41,119658,0,,16929
PA,14,24,4,36763,14274,8001,75885,0,1,6512,160761,0,71560,11045,3018,2,25402,8950,0,2509,67227,0,3291,0,0,130,164,410290,0,57208,11845,7652,41,257807,191,,27652
PA,14,25,4,29978,14274,10988,76267,0,0,6064,141872,0,65040,5855,2288,2,31544,8478,0,1602,63108,0,3221,0,0,117,236,377632,0,33225,11486,7566,41,220596,0,,22676
PA,14,26,4,36417,14274,18284,84364,0,0,6607,153435,0,83760,7442,2283,2,37360,9773,0,2234,33135,0,2871,0,0,158,199,444921,0,44888,11859,11070,41,157614,0,,24539
PA,14,27,4,29547,14274,28241,64748,1,0,8199,150689,0,59033,621,5588,2,35083,10343,0,219,50766,0,3157,1,0,299,1730,378809,0,2489,14126,8959,41,343201,0,,28926
PA,14,28,4,29547,14274,28241,64748,1,0,8199,150689,0,59033,621,5588,2,35083,10343,0,73,50766,0,3157,0,0,299,5189,378809,0,2489,14126,8959,41,343201,0,,28926
PA,14,29,4,29547,14274,28241,64748,1,0,8199,150689,0,59033,621,5588,2,35083,10343,0,292,50766,0,3157,0,0,299,1297,378809,0,2489,14126,8959,41,343201,779,,28926
PA,14,30,4,29547,14274,28241,64748,1,0,8199,150689,0,59033,621,5588,2,35083,10343,0,146,50766,0,3157,0,0,299,2595,378809,0,2489,14126,8959,41,343201,0,,28926
IL,21,0,,,,645980,1477725,,,,3693948,,1326790,244397,,,,284855,0,55935,,,,,,35148,156,8712176,,,,147897,41,,,,
IL,21,1,7,30434,15542,46888,76048,1,1,7710,186034,0,57106,494,8792,3,47806,13588,0,50,65289,0,4085,0,0,351,8116,405791,38969159,1033,38978,8215,41,400110,0,1320000,37041
IL,21,2,7,30434,15542,46888,76048,1,1,7710,186034,0,57106,494,8792,3,47806,13588,0,50,65289,0,4085,0,0,351,8116,405791,38969159,1033,38978,8215,41,400110,0,,37041
IL,21,3,7,30434,15542,46888,76048,1,0,7710,186034,0,57106,494,8792,3,47806,13588,0,50,65289,0,4085,0,0,351,8116,405791,38969159,1033,38978,8215,41,400110,0,,37041
IL,21,4,7,30434,15542,46888,76048,1,0,7710,186034,0,57106,494,8792,3,47806,13588,0,50,65289,0,4085,0,0,351,8116,405791,38969159,1033,38978,8215,41,400110,0,,37041
IL,21,5,7,30434,15542,46888,76048,1,0,7710,186034,0,57106,494,8792,3,47806,13588,0,50,65289,0,4085,0,0,351,8116,405791,38969159,1033,38978,8215,41,400110,0,,37041
IL,21,6,7,30434,15542,46888,76048,1,0,7710,186034,0,57106,494,8792,3,47806,13588,0,50,65289,0,4085,0,0,351,8116,405791,38969159,1033,38978,8215,41,400110,0,,37041
IL,21,7,7,30434,15542,46888,76048,1,0,7710,186034,0,57106,494,8792,3,47806,13588,0,50,65289,0,4085,0,0,351,8116,405791,38969159,1033,38978,8215,41,400110,0,,37041
IL,21,8,7,30434,15542,46888,76048,1,0,7710,186034,0,57106,494,8792,3,47806,13588,0,50,65289,0,4085,0,0,351,8116,405791,38969159,1033,38978,8215,41,400110,0,,37041
IL,21,9,7,30434,15542,46888,76048,1,1,7710,186034,0,57106,494,8792,3,47806,13588,0,50,65289,0,4085,0,0,351,8116,405791,38969159,1033,38978,8215,41,400110,316,,37041
IL,21,10,7,30434,15542,46888,76048,1,0,7710,186034,0,57106,494,8792,3,47806,13588,0,50,65289,0,4085,0,0,351,8116,405791,38969159,1033,38978,8215,41,400110,2630,,37041
IL,21,11,7,30434,15542,46888,76048,1,0,7710,186034,0,57106,494,8792,3,47806,13588,0,50,65289,0,4085,0,0,351,8116,405791,38969159,1033,38978,8215,41,400110,0,,37041
IL,21,12,7,30434,15542,46888,76048,1,1,7710,186034,0,57106,494,8792,3,47806,13588,0,50,65289,0,4085,0,0,351,8116,405791,38969159,1033,38978,8215,41,400110,0,,37041
IL,21,13,7,31752,15542,37265,78238,0,1,9623,193144,0,54636,2522,8000,3,47806,16701,0,814,65576,0,4021,8,2,12059,552,449625,0,8575,17212,7215,41,375452,2534,,36403
IL,21,14,7,30069,15542,3034,57414,0,0,8954,146564,0,58710,9101,5641,3,26402,9913,0,1458,48722,0,4138,0,0,199,244,355643,0,79136,13651,2976,41,249593,0,,27812
IL,21,15,7,30406,15542,6459,57435,0,0,6974,129588,0,62995,16471,2695,3,20740,9154,0,3669,41949,0,3521,1,0,107,88,324129,0,77685,10291,4267,41,195127,0,,23787
IL,21,16,7,33554,15542,5591,61273,0,0,6940,146190,0,57350,21493,3637,3,19400,9258,0,4346,51454,0,3429,1,0,132,81,353631,0,84437,8207,3577,41,207543,0,,26674
IL,21,17,7,37671,15542,9297,43251,0,0,7077,128499,0,55030,25001,3968,3,11982,12047,0,5941,24190,0,3159,0,0,392,58,344573,0,114153,9637,4030,41,154208,1957,,25833
IL,21,18,7,28287,15542,6403,54136,0,0,7226,129341,0,50940,12877,3458,3,11268,7919,0,2997,42814,0,3432,0,0,106,105,314715,0,78472,9010,4820,41,197823,0,,26436
IL,21,19,7,34185,15542,4576,52599,0,0,5827,130893,0,52930,19370,3379,3,15201,9774,0,4327,39897,0,3292,1,0,134,75,325903,0,66895,10152,3646,41,202165,0,,24796
IL,21,20,7,36480,15542,2720,31091,0,0,5883,104600,0,50495,29468,1931,3,2911,8999,0,7030,15796,0,2534,0,0,71,40,281468,0,88737,6610,3114,41,107524,0,,20153
IL,21,21,7,40009,15542,4835,46048,0,0,7348,135095,0,66270,26659,3638,3,11553,13480,0,6133,21108,0,2914,0,0,150,56,345287,0,94849,9350,4684,41,164906,0,,25759
IL,21,22,7,31231,15542,8718,41304,0,0,7989,125890,0,50085,19316,3009,3,5139,17460,0,4307,19466,0,3245,1,1,8501,78,336693,0,83015,12356,3703,41,198557,0,,26780
IL,21,23,8,36213,15542,3043,41099,0,0,7260,116884,0,58735,29480,1911,7,3505,7682,0,7323,15567,0,2494,0,0,190,43,318549,0,109919,9166,5914,41,104809,0,,20998
IL,21,24,8,30506,15542,44098,73225,0,0,7794,149565,0,36820,6496,3872,7,12338,10999,0,1401,53809,0,3312,3,1,9359,277,388302,0,78996,15352,7327,41,288261,0,,27549
IL,21,25,8,36851,15542,20221,46328,0,0,5892,114672,0,75230,20980,1749,7,7591,9545,0,5592,13570,0,2217,0,0,79,60,335394,0,120883,8886,6821,41,132767,172,,20580
IN,22,0,,,,174168,680564,,,,1567227,,659730,171872,,,,117335,11,36205,,,,,,2308,109,3934224,,,,48785,41,,,,
IN,22,1,7,19097,4033,50726,85652,0,1,7632,152726,0,62420,1869,2968,3,38379,7811,11,514,78416,0,3890,0,0,104,716,368152,20426617,20591,11384,6423,41,341696,0,567000,24731
IN,22,2,4,30715,4033,914,39937,0,1,6974,114576,0,51240,24522,2132,2,7225,11758,11,5245,24086,0,2992,0,0,149,58,304235,0,111841,8572,2358,41,108957,0,,21530
IN,22,3,7,31982,4033,12330,81656,0,0,7001,165468,0,34045,9319,4157,3,18792,8585,11,1987,74477,0,3800,0,0,133,199,395846,0,80048,10757,3509,41,275325,0,,29171
IN,22,4,3,30915,4033,5489,53982,0,0,6254,133790,0,62750,18465,3592,0,5598,8047,11,3184,43943,0,3281,0,0,91,103,328039,0,77693,10208,3560,41,179776,200,,23556
IN,22,5,4,39353,4033,6793,71616,0,0,6231,157294,0,68095,19871,2967,2,2618,10015,11,3579,60450,0,3048,1,1,81,109,391696,0,94394,10479,4644,41,223476,1650,,27265
IN,22,6,4,33914,4033,5668,41457,0,0,5971,112747,0,49195,19137,2562,2,4143,9598,11,4138,22768,0,2853,1,0,83,72,296078,0,99148,9337,3972,41,127676,0,,23042
IN,22,7,4,32077,4033,2364,42703,0,0,5761,106581,0,52570,18330,1950,2,2377,12098,11,4688,20290,0,2506,1,0,206,64,298798,0,101155,7713,3745,41,115572,0,,19015
IN,22,8,4,35551,4033,13791,66761,0,0,7948,151792,0,96860,17741,3322,2,2043,11064,11,3918,47749,0,2823,1,0,241,100,393520,0,95155,10130,5480,41,225194,0,,28720
IN,22,9,4,27446,4033,1594,38596,0,0,4856,93153,0,50545,21673,1287,2,1131,6891,11,5012,28214,0,2319,2,1,362,52,258441,0,84131,4787,3008,41,82439,0,,13731
IN,22,10,4,35136,4033,9489,59925,0,0,5944,136894,0,59675,18750,2670,2,1963,9707,11,3538,50485,0,3082,0,0,87,98,347642,0,102899,7072,3839,41,174710,0,,25107
IN,22,11,4,44840,4033,65010,98279,1,0,12858,242206,0,81885,2195,11670,2,10571,21761,11,402,76958,0,3636,2,1,771,1373,551777,0,42819,22475,8247,41,502375,486,,55718
MI,23,0,,,,442296,1130405,,,,2530060,,1104505,155854,,,,201026,10123,57022,,,,,,10448,112,6371766,,,,136486,45,,,,
MI,23,1,3,22368,7055,56014,81740,1,1,7316,175719,0,63115,404,5583,0,57207,12919,10123,101,77055,0,3989,0,0,238,4027,406684,26497792,1996,11166,11558,45,394077,0,966000,29944
MI,23,2,3,31122,7055,15798,57188,0,1,6542,142225,0,61705,12386,2692,0,17129,18249,10123,2737,46279,0,3390,0,0,204,140,382826,0,61134,9551,6784,45,195371,148,,24723
MI,23,3,3,32597,7055,9434,56605,0,0,6694,135208,0,58295,13415,3050,0,13824,12540,10123,2950,47278,0,3259,0,0,4046,119,349661,0,61698,7716,5085,45,196516,2055,,23908
MI,23,4,3,30590,7055,11776,48875,0,1,5859,113972,0,48470,20109,1765,0,15416,6816,10123,3561,39082,0,2920,0,0,115,82,291818,0,87413,5919,4280,45,102578,0,,18936
MI,23,5,3,32046,7055,7212,66792,0,1,7528,146321,0,61720,7541,4364,0,25233,7931,10123,1426,56064,0,3494,0,0,177,254,362043,0,37401,9377,5062,45,258033,0,,31248
MI,23,6,3,31148,7055,17426,91620,0,0,8128,190601,0,83600,7167,5191,0,25527,19282,10123,1774,83167,0,3842,0,0,262,265,470629,0,38617,7934,7136,45,341566,0,,35536
MI,23,7,3,31088,7055,6459,65115,0,1,8269,147551,0,72935,23833,2586,0,34898,10281,10123,4479,50642,0,3216,3,2,3064,93,414598,0,96165,8504,6174,45,193108,0,,24732
MI,23,8,3,31209,7055,9885,53547,0,0,5240,124945,0,61430,18974,2263,0,16383,7955,10123,3776,43299,0,3041,0,0,81,88,333277,0,81907,7365,4591,45,163765,190,,23020
MI,23,9,3,24998,7055,9446,40773,0,1,4859,98789,0,53620,12881,1604,0,14186,7742,10123,5777,32570,0,2738,0,0,205,48,275109,0,57130,5850,6791,45,133848,0,,17179
MI,23,10,3,21620,7055,768,32676,0,1,5249,88568,0,53130,16201,1245,0,11775,7117,10123,7572,23597,0,2789,1,1,119,34,254508,0,73729,3932,4400,45,88104,0,,16742
MI,23,11,3,21738,7055,235,28138,0,1,4478,76282,0,63550,13579,1060,0,17500,8642,10123,12780,15450,0,2395,1,1,495,18,227810,0,54016,5687,5452,45,99123,0,,14244
MI,23,12,7,17921,7055,319,27508,0,1,2566,61023,0,33320,4590,859,3,24563,6705,10123,8706,11227,0,2524,0,0,120,20,178251,0,20303,4076,6140,45,85241,185,,11084
MI,23,13,3,22368,7055,56014,81740,1,1,7316,175719,0,63115,404,5583,0,57207,12919,10123,101,77055,0,3989,2,1,238,4027,406684,26497792,1996,11166,11558,45,394077,0,,29944
MI,23,14,3,22368,7055,56014,81740,1,1,7316,175719,0,63115,404,5583,0,57207,12919,10123,101,77055,0,3989,0,0,238,4027,406684,26497792,1996,11166,11558,45,394077,927,,29944
MI,23,15,3,22368,7055,56014,81740,1,1,7316,175719,0,63115,404,5583,0,57207,12919,10123,101,77055,0,3989,0,0,238,4027,406684,26497792,1996,11166,11558,45,394077,0,,29944
MI,23,16,3,22368,7055,56014,81740,1,1,7316,175719,0,63115,404,5583,0,57207,12919,10123,101,77055,0,3989,1,0,238,4027,406684,26497792,1996,11166,11558,45,394077,0,,29944
