STATE,SC,CD,REDIST,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
PA,14,22,0,4,36248,25019,4845,55459,0,0,4750,120035,0,81869,2153,4.01888736,15527,10553,7096,2176,37038,0,4842,0,0,108,0,164.6015625,358173,0,15826,4599,11694,39,159548,0,45834,19381
PA,14,23,0,4,41611,25019,890,60231,0,0,5953,134701,0,82080,2573,4.01888736,9776,12539,7096,6200,44727,0,5110,0,0,75,0,60.15177419,372941,0,19048,5195,11009,39,138398,0,46771,20231
PA,14,24,0,4,45203,25019,13007,70490,0,1,6351,171178,0,101872,3606,4.01888736,20530,13151,7096,2509,64686,0,5673,0,0,231,0,181.8082902,456157,0,26010,7038,13042,39,286835,204,58182,26475
PA,14,25,0,4,39863,25019,14481,75791,0,0,6737,157248,0,94769,1902,4.01888736,25239,11106,7096,1602,67661,0,5743,0,0,98,1,271.2559301,434552,0,14318,7415,10439,39,239735,450,60011,22439
PA,14,26,0,4,45819,25019,17549,65745,0,0,7196,142751,0,95512,2351,4.01888736,24556,12591,7096,2228,38426,0,4856,0,0,228,0,191.2185817,426035,0,17121,5962,14664,39,145549,0,56366,22268
PA,14,27,0,4,36167,25019,6738,50545,1,0,9041,155590,0,90538,201,4.01888736,24371,14249,7096,238,47995,0,6929,0,0,614,0,1780.617647,423787,0,695,9197,7569,39,381280,0,-6,29156
IL,21,0,0,,974923,31030,1037470,1462501,0,0,189788,4083148,0,2032956,118700,,686098,366148,0,55930,1241001,0,6566,0,0,41399,,180.2459861,10081158,0,562845,209297,183676,38,8140826,0,1358236,701708
IL,21,1,0,7,30313,31030,346249,56362,1,1,4620,170128,0,74699,25,0.00217944,8180,22320,0,17,38573,0,5267,0,0,224,0,23372,397324,45973244,0,10662,17111,38,397324,0,789155,22019
IL,21,2,0,7,36557,31030,81415,50290,0,1,5215,163332,0,65758,19,0.00217944,40608,12952,0,37,46975,0,7044,0,0,857,0,9879.054054,365525,0,0,8817,8561,38,365525,0,-6,28251
IL,21,3,0,7,39046,31030,86036,59191,1,0,8895,177376,0,89135,27,0.00217944,37125,18931,0,35,48492,0,7582,0,0,133,0,12173.42857,426070,45973244,0,13459,7555,38,426070,0,-6,29154
IL,21,4,0,7,28692,31030,30767,75508,0,0,12033,190314,0,118245,581,0.00217944,25991,12612,0,332,68348,0,7843,0,0,624,0,1556.096386,516624,0,2283,15567,5646,38,492083,0,-6,31927
IL,21,5,0,7,29941,31030,17358,68125,1,0,5149,152841,0,70452,19,0.00217944,44678,10312,0,34,59029,0,7097,0,0,106,0,10324.20588,351023,45973244,0,16174,7019,38,351023,0,-6,27315
IL,21,6,0,7,19313,31030,128077,45349,1,0,3446,113059,0,56076,33,0.00217944,24505,8394,0,15,38775,0,6008,0,0,76,0,18580.2,278703,45973244,0,6220,8716,38,278703,0,-6,18151
IL,21,7,0,7,28928,31030,126528,65808,1,1,4369,152346,0,82627,28,0.00217944,49857,9682,0,21,52524,0,5207,0,0,238,0,18724.2381,393209,45973244,0,9946,12764,38,393209,0,-6,22054
IL,21,8,0,7,54130,31030,1207,99964,1,0,9510,227440,0,82822,21,0.00217944,91333,13359,0,22,94754,0,6901,0,0,144,0,21978.95455,483537,45973244,0,12117,10179,38,483537,0,-6,39318
IL,21,9,0,7,54161,31030,25075,54224,1,1,6199,226262,0,53122,21,0.00217944,69195,12371,0,14,56459,0,6647,3,0,314,0,30585.85714,428202,45973244,0,9445,9299,38,428202,504,-6,39580
IL,21,10,0,7,47255,31030,5986,81850,1,0,11059,239103,0,112388,95,0.00217944,48462,17731,0,107,91766,0,8399,1,0,300,0,5164.317757,552582,45973244,76,12144,5652,38,551166,2582,-6,43867
IL,21,11,0,7,50685,31030,1431,69649,1,0,10341,199911,0,76909,36,0.00217944,64219,14931,0,36,71239,0,7968,0,0,180,0,12041.41667,433491,45973244,0,8831,5265,38,433491,0,-6,38121
IL,21,12,0,7,28777,31030,11774,53757,0,1,10012,146578,0,86899,3030,0.00217944,22911,14945,0,1351,47588,0,7384,6,1,20805,0,294.7387121,398192,0,16656,4019,4431,38,275722,505,53469,24246
IL,21,13,0,7,36478,31030,11017,40041,0,1,10719,199085,0,108660,597,0.00217944,40761,15067,0,286,52038,0,9389,1,0,1374,0,1760.262238,503435,0,2603,5322,3249,38,476871,0,-6,43458
IL,21,14,0,7,33132,31030,12592,66393,0,0,11828,189376,0,116228,2225,0.00217944,24114,16347,0,1174,62563,0,7843,1,0,454,0,430.2180579,505076,0,11825,10255,5608,38,403679,0,-6,32315
IL,21,15,0,7,41193,31030,5478,69766,0,0,8586,166210,0,84750,7873,0.00217944,16795,14724,0,3057,61437,0,6621,0,0,469,1,134.3310435,410650,0,37288,5864,5615,38,288303,0,56740,26697
IL,21,16,0,7,38594,31030,10262,65272,0,0,7012,159797,0,86245,10305,0.00217944,15490,11124,0,3617,60066,0,6070,1,0,74,0,109.2875311,395293,0,45246,4475,6014,38,263385,0,49206,25978
IL,21,17,0,7,45941,31030,15600,50987,0,0,7479,145557,0,80001,13819,0.00217944,8167,17044,0,5941,33940,0,5481,0,0,222,0,65.17488638,387204,0,60940,6061,6130,38,185732,1890,48534,26134
IL,21,18,0,7,38793,31030,11031,56343,0,0,7647,149965,0,81805,8836,0.00217944,8900,12422,0,3726,47224,0,5971,0,0,217,0,105.0005368,391232,0,38917,5362,5959,38,255062,0,52348,26840
IL,21,19,0,7,41295,31030,7077,52680,0,0,5579,136853,0,73228,9758,0.00217944,10754,13641,0,4327,41835,0,5773,1,0,118,0,81.006471,350515,0,46503,6580,5810,38,229134,0,44335,22890
IL,21,20,0,7,61195,31030,8770,55024,0,0,9709,173030,0,90159,16868,0.00217944,8525,22570,0,7929,32093,0,5010,0,0,220,1,56.1789633,445443,0,74952,5359,8582,38,238794,0,57912,30736
IL,21,21,0,8,52191,31030,17854,47164,0,0,6863,127481,0,72974,10076,1.6563744,5436,17085,0,7100,20506,0,4133,0,0,104,0,51.1543662,363196,0,57254,6137,9901,38,152377,176,43423,22013
IL,21,22,0,7,36321,31030,13371,43018,0,0,6941,137600,0,72325,9919,0.00217944,6432,24959,0,4652,25046,0,5589,1,1,9580,0,80.36994841,373881,0,43797,6109,5653,38,229294,0,46157,24590
IL,21,23,0,8,61350,31030,2725,60062,0,0,8210,162709,0,92813,21491,1.6563744,3783,16067,0,10699,30270,0,4491,0,0,171,0,41.45742593,443553,0,108556,8287,8778,38,165734,0,52988,28649
IL,21,24,0,8,40642,31030,59790,75674,0,0,8367,176795,0,104636,2998,1.6563744,9877,16558,0,1401,59461,0,6081,4,1,4395,0,347.7501784,487198,0,15949,12085,10179,38,376406,0,63969,27405
IN,22,0,0,,445519,8734,269275,725330,0,0,87051,1793225,0,1006616,77054,,93202,169993,229,36185,607633,0,5798,0,0,9214,,128.8516789,4662498,0,485474,67782,75984,36,2910291,0,596148,303724
IN,22,1,0,7,31138,8734,87109,96890,0,1,9378,190316,0,117215,766,0.00217944,36436,11631,229,514,91990,0,6542,0,0,379,0,998.577821,513269,18567036,4475,8299,6544,36,480378,0,67375,27221
IN,22,2,0,4,37030,8734,1249,49584,0,1,7547,134161,0,76270,11306,4.01888736,6447,18433,229,5242,33404,0,5477,0,0,818,0,68.16272415,357309,0,66421,5702,5194,36,135314,0,42415,23279
IN,22,3,0,7,42338,8734,21196,76419,0,0,7680,186721,0,104351,4336,0.00217944,17569,12955,229,1987,73464,0,6366,1,0,165,0,238.0261701,472958,0,31382,6159,7871,36,324831,0,62131,31286
IN,22,4,0,3,37428,8734,11788,58023,0,0,7354,152428,0,84394,8449,0.00036324,6351,11155,229,3183,48861,0,6075,0,0,144,0,122.5290606,390010,0,60254,6126,5214,36,226403,200,47301,28322
IN,22,5,0,4,45823,8734,11599,79651,0,0,6622,178933,0,98984,9198,4.01888736,3931,13611,229,3578,73000,0,5775,1,1,3676,0,128.4161543,459473,0,56393,5472,7387,36,254749,1650,57423,26868
IN,22,6,0,4,39019,8734,6083,45862,0,0,6664,124705,0,70089,8807,4.01888736,3483,13387,229,4134,33081,0,5427,2,0,251,0,80.74092888,333783,0,50307,5403,5063,36,153670,0,43278,22931
IN,22,7,0,4,38086,8734,2380,47441,0,0,7022,120971,0,70150,8413,4.01888736,2568,17983,229,4680,28674,0,4927,1,0,547,0,70.34465812,329213,0,52425,4836,5728,36,135109,0,40710,20503
IN,22,8,0,4,43311,8734,15245,62094,0,0,8651,155646,0,93877,6959,4.01888736,1671,13587,229,3918,45789,0,5110,1,0,173,0,108.2003573,423929,0,45844,6088,8956,36,258352,0,54541,27813
IN,22,9,0,4,31325,8734,1711,45874,0,0,5696,105951,0,64470,9050,4.01888736,1145,11078,229,5011,36243,0,4883,2,1,206,0,57.99161844,290596,0,60929,2757,5848,36,96097,0,34691,15314
IN,22,10,0,4,40830,8734,11003,65308,0,0,6375,153428,0,85674,9076,4.01888736,2049,14509,229,3536,55806,0,5450,0,0,156,0,111.5359163,394391,0,53509,4262,6625,36,209455,0,48160,25344
IN,22,11,0,4,59191,8734,99912,98184,1,0,14062,289965,0,141142,694,4.01888736,11552,31664,229,402,87321,0,6609,3,1,2699,0,1735.241294,697567,0,3535,12678,11554,36,635933,727,98123,54843
MI,23,0,1,,638184,17749,717581,1142088,0,0,125562,2930348,0,1757521,57130,,529624,293683,543033,57019,1035892,0,6256,0,0,13561,,137.2032831,7823194,0,440937,86678,203484,43,5740903,0,998463,484018
MI,23,1,1,3,40672,17749,217840,60463,1,0,5171,180462,0,78212,17,0.00036324,41403,21607,543033,28,53094,0,5619,0,0,186,0,14880.96429,416667,32262008,0,4620,18990,43,416667,0,350229,26065
MI,23,2,1,3,32269,17749,16100,55011,0,1,6394,154463,0,89573,5183,0.00036324,16665,27685,543033,2638,47138,0,6286,0,0,356,1,157.0830174,414385,0,39870,4110,9281,43,200533,486,62095,22398
MI,23,3,1,3,37022,17749,15804,62438,0,0,7768,160477,0,92401,5589,0.00036324,13778,17983,543033,2891,56138,0,6240,0,0,881,0,144.0954687,416580,0,43030,4023,7998,43,240588,2000,54621,25469
MI,23,4,1,3,42195,17749,21306,68455,0,1,7649,155509,0,92575,8608,0.00036324,14083,12979,543033,4119,57437,0,5654,0,0,136,0,98.30007283,404898,0,68761,4254,7822,43,137848,0,43528,24443
MI,23,5,1,3,38126,17749,15711,60174,0,0,7292,154127,0,90239,2615,0.00036324,21894,10934,543033,1437,53221,0,6204,0,0,119,0,282.7550452,406319,0,21452,5320,8193,43,310957,0,59134,29075
MI,23,6,1,3,33343,17749,14892,55145,0,0,7715,155877,0,88472,3075,0.00036324,12620,26420,543033,1876,44570,0,6297,0,0,182,0,217.5463753,408117,0,27300,4334,8239,43,275342,0,82290,26350
MI,23,7,1,3,27186,17749,37022,75136,0,1,5105,154864,0,94636,2133,0.00036324,17392,12583,543033,1300,71238,0,6230,0,0,69,0,320.1838462,416239,0,19093,3511,9150,43,297610,0,82622,23771
MI,23,8,1,3,38535,17749,21520,58546,0,1,6579,143524,0,96100,9431,0.00036324,20234,11804,543033,4151,46053,0,5526,0,0,380,0,98.18790653,407578,0,64323,4942,8946,43,194262,217,45968,24798
MI,23,9,1,3,38720,17749,15187,62789,0,1,6902,145040,0,96305,4985,0.00036324,13657,12936,543033,5776,53838,0,5594,1,0,453,,70.08119806,404789,0,38830,4474,9287,43,195823,0,37022,23319
MI,23,10,1,3,38997,17749,1438,54509,0,1,8341,141091,0,96447,8465,0.00036324,10674,15109,543033,10456,44131,0,5293,1,1,1313,0,38.56761668,403263,0,70084,3060,9458,43,146940,0,35219,23644
MI,23,11,1,3,44610,17749,1492,51336,0,1,8551,132898,0,95603,4490,0.00036324,25437,18806,543033,20445,23807,0,4743,2,2,4340,1,19.73436048,403469,0,33633,5374,13621,43,189623,269,28414,23330
MI,23,12,1,3,17550,17749,6263,62869,1,1,6905,146192,0,95351,1153,0.00036324,32828,11496,543033,482,63327,0,7102,3,1,3213,0,854.3568465,411800,32262008,6792,2791,9955,43,362195,0,23578,24047
MI,23,13,1,3,40480,17749,228829,57851,1,1,4058,154073,0,84999,42,0.00036324,30678,10002,543033,26,45875,0,4310,0,0,318,0,16017.38462,416452,32262008,0,4613,25272,43,416452,0,-6,20835
MI,23,14,1,3,42227,17749,15095,61328,1,1,4738,173592,0,86083,52,0.00036324,67797,15022,543033,36,67428,0,7029,0,0,146,0,11584.05556,417026,32262008,0,3782,11964,43,417026,0,-6,30784
MI,23,15,1,3,15429,17749,20643,65307,0,0,6634,143428,0,96901,370,0.00036324,24617,12206,543033,269,61394,0,7119,0,0,241,0,1537.446097,413573,0,2695,7695,9260,43,365593,0,-6,22665
MI,23,16,1,3,31913,17749,38334,68436,1,1,4320,159288,0,92401,85,0.00036324,48946,12972,543033,120,69712,0,6710,1,0,725,0,3457.266667,414872,32262008,241,7728,11845,43,407049,890,-6,23711
MI,23,17,1,3,36019,17749,7031,53320,1,0,6653,172217,0,92191,14,0.00036324,59665,17072,543033,44,57715,0,7672,0,0,99,0,9453.363636,415948,32262008,0,5146,8820,43,415948,0,-6,35880
MI,23,18,1,3,20861,17749,8753,48376,0,0,7295,153744,0,100230,221,0.00036324,33745,12107,543033,273,59214,0,8103,0,0,172,0,1526.849817,416830,0,991,2809,7400,43,395543,0,93743,28641
MI,23,19,1,3,22030,17749,14321,59599,0,0,7492,149482,0,98802,602,0.00036324,23511,13960,543033,652,60562,0,7302,0,0,232,,635.5659509,414389,0,3842,4092,7983,43,354904,0,998463,24793
OH,24,0,0,,897124,19202,786097,1453735,0,0,177611,3707164,0,2067054,79900,,396614,360752,88,40972,1295892,0,6171,0,0,16911,,236.9031778,9706397,0,519513,145243,202284,37,7123901,0,1296400,609243
OH,24,1,0,4,41864,19202,65358,48356,1,0,7103,157065,0,68607,165,4.01888736,12251,14973,88,128,47039,0,6204,0,0,139,0,2935.570313,375753,0,353,5610,7925,37,362991,0,117339,26543
OH,24,2,0,4,40861,19202,58082,63340,1,0,10256,182953,0,102842,473,4.01888736,11988,15500,88,287,62115,0,6620,0,0,172,0,1701.630662,488368,0,2016,8052,8587,37,454114,0,-6,32718
OH,24,3,0,4,53449,19202,72201,109738,1,0,12964,282701,0,154959,2004,4.01888736,13510,34453,88,936,109191,0,6750,3,1,2869,0,775.8076923,726156,0,13194,5972,13707,37,627659,779,101560,43016
OH,24,4,0,4,36339,19202,9520,55790,0,0,6503,134440,0,81437,8704,4.01888736,3146,10917,88,3112,48659,0,5529,0,0,77,1,114.7152956,356994,0,60549,3960,5802,37,164613,0,42023,21523
OH,24,5,0,3,31081,19202,1141,44054,0,1,5543,109387,0,67822,9599,0.00036324,4351,11798,88,3846,33942,0,5543,2,0,182,0,77.49635985,298051,0,64731,4685,4955,37,102726,0,34166,17702
OH,24,6,0,4,38053,19202,9141,53600,0,0,8212,128049,0,86114,8939,4.01888736,2222,14374,88,4740,37180,0,4939,0,0,721,0,80.34746835,380847,0,54611,5401,8724,37,120679,2080,47591,20331
OH,24,7,0,4,38849,19202,24049,62158,0,0,8134,157921,0,98896,8102,4.01888736,4111,24266,88,3429,46884,0,5726,1,1,3611,0,127.040245,435621,0,47223,4547,7800,37,227081,0,53620,24352
OH,24,8,0,4,31865,19202,3067,45338,0,0,5113,109490,0,64693,7741,4.01888736,2809,9979,88,3169,37661,0,5525,1,0,64,0,91.73051436,290694,0,47650,4598,4888,37,158787,0,35817,17075
OH,24,9,0,3,44995,19202,42863,66641,1,1,7606,179580,0,96941,612,0.00036324,19345,14932,88,343,59144,0,6533,1,0,153,0,1332.16035,456931,45016077,3810,10069,11625,37,423284,0,64681,32815
OH,24,10,0,4,29801,19202,5279,37977,0,0,5219,90767,0,60722,4164,4.01888736,1528,13394,88,3621,25232,0,4660,0,0,117,0,75.79149406,274441,0,30190,3864,6687,37,110735,0,33215,14771
OH,24,11,0,3,38116,19202,17724,86805,0,1,9810,191510,0,115200,3220,0.00036324,23420,16257,88,2356,77994,0,6545,0,0,334,0,217.3268251,512022,0,24808,8930,11404,37,290941,0,124428,28141
OH,24,12,0,4,53703,19202,80235,83974,1,0,15372,269009,0,132536,977,4.01888736,14895,41933,88,537,67209,0,6425,3,1,6475,0,1271.810056,682962,0,5390,10792,12325,37,629387,0,97990,48894
OH,24,13,0,3,33108,19202,17986,64847,0,1,6890,144703,0,87121,3913,0.00036324,16447,10365,88,1666,55026,0,6094,0,0,113,0,233.6806723,389312,0,24505,7991,8692,37,269078,0,50999,21869
OH,24,14,0,4,47317,19202,41868,90583,1,0,8957,223132,0,126402,1316,4.01888736,28468,15855,88,837,93751,0,6694,0,0,166,0,691.6176822,578884,0,8258,8751,11396,37,476560,0,81400,35768
OH,24,15,0,4,30334,19202,5713,34474,0,0,4951,82215,0,49917,4203,4.01888736,2459,8539,88,3499,23712,0,4780,0,0,58,0,67.53015147,236288,0,30633,2753,6223,37,86332,0,28869,13546
OH,24,16,0,4,48022,19202,20171,79798,0,0,7979,184770,0,106060,4105,4.01888736,17447,13524,88,1675,73488,0,5958,0,0,77,0,294.1080597,492631,0,27315,6330,10238,37,313152,0,63891,30630
OH,24,17,0,4,37528,19202,9896,58840,0,0,7784,141317,0,81549,7441,4.01888736,6446,12591,88,3532,49480,0,5713,0,0,110,0,106.3148358,375504,0,48383,4581,6831,37,188991,0,47692,21570
OH,24,18,0,4,36039,19202,9988,56481,0,0,5103,118019,0,72104,3004,4.01888736,14033,8009,88,2272,42067,0,5338,0,0,60,0,144.7715669,328921,0,20202,4327,8491,37,163453,0,42932,19618
OH,24,19,0,4,34718,19202,36505,63559,0,0,7099,140595,0,81142,714,4.01888736,29986,9710,88,532,57405,0,6113,1,0,59,0,710.7556391,378122,0,5495,5600,9278,37,311809,0,-6,23051
OH,24,20,0,3,44569,19202,8632,84548,1,1,7487,196140,0,90642,103,0.00036324,61854,14673,88,71,81925,0,6763,2,0,500,0,6554.098592,465341,21960213,0,10592,10184,37,465341,0,228187,32713
OH,24,21,0,3,37466,19202,194911,72880,1,0,5891,169104,0,84922,18,0.00036324,35900,16387,88,32,60100,0,5692,0,0,239,0,13181.375,421804,21960213,0,6468,14401,37,421804,0,-6,24281
OH,24,22,0,3,36416,19202,48802,47708,1,1,5750,154606,0,67420,80,0.00036324,40130,12143,88,68,54970,0,7206,0,0,138,0,5264.676471,357998,21960213,64,4961,7613,37,356410,0,-6,27005
OH,24,23,0,3,32631,19202,2965,42246,0,1,7885,159691,0,89006,303,0.00036324,29868,16180,88,286,51718,0,8465,0,0,477,0,1408.223776,402752,0,133,6409,4508,37,397974,1102,-6,31311
OH,24,98,0,,897124,19202,786097,1453735,0,0,177611,3707164,0,2067054,79900,4.01888736,396614,360752,88,40972,1295892,0,6171,1,0,16911,0,236.9031778,9706397,0,519513,145243,202284,37,7123901,165,1296400,609243
WI,25,0,1,,402736,7826,74546,587724,0,0,71717,1527722,0,870298,103291,,171519,142275,14,54705,483783,0,5926,0,0,5239,,72.237949,3951777,0,553864,47779,59091,33,2522887,0,492165,258053
WI,25,1,1,7,39506,7826,8698,72105,0,1,7556,160288,0,88389,5398,0.00217944,24234,11994,14,1891,68760,0,6483,1,1,173,1,216.1168694,408677,0,31544,3940,5694,33,274923,0,56301,24757
WI,25,2,1,7,39909,7826,1918,51022,0,0,8360,157269,0,82392,12820,0.00217944,12565,27480,14,4017,33748,0,5864,1,0,2269,0,99.05850137,397918,0,64184,3580,3992,33,241636,456,67580,27137
WI,25,3,1,7,47291,7826,188,46222,0,0,7028,141563,0,89246,25973,0.00217944,6362,14267,14,10845,22645,0,4511,0,0,113,0,35.20792992,381830,0,127018,4592,6543,33,115346,1176,31763,23036
WI,25,4,1,7,29651,7826,324,73526,1,1,6258,162047,0,82859,229,0.00217944,26759,13431,14,136,75030,0,6956,2,0,493,0,2917.375,396763,0,0,6900,6297,33,396763,0,150319,25528
WI,25,5,1,7,46784,7826,61583,67585,1,1,6096,176343,0,70286,29,0.00217944,33928,14432,14,30,62643,0,6362,0,0,361,0,13312.46667,399374,0,0,5388,9212,33,399374,0,-6,31233
WI,25,6,1,7,40842,7826,132,65203,0,1,7152,151516,0,86945,10345,0.00217944,11994,10762,14,3017,57820,0,5910,0,0,135,0,129.8452105,391743,0,56503,3796,4242,33,227257,0,44872,24529
WI,25,7,1,7,44655,7826,105,53155,0,1,6044,141588,0,91801,19636,0.00217944,11643,11447,14,12458,37420,0,4664,0,0,201,0,31.07055707,387077,0,110892,3877,5349,33,138637,1108,33944,21875
WI,25,8,1,7,37889,7826,176,58934,0,1,7055,145359,0,95441,10311,0.00217944,8941,10417,14,4959,47091,0,5637,0,0,318,0,80.77576124,400567,0,66360,4793,4987,33,247198,0,48300,25595
WI,25,9,1,7,28913,7826,1263,51721,1,1,9069,151568,0,90114,1452,0.00217944,18958,13438,14,629,53194,0,7709,0,0,801,0,632.9936407,398153,0,5979,4042,3633,33,342906,0,31485,29504
WI,25,10,1,9,47296,7826,159,48248,0,1,7099,140181,0,92825,17098,0.00036324,16135,14577,14,16723,25432,0,4697,0,0,375,0,23.30174012,389675,46177391,91384,6871,9142,33,138847,0,27601,24859
IA,31,0,0,,327685,5235,25354,331476,0,0,52979,1052632,0,598358,153470,,56278,112443,1383,56032,189660,0,5069,0,0,1690,,49.21361008,2757537,0,662239,39449,33630,23,1463484,0,339427,198587
IA,31,1,0,7,46823,5235,4031,51710,0,0,7182,158658,0,83552,16350,0.00217944,7201,22820,1383,5943,35952,0,5418,1,0,163,0,67.81894666,403048,0,71604,5120,4896,23,246303,482,51080,28922
IA,31,2,0,7,48865,5235,1744,58834,0,0,7964,170852,0,95449,21645,0.00217944,7705,12325,1383,7220,42641,0,5382,0,0,154,0,61.27506925,442406,0,99869,5822,5161,23,249229,0,54436,29486
IA,31,3,0,7,45796,5235,5177,49269,0,0,7592,153010,0,90275,25541,0.00217944,9472,14059,1383,8296,29113,0,5141,0,0,227,0,48.63090646,403442,0,108674,5174,6101,23,201826,0,47704,28929
IA,31,4,0,7,51536,5235,1203,43921,0,0,6656,135236,0,79025,25085,0.00217944,5329,13996,1383,10420,23280,0,4470,0,0,67,0,35.13618042,366119,0,110102,4883,4243,23,153790,1515,42830,24358
IA,31,5,0,7,40330,5235,11041,47028,0,0,9046,158388,0,78874,6401,0.00217944,9415,21916,1383,2453,29970,0,6103,0,0,325,0,159.5960049,391489,0,28596,6361,4595,23,316176,340,56528,31757
IA,31,6,0,10,47249,5235,1315,41576,0,0,7237,144344,0,91841,30066,1.64075508,11476,13448,1383,10684,16620,0,4491,1,0,481,0,37.24045301,397877,0,126286,4676,4729,23,163793,0,46614,29599
IA,31,7,0,10,47086,5235,843,39138,0,0,7302,132144,0,79342,28382,1.64075508,5680,13879,1383,11016,12084,0,4353,0,0,273,0,32.05846042,353156,0,117108,7413,3905,23,132367,0,40235,25536
KS,32,0,0,,240269,4068,91445,253003,0,0,48425,813591,0,465217,79060,,33268,106068,2195,82048,130031,0,5295,0,0,33711,,26.55288368,2178611,0,320508,43244,29714,19,1328747,0,274514,156187
KS,32,1,0,10,62381,4068,5681,59885,0,0,13315,203793,0,121865,35482,1.64075508,6781,24923,2195,49718,13397,0,4914,1,1,5896,0,10.85305121,539592,0,125334,7362,5947,19,233363,0,61728,42239
KS,32,2,0,10,46745,4068,24021,46709,0,0,10456,154147,0,88772,14091,1.64075508,9975,26809,2195,8903,19361,0,5243,4,3,21647,0,50.00482983,445193,0,59793,10458,5163,19,252992,1837,110970,28185
KS,32,3,0,10,36521,4068,32194,43564,0,0,8084,145166,0,81636,6557,1.64075508,6927,19284,2195,3967,29490,0,6176,1,0,1815,0,95.49634484,378834,0,30999,10150,5400,19,301371,0,-6,27901
KS,32,4,0,10,37047,4068,21308,54513,0,0,8739,170535,0,95430,7483,1.64075508,5507,16823,2195,5729,45228,0,5836,2,1,4070,0,77.04817595,441409,0,33077,6944,7113,19,352054,252,58638,31965
KS,32,5,0,11,57575,4068,8241,48332,0,0,7831,139950,0,77514,15447,1.4965488,4078,18229,2195,13731,22555,0,4448,1,0,283,0,27.20726823,373583,0,71305,8330,6091,19,188967,0,43178,25897
MN,33,0,0,,354351,7428,22263,396484,0,0,68048,1298965,0,768054,128497,,143878,138897,44472,80009,240222,0,5573,0,0,4863,,42.66849979,3413864,0,587548,61208,65557,34,2121003,0,442587,241220
MN,33,1,0,7,43899,7428,238,52566,0,0,8892,165431,0,99394,21080,0.00217944,10661,15678,44472,7312,33300,0,5494,0,0,306,0,60.01572757,438835,0,98620,5444,7485,34,226868,0,51336,28040
MN,33,2,0,7,41915,7428,111,40153,0,0,7269,137852,0,87195,31006,0.00217944,9075,12680,44472,10017,18088,0,4370,0,0,248,0,37.48377758,375475,0,133209,3230,6157,34,131046,0,41182,25271
MN,33,3,0,7,20592,7428,332,51349,0,0,11172,161326,0,106800,1611,0.00217944,12299,14953,44472,933,42477,0,7455,1,0,870,0,477.9185423,445898,0,8784,8151,4484,34,419252,0,142293,36868
MN,33,4,0,7,45539,7428,8529,59195,1,0,10409,187576,0,102218,975,0.00217944,21447,22648,44472,550,47571,0,6695,2,0,232,0,863.5581818,474957,0,5609,14489,7812,34,441021,0,69363,33697
MN,33,5,0,7,64799,7428,11785,64142,1,0,9118,221765,0,82629,100,0.00217944,34448,25475,44472,57,51770,0,6401,0,0,628,0,8471.438596,482872,0,0,10905,9621,34,482872,1014,-6,46586
MN,33,6,0,7,47546,7428,169,42260,0,0,7875,149160,0,104300,33802,0.00217944,11324,15335,44472,14063,16562,0,4054,0,0,209,1,29.8823153,420235,0,151459,5176,8144,34,112799,1379,45148,25426
MN,33,7,0,9,45692,7428,142,34952,0,0,6822,135374,0,93046,32689,0.00036324,13033,14253,44472,25987,8989,0,3876,0,0,423,0,14.53322815,377675,0,145407,5317,8838,34,100886,0,40952,23149
MN,33,8,0,9,44369,7428,957,51867,0,1,6491,140481,0,92472,7234,0.00036324,31591,17875,44472,21090,21465,0,5192,0,0,1947,0,18.86756757,397917,46177391,44460,8496,13016,34,206259,0,52313,22183
MO,34,0,0,,503411,10016,390853,561462,0,0,86166,1639427,0,859677,101414,,77756,166862,28220,69138,387735,0,5127,0,0,33840,,62.48102346,4319813,0,540798,82787,67527,38,2877518,0,560020,297985
MO,34,1,0,8,39258,10016,132209,66707,1,0,7118,178503,0,95796,227,1.6563744,9967,16279,28220,130,58936,0,5832,0,0,268,0,3588.323077,466482,0,866,10559,9689,38,455580,0,319736,27788
MO,34,2,0,8,37854,10016,18236,56365,0,0,11584,194757,0,111819,545,1.6563744,16403,16815,28220,406,57539,0,7604,0,0,331,0,1248.408867,506854,0,2125,8380,4459,38,464992,0,-6,39489
MO,34,3,0,8,64165,10016,80398,70308,1,0,6928,207243,0,75442,53,1.6563744,20554,18720,28220,22,61185,0,5670,2,0,447,0,21828.27273,480222,0,0,11211,9155,38,480222,513,-6,35719
MO,34,4,0,10,42425,10016,23750,56532,1,0,9661,156381,0,85768,9790,1.64075508,4881,17694,28220,5770,36273,0,5493,2,2,6505,0,72.61369151,418981,0,49003,8412,6856,38,287926,496,-6,29150
MO,34,5,0,10,49007,10016,67108,45635,1,0,6662,168667,0,61628,146,1.64075508,12143,16213,28220,86,34724,0,5793,1,1,743,0,4401.151163,378499,0,159,10645,7950,38,374990,0,-6,34140
