STATE,FIPSTATE,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
MN,27,33,8,9,47818,17777,1429,68086,0,1,10618,174694,0,128222,4678,5439,8912,0.11238528,17777,29198,79705,19326,17606,35054,0,9393,0,0,2399,,24.79349063,479159,33607024,29597,6153,7851,11421,31.9,276632,0,55367,32319
MO,29,34,0,,561652,21191,479838,630354,0,0,103652,1845756,0,1059929,80639,75517,129666,,65757,262326,82547,,116166,430957,0,,0,0,36279,,,4677399,0,359388,70643,79691,78107,37.5,3277445,,677000,380773
MO,29,34,1,8,58304,21191,254089,57177,1,0,5356,186889,0,111108,576,11165,13362,32.28646848,10198,30284,82547,54,14331,42828,0,8485,0,0,517,,8667.703704,468056,23082359,0,4788,6422,12321,37.5,468056,0,46712,32750
MO,29,34,2,8,34903,21191,18603,53984,0,0,9914,198107,0,119627,470,7310,17381,32.28646848,11029,21688,82547,223,11407,54327,0,12597,0,0,564,,2102.278027,468808,0,170,2971,7845,7037,37.5,453348,0,61564,46503
MO,29,34,3,8,65079,21191,26116,67036,1,0,8111,195159,0,96284,385,8747,16736,32.28646848,16036,23614,82547,91,12155,53123,0,10199,0,0,634,,5137.846154,467544,23082359,288,2712,9112,7836,37.5,459140,998,59222,43040
MO,29,34,4,10,58090,21191,8885,69483,1,0,11879,187464,0,103232,14424,8262,12137,4.9598864,3490,28169,82547,10487,11167,43764,0,8740,2,2,4655,,44.52560313,466940,0,59852,8740,7994,6116,37.5,290198,0,54301,38704
MO,29,34,5,10,58455,21191,112068,63833,1,0,10578,205584,0,103158,611,14491,20802,4.9598864,9705,32209,82547,154,13458,41725,0,9727,3,1,1501,,3035.435065,467457,0,56,4260,9357,8033,37.5,467070,482,57487,45112
MO,29,34,6,10,63548,21191,6006,64486,1,0,10905,189043,0,103185,18792,5403,11281,4.9598864,3752,24417,82547,12165,12202,36150,0,8507,0,0,308,,38.60600082,469642,0,70305,6812,13665,6195,37.5,272446,0,54577,40020
MO,29,34,7,11,67034,21191,3926,67199,0,0,11384,177079,0,95312,11672,4267,10734,3.21816768,2067,20923,82547,11279,10609,41049,0,6832,1,0,259,,41.37769306,466699,0,68377,6047,7599,7406,37.5,225168,0,50234,37751
MO,29,34,8,10,49680,21191,12733,58071,0,0,12784,165476,0,99720,8692,6588,9556,4.9598864,5057,38556,82547,12830,10333,31213,0,7743,1,1,27207,,36.44053001,467532,0,51799,21635,4124,6852,37.5,218204,374,46192,30081
MO,29,34,9,8,50487,21191,12379,61705,0,0,11117,179055,0,116456,13943,5291,9808,32.28646848,2968,21933,82547,10556,11150,48132,0,9573,0,0,385,1,44.33402804,467990,0,60118,5492,7429,7155,37.5,257525,0,51118,34779
MO,29,34,10,8,56065,21191,25156,67371,0,0,11623,161891,0,111851,11080,3994,7865,32.28646848,1449,20545,82547,11156,9356,38628,0,7048,0,0,261,,41.83676945,466731,0,48451,7195,6144,9159,37.5,166226,176,46689,32024
NE,31,35,0,,183538,7257,40101,163702,0,0,34102,592693,0,351948,74980,18773,44617,,28823,89417,8927,,45733,79201,0,,0,0,12112,,,1483791,0,238199,24911,24129,16092,21,913826,,193000,128939
NE,31,35,1,10,67946,7257,2943,54219,0,0,12323,203617,0,110599,30221,5340,13828,4.9598864,8583,35912,8927,59119,16058,25574,0,8203,0,0,371,,8.36169421,494335,0,100418,14514,6513,4926,21,267602,206,50680,41749
NE,31,35,2,10,44639,7257,36401,58384,1,0,11652,194412,0,123102,4462,7843,21164,4.9598864,13528,25233,8927,1997,12825,32159,0,10163,2,1,11491,,247.9193791,495095,0,14062,4565,10766,5790,21,441226,392,54362,45054
NE,31,35,3,10,70909,7257,818,51110,0,0,10128,194659,0,118259,40239,5595,9643,4.9598864,6722,28265,8927,15367,16843,21484,0,7549,1,0,268,1,32.17029999,494361,0,123540,5827,6857,5376,21,205378,172,49306,42141
ND,38,36,0,,66363,2950,2519,43031,0,0,11165,214344,0,159139,42616,9232,11364,,18437,38203,138061,,16992,9548,0,,0,0,10878,,,617761,0,152261,11979,7486,9759,21.4,273642,,67000,47305
ND,38,36,1,9,66363,2950,2519,43031,0,0,11165,214344,0,159139,42616,9232,11364,0.11238528,18437,38203,138061,69280,16992,9548,0,7836,2,2,10878,,8.916873557,617761,0,152261,11979,7486,9759,21.4,273642,224,54753,47305
SD,46,37,0,,80500,3271,1846,53724,0,0,13065,249640,0,171890,51478,11351,13364,,10911,44610,415272,,20821,17748,0,,0,0,4890,,,666257,0,162913,12438,6105,9273,14.9,296964,,79000,51873
SD,46,37,1,10,42526,3271,360,29068,0,0,5910,128762,0,83550,23680,4092,7544,4.9598864,5912,20900,415272,15615,9666,11805,0,7695,0,0,219,,21.3325008,333107,0,79199,7142,3455,4486,14.9,166229,232,32582,28284
SD,46,37,2,10,37976,3271,1486,24660,0,0,7154,120885,0,88337,27796,7256,5822,4.9598864,5000,23707,415272,60340,11154,5947,0,7283,1,1,4668,,5.521213126,333150,0,83711,5297,2650,4787,14.9,130759,663,31752,23592
VA,51,40,0,,367492,16083,860302,621505,0,0,126803,1766740,0,1086145,45807,198122,119960,,72281,403485,269294,,129069,384222,0,,0,0,175629,,,4648494,0,192784,76294,67612,52490,18.2,2931154,,630000,307797
VA,51,40,1,2,36609,16083,140490,59246,0,1,11171,164951,0,112467,4518,20135,7928,2.32414784,6521,40099,269294,3712,13237,36162,0,8490,6,3,26664,,125.5336746,465981,0,10206,6727,5023,6819,18.2,279787,434,42495,28721
VA,51,40,2,2,26418,16083,100295,38373,0,1,9591,135507,0,104583,543,20496,11414,2.32414784,10409,37127,269294,159,12967,12684,0,8733,10,3,75857,,2922.591195,464692,19742717,0,3664,7061,5147,18.2,464692,0,39124,31927
VA,51,40,3,2,41447,16083,122022,62601,0,0,13657,203134,0,105459,751,8867,20144,2.32414784,6422,40360,269294,532,15530,41871,0,9945,1,0,906,1,874.6033835,465289,0,1374,15963,8602,4587,18.2,413129,853,57686,40945
VA,51,40,4,2,35189,16083,172765,68916,0,1,12460,166324,0,116509,4940,21192,7868,2.32414784,4266,40696,269294,3736,13083,44748,0,8294,4,2,18873,1,124.6622056,465738,0,17831,6421,5887,6075,18.2,324844,0,44161,29908
VA,51,40,5,2,43922,16083,133994,93490,0,0,12948,186223,0,111174,11758,3593,7272,2.32414784,1298,20804,269294,9121,11271,77336,0,7471,0,0,293,,50.74081789,462807,0,64440,5940,5462,5683,18.2,118207,0,41992,25815
VA,51,40,6,2,49522,16083,56455,77232,0,0,12372,191379,0,102000,3955,4928,10542,2.32414784,2601,24532,269294,5097,11826,55542,0,8594,0,0,471,,91.10378654,464356,0,17638,7778,12072,4763,18.2,295894,957,53734,34754
VA,51,40,7,2,46122,16083,69905,77252,0,0,19524,188240,0,104854,9993,7925,9894,2.32414784,3436,32791,269294,8535,11200,44383,0,7952,0,0,1271,,54.52161687,465342,0,30709,13666,5896,4446,18.2,119051,0,45025,32720
VA,51,40,8,2,16263,16083,30704,34095,0,0,12385,167217,1,118100,662,45391,16529,2.32414784,13268,62839,269294,712,15235,11626,0,13146,3,1,33116,,651.738764,464038,0,1972,2213,7539,3777,18.2,384634,0,49105,27423
VA,51,40,9,4,45309,16083,11386,80685,0,0,12120,162056,0,103964,7337,5079,5337,11.20587552,1344,26639,269294,7457,9997,48316,0,6608,2,0,216,,62.37575432,465136,0,46851,11563,4404,6889,18.2,106312,0,42674,24367
VA,51,40,10,2,26773,16083,22348,29702,0,0,10585,201828,1,106986,1377,60483,23027,2.32414784,22718,77569,269294,719,14712,11637,0,14457,4,2,17858,,646.891516,465115,0,1854,2374,5656,4307,18.2,424030,0,57930,31226
AL,1,41,0,,327017,10859,903000,510290,0,0,82076,1249195,0,834679,38289,67210,71883,,15988,206744,9390,,88839,341575,0,,0,0,33290,,,3444165,32452912,159641,50695,40480,55880,22.6,2012573,,419000,226431
AL,1,41,1,5,43304,10859,160741,68500,0,1,12354,171000,0,129675,4072,5891,10339,1.18763904,2485,25342,9390,8009,12806,42483,0,7305,0,0,1326,,61.39930079,491747,0,15121,6645,7810,9007,22.6,305937,0,46611,33050
AL,1,41,2,5,47822,10859,146345,66392,0,0,12495,176995,0,115727,9283,10729,10388,1.18763904,2628,33128,9390,9129,13088,36225,0,6749,4,3,18302,1,53.85869208,491676,0,29667,9311,7996,6473,22.6,300666,206,40844,34028
AL,1,41,3,5,45769,10859,154268,87232,0,0,11292,181623,0,116520,4425,10279,7356,1.18763904,1763,31549,9390,8863,11955,65007,0,6817,2,1,5969,,55.6908496,493588,0,17749,9315,3464,7164,22.6,240581,1103,42121,26586
AL,1,41,4,5,53573,10859,41987,89932,0,0,12826,177991,0,111134,8825,5299,7636,1.18763904,732,22022,9390,9419,11788,62482,0,6350,0,0,238,,52.25565347,492196,0,46353,4935,5263,8940,22.6,171306,0,46231,29595
AL,1,41,5,5,35443,10859,65018,65634,0,0,12336,181041,0,120885,5828,23443,10131,1.18763904,3286,41562,9390,4941,13538,49666,0,8271,1,0,4718,1,99.12386157,489771,0,28989,4581,3230,8867,22.6,281490,0,47008,30510
AL,1,41,6,5,51045,10859,147849,64144,1,0,10337,195402,0,116514,572,6339,17920,1.18763904,3726,25025,9390,674,12859,40678,0,8683,0,0,442,,731.5207715,493045,0,1361,5827,8581,7999,22.6,440473,499,55291,43278
AL,1,41,7,5,50067,10859,186493,68412,1,0,10435,165394,0,124159,5243,5239,8197,1.18763904,1388,28090,9390,9673,12805,44992,0,6806,1,1,2279,1,50.87790758,492142,0,20233,10046,4174,7434,22.6,273571,674,42710,29502
AR,5,42,0,,238101,6944,352539,264620,0,0,44129,688630,0,440876,46958,24478,37526,,8287,98559,29755,,40509,169691,0,,0,0,9387,,,1923295,0,173677,33572,22579,38933,19.4,962456,,247000,125973
AR,5,42,1,8,57771,6944,110722,57899,0,0,9114,158780,0,120761,18690,4187,7084,32.28646848,1011,20101,29755,13645,10354,37070,0,5381,1,1,2628,,35.16987908,479893,0,72347,5560,4252,13571,19.4,195131,0,41349,28459
AR,5,42,2,11,49409,6944,78509,63817,0,0,11985,181905,0,109546,7573,8413,14140,3.21816768,2700,30506,29755,6757,9675,37404,0,7484,1,1,6159,,71.20319668,481120,0,23937,12418,7464,7227,19.4,317516,1510,54052,35333
AR,5,42,3,11,68684,6944,12574,72026,0,0,13169,178108,0,97441,11051,5278,9038,3.21816768,3296,23751,29755,15068,9992,46518,0,6057,0,0,336,1,31.92898859,481106,0,49779,8481,4874,8598,19.4,223916,220,55055,33249
AR,5,42,4,8,62237,6944,150734,70878,0,0,9861,169837,0,113128,9644,6600,7264,32.28646848,1280,24201,29755,16475,10488,48699,0,6191,1,0,264,,29.20643399,481176,0,27614,7113,5989,9537,19.4,225893,0,46500,28932
FL,12,43,0,,991148,28773,1041971,777488,0,0,206266,2521256,0,1466721,76873,88133,239097,,540286,387647,1464325,,211143,341838,0,,0,0,100309,,,6789443,0,72261,88371,98654,94977,16.2,5467065,,1108000,571054
FL,12,43,1,5,29326,28773,65090,48658,0,1,11738,143085,0,114887,2172,15988,9095,1.18763904,6390,34854,1464325,5975,13543,21814,0,7621,11,5,32582,,75.74259414,452562,0,6368,5323,4949,6967,16.2,310086,0,43593,29542
FL,12,43,2,5,39087,28773,126720,46432,0,1,11757,169772,0,105122,11972,5005,8682,1.18763904,6007,57573,1464325,13951,16277,18390,0,7071,0,0,652,1,32.44448427,452633,0,27542,36291,3241,5257,16.2,219058,847,44733,30245
FL,12,43,3,5,34526,28773,117682,55422,1,1,11682,166094,0,110596,1409,10404,19348,1.18763904,7131,28368,1464325,1247,14725,22243,0,8252,7,3,23520,,363.1443464,452841,0,1315,3239,11185,5717,16.2,429771,0,48350,39015
FL,12,43,4,5,67962,28773,69777,46910,1,1,12712,164361,0,102096,6420,5563,15688,1.18763904,15721,25350,1464325,5484,14811,19914,0,7719,0,0,2973,,82.43544858,452076,0,6506,4976,5140,5837,16.2,286958,0,55645,38322
FL,12,43,5,5,83856,28773,72350,51399,0,1,14664,154773,0,96366,10266,3489,11925,1.18763904,17518,19525,1464325,3691,12302,21077,0,6910,0,0,1075,,122.7214847,452965,0,8006,3734,4789,7493,16.2,250542,0,52858,35431
FL,12,43,6,5,134123,28773,34961,39868,0,1,12006,147980,0,75023,752,4614,15747,1.18763904,34039,18794,1464325,168,11932,19317,0,7657,0,0,1068,,2694.136905,452615,0,80,2248,2730,5152,16.2,445293,673,61938,37842
FL,12,43,7,5,47356,28773,60787,60231,0,1,13832,173501,0,103370,2821,4152,15439,1.18763904,21715,24193,1464325,680,15074,28846,0,8256,1,1,7987,,665.9117647,452820,39857660,3759,4967,7570,6325,16.2,382686,639,52113,43643
FL,12,43,8,5,84232,28773,62648,54754,0,1,12328,161726,0,92921,12291,2424,12558,1.18763904,12668,19140,1464325,3629,13007,23137,0,7341,0,0,163,,124.4904932,451776,0,7925,3709,4182,6644,16.2,290513,0,52601,36043
FL,12,43,9,5,37102,28773,38105,43866,0,1,12287,173388,0,114767,1890,12196,20557,1.18763904,13775,29781,1464325,1534,14275,31069,0,10267,6,1,12963,,295.256193,452923,0,975,3310,4060,8713,16.2,393140,0,54377,36647
FL,12,43,10,5,86657,28773,62380,50106,0,1,17779,155232,0,90152,13602,3009,13334,1.18763904,19431,22163,1464325,11633,14282,15302,0,7323,0,0,328,1,38.92787759,452848,0,6696,4872,3198,4303,16.2,263355,0,55279,33676
FL,12,43,11,5,86368,28773,79200,50629,0,1,17260,170744,0,90819,7128,2546,16677,1.18763904,35430,19808,1464325,1949,13327,22738,0,8995,1,0,313,,232.0010262,452170,0,1400,3935,3270,5535,16.2,423127,0,55493,38994
FL,12,43,12,5,74607,28773,52847,53563,0,1,19711,177625,0,91606,1172,3306,20349,1.18763904,35852,21647,1464325,1065,14992,20182,0,9717,0,0,371,,425.4018779,453053,0,394,3349,6669,5757,16.2,450406,0,59947,43854
FL,12,43,13,5,55095,28773,82590,62839,1,1,15275,189672,0,100805,734,4493,19637,1.18763904,67059,22407,1464325,664,15125,25158,0,9411,0,0,701,,681.9533133,452817,0,58,2789,12915,6733,16.2,450967,0,51844,46110
FL,12,43,14,5,72473,28773,68591,72893,1,1,12026,203690,0,79590,755,3735,20324,1.18763904,179274,18405,1464325,878,12321,40006,0,8203,0,0,376,,515.5615034,452663,0,50,2349,12901,8616,16.2,450265,790,40095,44527
FL,12,43,15,5,58462,28773,48352,39966,1,1,11199,169648,0,98546,3493,7203,19731,1.18763904,68552,25612,1464325,1542,15137,12702,0,9909,3,2,15228,1,293.5674449,452681,0,1179,3272,11853,5934,16.2,421035,0,48792,37162
GA,13,44,0,,368221,9700,1184062,698841,0,1,118660,1805019,0,1087628,61526,91713,126864,,32988,282533,28709,,119604,474961,0,,0,0,80769,,,4589575,0,171544,71216,67678,58250,17.5,2766584,,587000,341000
GA,13,44,1,5,38691,9700,153258,63259,0,1,11759,163393,0,112738,8299,6884,8790,1.18763904,3277,25176,28709,9618,11395,38673,0,7102,3,1,12323,1,47.44791017,456354,0,23536,6897,6372,6331,17.5,269094,0,41256,31046
GA,13,44,2,5,42285,9700,169393,62278,0,0,10025,167908,0,116781,19347,7012,8513,1.18763904,1265,25064,28709,10108,11469,37651,0,6238,2,1,7080,,45.55302731,460450,0,43587,6583,3427,5414,17.5,234862,172,35738,31958
GA,13,44,3,5,33937,9700,147324,60970,0,0,9306,157559,0,110148,5066,16576,8900,1.18763904,4901,33431,28709,6035,11913,40445,0,7550,1,1,34295,,76.34614747,460749,0,11916,4942,3174,6084,17.5,303097,0,37029,27087
GA,13,44,4,5,25110,9700,66656,49873,1,0,12585,201226,0,112394,434,10911,24453,1.18763904,6405,30435,28709,403,13468,33023,0,11750,0,0,700,,1139.83871,459355,0,579,6056,8814,4911,17.5,419811,550,56972,49857
GA,13,44,5,5,42714,9700,203650,55288,0,0,10881,202504,0,98085,707,10549,23925,1.18763904,5949,31589,28709,283,14427,33003,0,9050,2,2,1451,,1627.522968,460589,0,620,6613,9429,7757,17.5,439174,0,49744,43740
GA,13,44,6,5,32571,9700,88291,82064,0,0,13884,190691,0,109494,2550,8427,13243,1.18763904,2093,27150,28709,3808,12527,51960,0,9284,0,0,1465,,119.6980042,455810,0,9205,6196,16771,5524,17.5,259555,0,49331,35903
GA,13,44,7,5,32416,9700,33748,86989,0,0,12800,192475,0,107865,2131,6446,12483,1.18763904,2658,21839,28709,3257,11262,75614,0,8223,2,1,1167,,141.2634326,460095,0,9134,4131,5827,6396,17.5,239718,0,50755,34402
GA,13,44,8,5,44235,9700,141988,69880,0,0,10911,174258,0,111055,10880,11958,8896,1.18763904,1321,34097,28709,11096,12375,41001,0,6836,2,1,480,1,41.28487743,458097,0,34596,9764,5852,5814,17.5,260950,468,40618,29307
GA,13,44,9,5,38858,9700,28905,97947,0,1,15056,188175,0,102660,7173,4317,9243,1.18763904,884,19855,28709,6560,10070,77122,0,7657,0,0,323,,69.70228659,457247,0,23464,5468,4329,4753,17.5,97605,0,42409,29646
GA,13,44,10,5,37458,9700,151216,70312,0,1,11450,166830,0,106370,4947,8630,8413,1.18763904,4232,33895,28709,6905,10700,46465,0,7307,2,1,21480,,66.7384504,460829,0,14925,14565,3685,5275,17.5,242676,1258,38171,28034
LA,22,45,0,,307944,14225,1086029,419405,0,1,96680,1225090,0,941962,36990,39986,86133,,39571,199446,7188,,90905,184160,0,,0,0,37595,,,3643180,0,113841,68555,54569,65989,19.4,2409885,,445000,245843
LA,22,45,1,8,35159,14225,141827,52327,1,1,11457,162360,0,121023,665,7569,14229,32.28646848,9369,27050,7188,2608,13305,23070,0,8655,3,1,1698,,174.4144939,454873,14409268,1523,6176,10296,8581,19.4,390420,0,49247,34459
LA,22,45,2,8,45709,14225,180451,55588,1,1,10944,169630,0,107172,552,6157,13597,32.28646848,12916,23562,7188,349,11611,22028,0,7611,0,0,863,,1303.071633,454772,14409268,43,5794,11036,9207,19.4,440968,579,47043,36969
LA,22,45,3,8,25303,14225,67421,55624,0,1,11740,158030,0,123576,3079,3511,13046,32.28646848,4964,18166,7188,4237,10465,21407,0,9146,0,0,366,1,107.5230116,455575,0,5560,4190,10622,6303,19.4,312796,0,45325,34779
LA,22,45,3,8,25303,14225,67421,55624,0,1,11740,158030,0,123576,3079,3511,13046,32.28646848,4964,18166,7188,4237,10465,21407,0,9146,0,0,366,1,107.5230116,455575,0,5560,4190,10622,6303,19.4,312796,0,45325,34779
LA,22,45,4,8,44519,14225,141827,52101,0,0,9217,147773,0,108605,2755,7905,9812,32.28646848,3000,23640,7188,6650,10264,28876,0,7336,3,2,30551,,68.46195489,455272,0,7923,5471,5075,8049,19.4,309344,464,42099,29708
LA,22,45,5,8,49462,14225,157095,49966,0,0,10726,145193,0,116323,9394,3384,7925,32.28646848,1226,27091,7188,13239,11610,23963,0,5762,0,0,269,,34.38363925,455205,0,34359,12097,3631,8996,19.4,203328,0,38679,26609
LA,22,45,6,8,33199,14225,135523,52211,0,1,15687,159984,0,117358,3885,3297,11528,32.28646848,3969,34249,7188,3449,11241,27374,0,8230,0,0,221,,132.2638446,456178,60225734,11808,19711,3776,7955,19.4,304177,0,44721,28749
LA,22,45,7,8,34198,14225,96189,53155,0,1,13670,150017,0,123487,7526,3444,9321,32.28646848,1886,22847,7188,7707,12215,17155,0,7197,0,0,667,,59.0390554,455014,0,22898,7188,5521,8020,19.4,273491,0,42163,31101
LA,22,45,8,8,40340,14225,165363,48429,0,0,13245,132059,0,124489,9148,4715,6669,32.28646848,2218,22823,7188,6691,10200,20256,0,6092,1,1,2940,1,68.1947392,456291,0,29771,7908,4611,8875,19.4,175046,375,37322,23466
MS,28,46,0,,223000,6501,815626,295139,0,0,53770,756487,0,570810,46087,31625,38081,,8125,129310,97429,,60113,185869,0,,0,0,23008,,,2216912,0,210323,37572,22268,37539,14.9,987312,,239000,129015
MS,28,46,1,8,47416,6501,153979,64142,0,0,9291,150436,0,110873,13108,4801,6042,32.28646848,999,22726,97429,10013,11780,45197,0,5577,0,0,135,,43.32617597,433825,0,68938,6145,4127,8044,14.9,131263,0,34550,24181
MS,28,46,2,8,45822,6501,202418,55138,0,0,7867,148955,0,118288,12308,5221,5836,32.28646848,1822,25736,97429,9371,12132,37700,0,5446,1,1,2559,,47.02689147,440689,0,45505,8383,3516,9365,14.9,196678,0,32829,24291
MS,28,46,3,5,50645,6501,179950,60959,0,0,10681,146241,0,112168,13266,5011,5990,1.18763904,862,23552,97429,13409,11005,36702,0,5320,2,1,2709,,33.23983891,445713,0,59594,7536,4779,6688,14.9,122920,0,35555,24150
MS,28,46,4,8,43069,6501,191701,53826,0,0,11953,161541,0,117782,4827,7278,11949,32.28646848,1366,29482,97429,7065,12723,30367,0,6802,0,0,310,1,62.94465676,444704,0,23052,9481,5359,7124,14.9,259594,500,40474,29947
MS,28,46,5,5,36048,6501,87578,61074,0,1,13978,149314,0,111699,2578,9314,8264,1.18763904,3076,27814,97429,7438,12473,35903,0,7053,4,1,17295,,60.76646948,451981,19950992,13234,6027,4487,6318,14.9,276857,842,44432,26446
NC,37,47,0,,414249,15282,1125885,909168,0,0,133545,2054838,0,1187645,91165,53641,110390,,28620,262918,346082,,109546,704306,0,,0,0,105014,,,5082059,0,374692,99731,59839,70436,9.4,2285521,,602000,347589
NC,37,47,1,5,39247,15282,164292,62511,0,1,12387,164158,0,116655,16896,9567,6865,1.18763904,1575,30925,346082,8899,10661,34293,0,6368,2,1,10229,,51.63984717,459543,0,53587,10697,3254,8113,9.4,151814,0,36504,30811
NC,37,47,2,5,40362,15282,183626,68777,0,0,10550,174404,0,113585,16227,2761,7711,1.18763904,1761,27908,346082,5628,9426,49491,0,6550,0,0,374,,81.30792466,457601,0,66566,15721,3987,7730,9.4,154688,0,35778,27752
NC,37,47,3,5,31160,15282,122284,62661,0,1,12202,153339,0,108409,16471,6849,6760,1.18763904,2429,24515,346082,6491,9420,38520,0,6293,4,2,41896,,70.55923587,458000,0,61554,8246,2706,7280,9.4,149062,0,31365,27372
NC,37,47,4,5,35032,15282,108228,70880,0,0,13133,204578,0,104425,5144,6065,14774,1.18763904,4728,36939,346082,2660,10717,52702,0,8999,0,0,816,1,175.581203,467046,0,20639,20157,4492,5047,9.4,287270,501,47793,36067
NC,37,47,5,5,39219,15282,64692,96807,0,0,11892,199135,0,106955,6130,2808,10630,1.18763904,1788,18817,346082,3368,10142,83463,0,8191,0,0,385,,137.2924584,462401,0,35583,5867,8237,6731,9.4,199818,0,45027,29904
NC,37,47,6,5,36624,15282,95625,92331,0,0,12385,208916,0,105071,3634,3799,12591,1.18763904,2275,21300,346082,1652,10800,84111,0,9300,0,0,400,,276.8486683,457354,0,18258,6701,5240,5164,9.4,303119,0,47934,36972
NC,37,47,7,5,27203,15282,119632,55824,0,1,11143,144795,0,114501,9077,8008,8682,1.18763904,5629,23711,346082,3977,9276,34590,0,6875,3,2,49649,1,117.5448831,467476,0,32085,6427,4244,6167,9.4,249362,346,32541,28096
NC,37,47,8,5,42700,15282,90829,109220,0,0,12221,199772,0,105792,6610,2838,7649,1.18763904,1096,17529,346082,5042,8873,91208,0,7872,0,0,320,,90.09817533,454275,0,30106,5818,6362,5812,9.4,145309,917,44943,28501
NC,37,47,9,5,32569,15282,99750,75218,1,0,11728,206373,0,110031,2034,3612,19150,1.18763904,4172,20719,346082,1399,12672,54042,0,9594,0,0,413,1,328.4739099,459535,0,7287,4435,10882,5420,9.4,319956,0,51817,46947
NC,37,47,10,5,36194,15282,50469,124049,0,0,11027,214697,0,104217,3102,1826,7874,1.18763904,1054,18616,346082,2774,9088,111979,0,8449,0,0,272,,170.0710166,471777,0,13258,7702,6397,5128,9.4,196733,0,47174,28372
NC,37,47,11,5,53939,15282,26458,90890,0,0,14877,184671,0,98004,5840,5508,7704,1.18763904,2113,21939,346082,6908,8471,69907,0,6857,0,0,260,,67.61016213,467051,0,35769,7960,4038,7844,9.4,128390,537,50528,26795
SC,45,48,0,,191504,4873,788455,447087,0,0,70252,991844,0,649497,33521,38922,50694,,14364,140253,3980,,54779,345423,0,,0,0,68702,,,2590516,0,111528,46552,21409,37288,11.6,1231893,,309000,159306
SC,45,48,1,5,25586,4873,150439,51419,0,1,10791,138424,0,115983,3172,18756,8053,1.18763904,3943,36659,3980,5460,9560,30683,0,7355,13,4,36841,,81.07069597,442646,0,8701,8343,4343,5885,11.6,267227,429,36223,24564
SC,45,48,2,5,31099,4873,150772,56362,0,0,13352,165262,0,108045,5343,8402,12317,1.18763904,3669,33893,3980,4314,8615,33912,0,7900,1,1,22170,,103.4462216,446267,0,13085,16876,3513,5841,11.6,276579,428,42294,31013
SC,45,48,3,5,36856,4873,98183,99359,0,0,13285,184711,0,102683,4095,3417,6892,1.18763904,1272,19365,3980,5868,9148,85859,0,8002,0,0,722,,74.03323108,434427,0,13542,6800,2706,5803,11.6,160021,0,43108,24200
SC,45,48,4,5,32785,4873,76087,85271,0,0,12430,178611,0,96361,1858,2187,10257,1.18763904,2696,14742,3980,1023,9164,70518,0,8416,0,0,279,,404.9560117,414270,0,4551,3391,5280,5376,11.6,233019,0,44949,30959
SC,45,48,5,5,34485,4873,139661,94309,0,0,11018,176279,0,109976,3990,3104,6517,1.18763904,1368,18652,3980,6327,9546,81725,0,7623,1,1,6407,1,69.84463411,441907,0,14208,6002,2374,7355,11.6,173775,0,38802,22664
SC,45,48,6,5,30693,4873,173313,60367,0,1,9376,148557,0,116449,15063,3056,6658,1.18763904,1416,16942,3980,6633,8746,42726,0,6203,1,1,2283,1,61.96276195,410999,0,57441,5140,3193,7028,11.6,121272,0,31278,25906
TX,48,49,0,,993281,56879,1396767,1420346,0,0,317795,4298285,0,2696036,163005,192256,356683,,309808,640449,863488,,275596,765208,0,,1,0,166851,,,11196730,0,386219,172597,154760,156275,15.8,8929569,,1536000,918800
TX,48,49,1,13,71692,56879,104601,70934,0,0,12946,168991,0,99350,9180,9332,8528,1.91206848,1111,25262,863488,14525,8865,41745,0,6549,0,0,221,,31.79889845,461879,0,35920,7065,4923,7783,15.8,196632,78,49040,30233
TX,48,49,2,13,54668,56879,95661,67443,1,0,15861,160022,0,108273,6038,3052,8087,1.91206848,1823,24354,863488,17174,10794,36243,0,7258,0,0,254,,27.18271806,466836,83674039,21679,10508,5423,5833,15.8,195610,0,47115,30753
TX,48,49,3,13,26665,56879,40990,46304,1,0,10474,207447,0,112199,392,4382,30118,1.91206848,12301,17226,863488,187,10236,46449,0,12437,0,0,542,1,2487.812834,465221,0,0,2608,11177,5312,15.8,465221,0,58512,48164
TX,48,49,4,13,53523,56879,69415,70022,1,0,14177,184344,0,102801,6058,4138,12119,1.91206848,2652,21817,863488,5914,10309,47960,0,8284,0,0,2281,,78.31281704,463142,0,19799,7370,5715,6361,15.8,292222,0,49320,35914
TX,48,49,5,13,38467,56879,79965,66127,1,0,14601,210466,0,101436,544,5390,27307,1.91206848,6629,20429,863488,198,12272,41960,0,10009,0,0,417,,2348.954545,465093,0,175,2767,7963,6542,15.8,461771,0,55757,49945
TX,48,49,6,13,45594,56879,56185,61763,1,0,13005,190786,0,108457,6370,7943,16387,1.91206848,5172,30966,863488,6565,12091,40506,0,9366,0,0,993,,71.27387662,467913,0,17473,10932,7168,5242,15.8,364286,0,51950,39780
