,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CD,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FIPSTATE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,SC,STATE,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL,ID,YEAR
1518,2.0,89533.0,29834.0,150969.0,39568.0,3.0,0.0,0.0,17261.0,271306.0,0.0,96297.0,1396.0,10311.0,22619.0,51.0,16.53,11922.0,56938.0,289424.0,711.0,22325.0,48156.0,0.0,21598.0,1.0,0.0,730.0,,750.5372714,533632.0,,645.0,40.0,VA,24302.0,10598.0,11685.0,10.9,491897.0,694.0,70541.0,53521.0,1984-VA-3,1984
1519,2.0,85231.0,29834.0,212442.0,48563.0,4.0,0.0,0.0,16875.0,228497.0,0.0,112624.0,6525.0,24052.0,8001.0,51.0,16.53,8795.0,59429.0,289424.0,5114.0,22246.0,53130.0,0.0,18051.0,4.0,2.0,12032.0,1.0,104.7592882,535739.0,,15395.0,40.0,VA,13131.0,9337.0,14264.0,10.9,364576.0,0.0,65621.0,38772.0,1984-VA-4,1984
1520,2.0,100325.0,29834.0,131518.0,78168.0,5.0,0.0,0.0,15811.0,246492.0,0.0,109491.0,11184.0,4180.0,7720.0,51.0,16.53,4060.0,33133.0,289424.0,9007.0,18906.0,97469.0,0.0,16220.0,0.0,0.0,160.0,,58.97612968,531198.0,,32156.0,40.0,VA,10047.0,7867.0,12601.0,10.9,146141.0,0.0,59072.0,35373.0,1984-VA-5,1984
1521,2.0,110018.0,29834.0,58273.0,51513.0,6.0,0.0,0.0,16383.0,253056.0,0.0,99991.0,6761.0,6118.0,12083.0,51.0,16.53,6169.0,38758.0,289424.0,5256.0,19071.0,59179.0,0.0,18309.0,0.0,0.0,283.0,,102.4486301,538470.0,,13998.0,40.0,VA,13569.0,13658.0,12129.0,10.9,334726.0,727.0,70021.0,47035.0,1984-VA-6,1984
1522,2.0,84382.0,29834.0,65193.0,45685.0,7.0,0.0,0.0,25332.0,255730.0,1.0,108550.0,10014.0,14823.0,12316.0,51.0,16.53,9811.0,56283.0,289424.0,6424.0,21609.0,43863.0,0.0,19765.0,2.0,1.0,1903.0,1.0,83.29389788,535080.0,,18065.0,40.0,VA,19851.0,8364.0,11452.0,10.9,191122.0,0.0,66110.0,45148.0,1984-VA-7,1984
1523,2.0,37699.0,29834.0,54284.0,18492.0,8.0,0.0,0.0,16835.0,268368.0,1.0,112810.0,1555.0,67847.0,17913.0,51.0,16.53,37171.0,94581.0,289424.0,580.0,22024.0,13779.0,0.0,29850.0,0.0,0.0,25228.0,,921.4603447999999,534447.0,,368.0,40.0,VA,4710.0,11378.0,8982.0,10.9,487413.0,0.0,79605.0,43717.0,1984-VA-8,1984
1524,4.0,93450.0,29834.0,12870.0,53664.0,9.0,0.0,0.0,12759.0,216173.0,0.0,112116.0,6536.0,5093.0,5541.0,51.0,21.93,4255.0,39981.0,289424.0,7310.0,17698.0,50314.0,0.0,15526.0,1.0,0.0,129.0,,73.71696306,538871.0,,21301.0,40.0,VA,17190.0,6226.0,15277.0,10.9,158857.0,0.0,55614.0,33076.0,1984-VA-9,1984
1525,2.0,64952.0,29834.0,35107.0,15850.0,10.0,0.0,0.0,16394.0,293934.0,1.0,91463.0,2885.0,65354.0,22455.0,51.0,16.53,59560.0,90106.0,289424.0,738.0,20034.0,15574.0,0.0,31287.0,3.0,1.0,9991.0,,725.0826557999999,535111.0,,2339.0,40.0,VA,4718.0,9788.0,7961.0,10.9,499141.0,0.0,81076.0,44001.0,1984-VA-10,1984
1526,5.0,96189.0,20280.0,174840.0,46539.0,1.0,0.0,1.0,19674.0,230058.0,0.0,106790.0,5966.0,7601.0,11017.0,1.0,1.61,6885.0,35746.0,9448.0,7992.0,16191.0,48648.0,0.0,16622.0,0.0,0.0,1795.0,,70.55868368,563905.0,37749120.0,7393.0,41.0,AL,11954.0,9584.0,17297.0,18.2,365188.0,0.0,63858.0,44160.0,1984-AL-1,1984
1527,5.0,104230.0,20280.0,168952.0,47389.0,2.0,0.0,0.0,14761.0,226115.0,0.0,109845.0,8399.0,11859.0,10313.0,1.0,1.61,6409.0,46415.0,9448.0,9209.0,18675.0,45711.0,0.0,15295.0,3.0,2.0,12930.0,1.0,59.6704311,549505.0,,17642.0,41.0,AL,15881.0,8205.0,14865.0,18.2,357258.0,200.0,58674.0,43462.0,1984-AL-2,1984
1528,5.0,97669.0,20280.0,156599.0,62843.0,3.0,0.0,0.0,12822.0,226852.0,0.0,112231.0,5153.0,12948.0,7341.0,1.0,1.61,5142.0,45246.0,9448.0,8145.0,17337.0,71261.0,0.0,15489.0,2.0,1.0,9502.0,,68.17937385,555321.0,,9832.0,41.0,AL,14961.0,5269.0,17560.0,18.2,302609.0,835.0,59127.0,34539.0,1984-AL-3,1984
1529,5.0,113932.0,20280.0,40810.0,71788.0,4.0,0.0,0.0,14165.0,231240.0,0.0,116106.0,8589.0,6609.0,6672.0,1.0,1.61,2230.0,31370.0,9448.0,9186.0,16488.0,75086.0,0.0,14798.0,0.0,0.0,444.0,,61.19028957,562094.0,,25559.0,41.0,AL,8273.0,7262.0,18306.0,18.2,194728.0,0.0,59659.0,36901.0,1984-AL-4,1984
1530,5.0,81886.0,20280.0,78366.0,52284.0,5.0,0.0,0.0,14094.0,242616.0,0.0,114351.0,5465.0,24785.0,8718.0,1.0,1.61,7964.0,52057.0,9448.0,4953.0,18345.0,62980.0,0.0,17787.0,1.0,0.0,5095.0,1.0,111.01231580000001,549844.0,,17714.0,41.0,AL,8927.0,4866.0,20462.0,18.2,319275.0,0.0,64218.0,39968.0,1984-AL-5,1984
1531,5.0,109252.0,20280.0,190432.0,40231.0,6.0,1.0,0.0,13139.0,254085.0,0.0,98967.0,1368.0,8912.0,17626.0,1.0,1.61,6099.0,38518.0,9448.0,617.0,19134.0,40738.0,0.0,18668.0,0.0,0.0,350.0,,897.8476499,553972.0,,421.0,41.0,AL,10472.0,10960.0,16722.0,18.2,506861.0,417.0,68952.0,53468.0,1984-AL-6,1984
1532,5.0,101443.0,20280.0,186284.0,49272.0,7.0,1.0,0.0,14714.0,223777.0,0.0,112238.0,5455.0,7535.0,10301.0,1.0,1.61,4273.0,41645.0,9448.0,10666.0,17581.0,50489.0,0.0,16316.0,0.0,0.0,493.0,,52.43268329,559247.0,,9196.0,41.0,AL,16529.0,7170.0,17603.0,18.2,291794.0,535.0,58006.0,37848.0,1984-AL-7,1984
1533,8.0,125367.0,13619.0,107601.0,53541.0,1.0,0.0,0.0,13790.0,222416.0,0.0,123453.0,19893.0,4793.0,7016.0,5.0,57.97,3079.0,32263.0,185656.0,15911.0,19576.0,55112.0,0.0,12580.0,1.0,1.0,2956.0,,36.04745145,573551.0,,40101.0,42.0,AR,7894.0,7323.0,19114.0,13.2,248776.0,0.0,57743.0,38869.0,1984-AR-1,1984
1534,11.0,96811.0,13619.0,95813.0,45701.0,2.0,0.0,0.0,15939.0,254183.0,0.0,109631.0,6274.0,10434.0,14558.0,5.0,7.19,7314.0,46744.0,185656.0,6000.0,16865.0,47910.0,0.0,17271.0,1.0,1.0,6363.0,1.0,94.85266667,569116.0,,12772.0,42.0,AR,19445.0,10436.0,14636.0,13.2,385075.0,1269.0,71414.0,51306.0,1984-AR-2,1984
1535,11.0,133240.0,13619.0,11767.0,55831.0,3.0,0.0,0.0,15798.0,240558.0,0.0,108607.0,14985.0,6089.0,8416.0,5.0,7.19,7628.0,33489.0,185656.0,14089.0,16940.0,61651.0,0.0,14337.0,1.0,1.0,381.0,,40.66555469,572937.0,,38757.0,42.0,AR,10460.0,8346.0,15544.0,13.2,264176.0,180.0,74644.0,45690.0,1984-AR-3,1984
1536,8.0,136635.0,13619.0,157844.0,51873.0,4.0,0.0,0.0,15749.0,223723.0,0.0,117560.0,12211.0,6902.0,7315.0,5.0,57.97,4350.0,36546.0,185656.0,16079.0,19754.0,55047.0,0.0,14652.0,1.0,0.0,350.0,,35.50164811,570831.0,,16018.0,42.0,AR,9890.0,8960.0,15853.0,13.2,281529.0,0.0,63023.0,37579.0,1984-AR-4,1984
1537,5.0,68566.0,59373.0,71571.0,28294.0,1.0,0.0,1.0,15031.0,200260.0,0.0,104834.0,3466.0,18629.0,10010.0,12.0,1.61,15567.0,45150.0,2083517.0,4143.0,19842.0,22235.0,0.0,16256.0,10.0,3.0,30855.0,,123.79242099999999,512872.0,,4041.0,43.0,FL,6679.0,7200.0,15279.0,9.6,403899.0,0.0,74267.0,43360.0,1984-FL-1,1984
1538,5.0,86263.0,59373.0,124393.0,31782.0,2.0,0.0,1.0,15378.0,216990.0,0.0,104147.0,11657.0,6485.0,9431.0,12.0,1.61,8755.0,67909.0,2083517.0,15193.0,22066.0,24865.0,0.0,14802.0,0.0,0.0,686.0,,33.77055223,513076.0,,19151.0,43.0,FL,39358.0,6160.0,12366.0,9.6,204743.0,327.0,62548.0,39706.0,1984-FL-2,1984
1539,5.0,79725.0,59373.0,139941.0,35823.0,3.0,1.0,1.0,14357.0,222903.0,0.0,98503.0,2730.0,12036.0,20070.0,12.0,1.61,13443.0,39481.0,2083517.0,1276.0,20641.0,26054.0,0.0,16918.0,4.0,3.0,14563.0,,401.75705330000005,512642.0,,761.0,43.0,FL,6804.0,16145.0,13625.0,9.6,482002.0,0.0,70336.0,48471.0,1984-FL-3,1984
1540,5.0,135195.0,59373.0,55774.0,24280.0,4.0,1.0,1.0,16638.0,214526.0,0.0,85099.0,6399.0,7134.0,16837.0,12.0,1.61,23289.0,33331.0,2083517.0,3257.0,19206.0,22732.0,0.0,16783.0,1.0,1.0,4308.0,,157.4108075,512687.0,,3797.0,43.0,FL,6991.0,7875.0,12055.0,9.6,374686.0,0.0,81175.0,50102.0,1984-FL-4,1984
1541,5.0,98465.0,59373.0,84214.0,30411.0,5.0,0.0,0.0,17058.0,238960.0,0.0,94676.0,9201.0,5732.0,16874.0,12.0,1.61,22816.0,32207.0,2083517.0,927.0,19365.0,28257.0,0.0,18228.0,4.0,0.0,10999.0,,553.4088457,513010.0,,1970.0,43.0,FL,7110.0,7689.0,11009.0,9.6,456223.0,0.0,74380.0,53536.0,1984-FL-5,1984
1542,5.0,145165.0,59373.0,71058.0,25885.0,6.0,0.0,1.0,15365.0,198268.0,0.0,82696.0,10568.0,5131.0,10562.0,12.0,1.61,22119.0,46553.0,2083517.0,5012.0,19240.0,17122.0,0.0,14157.0,0.0,0.0,490.0,1.0,102.37689549999999,513113.0,,8630.0,43.0,FL,22182.0,5624.0,11727.0,9.6,236050.0,475.0,73115.0,40721.0,1984-FL-6,1984
1543,5.0,99140.0,59373.0,76361.0,36171.0,7.0,0.0,1.0,15608.0,234117.0,0.0,89425.0,4505.0,7107.0,16409.0,12.0,1.61,32745.0,35003.0,2083517.0,638.0,20985.0,30279.0,0.0,17346.0,1.0,1.0,5999.0,,804.2507837,513112.0,46904727.0,1307.0,43.0,FL,6911.0,12442.0,12361.0,9.6,482102.0,692.0,70616.0,57063.0,1984-FL-7,1984
1544,5.0,224682.0,59373.0,44962.0,23634.0,8.0,0.0,1.0,16334.0,206620.0,0.0,65287.0,3301.0,6057.0,17902.0,12.0,1.61,38432.0,25714.0,2083517.0,161.0,16124.0,27406.0,0.0,16206.0,0.0,0.0,1176.0,,3185.720497,512901.0,,0.0,43.0,FL,3533.0,5077.0,10359.0,9.6,512683.0,642.0,83589.0,47448.0,1984-FL-8,1984
1545,5.0,190677.0,59373.0,21537.0,26045.0,9.0,0.0,1.0,17408.0,198129.0,0.0,75618.0,5229.0,3822.0,14538.0,12.0,1.61,33364.0,24935.0,2083517.0,1087.0,16382.0,25386.0,0.0,16309.0,0.0,0.0,518.0,,471.9264029,512984.0,,3853.0,43.0,FL,4731.0,7094.0,10444.0,9.6,410832.0,0.0,82202.0,48236.0,1984-FL-9,1984
1546,5.0,143966.0,59373.0,66814.0,35558.0,10.0,0.0,1.0,17295.0,214467.0,0.0,90395.0,14405.0,3228.0,11408.0,12.0,1.61,18901.0,30414.0,2083517.0,3966.0,20404.0,27376.0,0.0,16170.0,1.0,0.0,353.0,,129.324004,512899.0,,6902.0,43.0,FL,6782.0,7615.0,10457.0,9.6,370572.0,0.0,69754.0,46462.0,1984-FL-10,1984
1547,5.0,92838.0,59373.0,39972.0,28317.0,11.0,0.0,1.0,18280.0,236079.0,0.0,94689.0,5681.0,10355.0,13366.0,12.0,1.61,27826.0,35860.0,2083517.0,3352.0,19602.0,37971.0,0.0,18650.0,2.0,1.0,6047.0,,152.89200480000002,512494.0,,1799.0,43.0,FL,5903.0,8008.0,12173.0,9.6,448819.0,0.0,85411.0,50150.0,1984-FL-11,1984
1548,5.0,149866.0,59373.0,99273.0,28451.0,12.0,0.0,1.0,21763.0,215880.0,0.0,82380.0,17956.0,4038.0,14341.0,12.0,1.61,34947.0,30477.0,2083517.0,8457.0,19686.0,25112.0,0.0,17114.0,0.0,0.0,401.0,1.0,60.67920066,513164.0,,3704.0,43.0,FL,6753.0,6212.0,9305.0,9.6,367689.0,0.0,70497.0,43118.0,1984-FL-12,1984
1549,5.0,211224.0,59373.0,29003.0,21472.0,13.0,0.0,1.0,24668.0,199657.0,0.0,67601.0,6097.0,2674.0,18853.0,12.0,1.61,30413.0,23244.0,2083517.0,2170.0,16497.0,14330.0,0.0,17299.0,0.0,0.0,96.0,,236.41198160000002,513014.0,,1114.0,43.0,FL,4073.0,5495.0,8295.0,9.6,442036.0,0.0,82085.0,49829.0,1984-FL-13,1984
1550,5.0,192732.0,59373.0,20647.0,20072.0,14.0,0.0,1.0,23217.0,214801.0,0.0,66048.0,4821.0,3370.0,20542.0,12.0,1.61,53423.0,24156.0,2083517.0,419.0,16149.0,23336.0,0.0,20071.0,0.0,0.0,176.0,,1223.75179,512752.0,,486.0,43.0,FL,4637.0,7031.0,8779.0,9.6,496137.0,0.0,78304.0,50624.0,1984-FL-14,1984
1551,5.0,183564.0,59373.0,91246.0,27801.0,15.0,0.0,1.0,22046.0,236562.0,0.0,64508.0,4291.0,3772.0,20789.0,12.0,1.61,53415.0,26940.0,2083517.0,169.0,18941.0,27012.0,0.0,18622.0,0.0,0.0,201.0,,3034.887574,512896.0,,0.0,43.0,FL,4227.0,10363.0,10274.0,9.6,512815.0,0.0,72331.0,56604.0,1984-FL-15,1984
1552,5.0,143414.0,59373.0,25929.0,26720.0,16.0,0.0,1.0,18406.0,242512.0,0.0,76403.0,3072.0,5203.0,20218.0,12.0,1.61,117464.0,28321.0,2083517.0,1507.0,18272.0,29022.0,0.0,20947.0,0.0,0.0,335.0,,340.9688122,513840.0,,76.0,43.0,FL,4846.0,17839.0,10255.0,9.6,505401.0,0.0,65865.0,58687.0,1984-FL-16,1984
1553,5.0,127228.0,59373.0,137365.0,40329.0,17.0,1.0,1.0,15400.0,244862.0,0.0,83731.0,2686.0,6247.0,15332.0,12.0,1.61,144345.0,32672.0,2083517.0,106.0,20896.0,37597.0,0.0,17740.0,0.0,0.0,370.0,,4840.273585,513069.0,,0.0,43.0,FL,5529.0,16999.0,13158.0,9.6,513069.0,0.0,52443.0,56279.0,1984-FL-17,1984
1554,5.0,199991.0,59373.0,81165.0,43345.0,18.0,1.0,1.0,13347.0,232477.0,0.0,58851.0,2533.0,4674.0,16483.0,12.0,1.61,267848.0,24147.0,2083517.0,58.0,15403.0,40728.0,0.0,14703.0,0.0,0.0,357.0,,8842.327586,512855.0,,0.0,43.0,FL,4070.0,14519.0,13814.0,9.6,512855.0,708.0,38231.0,50714.0,1984-FL-18,1984
1555,5.0,70703.0,59373.0,61909.0,20307.0,19.0,1.0,1.0,16522.0,249595.0,0.0,86306.0,7229.0,8899.0,21863.0,12.0,1.61,99620.0,37388.0,2083517.0,2258.0,22546.0,17740.0,0.0,22368.0,3.0,1.0,8541.0,1.0,227.16740479999999,512944.0,,1088.0,43.0,FL,5943.0,18760.0,9600.0,9.6,480069.0,0.0,65084.0,53717.0,1984-FL-19,1984
1556,5.0,88740.0,29982.0,179760.0,45060.0,1.0,0.0,1.0,15298.0,219534.0,0.0,104003.0,8942.0,8976.0,8942.0,13.0,1.61,8147.0,41549.0,35801.0,9604.0,19810.0,45114.0,0.0,15112.0,3.0,1.0,17008.0,1.0,56.34943773,541180.0,,16554.0,44.0,GA,12763.0,9981.0,14964.0,12.7,319578.0,0.0,57539.0,42589.0,1984-GA-1,1984
1557,5.0,96856.0,29982.0,200437.0,54284.0,2.0,0.0,0.0,12751.0,231554.0,0.0,120748.0,18054.0,7650.0,8452.0,13.0,1.61,6244.0,41481.0,35801.0,11104.0,20950.0,56260.0,0.0,14440.0,2.0,1.0,3944.0,,49.52962896,549977.0,,33273.0,44.0,GA,12881.0,6056.0,13929.0,12.7,275942.0,0.0,54532.0,43277.0,1984-GA-2,1984
1558,5.0,86481.0,29982.0,185711.0,50569.0,3.0,0.0,0.0,12048.0,219477.0,0.0,110939.0,7008.0,17866.0,9373.0,13.0,1.61,11016.0,47925.0,35801.0,6698.0,19904.0,55700.0,0.0,16069.0,3.0,2.0,28398.0,,80.75022395,540865.0,,10862.0,44.0,GA,10155.0,6062.0,16650.0,12.7,347251.0,0.0,62134.0,36232.0,1984-GA-3,1984
1559,5.0,73375.0,29982.0,69610.0,30353.0,4.0,1.0,0.0,16113.0,293203.0,0.0,97932.0,1826.0,11963.0,26070.0,13.0,1.61,20662.0,43303.0,35801.0,785.0,20066.0,42534.0,0.0,24538.0,0.0,0.0,464.0,,690.8407642999999,542310.0,,839.0,44.0,GA,11274.0,12345.0,10562.0,12.7,472836.0,463.0,75429.0,66582.0,1984-GA-4,1984
1560,5.0,86443.0,29982.0,357635.0,41968.0,5.0,1.0,0.0,11843.0,250470.0,0.0,105506.0,1621.0,12818.0,17497.0,13.0,1.61,9956.0,45921.0,35801.0,367.0,21839.0,32543.0,0.0,15431.0,1.0,1.0,917.0,,1498.871935,550086.0,,94.0,44.0,GA,11264.0,17137.0,19727.0,12.7,536846.0,0.0,58026.0,47604.0,1984-GA-5,1984
1561,5.0,71571.0,29982.0,81598.0,58293.0,6.0,1.0,0.0,17527.0,260290.0,0.0,118722.0,2627.0,8975.0,12176.0,13.0,1.61,6419.0,38641.0,35801.0,3276.0,19738.0,57976.0,0.0,19410.0,1.0,1.0,1264.0,,167.5827228,549001.0,,4992.0,44.0,GA,9928.0,26619.0,14214.0,12.7,317923.0,0.0,69256.0,52446.0,1984-GA-6,1984
1562,5.0,68785.0,29982.0,32902.0,52533.0,7.0,0.0,0.0,17162.0,272951.0,0.0,109554.0,2607.0,7848.0,17176.0,13.0,1.61,7830.0,33821.0,35801.0,2416.0,17809.0,69315.0,0.0,20296.0,3.0,1.0,1200.0,,225.95736749999998,545913.0,,3843.0,44.0,GA,8164.0,12844.0,13532.0,12.7,385768.0,0.0,73518.0,57099.0,1984-GA-7,1984
1563,5.0,101622.0,29982.0,191076.0,53749.0,8.0,0.0,1.0,12621.0,226356.0,0.0,111290.0,10948.0,11077.0,9043.0,13.0,1.61,4267.0,46157.0,35801.0,13123.0,19511.0,54528.0,0.0,15075.0,0.0,0.0,950.0,1.0,41.28042368,541723.0,,25061.0,44.0,GA,15569.0,8333.0,14673.0,12.7,261358.0,310.0,53634.0,37197.0,1984-GA-8,1984
1564,5.0,87830.0,29982.0,28424.0,74336.0,9.0,0.0,1.0,18645.0,258359.0,0.0,115932.0,8478.0,5333.0,9999.0,13.0,1.61,4292.0,32795.0,35801.0,6467.0,18181.0,92638.0,0.0,16943.0,0.0,0.0,362.0,,85.32967373,551827.0,,16466.0,44.0,GA,9281.0,6834.0,13058.0,12.7,122652.0,0.0,62029.0,42127.0,1984-GA-9,1984
1565,5.0,73747.0,29982.0,137282.0,49062.0,10.0,0.0,1.0,16033.0,249104.0,0.0,106406.0,4639.0,13111.0,11601.0,13.0,1.61,12647.0,53579.0,35801.0,4218.0,18145.0,55415.0,0.0,17935.0,1.0,1.0,17257.0,,130.44642009999998,550223.0,,9105.0,44.0,GA,22323.0,7407.0,14154.0,12.7,368950.0,1029.0,62600.0,46896.0,1984-GA-10,1984
1566,8.0,81389.0,30829.0,153936.0,32085.0,1.0,1.0,1.0,16205.0,225839.0,0.0,82981.0,2243.0,10654.0,13123.0,22.0,57.97,19131.0,39745.0,9933.0,2577.0,17127.0,26054.0,0.0,19796.0,3.0,0.0,3038.0,,203.6495925,524805.0,146677720.0,1085.0,45.0,LA,11964.0,15426.0,13026.0,13.8,445979.0,0.0,62894.0,44949.0,1984-LA-1,1984
1567,8.0,84577.0,30829.0,235266.0,40163.0,2.0,1.0,1.0,18891.0,223916.0,0.0,88331.0,1760.0,8028.0,10333.0,22.0,57.97,16590.0,35231.0,9933.0,319.0,16386.0,24240.0,0.0,16522.0,0.0,0.0,1585.0,,1653.714734,527535.0,,13.0,45.0,LA,10817.0,17645.0,14366.0,13.8,522706.0,456.0,56446.0,47862.0,1984-LA-2,1984
1568,8.0,56421.0,30829.0,80124.0,40913.0,3.0,0.0,1.0,22167.0,234949.0,0.0,97464.0,4371.0,5344.0,12405.0,22.0,57.97,13817.0,30185.0,9933.0,4528.0,16366.0,30314.0,0.0,21793.0,0.0,0.0,417.0,,116.19699650000001,526140.0,,2716.0,45.0,LA,8475.0,15994.0,9235.0,13.8,377370.0,0.0,56360.0,49643.0,1984-LA-3,1984
1569,8.0,93373.0,30829.0,165968.0,41181.0,4.0,0.0,0.0,15820.0,215477.0,0.0,103701.0,4071.0,8892.0,10218.0,22.0,57.97,8943.0,37452.0,9933.0,6666.0,16591.0,35403.0,0.0,16862.0,3.0,2.0,17566.0,,78.77617762,525122.0,,5930.0,45.0,LA,11969.0,7959.0,15079.0,13.8,343018.0,377.0,63891.0,43598.0,1984-LA-4,1984
1570,8.0,104910.0,30829.0,164774.0,36845.0,5.0,0.0,0.0,15579.0,195192.0,0.0,106747.0,10476.0,5767.0,8530.0,22.0,57.97,3996.0,39024.0,9933.0,13174.0,15518.0,29067.0,0.0,14579.0,0.0,0.0,430.0,,40.01472598,527154.0,,17264.0,45.0,LA,17739.0,6461.0,14274.0,13.8,250896.0,0.0,51375.0,37408.0,1984-LA-5,1984
1571,8.0,67030.0,30829.0,131845.0,33075.0,6.0,0.0,0.0,22357.0,232257.0,0.0,99780.0,3633.0,4576.0,13106.0,22.0,57.97,10531.0,49669.0,9933.0,2559.0,17278.0,34472.0,0.0,20069.0,0.0,0.0,252.0,,205.0902696,524826.0,70715564.0,5473.0,45.0,LA,27815.0,7797.0,13832.0,13.8,370353.0,0.0,58554.0,44515.0,1984-LA-6,1984
1572,8.0,73350.0,30829.0,105553.0,40514.0,7.0,0.0,1.0,21414.0,224322.0,0.0,105845.0,6507.0,4503.0,8902.0,22.0,57.97,7313.0,32661.0,9933.0,7397.0,16797.0,27987.0,0.0,19622.0,0.0,0.0,265.0,,71.03785318,525467.0,25494452.0,12619.0,45.0,LA,11361.0,10547.0,10638.0,13.8,328766.0,0.0,57134.0,45388.0,1984-LA-7,1984
1573,8.0,84104.0,30829.0,201006.0,37843.0,8.0,0.0,0.0,20689.0,192150.0,0.0,109223.0,6647.0,6840.0,7045.0,22.0,57.97,5181.0,40933.0,9933.0,7303.0,16690.0,28537.0,0.0,15587.0,1.0,1.0,3278.0,1.0,71.86786252,524851.0,70715564.0,13845.0,45.0,LA,17403.0,7205.0,14258.0,13.8,248639.0,338.0,49184.0,33373.0,1984-LA-8,1984
1574,8.0,97787.0,13650.0,131106.0,63975.0,1.0,0.0,0.0,14718.0,213587.0,0.0,106692.0,8833.0,7094.0,6241.0,28.0,57.97,3398.0,33601.0,102698.0,10247.0,16083.0,70867.0,0.0,14359.0,0.0,0.0,344.0,,49.26963989,504866.0,,24224.0,46.0,MS,10424.0,8186.0,14348.0,9.3,163377.0,0.0,47523.0,33639.0,1984-MS-1,1984
1575,8.0,103152.0,13650.0,270964.0,37565.0,2.0,0.0,0.0,11452.0,182822.0,0.0,111316.0,14815.0,9098.0,6249.0,28.0,57.97,3453.0,37064.0,102698.0,11982.0,17507.0,35999.0,0.0,12270.0,0.0,0.0,259.0,,42.10499082,504502.0,,22556.0,46.0,MS,10459.0,5088.0,15642.0,9.3,217774.0,0.0,39135.0,31220.0,1984-MS-2,1984
1576,5.0,94426.0,13650.0,157652.0,48201.0,3.0,0.0,0.0,13123.0,204319.0,0.0,99648.0,8071.0,7549.0,8195.0,28.0,1.61,4140.0,39010.0,102698.0,9827.0,15365.0,48658.0,0.0,14833.0,2.0,2.0,5955.0,,51.27220922,503852.0,,19092.0,46.0,MS,16096.0,7631.0,13341.0,9.3,205595.0,0.0,49183.0,35969.0,1984-MS-3,1984
1577,8.0,92795.0,13650.0,227725.0,40254.0,4.0,0.0,0.0,13117.0,211554.0,0.0,96207.0,5143.0,8252.0,11782.0,28.0,57.97,3930.0,43717.0,102698.0,8075.0,17828.0,35557.0,0.0,15396.0,0.0,0.0,415.0,1.0,62.39021672,503801.0,,11225.0,46.0,MS,17637.0,7696.0,13910.0,9.3,283586.0,443.0,48761.0,39219.0,1984-MS-4,1984
1578,5.0,72661.0,13650.0,99664.0,36905.0,5.0,0.0,1.0,15270.0,197092.0,0.0,103300.0,4603.0,12394.0,7785.0,28.0,1.61,8606.0,38827.0,102698.0,7103.0,16969.0,39027.0,0.0,15900.0,6.0,1.0,15250.0,,70.90201323,503617.0,20006414.0,7661.0,46.0,MS,9464.0,6954.0,14927.0,9.3,322473.0,837.0,61520.0,36246.0,1984-MS-5,1984
1579,5.0,93347.0,29810.0,188968.0,48545.0,1.0,0.0,1.0,14290.0,224797.0,0.0,107333.0,17032.0,10078.0,6870.0,37.0,1.61,4792.0,47298.0,356980.0,9019.0,16973.0,50787.0,0.0,14783.0,2.0,1.0,12201.0,,59.4543741,536219.0,,27792.0,47.0,NC,20247.0,5089.0,15748.0,8.9,163005.0,0.0,53546.0,42763.0,1984-NC-1,1984
1580,5.0,94584.0,29810.0,214999.0,56924.0,2.0,0.0,0.0,14029.0,248920.0,0.0,108943.0,10664.0,6635.0,9697.0,37.0,1.61,5315.0,43941.0,356980.0,4481.0,17825.0,64206.0,0.0,16099.0,0.0,0.0,515.0,,119.6556572,536177.0,,24689.0,47.0,NC,19481.0,6772.0,15156.0,8.9,262917.0,444.0,53007.0,41113.0,1984-NC-2,1984
1581,5.0,78001.0,29810.0,146879.0,54236.0,3.0,0.0,1.0,15730.0,214314.0,0.0,109321.0,14795.0,8640.0,6755.0,37.0,1.61,8193.0,38923.0,356980.0,7232.0,14896.0,55774.0,0.0,14188.0,3.0,2.0,41799.0,,74.10730088,535944.0,,35565.0,47.0,NC,15387.0,5010.0,14441.0,8.9,199769.0,0.0,50997.0,38562.0,1984-NC-3,1984
1582,5.0,72421.0,29810.0,105770.0,51521.0,4.0,0.0,0.0,15682.0,279867.0,0.0,98392.0,6224.0,6714.0,14800.0,37.0,1.61,10863.0,63519.0,356980.0,3246.0,15535.0,66667.0,0.0,19912.0,0.0,0.0,436.0,1.0,164.3807763,533580.0,,14518.0,47.0,NC,41270.0,7431.0,10422.0,8.9,296118.0,0.0,59955.0,48190.0,1984-NC-4,1984
1583,5.0,93880.0,29810.0,86859.0,75754.0,5.0,0.0,0.0,13603.0,263449.0,0.0,106150.0,7005.0,3459.0,10862.0,37.0,1.61,4801.0,28337.0,356980.0,3644.0,14642.0,98679.0,0.0,17307.0,0.0,0.0,161.0,,146.87486280000002,535212.0,,20053.0,47.0,NC,10236.0,11567.0,14232.0,8.9,242418.0,0.0,61862.0,41894.0,1984-NC-5,1984
