ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CD,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FIPSTATE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,SC,STATE,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL,ID,YEAR,party,candidatevotes,totalvotes,winratio,prev_party,prev_candidatevotes,prev_totalvotes,prev_winratio,flip
5,25110,9700,66656,49873,4,1,0,12585,201226,0,112394,434,10911,24453,13,1.18763904,6405,30435,28709,403,13468,33023,0,11750,0,0,700,,1139.83871,459355,0,579,44,GA,6056,8814,4911,17.5,419811,550,49744,49857,1978-GA-4,1978,0,60284,74513,0.809040033,0,110261,161412,0.683102867,0
5,42714,9700,203650,55288,5,0,0,10881,202504,0,98085,707,10549,23925,13,1.18763904,5949,31589,28709,283,14427,33003,0,9050,2,2,1451,,1627.522968,460589,0,620,44,GA,6613,9429,7757,17.5,439174,0,49331,43740,1978-GA-5,1978,0,52739,69875,0.754762075,0,96056,144063,0.666763846,0
5,32571,9700,88291,82064,6,0,0,13884,190691,0,109494,2550,8427,13243,13,1.18763904,2093,27150,28709,3808,12527,51960,0,9284,0,0,1465,,119.6980042,455810,0,9205,44,GA,6196,16771,5524,17.5,259555,0,40618,35903,1978-GA-6,1978,4,47078,86540,0.544002773,0,77532,149944,0.517073041,1
5,32416,9700,33748,86989,7,0,0,12800,192475,0,107865,2131,6446,12483,13,1.18763904,2658,21839,28709,3257,11262,75614,0,8223,2,1,1167,,141.2634326,460095,0,9134,44,GA,4131,5827,6396,17.5,239718,0,42409,34402,1978-GA-7,1978,0,47090,70826,0.664868833,0,84587,153554,0.550861586,0
5,44235,9700,141988,69880,8,0,0,10911,174258,0,111055,10880,11958,8896,13,1.18763904,1321,34097,28709,11096,12375,41001,0,6836,2,1,480,1,41.28487743,458097,0,34596,44,GA,9764,5852,5814,17.5,260950,468,38171,29307,1978-GA-8,1978,0,41184,41193,0.999781516,0,90559,130186,0.695612431,0
5,38858,9700,28905,97947,9,0,1,15056,188175,0,102660,7173,4317,9243,13,1.18763904,884,19855,28709,6560,10070,77122,0,7657,0,0,323,,69.70228659,457247,0,23464,44,GA,5468,4329,4753,17.5,97605,0,445000,29646,1978-GA-9,1978,0,47264,61437,0.769308397,0,113245,143357,0.789950962,0
5,37458,9700,151216,70312,10,0,1,11450,166830,0,106370,4947,8630,8413,13,1.18763904,4232,33895,28709,6905,10700,46465,0,7307,2,1,21480,,66.7384504,460829,0,14925,44,GA,14565,3685,5275,17.5,242676,1258,49247,28034,1978-GA-10,1978,0,50122,50130,0.999840415,0,94782,94864,0.999135605,0
8,35159,14225,141827,52327,1,1,1,11457,162360,0,121023,665,7569,14229,22,32.28646848,9369,27050,7188,2608,13305,23070,0,8655,3,1,1698,,174.4144939,454873,14409268,1523,45,LA,6176,10296,8581,19.4,390420,0,42099,34459,1978-LA-1,1978,4,1,1,1,0,61652,130558,0.472219244,1
8,45709,14225,180451,55588,2,1,1,10944,169630,0,107172,552,6157,13597,22,32.28646848,12916,23562,7188,349,11611,22028,0,7611,0,0,863,,1303.071633,454772,14409268,43,45,LA,5794,11036,9207,19.4,440968,579,38679,36969,1978-LA-2,1978,0,1,1,1,0,85923,92827,0.925625088,0
8,25303,14225,67421,55624,3,0,1,11740,158030,0,123576,3079,3511,13046,22,32.28646848,4964,18166,7188,4237,10465,21407,0,9146,0,0,366,1,107.5230116,455575,0,5560,45,LA,4190,10622,6303,19.4,312796,0,44721,34779,1978-LA-3,1978,4,1,1,1,4,109135,148863,0.733123745,0
8,44519,14225,141827,52101,4,0,0,9217,147773,0,108605,2755,7905,9812,22,32.28646848,3000,23640,7188,6650,10264,28876,0,7336,3,2,30551,,68.46195489,455272,0,7923,45,LA,5471,5075,8049,19.4,309344,464,42163,29708,1978-LA-4,1978,0,65583,130900,0.501016043,0,76406,76406,1,0
8,49462,14225,157095,49966,5,0,0,10726,145193,0,116323,9394,3384,7925,22,32.28646848,1226,27091,7188,13239,11610,23963,0,5762,0,0,269,,34.38363925,455205,0,34359,45,LA,12097,3631,8996,19.4,203328,0,37322,26609,1978-LA-5,1978,0,1,1,1,0,83696,159270,0.525497583,0
8,33199,14225,135523,52211,6,0,1,15687,159984,0,117358,3885,3297,11528,22,32.28646848,3969,34249,7188,3449,11241,27374,0,8230,0,0,221,,132.2638446,456178,60225734,11808,45,LA,19711,3776,7955,19.4,304177,0,239000,28749,1978-LA-6,1978,4,1,1,1,4,99780,152992,0.652190964,0
8,34198,14225,96189,53155,7,0,1,13670,150017,0,123487,7526,3444,9321,22,32.28646848,1886,22847,7188,7707,12215,17155,0,7197,0,0,667,,59.0390554,455014,0,22898,45,LA,7188,5521,8020,19.4,273491,0,34550,31101,1978-LA-7,1978,0,1,1,1,0,117196,140610,0.833482683,0
8,40340,14225,165363,48429,8,0,0,13245,132059,0,124489,9148,4715,6669,22,32.28646848,2218,22823,7188,6691,10200,20256,0,6092,1,1,2940,1,68.1947392,456291,0,29771,45,LA,7908,4611,8875,19.4,175046,375,32829,23466,1978-LA-8,1978,0,1,1,1,0,106285,112811,0.942151031,0
8,47416,6501,153979,64142,1,0,0,9291,150436,0,110873,13108,4801,6042,28,32.28646848,999,22726,97429,10013,11780,45197,0,5577,0,0,135,,43.32617597,433825,0,68938,46,MS,6145,4127,8044,14.9,131263,0,40474,24181,1978-MS-1,1978,0,57358,86151,0.665784495,0,93687,93687,1,0
8,45822,6501,202418,55138,2,0,0,7867,148955,0,118288,12308,5221,5836,28,32.28646848,1822,25736,97429,9371,12132,37700,0,5446,1,1,2559,,47.02689147,440689,0,45505,46,MS,8383,3516,9365,14.9,196678,0,44432,24291,1978-MS-2,1978,0,57678,93408,0.617484584,0,75092,119173,0.630109169,0
5,50645,6501,179950,60959,3,0,0,10681,146241,0,112168,13266,5011,5990,28,1.18763904,862,23552,97429,13409,11005,36702,0,5320,2,1,2709,,33.23983891,445713,0,59594,46,MS,7536,4779,6688,14.9,122920,0,602000,24150,1978-MS-3,1978,0,101685,110093,0.923628205,0,129088,137409,0.939443559,0
8,43069,6501,191701,53826,4,0,0,11953,161541,0,117782,4827,7278,11949,28,32.28646848,1366,29482,97429,7065,12723,30367,0,6802,0,0,310,1,62.94465676,444704,0,23052,46,MS,9481,5359,7124,14.9,259594,500,36504,29947,1978-MS-4,1978,4,68225,132132,0.516339721,4,101132,132991,0.760442436,0
5,36048,6501,87578,61074,5,0,1,13978,149314,0,111699,2578,9314,8264,28,1.18763904,3076,27814,97429,7438,12473,35903,0,7053,4,1,17295,,60.76646948,451981,19950992,13234,46,MS,6027,4487,6318,14.9,276857,842,35778,26446,1978-MS-5,1978,4,97177,97177,1,4,104554,153278,0.682120069,0
5,39247,15282,164292,62511,1,0,1,12387,164158,0,116655,16896,9567,6865,37,1.18763904,1575,30925,346082,8899,10661,34293,0,6368,2,1,10229,,51.63984717,459543,0,53587,47,NC,10697,3254,8113,9.4,151814,0,47793,30811,1978-NC-1,1978,0,67716,84530,0.801088371,0,98611,129956,0.758802979,0
5,40362,15282,183626,68777,2,0,0,10550,174404,0,113585,16227,2761,7711,37,1.18763904,1761,27908,346082,5628,9426,49491,0,6550,0,0,374,,81.30792466,457601,0,66566,47,NC,15721,3987,7730,9.4,154688,0,45027,27752,1978-NC-2,1978,0,61851,79053,0.78239915,0,113368,113368,1,0
5,31160,15282,122284,62661,3,0,1,12202,153339,0,108409,16471,6849,6760,37,1.18763904,2429,24515,346082,6491,9420,38520,0,6293,4,2,41896,,70.55923587,458000,0,61554,47,NC,8246,2706,7280,9.4,149062,0,47934,27372,1978-NC-3,1978,0,54452,76602,0.710843059,0,77193,112282,0.687492207,0
5,35032,15282,108228,70880,4,0,0,13133,204578,0,104425,5144,6065,14774,37,1.18763904,4728,36939,346082,2660,10717,52702,0,8999,0,0,816,1,175.581203,467046,0,20639,47,NC,20157,4492,5047,9.4,287270,501,32541,36067,1978-NC-4,1978,0,74249,78685,0.943623308,0,92165,152082,0.606021751,0
5,39219,15282,64692,96807,5,0,0,11892,199135,0,106955,6130,2808,10630,37,1.18763904,1788,18817,346082,3368,10142,83463,0,8191,0,0,385,,137.2924584,462401,0,35583,47,NC,5867,8237,6731,9.4,199818,0,44943,29904,1978-NC-5,1978,0,68778,126939,0.541819299,0,98789,182164,0.54230803,0
5,36624,15282,95625,92331,6,0,0,12385,208916,0,105071,3634,3799,12591,37,1.18763904,2275,21300,346082,1652,10800,84111,0,9300,0,0,400,,276.8486683,457354,0,18258,47,NC,6701,5240,5164,9.4,303119,0,51817,36972,1978-NC-6,1978,0,58193,85075,0.684019982,0,103851,107811,0.963269054,0
5,27203,15282,119632,55824,7,0,1,11143,144795,0,114501,9077,8008,8682,37,1.18763904,5629,23711,346082,3977,9276,34590,0,6875,3,2,49649,1,117.5448831,467476,0,32085,47,NC,6427,4244,6167,9.4,249362,346,47174,28096,1978-NC-7,1978,0,53696,76842,0.698784519,0,95463,117418,0.813018447,0
5,42700,15282,90829,109220,8,0,0,12221,199772,0,105792,6610,2838,7649,37,1.18763904,1096,17529,346082,5042,8873,91208,0,7872,0,0,320,,90.09817533,454275,0,30106,47,NC,5818,6362,5812,9.4,145309,917,50528,28501,1978-NC-8,1978,0,63168,107110,0.589748856,0,99296,151081,0.657236846,0
5,32569,15282,99750,75218,9,1,0,11728,206373,0,110031,2034,3612,19150,37,1.18763904,4172,20719,346082,1399,12672,54042,0,9594,0,0,413,1,328.4739099,459535,0,7287,47,NC,4435,10882,5420,9.4,319956,0,309000,46947,1978-NC-9,1978,4,66157,96824,0.683270677,4,82297,153788,0.53513278,0
5,36194,15282,50469,124049,10,0,0,11027,214697,0,104217,3102,1826,7874,37,1.18763904,1054,18616,346082,2774,9088,111979,0,8449,0,0,272,,170.0710166,471777,0,13258,47,NC,7702,6397,5128,9.4,196733,0,36223,28372,1978-NC-10,1978,4,67004,67004,1,4,99882,167072,0.597838058,0
5,53939,15282,26458,90890,11,0,0,14877,184671,0,98004,5840,5508,7704,37,1.18763904,2113,21939,346082,6908,8471,69907,0,6857,0,0,260,,67.61016213,467051,0,35769,47,NC,7960,4038,7844,9.4,128390,537,42294,26795,1978-NC-11,1978,0,75460,141292,0.534071285,0,93857,184405,0.508972099,0
5,25586,4873,150439,51419,1,0,1,10791,138424,0,115983,3172,18756,8053,45,1.18763904,3943,36659,3980,5460,9560,30683,0,7355,13,4,36841,,81.07069597,442646,0,8701,48,SC,8343,4343,5885,11.6,267227,429,44949,24564,1978-SC-1,1978,0,65621,108615,0.604161488,0,89891,130503,0.688804089,0
5,31099,4873,150772,56362,2,0,0,13352,165262,0,108045,5343,8402,12317,45,1.18763904,3669,33893,3980,4314,8615,33912,0,7900,1,1,22170,,103.4462216,446267,0,13085,48,SC,16876,3513,5841,11.6,276579,428,38802,31013,1978-SC-2,1978,4,71032,123630,0.574553102,4,83426,144995,0.575371565,0
5,36856,4873,98183,99359,3,0,0,13285,184711,0,102683,4095,3417,6892,45,1.18763904,1272,19365,3980,5868,9148,85859,0,8002,0,0,722,,74.03323108,434427,0,13542,48,SC,6800,2706,5803,11.6,160021,0,31278,24200,1978-SC-3,1978,0,80968,98892,0.81875177,0,117740,117855,0.999024225,0
5,32785,4873,76087,85271,4,0,0,12430,178611,0,96361,1858,2187,10257,45,1.18763904,2696,14742,3980,1023,9164,70518,0,8416,0,0,279,,404.9560117,414270,0,4551,48,SC,3391,5280,5376,11.6,233019,0,1536000,30959,1978-SC-4,1978,4,51483,98531,0.522505607,0,91721,124765,0.735150082,1
5,34485,4873,139661,94309,5,0,0,11018,176279,0,109976,3990,3104,6517,45,1.18763904,1368,18652,3980,6327,9546,81725,0,7623,1,1,6407,1,69.84463411,441907,0,14208,48,SC,6002,2374,7355,11.6,173775,0,,22664,1978-SC-5,1978,0,63013,76220,0.826725269,0,66073,128510,0.514146759,0
5,30693,4873,173313,60367,6,0,1,9376,148557,0,116449,15063,3056,6658,45,1.18763904,1416,16942,3980,6633,8746,42726,0,6203,1,1,2283,1,61.96276195,410999,0,57441,48,SC,5140,3193,7028,11.6,121272,0,49040,25906,1978-SC-6,1978,0,69220,69220,1,0,75916,136896,0.554552361,0
13,71692,56879,104601,70934,1,0,0,12946,168991,0,99350,9180,9332,8528,48,1.91206848,1111,25262,863488,14525,8865,41745,0,6549,0,0,221,,31.79889845,461879,0,35920,49,TX,7065,4923,7783,15.8,196632,78,58512,30233,1978-TX-1,1978,0,73708,94408,0.78073892,0,135384,161718,0.837160984,0
13,54668,56879,95661,67443,2,1,0,15861,160022,0,108273,6038,3052,8087,48,1.91206848,1823,24354,863488,17174,10794,36243,0,7258,0,0,254,1,27.18271806,466836,83674039,21679,49,TX,10508,5423,5833,15.8,195610,0,49320,30753,1978-TX-2,1978,0,66986,95570,0.700910328,0,133910,140902,0.950376858,0
13,26665,56879,40990,46304,3,1,0,10474,207447,0,112199,392,4382,30118,48,1.91206848,12301,17226,863488,187,10236,46449,0,12437,0,0,542,,2487.812834,465221,0,0,49,TX,2608,11177,5312,15.8,465221,0,55757,48164,1978-TX-3,1978,4,96406,96406,1,4,171343,231413,0.740420806,0
13,53523,56879,69415,70022,4,1,0,14177,184344,0,102801,6058,4138,12119,48,1.91206848,2652,21817,863488,5914,10309,47960,0,8284,0,0,2281,,78.31281704,463142,0,19799,49,TX,7370,5715,6361,15.8,292222,0,51950,35914,1978-TX-4,1978,0,58336,94918,0.614593649,0,105394,168035,0.627214568,0
13,38467,56879,79965,66127,5,1,0,14601,210466,0,101436,544,5390,27307,48,1.91206848,6629,20429,863488,198,12272,41960,0,10009,0,0,417,,2348.954545,465093,0,175,49,TX,2767,7963,6542,15.8,461771,0,61288,49945,1978-TX-5,1978,0,35524,70593,0.503222699,0,67871,125768,0.539652376,0
13,45594,56879,56185,61763,6,1,0,13005,190786,0,108457,6370,7943,16387,48,1.91206848,5172,30966,863488,6565,12091,40506,0,9366,0,0,993,,71.27387662,467913,0,17473,49,TX,10932,7168,5242,15.8,364286,0,50397,39780,1978-TX-6,1978,0,66025,101418,0.651018557,0,119025,180534,0.659294094,0
13,23635,56879,8530,32431,7,1,0,12999,204073,0,114975,1084,2907,27947,48,1.91206848,13390,17813,863488,714,10427,35445,0,13593,0,0,353,,646.6442577,461704,83674039,2504,49,TX,4479,6003,4046,15.8,433913,0,55819,48140,1978-TX-7,1978,4,128214,150629,0.851190674,4,193127,193127,1,0
13,22399,56879,102807,80634,8,1,1,20327,181097,0,123099,620,4173,14592,48,1.91206848,6616,17817,863488,400,10642,41798,0,9483,0,0,357,,1153.04,461216,83674039,362,49,TX,3002,11558,5979,15.8,440925,0,45952,38330,1978-TX-8,1978,0,39429,64102,0.615097813,0,84404,139163,0.606511788,0
13,36967,56879,102606,69446,9,1,1,15360,180275,0,120130,1613,5105,12530,48,1.91206848,7992,25249,863488,2271,12360,42598,0,9341,0,0,1358,,205.8489652,467483,164720000,2746,49,TX,7784,8705,7182,15.8,404715,0,47166,34253,1978-TX-9,1978,0,50792,80265,0.632803837,0,112945,112945,1,0
13,47362,56879,68549,46306,10,1,0,15392,183800,0,98531,9283,10126,14352,48,1.91206848,8890,52128,863488,8771,12210,16461,0,7839,1,1,4792,1,53.07182761,465493,0,27509,49,TX,29792,3009,5713,15.8,333198,0,54812,35769,1978-TX-10,1978,0,94529,123857,0.7632108,0,160683,209165,0.768211699,0
13,57884,56879,56957,50922,11,0,0,11441,159607,0,97983,11193,10785,10208,48,1.91206848,7404,27146,863488,11802,9503,24848,0,6963,1,1,39492,1,39.66683613,468148,0,36119,49,TX,6858,4434,6783,15.8,317570,1947,52579,33161,1978-TX-11,1978,0,53354,103319,0.516400662,0,92142,160515,0.574039809,0
13,37508,56879,74122,74105,12,1,0,12378,193159,0,110093,861,9930,14828,48,1.91206848,6088,22982,863488,480,10452,58352,0,9418,1,1,4939,,970.1479167,465671,0,905,49,TX,2600,7446,7554,15.8,452267,0,48410,40724,1978-TX-12,1978,0,46456,67820,0.684989679,0,101814,134259,0.758340223,0
11,51272,56879,24055,57100,13,1,0,11948,186312,0,110527,15518,8525,13180,48,3.21816768,4484,29158,863488,32722,13006,19889,0,8120,1,1,12169,,14.60350834,477856,0,30759,49,TX,7627,7399,6569,15.8,359205,137,30617,42797,1978-TX-13,1978,0,75271,100546,0.748622521,0,101798,171673,0.592976181,0
13,34950,56879,34098,60857,14,0,1,15202,170469,0,126356,7760,8160,11722,48,1.91206848,11612,25955,863488,7225,13214,21569,0,7869,2,1,5425,1,65.67017301,474467,35487454,13573,49,TX,4581,5272,6872,15.8,370170,0,43260,36219,1978-TX-14,1978,0,63953,88278,0.724450033,0,93589,152377,0.614193743,0
13,36971,56879,2447,44226,15,0,1,9614,139757,0,133474,17345,4825,7541,48,1.91206848,46113,23904,863488,14362,11709,10345,0,5035,1,1,2809,,31.93016293,458581,0,18314,49,TX,7370,3656,8315,15.8,327590,0,47403,32541,1978-TX-15,1978,0,54560,82413,0.662031476,0,102837,138283,0.743670589,0
12,28143,56879,15883,55082,16,1,0,11153,158963,0,131321,2693,12329,11681,48,1.91206848,51093,30643,863488,27576,12865,21859,0,7848,2,1,17857,,17.33706847,478087,0,1849,49,TX,5449,5972,7955,15.8,434550,0,47153,34619,1978-TX-16,1978,0,53090,75833,0.700090989,0,71876,124375,0.577897487,0
13,68170,56879,17209,58081,17,0,0,11358,174891,0,99492,17790,6209,10200,48,1.91206848,4210,25259,863488,29323,11956,21877,0,7010,3,1,9462,,15.95716673,467912,0,47304,49,TX,7094,6415,6035,15.8,298077,225,45579,36859,1978-TX-17,1978,0,69030,101332,0.681226069,0,127613,127613,1,0
13,42082,56879,192369,76033,18,1,0,16309,200108,0,96648,519,5489,18112,48,1.91206848,18476,22103,863488,75,11210,33161,0,7343,0,0,346,,6160.826667,462062,83674039,0,49,TX,5404,9706,8069,15.8,462062,1252,41307,45485,1978-TX-18,1978,0,36783,38018,0.967515387,0,93953,109876,0.855082093,0
13,32438,56879,28198,50761,19,0,0,10281,183571,0,122384,20086,3838,13732,48,1.91206848,6491,25913,863488,17174,13578,14149,0,8326,1,1,2434,,27.77372773,476986,0,43871,49,TX,8497,5353,7021,15.8,361138,0,52685,40543,1978-TX-19,1978,0,54729,102799,0.532388447,0,87908,160899,0.546355167,0
13,42842,56879,50633,56441,20,1,0,9974,150342,0,114727,554,22096,12204,48,1.91206848,31611,36140,863488,93,10424,18527,0,6567,3,3,30333,,5031.634409,467942,0,0,49,TX,3620,4125,7734,15.8,467738,438,53672,34436,1978-TX-20,1978,0,51584,51584,1,0,90173,90173,1,0
12,47340,56879,7737,43227,21,1,0,11187,173519,0,112958,10356,15529,16316,48,1.91206848,14448,36284,863488,41026,13262,15573,0,8787,2,2,12957,,11.37464047,466656,0,21058,49,TX,7493,4376,5309,15.8,353622,302,,37938,1978-TX-21,1978,4,84336,147837,0.570466121,0,149395,210300,0.710389919,1
13,20891,56879,57930,60448,22,1,1,17767,184624,0,120400,2446,7262,16019,48,1.91206848,9400,23341,863488,2373,10872,42305,0,11092,0,0,1070,,191.6645596,454820,83674039,5714,49,TX,5207,6550,4818,15.8,384614,0,37201,36703,1978-TX-22,1978,4,54643,108086,0.505551135,0,96535,192802,0.500695014,1
13,41266,56879,15853,49032,23,1,0,10985,145830,0,126991,12919,13276,9922,48,1.91206848,27095,29813,863488,19908,11284,15097,0,6482,3,3,14850,,23.42013261,466248,0,34678,49,TX,5253,4770,6489,15.8,324276,0,53321,32997,1978-TX-23,1978,0,62649,69834,0.897113154,0,96481,96481,1,0
13,30565,56879,89820,72643,24,1,0,13063,205863,0,103413,1817,7459,19036,48,1.91206848,4641,28770,863488,1276,12062,56457,0,9815,0,0,1141,,364.6661442,465314,0,3971,49,TX,9249,7648,6751,15.8,428016,764,396000,42506,1978-TX-24,1978,0,39201,72515,0.540591602,0,82743,130522,0.633939106,0
4,60561,11464,41295,70546,1,0,0,11661,162887,0,98039,12090,6170,7499,21,11.20587552,1570,23948,62105,8905,9960,39000,0,6788,1,1,9410,,51.74104436,460754,0,64097,51,KY,7818,5847,8707,32.2,178769,0,39016,27825,1978-KY-1,1978,0,44090,44097,0.999841259,0,118886,144985,0.819988275,0
4,43055,11464,27427,62875,2,0,0,11668,155126,0,104519,16112,7485,6901,21,11.20587552,2468,22053,62105,7244,8840,40607,0,7042,1,1,28364,,63.42020983,459416,0,91822,51,KY,5728,3399,7097,32.2,197382,0,53497,26361,1978-KY-2,1978,0,36441,36459,0.999506295,0,79016,130920,0.603544149,0
4,49756,11464,91755,75215,3,1,0,9448,189258,0,106832,398,8585,14026,21,11.20587552,4159,23479,62105,98,11676,58263,0,8902,1,0,759,,4697.346939,460340,0,39,51,KY,3218,8174,8291,32.2,458819,422,53449,35998,1978-KY-3,1978,0,37346,56871,0.656679151,0,80496,140744,0.571932018,0
4,37159,11464,9668,63819,4,1,0,10210,176888,0,120385,2528,7559,14833,21,11.20587552,3887,20929,62105,1127,10019,50848,0,10359,0,0,807,,407.1836735,458896,0,12815,51,KY,3351,8730,6182,32.2,374415,0,36412,36998,1978-KY-4,1978,4,62087,94299,0.658405709,4,97493,174502,0.558692737,0
4,54097,11464,13735,56006,5,0,0,10555,138024,0,105154,15906,5161,4872,21,11.20587552,871,23206,62105,9731,9624,26920,0,4660,2,0,191,,47.22906176,459586,0,97727,51,KY,8421,4305,8270,32.2,99105,0,49655,22444,1978-KY-5,1978,4,59743,75458,0.791738451,4,100204,150473,0.665926778,0
4,44596,11464,39913,61322,6,0,0,12254,187053,0,101388,13381,8355,11747,21,11.20587552,2861,35197,62105,4153,9741,39226,0,8678,0,0,269,,110.8887551,460521,0,57781,51,KY,17101,5576,6356,32.2,284019,992,37999,32469,1978-KY-6,1978,4,52092,102857,0.506450703,0,90695,96493,0.93991274,1
4,48595,11464,6732,59156,7,0,0,10958,132590,0,110553,8117,5222,5022,21,11.20587552,738,21973,62105,8392,9002,24002,0,5528,0,0,177,,54.79003813,459798,0,57504,51,KY,7749,6204,7944,32.2,93216,0,597000,21243,1978-KY-7,1978,0,51559,67420,0.7647434,0,110450,150831,0.732276521,0
2,42569,10323,95088,69265,1,0,1,16077,181504,1,120833,9796,20780,9332,24,2.32414784,6849,40680,31057,4894,12545,38044,0,8925,5,0,18549,1,100.0112383,489455,0,30956,52,MD,7355,4706,7309,24.5,130879,980,65605,32158,1978-MD-1,1978,4,80202,126295,0.635037017,4,85919,158912,0.540670308,0
2,34982,10323,15034,66240,2,1,0,12027,211842,1,118272,1247,11476,17969,24,2.32414784,17797,34489,31057,508,17197,58628,0,12140,0,0,1587,,967.1870079,491331,52661448,3538,52,MD,5816,7308,5719,24.5,430173,231,60141,45412,1978-MD-2,1978,0,98601,148487,0.664037929,0,139196,196303,0.709087482,0
2,57272,10323,62036,69712,3,1,0,10423,204675,1,103167,234,10487,19298,24,2.32414784,18612,34024,31057,79,16051,53690,0,10022,0,0,2571,,6213.303797,490851,52661448,27,52,MD,7486,9284,7160,24.5,490164,291,57517,40417,1978-MD-3,1978,0,91189,91189,1,0,107014,143461,0.745944891,0
2,22898,10323,51941,52062,4,0,0,13985,188237,1,124593,1580,39899,14435,24,2.32414784,12249,63570,31057,707,16929,25908,0,11892,8,3,27131,,700.4936351,495249,0,5411,52,MD,6742,7200,4749,24.5,362607,0,55872,34702,1978-MD-4,1978,4,71374,115037,0.620443857,4,95158,165013,0.576669717,0
2,21598,10323,75277,47243,5,0,0,13070,208758,1,112857,554,49791,19843,24,2.32414784,20688,76696,31057,202,17282,16697,0,12286,0,0,6704,,2389.707921,482721,0,821,52,MD,9623,5799,5150,24.5,467523,0,55919,39380,1978-MD-5,1978,0,64868,84028,0.771980768,0,77836,134893,0.577020305,0
2,45470,10323,20957,73018,6,0,0,16163,194415,1,115261,6452,13104,11941,24,2.32414784,5915,35546,31057,3057,14707,46694,0,9749,2,2,2476,,160.8894341,491839,0,19883,52,MD,7735,8260,6513,24.5,192302,0,45616,35236,1978-MD-6,1978,0,126196,140741,0.896654138,0,126801,179004,0.708369645,0
2,45067,10323,361082,74353,7,1,0,9584,194731,1,121818,531,14199,12150,24,2.32414784,8779,42076,31057,30,19464,44774,0,7841,0,0,854,,16261.06667,487832,52661448,0,52,MD,8413,7662,10640,24.5,487832,0,62177,29963,1978-MD-7,1978,0,51996,58622,0.886970762,0,94991,100633,0.943934892,0
2,30321,10323,18119,26642,8,0,0,9721,206033,1,130250,832,50394,25911,24,2.32414784,33457,68831,31057,414,15520,14848,0,17102,3,0,5622,,1191.113527,493121,0,1728,52,MD,2917,2866,4101,24.5,443978,0,377000,37901,1978-MD-8,1978,0,81851,159658,0.512664571,4,111274,237652,0.468222443,1
11,38770,11801,36249,53370,1,1,0,10477,178071,0,100119,1201,4671,15904,40,3.21816768,3877,18519,8887,1350,11055,34292,0,9527,0,0,283,,315.2740741,425620,0,5848,53,OK,2793,9970,8105,18.8,388107,0,47836,39390,1978-OK-1,1978,0,73886,123290,0.599286236,0,100945,187044,0.539685849,0
11,58754,11801,27046,55620,2,0,0,11862,149357,0,97654,7538,4946,7677,40,3.21816768,1621,24748,8887,1287,10845,31529,0,6567,0,0,215,,331.6068376,426778,0,41974,53,OK,8957,4995,7719,18.8,184967,247,45661,28300,1978-OK-2,1978,0,72583,132436,0.54806095,0,102402,189743,0.539687894,0
11,68119,11801,25186,55246,3,0,0,12041,145144,0,93271,8925,8686,7227,40,3.21816768,1153,29341,8887,19944,11454,22122,0,5846,1,0,368,,21.38969114,426596,0,46798,53,OK,9201,4043,6750,18.8,177430,0,40196,28027,1978-OK-3,1978,0,1,1,1,0,151271,184565,0.819608268,0
11,37513,11801,24770,43398,4,1,0,9081,143714,0,98466,6928,20070,9579,40,3.21816768,5669,42522,8887,7811,11450,13883,0,7569,2,2,30213,,54.5807195,426330,0,23263,53,OK,11002,4019,6426,18.8,317324,0,54597,29816,1978-OK-4,1978,0,62993,104414,0.603300324,0,116425,155357,0.749402988,0
11,40150,11801,47562,54410,5,1,0,10684,184899,0,97235,852,18716,18984,40,3.21816768,4410,38444,8887,484,10531,25856,0,9305,1,1,2375,,881.1652893,426484,0,1420,53,OK,9197,6993,5960,18.8,418596,463,47312,41015,1978-OK-5,1978,4,71451,89429,0.798969015,4,78651,157764,0.498535788,0
11,57115,11801,10321,46423,6,1,0,10137,167204,0,94032,18476,6079,10787,40,3.21816768,3429,33333,8887,28806,13712,18612,0,7593,1,1,2027,,14.83874887,427445,0,56196,53,OK,13542,5184,5435,18.8,254164,0,515000,33826,1978-OK-6,1978,0,103512,139543,0.741792852,0,137498,193451,0.710763966,0
6,44591,15434,11761,86739,1,0,0,14080,188253,0,102915,8653,5856,7411,47,11.20587552,1149,22728,256012,4617,11793,69952,0,6820,2,0,196,,106.2417154,490518,0,68191,54,TN,5079,5217,10873,23.5,183651,508,50969,29465,1978-TN-1,1978,4,92143,142841,0.645073893,4,97781,168734,0.579497908,0
6,49717,15434,29130,74559,2,0,0,12507,185322,0,105095,4086,8471,11020,47,11.20587552,2287,32403,256012,4063,13924,51704,0,7285,0,0,445,,121.2254492,492539,0,29376,54,TN,10008,5564,7874,23.5,258743,0,52501,34545,1978-TN-2,1978,4,125082,152833,0.818422723,4,117256,186707,0.628021445,0
