,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CD,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FIPSTATE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,SC,STATE,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL,ID,party,candidatevotes,totalvotes,winratio,prev_party,prev_candidatevotes,prev_totalvotes,prev_winratio,flip
0,1,-0.7283114340000001,0.008851181,0.110357086,1.186406317,1,0,0,0.05314924099999999,0.10382103599999999,0,0.8122418779999999,0.027826938,0.054574736,35710,9,0.003805384,0.18005882,-0.33457433,0,382,-0.14229614599999998,0.7043643340000001,0,-0.840179978,0.0,0.0,0.004128181,0,-0.17909343100000003,0.240939478,0.0,0.008314186,1,CT,-0.034330288,-1.651572441,0.074255272,0.371832049,0.7375346559999999,0.07783122,0.014364419,-0.22359663100000002,1978-CT-1,0,-0.19206011,0.083530728,-0.590449259,0,0.473160645,0.9773381740000001,-0.754996153,0
1,1,-1.041666549,0.008851181,0.02420253,1.553645982,2,0,0,-0.247585783,-0.8861570320000001,0,1.074812507,0.059342293,0.073574127,10978,9,0.003805384,0.10132325699999999,-0.014599667,0,1834,-1.044694536,1.149813962,1,-0.9405344090000001,0.23076923100000002,0.2,0.17072576600000003,1,-0.314168453,0.241044349,0.0,0.046498857000000005,1,CT,0.896579183,-1.551586648,0.095542196,0.371832049,-0.924597577,0.316134674,0.012484898000000001,-1.3602940419999998,1978-CT-2,0,0.17870848399999997,-0.016457862,0.129861199,0,0.857793782,0.8757878090000001,-0.197109809,0
2,1,-0.827406318,0.008851181,0.09502888300000001,1.560141714,3,0,1,-0.46138265700000003,-0.174225558,0,0.859927222,0.019279928,0.064270117,16392,9,0.003805384,0.124940143,-0.68620898,0,382,-0.10016557400000001,0.95222879,0,-0.8899193470000001,0.0,0.0,0.002552548,0,-0.17913562800000002,0.240764693,0.0,0.006939381,1,CT,-0.758712267,-0.6004605510000001,0.095961369,0.371832049,0.69932315,0.0,0.014607005,-0.27987792,1978-CT-3,0,-0.350227988,-0.020405237,-0.688858495,0,0.287518633,0.934503216,-0.926699323,0
3,1,-0.797911575,0.008851181,0.10742683300000001,1.2730697290000001,4,0,1,-0.47224992600000004,-0.121234909,0,0.8899337429999999,0.010129824,0.039235234,21367,9,0.003805384,0.18752258600000002,-1.139680092,0,188,-0.240506142,1.319363109,0,-0.782296663,0.0,0.0,0.003061457,0,-0.003065896,0.24086676699999998,0.0,0.001032497,1,CT,-1.166598257,-1.256106243,0.086613712,0.371832049,0.9751716429999999,0.0,0.01427031,-0.25522468,1978-CT-4,4,-0.6933392490000001,-0.41458634200000005,-0.672644171,4,0.414538277,0.660116524,-0.480779135,0
4,1,-0.92632095,0.008851181,0.039394081000000004,1.816793165,5,0,1,-0.405493848,-0.48045245,0,1.353980507,0.0205383,0.020051003,13627,9,0.003805384,0.143385875,-1.134821239,0,585,-0.560913979,1.887518115,0,-0.825380765,0.0,0.0,0.002237073,0,-0.238321802,0.240796853,0.0,0.007579277,1,CT,-0.744434885,-1.3840872380000002,0.115539346,0.371832049,0.261552678,0.0,0.014174088,-1.0125177920000001,1978-CT-5,0,-0.35268641799999995,0.29827144,-1.092450629,4,1.245676195,1.171195849,-0.096160375,1
5,1,-1.0138027379999999,0.008851181,0.01473326,1.997902052,6,0,0,-0.263997576,-0.31084022,0,1.314436896,0.044986935,0.018983368,18225,9,0.003805384,0.136370032,-1.025678337,0,1491,-0.631274501,1.8700629880000001,0,-0.851826697,0.0,0.0,0.0035225670000000003,0,-0.306005923,0.240817828,0.0,0.031589709,1,CT,-0.502612203,-1.458951621,0.11396554,0.371832049,-0.273412278,0.0,0.014663843000000001,-0.9016642990000001,1978-CT-6,0,0.256549847,0.321068838,-0.267641048,0,0.647403111,1.210157527,-0.787671848,0
6,1,-0.424327881,0.000495708,0.002038372,1.821752482,1,0,1,-0.242928382,-0.88564385,0,0.948355065,0.086325153,0.11036264,12187,23,0.003805384,0.064725513,-0.39083180700000003,34400,4569,-1.110873114,0.470188241,1,-1.132924187,0.076923077,0.0,0.06418445,1,-0.335721356,0.2273244,0.131169177,0.058942535,2,ME,-0.085880444,-0.834107222,0.07871639999999999,-0.20706280100000002,-0.627496218,0.325317009,0.014114481000000002,-0.612832472,1978-ME-1,4,0.290059312,0.49950065,-0.45615452,4,0.934666254,1.4800195230000002,-0.734434778,0
7,1,-0.613288476,0.000495708,0.003074008,2.013482781,2,0,1,-0.604209615,-1.23695842,0,1.256406353,0.154151908,0.05561905,8021,23,0.003805384,0.078479487,-0.874547128,34400,26351,-1.0548708,0.7186763079999999,0,-1.21655288,0.076923077,0.2,0.064156527,0,-0.34727439,0.230541849,0.0,0.100875831,2,ME,-0.358311263,-1.0012388840000002,0.142446469,-0.20706280100000002,-0.936406238,0.0,0.011088481,-1.324820342,1978-ME-2,4,-0.5878138310000001,0.091755876,-1.196258909,4,1.578266749,0.8799956,0.645376844,0
8,1,-0.5639007189999999,0.02162639,0.009242004,1.416265809,1,0,0,-0.7663315190000001,-0.537979517,0,0.825836563,0.066466057,0.045854966,10888,25,0.003805384,0.09344669800000001,-0.152354285,27131,2473,-0.268455827,0.996385877,0,-0.990799194,0.076923077,0.0,0.014323236999999999,1,-0.325232503,0.190629269,0.0,0.044705256,3,MA,0.44875666,-1.418139725,0.127954906,0.340255966,0.026599385,0.31001311800000003,0.014789372,-1.108644019,1978-MA-1,4,0.583520984,-0.62327557,2.212116825,4,0.721540776,0.815259003,-0.287650691,0
9,1,-0.675978984,0.02162639,0.050827508,2.01030306,2,0,0,-0.99033032,-0.57279971,0,1.199684081,0.029319792999999997,0.04809938,14405,25,0.003805384,0.11947029,-0.996299585,27131,1233,-0.43546750799999995,1.5024484569999998,0,-0.994564675,0.076923077,0.2,0.065169648,0,-0.300318465,0.19458920600000001,0.0,0.017810226000000002,3,MA,-0.8906173609999999,-1.343312087,0.119341747,0.340255966,0.17543677100000002,0.0,0.014309551,-0.556261809,1978-MA-2,0,-0.22356542,-0.491794922,0.331880607,0,0.6337019939999999,0.285059758,0.313099257,0
10,1,-0.622764192,0.02162639,0.009707193000000001,1.641757797,3,0,0,-0.907162448,-0.5122380879999999,0,1.170605406,0.023726708,0.031559218,13736,25,0.003805384,0.123409503,-0.755997382,27131,543,-0.19806825,1.226909648,0,-0.9424609340000001,0.0,0.0,0.00480582,0,-0.23822536,0.190636261,0.0,0.014664472,3,MA,-0.465040109,-1.21443007,0.10307273800000001,0.340255966,0.18833986,0.0,0.014671728,-0.497820949,1978-MA-3,0,0.251205435,-0.157033124,0.49590408700000005,0,1.5573630680000001,-0.017531456,2.24395887,0
11,1,-0.6112468120000001,0.02162639,0.011975996000000001,0.5143820720000001,4,0,0,-0.9559542659999999,-0.323606233,0,0.678932277,0.016559859,0.06360487299999999,18526,25,0.003805384,0.17830835899999997,-0.53456993,27131,391,0.127797689,0.474591398,0,-0.8070787779999999,0.076923077,0.2,0.129807915,0,-0.192680102,0.19998657600000003,0.0,0.0067434109999999995,3,MA,-0.645198221,-1.482697631,0.072776115,0.340255966,0.675279209,0.0,0.013037575,-0.108100913,1978-MA-4,0,0.037856502,-0.9784872090000001,2.211154101,0,-0.047021487,0.709007884,-1.105257487,0
12,1,-0.9547664990000001,0.02162639,0.005198863,1.404488821,5,0,0,-0.744375201,-0.618093211,0,1.620322236,0.023755092999999998,0.132564269,13348,25,0.003805384,0.124337139,-0.432490968,27131,481,-0.486140146,1.262396697,0,-0.883877065,0.076923077,0.2,0.018080067,0,-0.22286011100000003,0.195825287,0.0,0.012579141,3,MA,-0.801959978,-1.219727429,0.107906325,0.340255966,0.479095526,0.376475732,0.013789127,-0.9438000670000001,1978-MA-5,0,-0.5285710220000001,0.08556527800000001,-1.099802872,0,0.899303292,0.786966451,-0.039964131,0
13,1,-0.44487499,0.02162639,0.007826368,1.3885560940000001,6,0,1,-0.922243556,-0.48989441100000003,0,1.050903839,0.017023445,0.07207743700000001,14421,25,0.003805384,0.119619874,-0.592950054,27131,413,0.049590635,1.073725837,0,-0.938870592,0.0,0.0,0.011792016,0,-0.201121463,0.199643997,0.0,0.006681096,3,MA,-0.7824010109999999,-1.073698876,0.115065036,0.340255966,0.676158103,0.0,0.015255941,-0.203607517,1978-MA-6,0,-0.343039754,0.22405382199999999,-0.9927143820000001,0,0.285866917,0.919890386,-0.914329328,0
14,1,-0.592643845,0.02162639,0.009358213,1.101618044,7,1,1,-0.465596496,-0.352662066,0,1.0233257040000001,0.00948868,0.12163989800000001,22166,25,0.003805384,0.146581612,-0.368102446,27131,97,-0.401481064,0.292676984,0,-0.894910798,0.0,0.0,0.016635667,0,0.28384867199999997,0.20059482899999997,0.117625077,0.000255476,3,MA,-0.6328165920000001,-0.079593808,0.10040581800000001,0.340255966,1.102801462,0.0,0.015854271,0.101961527,1978-MA-7,0,0.95340775,0.06756733200000001,1.166345196,0,1.3842307719999998,0.726155952,0.631175278,0
15,1,-0.278873547,0.02162639,0.024948599999999998,0.5387968679999999,8,1,1,-1.1699729220000001,0.438778017,0,-0.75585977,0.002152289,0.109849074,26364,25,0.003805384,0.242561131,0.024079238,27131,40,0.279843233,-0.245128874,0,-0.9902737779999999,0.076923077,0.0,0.01196766,0,1.178692672,0.19713408,0.117625077,0.0,3,MA,-0.29254446100000003,-0.281487991,0.141526572,0.340255966,1.118039427,0.0,0.012316958999999999,-0.17392231600000002,1978-MA-8,0,-0.207799404,-0.536155078,0.45604535799999996,0,0.599124274,0.163491577,0.45850974299999997,0
16,1,-0.521470895,0.02162639,0.215883242,0.519972517,9,1,1,-0.962607696,-0.643923244,0,0.6954346240000001,0.005653696,0.11542309699999999,21804,25,0.003805384,0.18747615399999998,-0.076404845,27131,125,0.042803907,-0.426964136,0,-1.005423269,0.076923077,0.0,0.009274277,0,0.138954945,0.196560784,0.117625077,0.00103547,3,MA,-0.36582943100000004,-0.6621563189999999,0.121569325,0.340255966,0.9955976540000001,0.485789244,0.012068556999999999,-0.606401637,1978-MA-9,0,-0.083675431,-0.894201175,1.650575378,0,-0.19234539,-0.355510366,0.11740703699999999,0
17,1,-0.8098154909999999,0.02162639,0.006240954,2.029694791,10,0,1,-0.496645835,-0.50290036,0,1.154484246,0.037414304,0.057975647000000005,12394,25,0.003805384,0.134760137,-0.62734914,27131,802,-0.415749372,1.411438152,0,-0.9526189740000001,0.076923077,0.0,0.013509188,0,-0.273005166,0.20127859,0.0,0.018878523,3,MA,-0.385364803,-1.361809501,0.100303486,0.340255966,-0.038119989,0.0,0.013754688999999999,-0.669058095,1978-MA-10,4,-0.20993716899999998,-0.013971188999999998,-0.479385502,4,1.776256013,0.12548061300000002,2.242507025,0
18,1,-0.51541619,0.02162639,0.024362015,1.164701587,11,1,1,-0.472471707,-0.43481949999999997,0,1.087547132,0.006024544000000001,0.109332039,20078,25,0.003805384,0.148646943,-0.05712024,27131,130,0.557393788,-0.005112994,0,-0.9259103340000001,0.0,0.0,0.01158839,0,0.122252129,0.19950976199999998,0.117625077,0.000438672,3,MA,-0.606341681,-0.35997685,0.100876163,0.340255966,1.062157166,0.368167906,0.014928946,0.461015274,1978-MA-11,0,0.63351796,-0.38323339799999995,1.644035137,0,0.562786529,0.37837059999999995,0.076893005,0
19,1,-0.411482764,0.02162639,0.017110045,1.407658742,12,0,1,0.407333482,-0.9114581909999999,0,1.175784584,0.0294508,0.07052428200000001,14258,25,0.003805384,0.137756024,-0.6885400779999999,27131,1098,0.065575862,0.08568960699999999,1,-1.006474101,0.076923077,0.2,0.052279865,1,-0.293846018,0.19934616300000002,0.0,0.014830776,3,MA,-0.9378259040000001,-1.0594040059999998,0.130001432,0.340255966,-0.23395184,0.0,0.014356815,-0.328193412,1978-MA-12,0,1.7841699,0.158217857,2.2136641580000003,0,3.016775726,0.932056007,2.243247341,0
20,1,-0.702719067,0.0,0.004335805,2.032592461,1,0,1,-0.701349689,-0.63800192,0,0.967070275,0.045720763,0.142434546,9081,33,0.003805384,0.086759443,-0.251452838,83,2749,-1.009928062,1.097250832,0,-1.0503463259999999,0.23076923100000002,0.2,0.062471793,1,-0.332492003,0.04749686400000001,0.0,0.032333872,4,NH,-0.25724881,-1.330086178,0.111062953,-0.291265689,-0.475402025,0.065588107,0.014302623,-0.69068218,1978-NH-1,0,-0.7278908740000001,-0.582984516,-0.44711082,0,-0.086608509,-0.199329145,0.017296112,0
21,1,-0.67577724,0.0,0.002486188,2.106005606,2,0,0,-0.729072313,-0.507006049,0,0.853224608,0.068465028,0.045912955,8802,33,0.003805384,0.080268485,-0.9681889220000001,83,6278,-1.1988601540000001,1.4368574719999998,0,-1.041151548,0.0,0.0,0.004340272,0,-0.342098859,0.0524342,0.0,0.053135431,4,NH,-0.318896196,-1.476406401,0.064917358,-0.291265689,-0.658193792,0.0,0.014197375,-1.0023374870000001,1978-NH-2,4,-0.6787757259999999,-0.759555671,0.005963288000000001,4,-0.273306536,-0.050366309000000005,-0.513696324,0
22,1,-0.634713149,0.002537087,0.026823626,2.0383629709999997,1,0,1,-0.881879415,-0.641785423,0,0.623184159,0.018455224,0.096702761,12662,44,0.003805384,0.154541439,-0.794592011,0,278,-1.106411325,1.259968151,0,-1.043165643,0.307692308,0.0,0.263581214,0,-0.129170445,0.19902316,0.0,0.006489788000000001,5,RI,-0.625618256,-1.347694006,0.106863391,0.413933493,0.720443244,0.0,0.014019857,-0.817249436,1978-RI-1,0,-0.6191053639999999,-0.45352102899999996,-0.472387723,0,0.15351304400000002,0.307014215,-0.383747351,0
23,1,-0.605370007,0.002537087,0.029905761,1.9907282430000002,2,0,1,-0.5778176770000001,-0.6429994929999999,0,0.678748895,0.017973026,0.118762903,12814,44,0.003805384,0.10884145099999999,0.040851173,0,771,-0.762861245,1.066833842,0,-1.039487732,0.076923077,0.0,0.130263787,1,-0.270384634,0.19740255,0.0,0.010818296000000002,5,RI,0.32550768,-1.357344261,0.130898613,0.413933493,0.5063626520000001,0.15347617,0.015288433,-0.7998483040000001,1978-RI-2,0,-0.602297188,-0.028491271000000002,-1.071979415,0,1.1764666000000001,0.569516979,0.602410256,0
24,2,-1.081540674,0.030485377,0.135840777,1.808374746,1,0,0,-0.126493362,-0.889671749,0,1.29198999,0.043088768,0.119708021,16036,34,0.006298677,0.056811930999999996,-0.673431764,17109,508,-0.708031975,0.6861847390000001,0,-0.990536486,0.0,0.0,0.017725397,0,-0.228371552,0.202604162,0.12910504,0.029247705,12,NJ,-0.926714595,-0.23492864600000002,0.119932375,0.7612704029999999,0.568504744,0.0,0.014119004,-0.683847702,1978-NJ-1,0,-0.10262137199999999,-0.593678948,0.788951758,0,0.693705305,0.44602976299999997,0.15525249,0
25,2,0.05604602,0.030485377,0.142103475,1.506723448,2,0,1,0.083089674,-1.097793043,0,0.699849747,0.08237771,0.068200707,12688,34,0.006298677,0.09098928699999999,-0.5206969220000001,17109,2375,0.097526927,0.034124062999999996,0,-1.102187359,0.23076923100000002,0.2,0.042767322,1,-0.323750697,0.20277754899999997,0.0,0.050135274,12,NJ,-0.650693761,-0.862075206,0.18221247100000001,0.7612704029999999,-0.231905323,0.0,0.01305477,-0.727224869,1978-NJ-2,0,0.075668218,0.034858021,-0.11232416099999999,0,0.8325848090000001,1.058184096,-0.43066708299999995,0
26,2,-0.600863818,0.030485377,0.089103869,0.414176266,3,0,1,-0.45140251299999995,-1.393280262,0,1.242090851,0.02463368,0.172124429,16307,34,0.006298677,0.107898969,-0.343880432,17109,447,-0.650226897,-0.509608516,0,-0.9049812690000001,0.076923077,0.2,0.127028175,0,-0.212506112,0.199244088,0.0,0.018343834,12,NJ,-0.964608548,-0.430852577,0.106730194,0.7612704029999999,0.420473976,0.0,0.013293277,-0.897627548,1978-NJ-3,0,-0.71046809,-0.327013727,-0.839585221,0,0.43755398700000003,0.61928863,-0.403434311,0
27,2,-1.259708731,0.030485377,0.140374978,1.359012595,4,0,0,-0.77098892,-1.067911178,0,0.942557361,0.031706984,0.07209558099999999,13753,34,0.006298677,0.103441622,-0.013728747,17109,449,-0.540276491,0.7590466779999999,0,-0.922932978,0.23076923100000002,0.4,0.352500497,0,-0.21241477,0.202664288,0.0,0.019268713,12,NJ,0.582680546,-0.73528289,0.08459443,0.7612704029999999,0.631431886,0.0,0.012574033,-1.48504008,1978-NJ-4,0,-1.086981928,-0.945604005,-0.48333361700000005,0,0.061639743,0.022961928,-0.110658675,0
28,2,-1.252459791,0.030485377,0.036388854,0.383374475,5,0,0,-0.9375464440000001,-0.455966054,0,1.365802805,0.021084545,0.04750676400000001,23786,34,0.006298677,0.126769417,-0.8767548009999999,17109,519,-0.150157865,0.866321771,0,-0.648665894,0.0,0.0,0.003749959,0,-0.23094205899999998,0.20261115300000002,0.0,0.018695339,12,NJ,-0.869709912,-0.9964596809999999,0.02012391,0.7612704029999999,0.523979713,0.637079143,0.015522299,-0.9604699409999999,1978-NJ-5,4,-0.245771452,-0.502784973,0.313332127,4,0.725629449,0.6433557839999999,-0.07130004,0
29,2,-1.126337205,0.030485377,0.048463274,0.536463801,6,0,0,-0.577595896,-1.139218923,0,1.66909188,0.02544775,0.14120701300000002,16940,34,0.006298677,0.07604114,-0.555661257,17109,629,-0.614182848,0.23570676899999998,0,-0.870128683,0.076923077,0.2,0.058365642,1,-0.251685877,0.20279293,0.0,0.015852888,12,NJ,-1.0176711840000001,-0.554087576,0.075506709,0.7612704029999999,0.285120678,0.0,0.014456133999999999,-0.382347476,1978-NJ-6,4,-0.547543685,-0.34042089200000003,-0.533568212,4,0.403869818,0.78768829,-0.637863217,0
30,2,-1.0509519729999999,0.030485377,0.033417018,0.525436244,7,0,0,-0.796271953,-0.25766331800000003,0,1.3298145129999999,0.0065064630000000005,0.033880132,22804,34,0.006298677,0.154813029,-1.070168408,17109,145,0.09133682300000001,0.677031305,0,-0.645250691,0.0,0.0,0.00174068,0,0.077172452,0.205396532,0.0,7.25e-05,12,NJ,-1.210162885,-0.31068607,0.071792076,0.7612704029999999,1.092154803,0.0,0.016939231000000003,0.469439848,1978-NJ-7,0,-0.8438378959999999,-0.324179267,-1.076319532,0,0.257814828,0.767371175,-0.79256894,0
31,2,-0.690704848,0.030485377,0.11393471699999999,2.45967763,8,0,0,-0.8013729159999999,-0.128528201,0,0.454981842,0.009923099,0.037626501,15411,34,0.006298677,0.21726389899999998,-1.210517319,17109,189,-0.549294787,2.013771459,0,-0.949466479,0.0,0.0,0.00416956,0,-0.02332006,0.203117331,0.0,0.000479937,12,NJ,-1.06647368,-0.7171712809999999,0.18336202399999998,0.7612704029999999,0.978127845,0.0,0.013524301,-0.29114792,1978-NJ-8,0,-1.080648799,-1.2941555340000002,0.445468154,0,-0.058583497000000005,-0.270562289,0.18922693100000001,0
32,2,-0.710114958,0.030485377,0.023400281000000002,1.47030339,9,0,1,-0.646791565,0.10159631300000001,0,0.510141258,0.005027885,0.037022101,23524,34,0.006298677,0.264014103,-1.29053293,17109,98,-0.513059858,1.118916382,0,-0.8054149620000001,0.0,0.0,0.003720647,0,0.27983391399999996,0.20319843199999998,0.0,0.0,12,NJ,-1.2189609540000002,1.0423064290000001,0.12066935599999999,0.7612704029999999,1.118039427,0.0,0.015284009,0.115455449,1978-NJ-9,4,-0.9742415529999999,-0.306146543,-1.32727248,4,-0.096139721,0.577122693,-1.0331440109999999,0
33,2,-0.97526541,0.030485377,0.561971036,2.230369476,10,1,1,-1.169307579,-0.772613601,0,0.888726103,0.006060276,0.07610122700000001,19544,34,0.006298677,0.168558714,-0.584679527,17109,30,-0.106986926,0.9926745379999999,0,-1.16690108,0.0,0.0,0.003812191,0,1.7059005669999998,0.202904792,0.0,0.0,12,NJ,-0.708385206,0.025524696,0.218494877,0.7612704029999999,1.118039427,0.477918671,0.0074875359999999995,-1.7350343990000001,1978-NJ-10,0,-1.466034361,-1.80820122,1.2718927290000002,0,-0.6162676979999999,-1.10544784,1.032478444,0
34,2,-0.34362600299999996,0.030485377,0.072003848,1.002610096,11,0,0,-0.921578213,0.06642936299999999,0,0.266516337,0.0054263359999999995,0.05350114,26971,34,0.006298677,0.179252548,-0.581482151,17109,87,0.722105665,0.883458436,0,-0.798409417,0.0,0.0,0.002523177,0,0.35479218799999995,0.198821807,0.0,0.0,12,NJ,-1.007218491,-0.38861034899999997,0.08286322900000001,0.7612704029999999,1.118039427,0.0,0.01578786,-0.137722512,1978-NJ-11,0,-0.5783275,-0.740549144,0.173233484,0,0.48797193200000005,0.37402196299999996,-0.018116287,0
35,2,-0.779221334,0.030485377,0.12461964099999999,1.4503960790000001,12,0,1,-0.888532845,-0.06641249,0,0.888106113,0.006141059,0.038573674,21999,34,0.006298677,0.19270479199999999,-1.034747198,17109,89,-0.060069169000000006,1.5048347519999998,0,-0.7739775790000001,0.0,0.0,0.002827648,0,0.342713376,0.202443359,0.0,0.0,12,NJ,-1.100802495,-0.36274502399999997,0.079334548,0.7612704029999999,1.118039427,0.0,0.0153286,-0.367984828,1978-NJ-12,4,-0.403137669,-0.669270322,0.370143589,4,0.703155285,0.31194384399999997,0.36761348200000005,0
36,2,-1.0617250809999998,0.030485377,0.017684044,1.4875417309999999,13,0,0,-0.257565927,-0.648673653,0,1.316908593,0.081416835,0.131885369,16007,34,0.006298677,0.10000770699999999,-0.08520212,17109,1717,-0.340756124,1.072383615,0,-0.866450772,0.076923077,0.0,0.006465807,0,-0.31379902,0.202830683,0.0,0.079565508,12,NJ,-0.30370965899999997,-0.655745155,0.055387529000000005,0.7612704029999999,-0.549939536,0.0,0.014108182,-1.268675685,1978-NJ-13,4,-0.872083114,-0.324335771,-1.125338308,0,-0.154707934,0.6952049220000001,-1.224625251,1
37,2,-0.567715002,0.030485377,0.137268469,2.29121409,14,0,1,-1.4023994,-0.24412756600000002,0,0.259041148,0.005260928000000001,0.07359365,23964,34,0.006298677,0.257306677,-0.660771715,17109,32,0.221542147,1.1984667279999999,0,-1.05244799,0.076923077,0.0,0.009674854,0,1.576304525,0.20251607,0.0,0.0,12,NJ,-1.025884604,2.1826017909999997,0.158483185,0.7612704029999999,1.118039427,0.0,0.012323198999999998,-1.2525633090000001,1978-NJ-14,0,-1.147133287,-1.085448916,-0.307840454,0,-1.024349782,-0.401338314,-1.260234652,0
38,2,-1.407271715,0.030485377,0.064989531,2.1960712780000002,15,0,1,-0.823551015,-0.190733928,0,1.056476443,0.011114087,0.054876293,14680,34,0.006298677,0.138381685,-0.661350613,17109,207,-0.305966901,1.882023675,0,-0.8610214740000001,0.0,0.0,0.00335296,0,-0.051963562000000005,0.20253005300000002,0.0,0.004381456,12,NJ,-0.481933102,0.18522915,0.07374744,0.7612704029999999,1.019072833,0.0,0.015666064,-0.6028017920000001,1978-NJ-15,0,-1.442786168,-0.9020611479999999,-1.373098344,0,-0.130906982,0.180850915,-0.61832167,0
39,2,-1.1076827470000001,0.211230058,0.037672855,0.279688634,1,0,1,-0.13048542,-1.632864364,0,1.66932874,0.042994697000000005,0.068015583,13858,36,0.006298677,0.11368823300000001,0.37639884700000004,22418,195,1.213013723,-0.835753532,0,-0.874156871,0.0,0.0,0.007904088,0,-0.040390574,0.18825778199999998,0.0,0.016413435,13,NY,0.134058022,-0.699164365,0.08693726199999999,1.708552885,0.191508543,0.0,0.012854991999999999,-1.074699393,1978-NY-1,4,-0.9179114490000001,-0.131401267,-1.449083765,0,0.508361143,0.66733491,-0.372426924,1
40,2,-1.333595318,0.211230058,0.037948651,1.0058318529999999,2,0,1,-0.372670261,-1.468059814,0,2.055874582,0.007185866999999999,0.044270972,14601,36,0.006298677,0.10631205,0.12034322900000001,22418,402,0.745545143,-0.265699573,0,-0.848323924,0.0,0.0,0.002912102,0,-0.199674121,0.18822981600000002,0.0,0.0,13,NY,0.260552513,0.559205579,0.055021557,1.708552885,1.116259105,0.0,0.012918556000000001,-1.02449006,1978-NY-2,0,-1.2059485429999999,-0.8630569029999999,-0.915617861,0,-0.564089729,-0.170103485,-0.803275354,0
41,2,-1.511650862,0.211230058,0.058289348,0.217005499,3,0,1,-0.6607637679999999,-1.008844758,0,2.392220561,0.008953207,0.044836223,19023,36,0.006298677,0.121226648,-0.228420006,22418,412,1.274197808,-0.071595613,0,-0.6330785560000001,0.0,0.0,0.0038015590000000004,0,-0.203261967,0.18847032100000002,0.0,0.0005650280000000001,13,NY,-0.681373215,-0.388471083,0.031749854,1.708552885,1.0559166229999999,0.40752077,0.015986131,-0.597815918,1978-NY-3,0,-1.053125077,-0.5058628820000001,-1.193622814,0,-0.453262314,0.20907304300000001,-1.113592057,0
42,2,-1.5289966119999998,0.211230058,0.03678194,0.260195085,4,0,1,-0.699797222,-0.732766438,0,2.207785755,0.003336473,0.051472786,21715,36,0.006298677,0.107829364,-0.059140635999999996,22418,97,2.050742172,-0.403583935,0,-0.634829943,0.0,0.0,0.003227462,0,0.271943622,0.18807320800000002,0.0,0.0,13,NY,-0.975639391,0.25034998399999997,0.048198134000000004,1.708552885,1.117882058,0.0,0.017084237,0.298968759,1978-NY-4,4,-0.792852204,-0.42531555200000004,-0.83569864,4,-0.533438218,0.36030703,-1.386762355,0
43,2,-0.7785126309999999,0.211230058,0.09171080300000001,0.154266556,5,0,1,-0.927122737,-0.5363901179999999,0,1.185968345,0.005954131999999999,0.054490408,24176,36,0.006298677,0.160250006,0.001384535,22418,65,2.187691338,-0.564516632,0,-0.6588239339999999,0.0,0.0,0.011731328000000001,0,0.578155811,0.18819066399999998,0.0,0.0,13,NY,-0.995351098,0.31244102,0.055455005999999994,1.708552885,1.118039427,0.0,0.016588196,0.386908715,1978-NY-5,4,-0.952837182,-0.389128377,-1.177433642,4,-0.343003523,0.504762776,-1.277742919,0
44,2,-0.677897215,0.211230058,0.023122097,0.03108986,6,1,1,-0.9532928940000001,-0.179034475,0,0.585109422,0.003387915,0.064893505,28153,36,0.006298677,0.222775964,-0.055887492000000004,22418,64,1.879836041,-0.34460650200000004,1,-0.6254600260000001,0.0,0.0,0.015089021999999999,0,0.592468364,0.188062022,0.846113343,0.0,13,NY,-1.000452039,0.257635825,0.047898536,1.708552885,1.118039427,0.0,0.017232328,0.337346085,1978-NY-6,0,-0.94049159,-0.576533078,-0.869458086,0,-0.17953782399999998,0.21801679899999998,-0.735238521,0
45,2,-0.482774659,0.211230058,0.39643087,0.716518751,7,1,0,-1.4434288830000002,0.10821081099999999,0,0.006420011999999999,0.006831499,0.142670326,28863,36,0.006298677,0.29678499399999997,0.792315834,22418,19,2.531623176,-0.33094941899999997,0,-0.9027044670000001,0.0,0.0,0.00464471,0,2.82290828,0.187848085,0.846113343,0.0,13,NY,-0.82158524,2.695726809,0.12027734300000001,1.708552885,1.118039427,0.0,0.01209621,-0.149191339,1978-NY-7,0,-1.441690563,-1.578244854,0.323951667,0,-0.782468205,-0.989284645,0.317597428,0
46,2,-0.576606917,0.211230058,0.04681558,0.491208221,8,1,1,-1.246709145,0.814603805,0,-0.8692323590000001,0.000306235,0.09550356900000001,34490,36,0.006298677,0.452611734,-0.026922061,22418,19,1.5786053169999998,0.27743518899999997,0,-0.821527715,0.0,0.0,0.007027023,0,2.824550757,0.188186469,0.846113343,0.0,13,NY,-1.078794384,1.4157373030000002,0.106459829,1.708552885,1.118039427,0.0,0.014044747,1.269321599,1978-NY-8,0,-1.094677881,-1.2617418409999999,0.30590297,0,-0.326296825,-0.558153345,0.272572933,0
