STATE,SC,CD,DC,UNION,INTRLAND,VABEDS,COAST,PORT,CITY,LANDSQMI,POPULATN,POPSQMI,BLACK,BLUCLLR,CONSTRCT,EMPLYD,ENROLL,FARMER,FORBORN,GVTWRKR,MANUF,RURLFARM,TRANSPRT,UNEMPLYD,URBAN,VETERANS,WHLRETL
IL,21,15,0,27.3,0,0,0,,0,3728,217334,58.29774678,2841,24418,2583,71603,36706,18404,16,2004,14846,59705,5058,11681,107677,,8786
IL,21,16,0,27.3,0,0,0,,0,2997,276685,92.32065399,3197,39836,5299,99932,45675,14989,13,2315,28466,48017,7373,12266,149445,,13992
IL,21,17,0,27.3,0,286,0,,0,3863,176337,45.64768315,2067,13476,2803,56251,31047,18828,8,1571,4614,58977,4080,7123,65294,,7199
IL,21,18,0,27.3,0,2050,0,,0,4180,235134,56.25215311,5540,25214,3036,74691,40207,20045,37,1639,12778,69083,5417,11612,93237,,8902
IL,21,19,0,27.3,0,0,0,,0,4457,284001,63.72021539,4544,29437,5057,98446,50171,22583,12,6323,13105,77102,9736,13092,139580,,13842
IL,21,20,0,27.3,0,0,0,,0,4351,162528,37.35417145,1329,11121,2078,49206,28968,20219,43,1257,4247,67335,2778,10033,46209,,4679
IL,21,21,0,27.3,0,0,0,,0,3167,237279,74.92232397,3932,26538,3129,76778,41046,15052,39,4829,8929,52343,5675,16402,123123,,10805
IL,21,22,0,27.3,0,0,0,,0,2729,359343,131.6757054,28772,55062,4754,116640,64446,15124,22,3408,39076,47941,11113,26298,216566,,12435
IL,21,23,0,27.3,0,0,0,,0,4749,243130,51.19604127,2481,28381,3115,77195,44103,22814,5,1659,10819,96850,5513,12808,77787,,8232
IL,21,24,,,,,,,,,,,,,,,,,,,,,,,,,
,21,24,0,27.3,0,0,0,,0,4207,174396,41.45376753,3824,14684,1930,47088,33000,17945,3,1192,4553,83002,2279,15099,38739,,3869
IL,21,25,0,27.3,0,202,0,,0,3357,262426,78.17277331,21225,26562,2248,63420,48855,13260,91,1831,7358,69294,4788,28820,108968,,6881
IL,21,99,0,27.3,0,0,0,,1,55947,7897241,141.1557546,387446,1132031,117372,2874431,1335674,279216,1052,99965,822577,968103,257998,486392,5809650,,454744
IN,22,0,0,23,0,0,0,,0,36205,3427796,94.67742025,121916,469163,,1151703,628125,202030,172,,,812651,,179675,1887712,102564,151747
IN,22,1,0,23,0,0,1,,0,514,293195,570.4182879,27253,63014,2985,103614,57404,2167,38,2278,59632,8845,7143,15126,264780,,11976
IN,22,2,0,23,0,0,1,,0,5245,253952,48.41792183,903,26169,4524,86479,45825,27259,18,2022,13497,97997,6285,8445,80561,,9544
IN,22,3,0,23,0,0,1,,0,1987,324052,163.0860594,5515,54191,3904,115962,62337,11506,32,2618,48571,50515,7517,15789,225772,,15150
IN,22,4,0,23,0,0,0,,0,3184,288062,90.47173367,2655,37278,4493,100035,53707,21458,6,2220,27405,83128,7484,11635,152179,,13994
IN,22,5,0,23,0,1952,0,,0,3579,356528,99.6166527,4863,50420,4659,118224,64283,22556,2,2650,40621,87276,7260,16330,195551,,14493
IN,22,6,0,23,0,0,0,,0,4138,281124,67.93716771,5364,29066,4586,86750,49894,22126,7,2422,13263,86331,6763,19752,105339,,11068
IN,22,7,0,23,0,0,0,,0,4688,285772,60.95819113,2290,27133,3767,78971,56908,22526,9,2193,10244,103151,5473,21496,98531,,7745
IN,22,8,0,23,0,0,0,,0,3918,336364,85.85094436,11907,44997,4942,107635,62127,20755,7,2875,31444,90866,6779,19575,161460,,12308
IN,22,9,0,23,0,0,0,,0,5012,241323,48.1490423,1621,23179,3155,72912,45791,26744,5,1615,15601,110645,3436,13627,61800,,5887
IN,22,10,0,23,0,0,0,,0,3538,306498,86.6302996,7596,42972,4592,105810,54909,22318,13,2190,34652,81405,5210,11957,150860,,12749
IN,22,11,0,23,0,345,0,,1,402,460926,1146.58209,51949,70744,8599,175311,74940,2615,35,9716,50655,12492,16831,25943,390879,,36687
MI,23,0,0,21.2,149485,0,0,,0,57022,5256106,92.17680895,208345,823688,,1824953,1042093,210462,770,,,860202,,300924,3454867,146904,250310
MI,23,1,0,21.2,149485,0,1,,1,121,370874.632,3065.079603,30045.728,72320.464,5352.008,140730.744,69736.736,570.032,71.576,4353.624,67909.432,2961.112,8003.816,23622.104,355079.704,,22176.232
MI,23,2,0,21.2,149485,0,1,,0,2737,285648,104.3653635,7297,37607,3807,98294,51664,17258,42,2689,28039,68185,6882,12140,127221,,12477
MI,23,3,0,21.2,149485,0,0,,0,2950,283352,96.05152542,4367,39647,4119,98940,52484,18223,23,2366,32430,71971,5668,11388,137375,,12384
MI,23,4,0,21.2,149485,0,1,,0,3561,242339,68.05363662,4929,29806,3605,84481,46374,26082,37,1603,22493,100739,3802,9447,77820,,8438
MI,23,5,0,21.2,149485,0,1,,0,1426,305998,214.5848527,2837,47636,4565,106681,61184,10179,29,2649,38415,44300,6982,13394,195613,,16563
MI,23,6,0,21.2,149485,0,0,,0,1774,379423,213.8799324,8480,63804,4856,131110,81967,9857,49,5657,57524,49931,5182,18124,246127,,19527
MI,23,7,0,21.2,149485,0,1,,0,4479,314368,70.18709533,3719,37478,4212,103038,66472,32569,58,3648,26738,117592,5350,11040,99148,,10175
MI,23,8,0,21.2,149485,0,0,,0,3776,294842,78.08315678,3955,34682,3611,96236,58502,26683,28,2157,25166,100837,5315,13630,130810,,12401
MI,23,9,0,21.2,149485,0,1,,0,5777,236861,41.0006924,3081,29036,2955,74286,49745,18000,17,1868,23336,76584,3558,14648,107969,,8300
MI,23,10,0,21.2,149485,0,1,,0,7572,218768,28.89170629,676,21639,3337,67844,46710,22165,18,1742,13933,90511,2822,11400,71685,,7272
MI,23,11,0,21.2,149485,0,1,,0,12780,224551,17.57050078,241,22218,3066,63302,49793,17488,15,3096,13329,72657,4108,18158,91564,,6727
MI,23,12,0,21.2,149485,0,1,,0,8706,200265,23.00310131,164,24411,1927,49418,42309,4805,20,2082,9144,31502,3123,28138,96648,,6643
MI,23,13,0,21.2,149485,0,1,,1,121,370874.632,3065.079603,30045.728,72320.464,5352.008,140730.744,69736.736,570.032,71.576,4353.624,67909.432,2961.112,8003.816,23622.104,355079.704,,22176.232
MI,23,14,0,21.2,149485,0,1,,1,121,370874.632,3065.079603,30045.728,72320.464,5352.008,140730.744,69736.736,570.032,71.576,4353.624,67909.432,2961.112,8003.816,23622.104,355079.704,,22176.232
MI,23,15,0,21.2,149485,0,1,,1,121,370874.632,3065.079603,30045.728,72320.464,5352.008,140730.744,69736.736,570.032,71.576,4353.624,67909.432,2961.112,8003.816,23622.104,355079.704,,22176.232
MI,23,16,0,21.2,149485,455,1,,1,121,370874.632,3065.079603,30045.728,72320.464,5352.008,140730.744,69736.736,570.032,71.576,4353.624,67909.432,2961.112,8003.816,23622.104,355079.704,,22176.232
MI,23,17,0,21.2,149485,0,0,,1,877,415317.84,473.5665222,18370.36,74121.68,6323.96,147669.28,86205.32,4302.84,76.12,3760.88,69898.84,20587.44,7555.92,21306.48,297488.48,,18510.84
OH,24,0,0,25.5,71,0,0,,0,41122,6907612,167.978503,339461,1006801,107337,2344967,1249461,251235,716,72928,783197,1070299,178696,420720,4612986,197687,346400
OH,24,1,0,25.5,71,0,0,,1,207,310993.5,1502.384058,32122,48650,6158,114493.5,50672,1519,25,3836.5,38761,7805.5,9349,17810,272383,,23817.5
OH,24,2,0,25.5,71,0,0,,1,207,310993.5,1502.384058,32122,48650,6158,114493.5,50672,1519,25,3836.5,38761,7805.5,9349,17810,272383,,23817.5
OH,24,3,0,25.5,71,0,0,,1,1364,439058,321.8900293,28060,74719,6786,158074,75724,9503,29,5674,68597,43725,7054,20586,312034,,23552
OH,24,4,0,25.5,71,0,0,,0,2685,245130,91.29608939,3550,30590,3531,82630,45008,20414,6,1845,22398,78681,5049,9169,109555,,9779
OH,24,5,0,25.5,71,0,0,,0,2965,163561,55.16391231,433,13708,2504,51940,31037,20918,9,1118,6839,77827,3061,6278,41128,,5218
OH,24,6,0,25.5,71,0,0,,0,3143,207229,65.93350302,4607,21226,2751,58635,42171,18068,3,1431,13215,78115,4500,15497,55431,,5355
OH,24,7,0,25.5,71,1004,0,,1,3836,302068,78.7455683,17170,34778,4851,98243,54239,24642,11,3938,23709,93395,5726,13477,134495,,11484
OH,24,8,0,25.5,71,0,0,,0,2618,183187,69.97211612,1208,20613,2655,60933,33635,16934,6,1517,13101,58962,5049,7165,90411,,6619
OH,24,9,0,25.5,71,0,1,25604315,1,606,368693,608.4042904,15134,56114,5402,126686,65359,4722,30,3800,44160,19733,17592,28611,291537,,23260
OH,24,10,0,25.5,71,0,0,,0,2696,180482,66.94436202,4911,16453,2067,42940,36565,10861,12,1189,5885,64349,3599,15808,58363,,4115
OH,24,11,0,25.5,71,2262,0,,1,2529,181117,71.61605378,4213,20563,2289,51795,34778,12581,2,1617,12551,61358,3199,10378,63167,,4829
OH,24,12,0,25.5,71,0,0,,1,538,388712,722.5130112,38938,51782,7606,139891,63099,3546,24,9562,32784,15583,14590,20777,330268,,27877
OH,24,13,0,25.5,71,0,1,,0,2340,219310,93.72222222,2629,27940,3089,72323,41069,15739,18,1745,18409,61912,6592,9665,102042,,8067
OH,24,14,0,25.5,71,0,1,,0,1836,531489,289.4820261,18424,87807,6110,180127,102739,12502,90,4294,81704,58371,10560,35487,399765,,23882
OH,24,15,0,25.5,71,0,0,,0,3110,199609,64.1829582,4482,20665,2772,58340,37599,16169,17,1658,11829,72173,3152,13542,67087,,6434
OH,24,16,0,25.5,71,0,0,,0,2136,372099,174.2036517,8433,58311,4631,123614,69972,14318,38,2669,46600,63603,8576,18390,221608,,15834
OH,24,17,0,25.5,71,0,0,,0,3164,254315,80.37768647,4047,34068,3994,87226,43826,18573,18,2260,26269,73205,5029,9417,118312,,9590
OH,24,18,0,25.5,71,0,0,,0,2292,321626,140.3254799,9483,52963,3385,99569,63490,11566,56,2027,32709,59077,6061,22300,156944,,9796
OH,24,19,0,25.5,71,0,1,,1,1755,441240,251.4188034,21525,75954,5037,144486,86837,10191,96,3088,64274,49185,12131,33044,308301,,18466
OH,24,20,0,25.5,71,964,1,,1,152,304312.5,2002.055921,21786.25,50209.25,4543.25,113412.25,51981.25,594.5,47.75,3796.5,43239,1764,9195.75,23180.25,295872.5,,20581.25
OH,24,21,0,25.5,71,0,0,,1,152,304312.5,2002.055921,21786.25,50209.25,4543.25,113412.25,51981.25,594.5,47.75,3796.5,43239,1764,9195.75,23180.25,295872.5,,20581.25
OH,24,22,0,25.5,71,0,1,,1,789,678075,859.4106464,44397.5,110828.5,10474.5,251703.5,117007.5,5761,105.5,8230,94164,21906,20086.5,49148.5,616027,,43422.5
OH,24,99,0,25.5,71,0,0,,0,41122,6907612,167.978503,339461,1006801,107337,2344967,1249461,251235,716,72928,783197,1070299,178696,420720,4612986,,346400
WI,25,0,0,30.9,6151,0,0,,0,54715,3137587,57.3441835,12158,357810,,1060758,609846,271323,300,,,872189,,166794,1679144,94195,134137
WI,25,1,0,30.9,6151,0,1,,0,2477,293974,118.6814695,1838,41623,3791,102596,55851,18499,30,2308,37017,58160,4408,16054,188550,,12808
WI,25,2,0,30.9,6151,0,0,,0,3987,319069,80.02733885,665,32698,4885,114759,56861,30845,29,5210,21340,93508,5416,11411,144281,,14677
WI,25,3,0,30.9,6151,757,0,,0,7566,290719,38.42439863,181,19542,3385,92532,57455,42584,33,2177,9601,131702,4775,12664,85248,,8712
WI,25,4,0,30.9,6151,0,1,7099476,1,120,383442.5,3195.354167,4534.5,62735,5805.5,136545,72874,1154,44.5,5170.5,53470.5,4627.5,10408.5,26927,352836,,24146
WI,25,5,0,30.9,6151,0,1,7099476,1,120,383442.5,3195.354167,4534.5,62735,5805.5,136545,72874,1154,44.5,5170.5,53470.5,4627.5,10408.5,26927,352836,,24146
WI,25,6,0,30.9,6151,0,1,,0,2662,284114,106.7295267,57,38013,3656,99512,53355,24731,19,2204,31138,75410,4411,10877,155511,,11380
WI,25,7,0,30.9,6151,1473,0,,0,8116,295305,36.38553475,63,25519,2904,95748,60479,40064,23,1843,17651,132489,4217,12354,95390,,8752
WI,25,8,0,30.9,6151,0,1,,0,6563,329815,50.25369496,77,36354,3718,110913,67088,34732,22,2496,27046,103478,5908,15696,160433,,13484
WI,25,9,0,30.9,6151,0,0,,0,8635,294618,34.11905038,105,18155,3091,94729,58984,47767,16,1977,9645,154294,4376,11887,64308,,8322
WI,25,10,0,30.9,6151,0,1,,0,14470,263088,18.18161714,103,20436,2337,76879,54025,29793,39,2239,9802,113893,6451,21997,79751,,7710
IA,31,0,0,18.2,1000,0,0,,0,55986,2538268,45.33754867,16694,211607,,862781,486285,305107,182,,,916768,,95088,1084231,85483,111804
IA,31,1,0,18.2,1000,0,0,,0,5946,338261,56.88883283,2775,36234,5227,119886,59935,33905,18,3052,22095,100133,7538,11057,178749,,16611
IA,31,2,0,18.2,1000,0,0,,0,7938,392052,49.38926682,1127,35928,5767,135667,72279,46789,33,3114,19286,136679,9397,12895,179239,,16876
IA,31,3,0,18.2,1000,0,0,,0,7466,344467,46.13809269,2348,33314,5116,122715,65083,43315,32,2562,19491,126477,7242,9427,148488,,14803
IA,31,4,0,18.2,1000,0,0,,0,7269,268900,36.99270876,1304,19994,2868,83503,53590,34871,17,2010,8167,113027,5293,12254,91636,,8404
IA,31,5,0,18.2,1000,2392,0,,0,3464,313157,90.40329099,7083,29153,5194,108459,56749,19174,31,5918,13251,60416,7850,17352,204284,,20289
IA,31,6,0,18.2,1000,0,0,,0,8798,304059,34.56001364,300,18643,4153,101025,62325,47142,23,2270,4976,143860,6026,9456,82191,,10917
IA,31,7,0,18.2,1000,0,0,,0,7941,280031,35.26394661,856,17013,3773,90609,56319,41832,18,2339,3285,125718,6947,10850,80415,,9082
IA,31,8,0,18.2,1000,0,0,,0,7164,297341,41.50488554,901,21328,4110,100917,60005,38079,10,2452,8176,110458,6369,11797,119229,,14822
KS,32,0,0,14.1,3023,0,0,,0,82113,1801028,21.93353062,65138,150430,,583826,346900,181739,103,,,604778,,85989,753941,61883,71487
KS,32,1,0,14.1,3023,2417,0,,0,8248,312593,37.8992483,14619,22286,4853,102184,56499,33212,22,6683,7713,108208,8432,13721,128928,,12066
KS,32,2,0,14.1,3023,0,0,,0,4592,308392,67.15853659,28160,36759,4732,102140,56977,19744,25,3281,18164,70152,12672,18093,178084,,10549
KS,32,3,0,14.1,3023,0,0,,0,6079,249574,41.05510775,8158,22882,2860,73963,47486,20765,8,2189,7405,71302,7305,15704,121151,,8769
KS,32,4,0,14.1,3023,256,0,,0,12247,382546,31.2358945,9393,33602,5752,130744,72269,34741,16,5936,12671,114874,10826,15593,184922,,18920
KS,32,5,0,14.1,3023,0,0,,0,27859,296118,10.62916831,3224,21420,3918,95068,61621,35877,14,2932,4505,116253,6423,11577,89911,,12296
KS,32,6,0,14.1,3023,0,0,,0,23088,251805,10.90631497,1584,13481,2752,79727,52048,37400,18,2340,2613,123989,4056,11301,50945,,8887
MN,33,0,0,26.1,93240,0,0,,0,80009,2792300,34.89982377,9928,231984,,931499,523981,279672,243,,,905440,,169965,1390098,91508,143805
MN,33,1,0,26.1,93240,0,0,,0,7156,318154,44.45975405,123,23281,4474,108527,58809,44192,30,2239,12045,128597,4652,12463,124499,,11269
MN,33,2,0,26.1,93240,0,0,,0,7804,305559,39.15415172,95,18859,3823,100248,57710,48702,34,2010,8311,143750,4252,10171,83570,,10714
MN,33,3,0,26.1,93240,0,0,,1,2000,359396.5,179.69825,2442,41154,6065,130867.5,60901.5,12589,41,6090,25514.5,42171.5,11072.5,23353.5,283522,,27439
MN,33,4,0,26.1,93240,0,0,,0,160,309935,1937.09375,4182,39272,5174,111074,54357,1114,25,6572,24010,4132,13809,22497,293729,,28086
MN,33,5,0,26.1,93240,1044,0,,1,153,284449.5,1859.147059,2367,35125,5199,106919.5,47420.5,2641,37,5308,22101.5,9680.5,9829.5,19801.5,261415,,25641
MN,33,6,0,26.1,93240,1532,0,,0,14421,334781,23.2148256,168,16349,2812,97117,72146,50880,19,2268,5706,182852,4861,20005,63673,,8214
MN,33,7,0,26.1,93240,0,0,,0,12687,305139,24.05131237,48,13895,3836,102107,58838,57501,15,1872,2472,169239,4127,12176,51060,,9739
MN,33,8,0,26.1,93240,0,1,,0,16468,291041,17.67312363,388,31828,3585,85227,56581,11330,26,4459,12265,62418,8692,32772,174413,,14624
MN,33,9,0,26.1,93240,0,0,,0,19072,283845,14.8828125,115,12221,2488,89412,57218,50723,16,1962,3534,162600,3868,16726,54217,,8079
MO,34,0,0,22.9,1087,0,0,,0,69270,3784664,54.63640826,244386,406158,,1297094,662912,301837,242,,,1118644,,224002,1960696,121095,196956
MO,34,1,0,22.9,1087,0,0,,0,8386,232484,27.72287145,4604,16623,2535,77343,40695,36730,8,2008,5984,115133,4401,9945,59589,,6161
MO,34,2,0,22.9,1087,0,0,,0,8854,282964,31.95888864,17244,21518,4284,93068,49699,37602,10,4581,7550,129594,5961,13410,93946,,7959
MO,34,3,0,22.9,1087,0,0,,0,6872,291744,42.4540163,5500,24500,4271,97799,49983,35413,13,2594,10786,113011,6615,14735,103098,,11501
MO,34,4,0,22.9,1087,0,0,,1,301,238914,793.7342193,21369,30835.5,4255,93396.5,36400.5,1970.5,20.5,3638.5,18980.5,7730.5,9762.5,17567,207622,,25307
MO,34,5,0,22.9,1087,0,0,,1,301,238914,793.7342193,21369,30835.5,4255,93396.5,36400.5,1970.5,20.5,3638.5,18980.5,7730.5,9762.5,17567,207622,,25307
MO,34,6,0,22.9,1087,0,0,,0,7727,288849,37.38177818,6106,21610,3527,89047,50688,33971,34,2259,6540,121510,8242,16358,110342,,9918
MO,34,7,0,22.9,1087,0,0,,0,9762,313435,32.10766236,1918,19422,3191,86993,60690,39158,6,1830,8549,172137,4464,19954,72557,,7897
MO,34,8,0,22.9,1087,724,0,,0,12495,276634,22.13957583,2269,24251,2892,75736,56799,30526,3,1644,12119,142657,3608,18663,49633,,4946
MO,34,9,0,22.9,1087,0,0,,0,8085,214757,26.56239951,10735,21635,3353,75586,36824,33236,7,1639,12553,109059,3217,8008,44586,,4579
MO,34,10,0,22.9,1087,0,0,,0,5928,315691,53.25421727,32198,19633,3173,89047,66976,46261,13,1541,9962,183680,3945,18577,71233,,6593
MO,34,11,0,22.9,1087,0,0,,1,30,293777.28,9792.576,39155.4,50687.64,5005.08,116482.68,45320.4,87.84,26.64,4088.16,38466.72,0,10766.16,20965.68,293777.28,,28652.76
MO,34,12,0,22.9,1087,0,0,,1,497,502723.44,1011.515976,42763.2,73919.72,10746.84,192716.64,87116.2,4823.32,53.72,6228.68,55939.56,16402,16908.68,27286.64,352913.44,,29466.48
MO,34,13,0,22.9,1087,0,0,,1,30,293777.28,9792.576,39155.4,50687.64,5005.08,116482.68,45320.4,87.84,26.64,4088.16,38466.72,0,10766.16,20965.68,293777.28,,28652.76
NE,35,0,0,13,31076,0,0,,0,76653,1315834,17.16611222,14171,86791,,433426,268963,160382,82,,,495447,,67587,514148,43327,59391
NE,35,1,0,13,31076,340,0,,0,16380,369190,22.53907204,1242,22704,4909,119947,72284,44449,17,5490,6625,137635,8330,18846,139361,,15671
NE,35,2,0,13,31076,0,0,,1,2115,305961,144.6624113,12187,32836,4750,107566,57888,10857,23,5641,17226,34347,13576,20583,238740,,23525
NE,35,3,0,13,31076,0,0,,0,13564,315260,23.24240637,271,12948,2593,99627,67044,54350,23,2379,2209,167598,3906,13891,53434,,8461
NE,35,4,0,13,31076,0,0,,0,44594,325423,7.297461542,471,18303,4758,106286,71747,50726,19,3182,3671,155867,7990,14267,82613,,11711
ND,36,0,0,11.7,156594,0,0,,0,70054,657935,9.391826305,201,23940,,200396,136100,106634,68,,,327498,,35265,131923,17444,21128
ND,36,1,0,11.7,156594,98,0,,0,70054,657935,9.391826305,201,23940,4083,200396,136100,106634,68,7081,5002,327498,10158,35265,131923,,21117
ND,36,2,0,11.7,156594,98,0,,0,70054,657935,9.391826305,201,23940,4083,200396,136100,106634,68,7081,5002,327498,10158,35265,131923,,21117
SD,37,0,0,7.6,477742,0,0,,0,76536,642961,8.400765653,474,31527,,204514,132578,97817,52,,,306670,,35312,158087,24501,22004
SD,37,1,0,7.6,477742,0,0,,0,35014,485829,13.87527846,372,22255,4340,157202,99388,76961,43,5279,7375,236216,6987,25839,125532,,17727
SD,37,2,0,7.6,477742,990,0,,0,40382,155343,3.8468377,102,9252,1855,47016,32756,20643,9,2122,1891,68952,1954,9297,32555,,4263
VA,40,0,0,13.4,249552,0,0,,0,39899,2644250,66.27359082,656168,337068,,919084,511526,220082,121,,,983359,,97077,944675,67490,103100
VA,40,1,0,13.4,249552,1604,1,,1,3530,258401,73.20141643,93491,34173,2972,91539,45607,22322,18,10558,13511,87542,4045,7527,53010,,7934
VA,40,2,0,13.4,249552,0,1,31301340,0,1471,310243,210.9061863,102421,47054,4131,117848,54898,12090,32,15374,18028,48745,11374,12261,206580,,17488
VA,40,3,,,,,,,,,,,,,,,,,,,,,,,,,
,40,3,0,13.4,249552,0,0,,0,2005,305814,152.5256858,92703,49988,7960,125572,53186,7278,17,5772,32677,37060,10901,14352,3193,,24884
VA,40,4,0,13.4,249552,0,0,,0,6477,277279,42.80978848,138674,29418,3248,92485,58296,37221,4,1756,18160,158949,3740,9253,59562,,8793
VA,40,5,0,13.4,249552,0,0,,0,5841,317604,54.3749358,73037,36722,3750,102903,67459,41842,1,1502,27587,189279,2798,10726,55929,,8184
VA,40,6,0,13.4,249552,2000,0,,0,3179,285541,89.8210129,45470,42774,5450,101478,55977,15771,8,2309,25639,68006,12427,11808,80375,,13351
,40,6,,,,,,,,,,,,,,,,,,,,,,,,,
VA,40,7,1,13.4,249552,0,0,,0,6286,246953,39.28619154,25757,27603,5785,79397,48077,26172,9,1825,16851,122922,3847,8309,41558,,5712
VA,40,8,1,13.4,249552,0,1,,0,5900,323279,54.79305085,70872,32230,8210,121634,58387,29454,31,21947,9420,126631,5295,8259,101177,,9577
VA,40,9,0,13.4,249552,0,0,,0,4803,329202,68.54091193,13743,37106,3469,86228,69639,27932,1,1434,11973,144225,4457,14582,47436,,5320
AL,41,0,0,16.7,28125,0,0,,0,51078,2832961,55.46342848,983290,261355,,893848,601486,351884,47,,,1338662,,122840,855941,55878,66032
AL,41,1,0,16.7,28125,0,1,6741391,0,7389,297473,40.25889836,145065,30154,4642,100785,61277,35674,17,2155,16763,124333,7703,13992,88941,,8300
AL,41,2,0,16.7,28125,300,1,,0,8022,356553,44.44689604,151379,26775,4011,118828,72302,49613,8,6292,14061,174714,4804,14922,109800,,9883
AL,41,3,0,16.7,28125,2256,0,,0,6339,303837,47.93137719,139169,19597,2792,99657,64793,54875,1,1627,12348,190363,2085,7970,69754,,4421
AL,41,4,0,16.7,28125,892,0,,0,5455,283622,51.99303391,109942,26738,2609,90393,61929,38200,1,2398,19226,145514,2745,10308,73730,,4647
AL,41,5,0,16.7,28125,0,0,,0,4968,294539,59.28723833,50263,32124,2133,96055,63732,42683,3,1242,27336,167410,1812,7408,71282,,3875
AL,41,6,0,16.7,28125,0,0,,0,6421,251757,39.20837876,117545,17725,2084,79405,55662,41887,2,1209,8154,147245,2426,8230,34662,,3764
AL,41,7,0,16.7,28125,0,0,,0,6331,285138,45.03838256,30467,17767,1374,77138,65236,45262,1,1073,7301,192104,1945,12247,20654,,3061
AL,41,8,0,16.7,28125,0,0,,0,5036,300112,59.59332804,60310,17689,2767,79615,66253,40283,0,1816,10354,172215,2871,18187,67905,,4877
AL,41,9,0,16.7,28125,0,0,,1,1117,459930,411.7547001,179150,72786,6385,151972,90302,3407,14,3594,39876,24764,12079,29576,319213,,22948
AR,42,0,0,13.4,137042,0,0,,0,52725,1949387,36.97272641,482578,118567,,583944,395326,297528,29,,,1110917,,94915,431910,47533,40471
AR,42,1,0,13.4,137042,0,0,,0,7428,423152,56.96715132,153096,18541,2858,133527,89099,87764,7,1371,8163,291455,3694,14199,69165,,7025
AR,42,2,0,13.4,137042,0,0,,0,7940,222974,28.08236776,21002,9134,1646,60396,46219,38470,4,1126,3817,154434,2109,12067,22246,,2467
AR,42,3,0,13.4,137042,305,0,,0,7316,177476,24.25861126,617,7867,1799,51255,29879,30946,2,1055,3354,121553,1803,7812,22083,,2383
AR,42,4,0,13.4,137042,0,0,,0,7384,242165,32.79591008,28348,17894,2204,67477,49770,27876,6,1370,9734,114773,3258,16967,66604,,5724
AR,42,5,0,13.4,137042,1760,0,,0,5602,293023,52.30685469,55045,21360,3920,88130,56318,25361,-6,4986,8330,105698,6387,21057,128611,,10901
AR,42,6,0,13.4,137042,0,0,,0,8874,303301,34.17861167,104262,20718,2714,93493,63170,44982,6,1594,10130,165796,4431,11705,67822,,6210
AR,42,7,0,13.4,137042,0,0,,0,8181,287296,35.1174673,120208,23053,2090,89666,60871,42129,2,1206,14188,157208,3234,11108,55379,,5400
FL,43,0,0,11.9,413613,0,0,,0,54262,1897414,34.96763849,514198,223372,,683333,335044,111998,356,,,300883,,103471,1045791,44426,105632
FL,43,1,0,11.9,413613,440,1,5436202,0,7362,439895,59.75210541,83227,56811,8291,158814,75336,23318,95,4659,25342,54835,9995,25609,273516,,28019
FL,43,2,0,11.9,413613,378,1,3392551,1,10419,388053,37.24474518,132089,48534,7698,135967,71770,21072,48,4691,20202,79091,13336,20830,208541,,18975
FL,43,3,0,11.9,413613,0,1,,0,11347,306264,26.99074645,92318,28760,4918,90068,63680,23628,11,9732,12352,99416,3772,19044,87214,,7605
FL,43,4,0,11.9,413613,0,1,,1,5080,286919,56.48011811,53685,35515,11003,117281,42179,4948,143,4313,8637,5870,8555,14096,228517,,22808
FL,43,5,0,11.9,413613,0,1,,0,10348,289452,27.97178199,92119,31941,5710,103333,51280,20044,33,2979,9153,43723,6007,15326,133533,,17724
FL,43,6,0,11.9,413613,0,1,,0,9706,186831,19.24902122,60760,21811,6141,77870,30799,18988,26,2033,4452,17948,3746,8566,114470,,10465
GA,44,0,0,7.2,15579,0,0,,0,58518,3123723,53.38054957,1084927,327803,9599,1107412,623841,372199,75,7442,30162,1363966,14777,118293,1073808,63841,103448
GA,44,1,0,7.2,15579,0,1,2783783,0,7942,335654,42.26315789,148878,30703,4192,112692,67496,42075,13,2918,12873,143875,8227,14342,117852,,10145
GA,44,2,0,7.2,15579,0,0,,0,6088,273436,44.91392904,121037,18754,5252,96078,57246,49796,4,2920,13477,160288,5463,6174,70509,,7378
GA,44,3,0,7.2,15579,0,0,,0,7831,357295,45.6257183,178032,30946,4027,135184,71892,55643,6,13372,21585,185899,3812,10469,96270,,9119
GA,44,4,0,7.2,15579,0,0,,0,4657,280472,60.2258965,104055,37537,2664,101922,56566,35720,1,1418,31706,139623,2438,8425,84345,,5665
GA,44,5,,,,,,,,,,,,,,,,,,,,,,,,,
,44,5,0,7.2,15579,948,0,,1,920,487552,529.9478261,139450,63171,290,191846,83406,7031,32,211,2183,32706,298,27794,356341,,39454
GA,44,6,0,7.2,15579,0,0,,0,6352,289404,45.56108312,141381,25601,2767,99073,59027,39592,4,1662,13698,141946,4149,11325,76023,,7744
GA,44,7,0,7.2,15579,0,0,,0,4532,308761,68.12908208,36590,47870,3896,107704,61849,30397,1,3100,38333,137345,3136,11475,80684,,5832
GA,44,8,0,7.2,15579,0,1,,0,9692,255139,26.32470078,74681,24274,3045,83749,55889,34002,3,1483,9120,124366,4459,7342,58387,,6267
GA,44,9,0,7.2,15579,0,0,,0,5404,235420,43.56402665,18188,20873,2637,72573,48321,35766,2,1191,14561,147491,1690,9561,29847,,3032
GA,44,10,0,7.2,15579,0,0,,0,5100,300590,58.93921569,122635,28074,3270,106591,62149,42177,9,2173,17144,150427,3701,11386,103550,,8592
