Sampling,Model,Metric,Average,Standard Deviation,Trial 0,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9
OVER,KNN,accuracy,0.7113733905579399,0.010753430885817539,0.7178111587982833,0.7049356223175965,0.7135193133047211,0.6995708154506438,0.703862660944206,0.7060085836909872,0.7092274678111588,0.7113733905579399,0.7092274678111588,0.7381974248927039
OVER,KNN,precision,0.9197363655946471,0.006292521037487827,0.9147727272727273,0.9192364170337739,0.9300595238095238,0.9167904903417533,0.9191176470588235,0.9261447562776958,0.9213973799126638,0.9188405797101449,0.9072753209700428,0.923728813559322
OVER,KNN,recall,0.7472585647935064,0.012848549295633617,0.7603305785123967,0.7399527186761229,0.7396449704142012,0.7336504161712247,0.7387706855791962,0.736780258519389,0.7447058823529412,0.7485242030696576,0.7553444180522565,0.7748815165876777
OVER,KNN,f1,0.8245027941800196,0.0076320114529823836,0.8304319793681496,0.8199083169613621,0.8239947264337508,0.8150594451783354,0.8191349934469201,0.8206806282722513,0.8236824983734549,0.8249837345478204,0.8243681140635126,0.8427835051546392
OVER,KNN,auc,0.5530758187928226,0.02404589067736661,0.5272241127856101,0.5502089174775964,0.5997075426783649,0.5591329003933047,0.5496179009291331,0.5597481539510525,0.5430846484935438,0.5448503368289466,0.5165610979150171,0.580622576475657
OVER,ID3 (Underfitting),accuracy,0.7695278969957081,0.03315510445111962,0.7660944206008584,0.7199570815450643,0.8004291845493562,0.7778969957081545,0.7811158798283262,0.8133047210300429,0.7478540772532188,0.7167381974248928,0.8025751072961373,0.76931330472103
OVER,ID3 (Underfitting),precision,0.9559658364319439,0.016092174965681834,0.965925925925926,0.9695024077046549,0.9318479685452162,0.9567723342939481,0.962536023054755,0.9379042690815006,0.9680365296803652,0.9664,0.930628272251309,0.9701046337817638
OVER,ID3 (Underfitting),recall,0.7830932827354488,0.050835216747247114,0.7697756788665879,0.7139479905437353,0.8414201183431953,0.7895362663495838,0.789598108747045,0.8519388954171563,0.7482352941176471,0.7131050767414404,0.8444180522565321,0.768957345971564
OVER,ID3 (Underfitting),f1,0.859700115074147,0.025026193196502886,0.8567674113009198,0.8223281143635127,0.8843283582089554,0.8651465798045602,0.8675324675324675,0.8928571428571429,0.8440610484406105,0.8206521739130436,0.8854296388542964,0.8578982154659616
OVER,ID3 (Underfitting),auc,0.7098903352876017,0.058638055010303204,0.7495937217862352,0.7465088789927978,0.621859484458954,0.7299329683396271,0.743636263675848,0.6296731514122819,0.7460688665710187,0.7330231266060143,0.6277645816838215,0.7708423093494183
OVER,ID3,accuracy,0.8218884120171673,0.02808891833486675,0.8530042918454935,0.8122317596566524,0.7703862660944206,0.8304721030042919,0.8079399141630901,0.8401287553648069,0.8143776824034334,0.8336909871244635,0.8637339055793991,0.7929184549356223
OVER,ID3,precision,0.9262849046412996,0.004657345222039339,0.9233532934131736,0.9312039312039312,0.9316770186335404,0.9201934703748489,0.9231707317073171,0.9306930693069307,0.9311594202898551,0.927860696517413,0.921968787515006,0.9215686274509803
OVER,ID3,recall,0.8968090783052435,0.011253930871885783,0.910271546635183,0.8959810874704491,0.8875739644970414,0.9048751486325802,0.8947990543735225,0.8836662749706228,0.9070588235294118,0.8807556080283353,0.9121140142517815,0.8909952606635071
OVER,ID3,f1,0.9112598313126923,0.005223895035600226,0.9167657550535077,0.9132530120481928,0.9090909090909092,0.9124700239808152,0.9087635054021608,0.9065702230259193,0.9189511323003575,0.9036947304663839,0.9170149253731342,0.9060240963855422
OVER,ID3,auc,0.6336743593009175,0.01615741835970046,0.6016042780748664,0.609310572323932,0.6413793103448276,0.6463655250813396,0.6435070647094397,0.6276058667363016,0.6503156384505021,0.6386068476977568,0.6417656373713381,0.6362828522188712
OVER,ID3 (Overfitting),accuracy,0.8415236051502146,0.008479487915289205,0.8497854077253219,0.8454935622317596,0.8390557939914163,0.8433476394849786,0.8369098712446352,0.8336909871244635,0.8540772532188842,0.8293991416309013,0.8508583690987125,0.8326180257510729
OVER,ID3 (Overfitting),precision,0.9262849046412996,0.004657345222039339,0.9233532934131736,0.9312039312039312,0.9316770186335404,0.9201934703748489,0.9231707317073171,0.9306930693069307,0.9311594202898551,0.927860696517413,0.921968787515006,0.9215686274509803
OVER,ID3 (Overfitting),recall,0.8968090783052435,0.011253930871885783,0.910271546635183,0.8959810874704491,0.8875739644970414,0.9048751486325802,0.8947990543735225,0.8836662749706228,0.9070588235294118,0.8807556080283353,0.9121140142517815,0.8909952606635071
OVER,ID3 (Overfitting),f1,0.9112598313126923,0.005223895035600226,0.9167657550535077,0.9132530120481928,0.9090909090909092,0.9124700239808152,0.9087635054021608,0.9065702230259193,0.9189511323003575,0.9036947304663839,0.9170149253731342,0.9060240963855422
OVER,ID3 (Overfitting),auc,0.5977821088223148,0.016803603149793334,0.5786651850822974,0.6224091483863874,0.6276950282255321,0.5898002116789275,0.5811204574193194,0.5961541251396324,0.6059684361549498,0.5992013334259323,0.5949458960147797,0.58186126669539
OVER,CART,accuracy,0.8393776824034335,0.01253371163526028,0.8336909871244635,0.8572961373390557,0.8476394849785408,0.8208154506437768,0.8208154506437768,0.8390557939914163,0.8433476394849786,0.851931330472103,0.8476394849785408,0.8315450643776824
OVER,CART,precision,0.9349249325336858,0.004062553595579459,0.9346733668341709,0.9352869352869353,0.932349323493235,0.9298469387755102,0.94148244473342,0.9354037267080745,0.9367245657568238,0.93711467324291,0.9385964912280702,0.9277708592777086
OVER,CART,recall,0.8846101581820243,0.014815925765570646,0.8783943329397875,0.9054373522458629,0.8970414201183432,0.8668252080856124,0.8557919621749409,0.8848413631022327,0.888235294117647,0.89728453364817,0.8895486935866983,0.8827014218009479
