Sampling,Model,Metric,Average,Standard Deviation,Trial 0,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9
OVER,KNN,accuracy,0.700107296137339,0.011558914600280605,0.6834763948497854,0.6995708154506438,0.6781115879828327,0.7027896995708155,0.6984978540772532,0.6995708154506438,0.7092274678111588,0.7156652360515021,0.7092274678111588,0.7049356223175965
OVER,KNN,precision,0.911360849440412,0.008844147621718116,0.9100609756097561,0.9040697674418605,0.9019607843137255,0.9011461318051576,0.924924924924925,0.9027576197387518,0.914580265095729,0.9230769230769231,0.9183673469387755,0.9126637554585153
OVER,KNN,recall,0.7387091332786044,0.013012741085661823,0.7166866746698679,0.7440191387559809,0.7178871548619448,0.7514934289127837,0.7272727272727273,0.7449101796407186,0.7446043165467626,0.75,0.7455621301775148,0.7446555819477435
OVER,KNN,f1,0.8159319133570867,0.008897916361207023,0.8018804566823372,0.8162729658792651,0.7994652406417113,0.819543973941368,0.8142762723066755,0.8162729658792651,0.82088565763384,0.8275862068965517,0.8229915088177662,0.8201438848920864
OVER,KNN,auc,0.5454329701976229,0.020974970139656924,0.5603635393551359,0.5282595693779905,0.5306607491481441,0.5125888197195497,0.56951871657754,0.5270942650780912,0.5763837909264425,0.5595238095238095,0.5509419846289872,0.5389944576405383
OVER,ID3 (Underfitting),accuracy,0.7398068669527897,0.04002927315205266,0.6909871244635193,0.7918454935622318,0.6920600858369099,0.7221030042918455,0.7263948497854077,0.7339055793991416,0.7081545064377682,0.7950643776824035,0.7489270386266095,0.7886266094420601
OVER,ID3 (Underfitting),precision,0.9583226181346957,0.013874215716665094,0.9722703639514731,0.9257294429708223,0.9627118644067797,0.9616613418530351,0.9654088050314465,0.96513470681458,0.9576547231270358,0.9433198380566802,0.9692780337941628,0.9600570613409415
OVER,ID3 (Underfitting),recall,0.7439119897575671,0.05708091168519242,0.673469387755102,0.8349282296650717,0.6818727490996399,0.7192353643966547,0.7249114521841794,0.7293413173652694,0.7050359712230215,0.8242924528301887,0.7467455621301775,0.7992874109263658
OVER,ID3 (Underfitting),f1,0.8361758311420293,0.03149463088847854,0.7957446808510638,0.8779874213836477,0.7983134223471541,0.8229665071770336,0.8280512474713418,0.830832196452933,0.8121546961325966,0.8797986154814348,0.8435828877005347,0.8723266364225535
OVER,ID3 (Underfitting),auc,0.7213693328651063,0.043425080342961254,0.7559266130694702,0.6257974481658692,0.7298252634387088,0.7333018927246432,0.7330439613862074,0.7512685968269646,0.719864924387021,0.6621462264150944,0.7584302523294565,0.7440881499076274
