year,state,state_po,district,party,candidatevotes,totalvotes
1978,Alabama,AL,1,republican,71711,112161
1978,Alabama,AL,2,republican,57924,107265
1978,Alabama,AL,3,democrat,74895,74897
1978,Alabama,AL,4,democrat,87380,87381
1978,Alabama,AL,5,democrat,68985,71236
1978,Alabama,AL,6,republican,65700,106471
1978,Alabama,AL,7,democrat,77742,82868
1978,Arizona,AZ,1,republican,81108,114286
1978,Arizona,AZ,2,democrat,67878,129197
1978,Arizona,AZ,3,democrat,111850,131663
1978,Arizona,AZ,4,republican,90768,143836
1978,Arkansas,AR,1,democrat,1,1
1978,Arkansas,AR,2,republican,65285,127425
1978,Arkansas,AR,3,republican,130086,165834
1978,Arkansas,AR,4,democrat,1,1
1978,California,CA,1,democrat,125122,210812
1978,California,CA,2,republican,114451,220260
1978,California,CA,3,democrat,105537,197503
1978,California,CA,4,democrat,87764,158497
1978,California,CA,5,democrat,106046,158649
1978,California,CA,6,democrat,81801,119768
1978,California,CA,7,democrat,109676,172865
1978,California,CA,8,democrat,94824,165305
1978,California,CA,9,democrat,88179,134879
1978,California,CA,10,democrat,84488,125862
1978,California,CA,11,democrat,92882,153464
1978,California,CA,12,republican,116982,160085
1978,California,CA,13,democrat,100809,175361
1978,California,CA,14,republican,95962,179727
1978,California,CA,15,democrat,75212,125126
1978,California,CA,16,democrat,104550,170358
1978,California,CA,17,republican,81296,149181
1978,California,CA,18,republican,85663,144563
1978,California,CA,19,republican,123192,171751
1978,California,CA,20,republican,129714,195409
1978,California,CA,21,democrat,73869,124138
1978,California,CA,22,republican,99502,153944
1978,California,CA,23,democrat,117498,178994
1978,California,CA,24,democrat,85075,135771
1978,California,CA,25,democrat,45881,68086
1978,California,CA,26,republican,113059,113059
1978,California,CA,27,republican,89392,175272
1978,California,CA,28,democrat,97592,97592
1978,California,CA,29,democrat,65214,76726
1978,California,CA,30,democrat,66241,92752
1978,California,CA,31,democrat,55667,82157
1978,California,CA,32,democrat,74004,103609
1978,California,CA,33,republican,79533,142073
1978,California,CA,34,republican,90554,168572
1978,California,CA,35,democrat,80388,148830
1978,California,CA,36,democrat,80448,127865
1978,California,CA,37,republican,106581,173588
1978,California,CA,38,democrat,75471,128769
1978,California,CA,39,republican,112160,176051
1978,California,CA,40,republican,147882,224240
1978,California,CA,41,republican,107685,185225
1978,California,CA,42,democrat,85126,115445
1978,California,CA,43,republican,167150,243458
1978,Colorado,CO,1,democrat,82742,134630
1978,Colorado,CO,2,democrat,98889,186961
1978,Colorado,CO,3,democrat,69669,141442
1978,Colorado,CO,4,republican,103121,168542
1978,Colorado,CO,5,republican,91933,153780
1978,Connecticut,CT,1,democrat,102749,172564
1978,Connecticut,CT,2,democrat,116624,166814
1978,Connecticut,CT,3,democrat,96830,166587
1978,Connecticut,CT,4,republican,83990,143919
1978,Connecticut,CT,5,democrat,96738,184913
1978,Connecticut,CT,6,democrat,119537,186224
1978,Florida,FL,1,democrat,85608,135323
1978,Florida,FL,2,democrat,112649,137797
1978,Florida,FL,3,democrat,1,1
1978,Florida,FL,4,democrat,113302,154949
1978,Florida,FL,5,republican,106319,208186
1978,Florida,FL,6,republican,150694,191348
1978,Florida,FL,7,democrat,1,1
1978,Florida,FL,8,democrat,1,1
1978,Florida,FL,9,democrat,89543,145617
1978,Florida,FL,10,republican,1,1
1978,Florida,FL,11,democrat,123346,223103
1978,Florida,FL,12,democrat,107037,173647
1978,Florida,FL,13,democrat,1,1
1978,Florida,FL,14,democrat,65202,103283
1978,Florida,FL,15,democrat,108837,146734
1978,Georgia,GA,1,democrat,36961,36962
1978,Georgia,GA,2,democrat,42234,42236
1978,Georgia,GA,3,democrat,54881,54882
1978,Georgia,GA,4,democrat,60284,74513
1978,Georgia,GA,5,democrat,52739,69875
1978,Georgia,GA,6,republican,47078,86540
1978,Georgia,GA,7,democrat,47090,70826
1978,Georgia,GA,8,democrat,41184,41193
1978,Georgia,GA,9,democrat,47264,61437
1978,Georgia,GA,10,democrat,50122,50130
1978,Hawaii,HI,1,democrat,84552,115412
1978,Hawaii,HI,2,democrat,118272,137957
1978,Idaho,ID,1,republican,86680,144652
1978,Idaho,ID,2,republican,80591,140631
1978,Illinois,IL,1,democrat,47581,81279
1978,Illinois,IL,2,democrat,80906,94077
1978,Illinois,IL,3,democrat,95701,146800
1978,Illinois,IL,4,republican,94435,141229
1978,Illinois,IL,5,democrat,98702,117506
1978,Illinois,IL,6,republican,87193,131737
1978,Illinois,IL,7,democrat,64716,74989
1978,Illinois,IL,8,democrat,81457,94762
1978,Illinois,IL,9,democrat,87543,116217
1978,Illinois,IL,10,democrat,89479,178309
1978,Illinois,IL,11,democrat,112365,152412
1978,Illinois,IL,12,republican,110503,138935
1978,Illinois,IL,13,republican,64060,104738
1978,Illinois,IL,14,republican,118741,158179
1978,Illinois,IL,15,republican,80856,129612
1978,Illinois,IL,16,republican,76752,117309
1978,Illinois,IL,17,republican,94375,133635
1978,Illinois,IL,18,republican,85973,130514
1978,Illinois,IL,19,republican,89770,89790
1978,Illinois,IL,20,republican,111054,159480
1978,Illinois,IL,21,republican,97473,124527
1978,Illinois,IL,22,republican,86051,159383
1978,Illinois,IL,23,democrat,74247,100105
1978,Illinois,IL,24,democrat,110298,168061
1978,Indiana,IN,1,democrat,72367,90170
1978,Indiana,IN,2,democrat,82402,145778
1978,Indiana,IN,3,democrat,64336,115862
1978,Indiana,IN,4,republican,80527,125117
1978,Indiana,IN,5,republican,94950,140429
1978,Indiana,IN,6,democrat,66421,127282
1978,Indiana,IN,7,republican,86955,154424
1978,Indiana,IN,8,republican,83019,159673
1978,Indiana,IN,9,democrat,99727,151945
1978,Indiana,IN,10,democrat,73343,130742
1978,Indiana,IN,11,democrat,61504,107441
1978,Iowa,IA,1,republican,79940,125955
1978,Iowa,IA,2,republican,72644,138978
1978,Iowa,IA,3,republican,103659,138539
1978,Iowa,IA,4,democrat,88526,136834
1978,Iowa,IA,5,democrat,82333,139710
1978,Iowa,IA,6,democrat,87139,131459
1978,Kansas,KS,1,republican,131037,131037
1978,Kansas,KS,2,republican,76419,146879
1978,Kansas,KS,3,republican,103265,103265
1978,Kansas,KS,4,democrat,100139,143993
1978,Kansas,KS,5,republican,86011,150766
1978,Kentucky,KY,1,democrat,44090,44097
1978,Kentucky,KY,2,democrat,36441,36459
1978,Kentucky,KY,3,democrat,37346,56871
1978,Kentucky,KY,4,republican,62087,94299
1978,Kentucky,KY,5,republican,59743,75458
1978,Kentucky,KY,6,republican,52092,102857
1978,Kentucky,KY,7,democrat,51559,67420
1978,Louisiana,LA,1,republican,1,1
1978,Louisiana,LA,2,democrat,1,1
1978,Louisiana,LA,3,republican,1,1
1978,Louisiana,LA,4,democrat,65583,130900
1978,Louisiana,LA,5,democrat,1,1
1978,Louisiana,LA,6,republican,1,1
1978,Louisiana,LA,7,democrat,1,1
1978,Louisiana,LA,8,democrat,1,1
1978,Maine,ME,1,republican,120791,196485
1978,Maine,ME,2,republican,87939,173037
1978,Maryland,MD,1,republican,80202,126295
1978,Maryland,MD,2,democrat,98601,148487
1978,Maryland,MD,3,democrat,91189,91189
1978,Maryland,MD,4,republican,71374,115037
1978,Maryland,MD,5,democrat,64868,84028
1978,Maryland,MD,6,democrat,126196,140741
1978,Maryland,MD,7,democrat,51996,58622
1978,Maryland,MD,8,democrat,81851,159658
1978,Massachusetts,MA,1,republican,131773,131918
1978,Massachusetts,MA,2,democrat,101570,139479
1978,Massachusetts,MA,3,democrat,119337,158730
1978,Massachusetts,MA,4,democrat,111353,111491
1978,Massachusetts,MA,5,democrat,90156,172681
1978,Massachusetts,MA,6,democrat,97099,180645
1978,Massachusetts,MA,7,democrat,145615,171646
1978,Massachusetts,MA,8,democrat,102160,136928
1978,Massachusetts,MA,9,democrat,106805,116338
1978,Massachusetts,MA,10,republican,102080,166957
1978,Massachusetts,MA,11,democrat,133644,145722
1978,Massachusetts,MA,12,democrat,176704,176859
1978,Michigan,MI,1,democrat,89646,96526
1978,Michigan,MI,2,republican,97503,144326
1978,Michigan,MI,3,democrat,83932,163510
1978,Michigan,MI,4,republican,95440,135108
1978,Michigan,MI,5,republican,81794,165446
1978,Michigan,MI,6,democrat,97971,172706
1978,Michigan,MI,7,democrat,105402,137540
1978,Michigan,MI,8,democrat,103346,155248
1978,Michigan,MI,9,republican,122363,175819
1978,Michigan,MI,10,democrat,94913,184389
1978,Michigan,MI,11,republican,96351,175435
1978,Michigan,MI,12,democrat,82892,150956
1978,Michigan,MI,13,democrat,44771,56543
1978,Michigan,MI,14,democrat,84032,124756
1978,Michigan,MI,15,democrat,95137,119545
1978,Michigan,MI,16,democrat,93387,122111
1978,Michigan,MI,17,democrat,106303,111654
1978,Michigan,MI,18,democrat,113037,151798
1978,Michigan,MI,19,republican,117122,164298
1978,Minnesota,MN,1,republican,110090,195929
1978,Minnesota,MN,2,republican,145415,206588
1978,Minnesota,MN,3,republican,128759,195879
1978,Minnesota,MN,4,democrat,95989,165385
1978,Minnesota,MN,5,democrat,91673,147087
1978,Minnesota,MN,6,democrat,115880,209632
1978,Minnesota,MN,7,republican,106573,206192
1978,Minnesota,MN,8,democrat,171125,196294
1978,Mississippi,MS,1,democrat,57358,86151
1978,Mississippi,MS,2,democrat,57678,93408
1978,Mississippi,MS,3,democrat,101685,110093
1978,Mississippi,MS,4,republican,68225,132132
1978,Mississippi,MS,5,republican,97177,97177
1978,Missouri,MO,1,democrat,65950,99010
1978,Missouri,MO,2,democrat,102911,182406
1978,Missouri,MO,3,democrat,121565,148446
1978,Missouri,MO,4,democrat,120748,165864
1978,Missouri,MO,5,democrat,82140,114131
1978,Missouri,MO,6,republican,96574,172635
1978,Missouri,MO,7,republican,104566,170917
1978,Missouri,MO,8,democrat,96509,159618
1978,Missouri,MO,9,democrat,135170,180965
1978,Missouri,MO,10,democrat,99148,151835
1978,Montana,MT,1,democrat,86016,150109
1978,Montana,MT,2,republican,75766,133246
1978,Nebraska,NE,1,republican,99013,170324
1978,Nebraska,NE,2,democrat,77135,147444
1978,Nebraska,NE,3,republican,141597,176968
1978,New Hampshire,NH,1,democrat,82697,134235
1978,New Hampshire,NH,2,republican,84535,124081
1978,New Jersey,NJ,1,democrat,106096,133620
1978,New Jersey,NJ,2,democrat,112768,169765
1978,New Jersey,NJ,3,democrat,83349,148955
1978,New Jersey,NJ,4,democrat,69259,113382
1978,New Jersey,NJ,5,republican,100739,138847
1978,New Jersey,NJ,6,republican,89446,148184
1978,New Jersey,NJ,7,democrat,78358,149118
1978,New Jersey,NJ,8,democrat,69496,93338
1978,New Jersey,NJ,9,republican,73478,150155
1978,New Jersey,NJ,10,democrat,55074,63777
1978,New Jersey,NJ,11,democrat,88294,125174
1978,New Jersey,NJ,12,republican,94850,129273
1978,New Jersey,NJ,13,republican,77301,149109
1978,New Jersey,NJ,14,democrat,67008,105340
1978,New Jersey,NJ,15,democrat,55944,115886
1978,New Mexico,NM,1,republican,118075,188836
1978,New Mexico,NM,2,democrat,95710,95710
1978,New York,NY,1,republican,75586,160204
1978,New York,NY,2,democrat,64807,118129
1978,New York,NY,3,democrat,70526,138670
1978,New York,NY,4,republican,80266,143302
1978,New York,NY,5,republican,74279,145383
1978,New York,NY,6,democrat,74741,134606
1978,New York,NY,7,democrat,55985,77001
1978,New York,NY,8,democrat,68971,95202
1978,New York,NY,9,democrat,51350,94787
1978,New York,NY,10,democrat,51682,82061
1978,New York,NY,11,democrat,55880,75203
1978,New York,NY,12,democrat,21406,29277
1978,New York,NY,13,democrat,64514,84839
1978,New York,NY,14,democrat,29040,40745
1978,New York,NY,15,democrat,42646,72331
1978,New York,NY,16,democrat,52855,72890
1978,New York,NY,17,democrat,54228,99961
1978,New York,NY,18,republican,57738,114301
1978,New York,NY,19,democrat,49344,61991
1978,New York,NY,20,democrat,57452,75936
1978,New York,NY,21,democrat,20769,24449
1978,New York,NY,22,democrat,54110,69837
1978,New York,NY,23,democrat,66354,128572
1978,New York,NY,24,democrat,75397,134463
1978,New York,NY,25,republican,114641,146533
1978,New York,NY,26,republican,87059,139637
1978,New York,NY,27,democrat,83413,149590
1978,New York,NY,28,democrat,139575,182945
1978,New York,NY,29,republican,90572,184223
1978,New York,NY,30,republican,79502,141263
1978,New York,NY,31,republican,98415,107791
1978,New York,NY,32,democrat,76251,145471
1978,New York,NY,33,republican,82501,147454
1978,New York,NY,34,republican,62081,140912
1978,New York,NY,35,republican,96119,138593
1978,New York,NY,36,democrat,95613,134257
1978,New York,NY,37,democrat,67475,90271
1978,New York,NY,38,republican,100032,120132
1978,New York,NY,39,democrat,79385,135816
1978,North Carolina,NC,1,democrat,67716,84530
1978,North Carolina,NC,2,democrat,61851,79053
1978,North Carolina,NC,3,democrat,54452,76602
1978,North Carolina,NC,4,democrat,74249,78685
1978,North Carolina,NC,5,democrat,68778,126939
1978,North Carolina,NC,6,democrat,58193,85075
1978,North Carolina,NC,7,democrat,53696,76842
1978,North Carolina,NC,8,democrat,63168,107110
1978,North Carolina,NC,9,republican,66157,96824
1978,North Carolina,NC,10,republican,67004,67004
1978,North Carolina,NC,11,democrat,75460,141292
1978,Ohio,OH,1,republican,73593,114169
1978,Ohio,OH,2,democrat,64522,123238
1978,Ohio,OH,3,democrat,62849,116804
1978,Ohio,OH,4,republican,85575,124935
1978,Ohio,OH,5,republican,85547,136618
1978,Ohio,OH,6,republican,85592,131910
1978,Ohio,OH,7,republican,92507,92507
1978,Ohio,OH,8,republican,81156,113652
1978,Ohio,OH,9,democrat,71709,113128
1978,Ohio,OH,10,republican,99329,134368
1978,Ohio,OH,11,republican,89327,131181
1978,Ohio,OH,12,republican,81573,143271
1978,Ohio,OH,13,democrat,80875,124144
1978,Ohio,OH,14,democrat,82356,113667
1978,Ohio,OH,15,republican,91023,128023
1978,Ohio,OH,16,republican,105152,134792
1978,Ohio,OH,17,republican,87010,129127
1978,Ohio,OH,18,democrat,71894,120825
1978,Ohio,OH,19,republican,71890,141867
1978,Ohio,OH,20,democrat,76973,76973
1978,Ohio,OH,21,democrat,58934,68467
1978,Ohio,OH,22,democrat,87551,132572
1978,Ohio,OH,23,democrat,99975,133707
1978,Oklahoma,OK,1,democrat,73886,123290
1978,Oklahoma,OK,2,democrat,72583,132436
1978,Oklahoma,OK,3,democrat,1,1
1978,Oklahoma,OK,4,democrat,62993,104414
1978,Oklahoma,OK,5,republican,71451,89429
1978,Oklahoma,OK,6,democrat,103512,139543
1978,Oregon,OR,1,democrat,158706,252378
1978,Oregon,OR,2,democrat,152099,220019
1978,Oregon,OR,3,democrat,151895,179460
1978,Oregon,OR,4,democrat,124745,221766
1978,Pennsylvania,PA,1,democrat,104412,145162
1978,Pennsylvania,PA,2,democrat,132594,161759
1978,Pennsylvania,PA,3,democrat,86015,119765
1978,Pennsylvania,PA,4,republican,110445,198000
1978,Pennsylvania,PA,5,republican,110565,147269
1978,Pennsylvania,PA,6,democrat,106431,144177
1978,Pennsylvania,PA,7,democrat,79771,158714
1978,Pennsylvania,PA,8,democrat,89276,146052
1978,Pennsylvania,PA,9,republican,101151,135033
1978,Pennsylvania,PA,10,republican,116003,151724
1978,Pennsylvania,PA,11,democrat,61433,106768
1978,Pennsylvania,PA,12,democrat,104216,151658
1978,Pennsylvania,PA,13,republican,112711,159862
1978,Pennsylvania,PA,14,democrat,68004,119202
1978,Pennsylvania,PA,15,republican,65986,124063
1978,Pennsylvania,PA,16,republican,91910,119296
1978,Pennsylvania,PA,17,democrat,79234,132847
1978,Pennsylvania,PA,18,democrat,88299,154671
1978,Pennsylvania,PA,19,republican,105424,134001
1978,Pennsylvania,PA,20,democrat,97745,135490
1978,Pennsylvania,PA,21,democrat,73712,139334
1978,Pennsylvania,PA,22,democrat,99559,139077
1978,Pennsylvania,PA,23,republican,73194,134851
1978,Pennsylvania,PA,24,republican,87041,135935
1978,Pennsylvania,PA,25,democrat,68293,146948
1978,Rhode Island,RI,1,democrat,86768,141680
1978,Rhode Island,RI,2,democrat,87397,166122
1978,South Carolina,SC,1,democrat,65621,108615
1978,South Carolina,SC,2,republican,71032,123630
1978,South Carolina,SC,3,democrat,80968,98892
1978,South Carolina,SC,4,republican,51483,98531
1978,South Carolina,SC,5,democrat,63013,76220
1978,South Carolina,SC,6,democrat,69220,69220
1978,South Dakota,SD,1,democrat,64683,129227
1978,South Dakota,SD,2,republican,70780,126296
1978,Tennessee,TN,1,republican,92143,142841
1978,Tennessee,TN,2,republican,125082,152833
1978,Tennessee,TN,3,democrat,108282,121838
1978,Tennessee,TN,4,democrat,108695,108701
1978,Tennessee,TN,5,democrat,68608,133608
1978,Tennessee,TN,6,republican,114630,153591
1978,Tennessee,TN,7,democrat,96863,132866
1978,Tennessee,TN,8,democrat,80776,115917
1978,Texas,TX,1,democrat,73708,94408
1978,Texas,TX,2,democrat,66986,95570
1978,Texas,TX,3,republican,96406,96406
1978,Texas,TX,4,democrat,58336,94918
1978,Texas,TX,5,democrat,35524,70593
1978,Texas,TX,6,democrat,66025,101418
1978,Texas,TX,7,republican,128214,150629
1978,Texas,TX,8,democrat,39429,64102
1978,Texas,TX,9,democrat,50792,80265
1978,Texas,TX,10,democrat,94529,123857
1978,Texas,TX,11,democrat,53354,103319
1978,Texas,TX,12,democrat,46456,67820
1978,Texas,TX,13,democrat,75271,100546
1978,Texas,TX,14,democrat,63953,88278
1978,Texas,TX,15,democrat,54560,82413
1978,Texas,TX,16,democrat,53090,75833
1978,Texas,TX,17,democrat,69030,101332
1978,Texas,TX,18,democrat,36783,38018
1978,Texas,TX,19,democrat,54729,102799
1978,Texas,TX,20,democrat,51584,51584
1978,Texas,TX,21,republican,84336,147837
1978,Texas,TX,22,republican,54643,108086
1978,Texas,TX,23,democrat,62649,69834
1978,Texas,TX,24,democrat,39201,72515
1978,Utah,UT,1,democrat,93892,183994
1978,Utah,UT,2,republican,121492,195166
1978,Virginia,VA,1,republican,89158,123741
1978,Virginia,VA,2,republican,63512,63530
1978,Virginia,VA,3,democrat,104550,119217
1978,Virginia,VA,4,republican,77827,77873
1978,Virginia,VA,5,democrat,83575,83619
1978,Virginia,VA,6,republican,88647,88803
1978,Virginia,VA,7,republican,84517,131476
1978,Virginia,VA,8,democrat,56137,111170
1978,Virginia,VA,9,republican,76877,124254
1978,Virginia,VA,10,democrat,70892,132882
1978,Washington,WA,1,republican,99942,156193
1978,Washington,WA,2,democrat,70620,137413
1978,Washington,WA,3,democrat,82616,140886
1978,Washington,WA,4,democrat,85602,139991
1978,Washington,WA,5,democrat,77201,160849
1978,Washington,WA,6,democrat,71057,116740
1978,Washington,WA,7,democrat,67450,126502
1978,West Virginia,WV,1,democrat,76372,120434
1978,West Virginia,WV,2,democrat,69683,125955
1978,West Virginia,WV,3,democrat,74837,126421
1978,West Virginia,WV,4,democrat,70035,70035
1978,Wisconsin,WI,1,democrat,77146,141585
1978,Wisconsin,WI,2,democrat,99631,172762
1978,Wisconsin,WI,3,democrat,96326,153412
1978,Wisconsin,WI,4,democrat,101575,153703
1978,Wisconsin,WI,5,democrat,85067,116420
1978,Wisconsin,WI,6,republican,114742,164817
1978,Wisconsin,WI,7,democrat,110874,178304
1978,Wisconsin,WI,8,republican,101856,175791
1978,Wisconsin,WI,9,republican,118386,193688
1980,Alabama,AL,1,republican,111089,117221
1980,Alabama,AL,2,republican,104796,172962
1980,Alabama,AL,3,democrat,107654,109215
1980,Alabama,AL,4,democrat,129365,132086
1980,Alabama,AL,5,democrat,117626,125356
1980,Alabama,AL,6,republican,95019,187982
1980,Alabama,AL,7,democrat,122505,168804
1980,Arizona,AZ,1,republican,136961,186833
1980,Arizona,AZ,2,democrat,127736,219686
1980,Arizona,AZ,3,democrat,141448,219822
1980,Arizona,AZ,4,republican,142565,227611
1980,Arkansas,AR,1,democrat,1,1
1980,Arkansas,AR,2,republican,159148,201655
1980,Arkansas,AR,3,republican,1,1
1980,Arkansas,AR,4,democrat,1,1
1980,California,CA,1,republican,145098,270199
1980,California,CA,2,republican,141698,261674
1980,California,CA,3,democrat,170670,241865
1980,California,CA,4,democrat,133853,205055
1980,California,CA,5,democrat,101105,197821
1980,California,CA,6,democrat,93400,134650
1980,California,CA,7,democrat,142044,224469
1980,California,CA,8,democrat,108380,195425
1980,California,CA,9,democrat,90504,163592
1980,California,CA,10,democrat,102231,164543
1980,California,CA,11,democrat,85823,185012
1980,California,CA,12,republican,143817,199083
1980,California,CA,13,democrat,132246,224609
1980,California,CA,14,republican,133979,220579
1980,California,CA,15,democrat,108072,150491
1980,California,CA,16,democrat,158360,223035
1980,California,CA,17,republican,129159,182939
1980,California,CA,18,republican,126046,177461
1980,California,CA,19,republican,162849,209603
1980,California,CA,20,republican,199674,253303
1980,California,CA,21,republican,74674,153400
1980,California,CA,22,republican,115241,180423
1980,California,CA,23,democrat,126020,199385
1980,California,CA,24,democrat,93569,146731
1980,California,CA,25,democrat,49080,74365
1980,California,CA,26,republican,116715,164514
1980,California,CA,27,republican,109807,215316
1980,California,CA,28,democrat,108725,137304
1980,California,CA,29,democrat,80095,92999
1980,California,CA,30,democrat,74119,102735
1980,California,CA,31,democrat,69146,107349
1980,California,CA,32,democrat,84057,127526
1980,California,CA,33,republican,122439,172804
1980,California,CA,34,republican,138024,192169
1980,California,CA,35,republican,100743,194514
1980,California,CA,36,democrat,88628,168690
1980,California,CA,37,republican,165371,231077
1980,California,CA,38,democrat,91880,165437
1980,California,CA,39,republican,175228,229732
1980,California,CA,40,republican,213999,304997
1980,California,CA,41,republican,123187,233918
1980,California,CA,42,republican,79713,149649
1980,California,CA,43,republican,298815,345176
1980,Colorado,CO,1,democrat,107364,179622
1980,Colorado,CO,2,democrat,153550,272270
1980,Colorado,CO,3,democrat,105820,192782
1980,Colorado,CO,4,republican,178221,260491
1980,Colorado,CO,5,republican,177319,244900
1980,Connecticut,CT,1,democrat,137849,218694
1980,Connecticut,CT,2,democrat,119176,223311
1980,Connecticut,CT,3,republican,117024,223648
1980,Connecticut,CT,4,republican,124285,198625
1980,Connecticut,CT,5,democrat,117316,232943
1980,Connecticut,CT,6,democrat,142685,242024
1980,Florida,FL,1,democrat,119829,195768
1980,Florida,FL,2,democrat,138252,195840
1980,Florida,FL,3,democrat,104672,135880
1980,Florida,FL,4,democrat,147775,224699
1980,Florida,FL,5,republican,177603,318506
1980,Florida,FL,6,republican,1,1
1980,Florida,FL,7,democrat,132529,184667
1980,Florida,FL,8,democrat,151613,218913
1980,Florida,FL,9,democrat,139468,198202
1980,Florida,FL,10,republican,272393,345039
1980,Florida,FL,11,democrat,201713,339233
1980,Florida,FL,12,republican,128561,235725
1980,Florida,FL,13,democrat,127828,170658
1980,Florida,FL,14,democrat,95820,127847
1980,Florida,FL,15,democrat,132952,203385
1980,Georgia,GA,1,democrat,82145,82146
1980,Georgia,GA,2,democrat,92264,125372
1980,Georgia,GA,3,democrat,89040,89070
1980,Georgia,GA,4,democrat,117091,168650
1980,Georgia,GA,5,democrat,101646,137302
1980,Georgia,GA,6,republican,96071,162685
1980,Georgia,GA,7,democrat,115892,170142
1980,Georgia,GA,8,democrat,91103,122138
1980,Georgia,GA,9,democrat,115576,169918
1980,Georgia,GA,10,democrat,102177,127378
1980,Hawaii,HI,1,democrat,98256,123181
1980,Hawaii,HI,2,democrat,141477,157380
1980,Idaho,ID,1,republican,116845,217542
1980,Idaho,ID,2,republican,116196,197560
1980,Illinois,IL,1,democrat,119562,125223
1980,Illinois,IL,2,democrat,129771,147302
1980,Illinois,IL,3,democrat,137283,199240
1980,Illinois,IL,4,republican,152377,224192
1980,Illinois,IL,5,democrat,106142,133279
1980,Illinois,IL,6,republican,123593,184550
1980,Illinois,IL,7,democrat,80056,94097
1980,Illinois,IL,8,democrat,98524,116373
1980,Illinois,IL,9,democrat,106543,145788
1980,Illinois,IL,10,republican,137707,226733
1980,Illinois,IL,11,democrat,121166,173587
1980,Illinois,IL,12,republican,185080,249818
1980,Illinois,IL,13,republican,131448,183458
1980,Illinois,IL,14,republican,202583,263828
1980,Illinois,IL,15,republican,150898,196619
1980,Illinois,IL,16,republican,132905,197147
1980,Illinois,IL,17,republican,125806,191111
1980,Illinois,IL,18,republican,125561,202043
1980,Illinois,IL,19,republican,142616,194369
1980,Illinois,IL,20,republican,123427,220377
1980,Illinois,IL,21,republican,132186,195662
1980,Illinois,IL,22,republican,146014,212079
1980,Illinois,IL,23,democrat,107786,167430
1980,Illinois,IL,24,democrat,112134,228296
1980,Indiana,IN,1,democrat,112016,155553
1980,Indiana,IN,2,democrat,122326,226283
1980,Indiana,IN,3,republican,103972,189108
1980,Indiana,IN,4,republican,120055,198342
1980,Indiana,IN,5,republican,129474,209852
1980,Indiana,IN,6,democrat,99089,197391
1980,Indiana,IN,7,republican,137604,208264
1980,Indiana,IN,8,republican,119415,216474
1980,Indiana,IN,9,democrat,136574,212175
1980,Indiana,IN,10,democrat,103083,193134
1980,Indiana,IN,11,democrat,105468,184211
1980,Iowa,IA,1,republican,133349,208111
1980,Iowa,IA,2,republican,111587,206634
1980,Iowa,IA,3,republican,107869,209945
1980,Iowa,IA,4,democrat,117896,218620
1980,Iowa,IA,5,democrat,127895,212367
1980,Iowa,IA,6,democrat,129460,201326
1980,Kansas,KS,1,republican,121545,195131
1980,Kansas,KS,2,republican,92107,170977
1980,Kansas,KS,3,republican,109294,197046
1980,Kansas,KS,4,democrat,124014,179913
1980,Kansas,KS,5,republican,141029,190047
1980,Kentucky,KY,1,democrat,118565,118565
1980,Kentucky,KY,2,democrat,99670,151780
1980,Kentucky,KY,3,democrat,85873,134724
1980,Kentucky,KY,4,republican,126049,188187
1980,Kentucky,KY,5,republican,112093,166120
1980,Kentucky,KY,6,republican,105376,179051
1980,Kentucky,KY,7,democrat,117665,117665
1980,Louisiana,LA,1,republican,81777,92555
1980,Louisiana,LA,2,democrat,45091,74183
1980,Louisiana,LA,3,democrat,80455,94529
1980,Louisiana,LA,4,democrat,103625,162330
1980,Louisiana,LA,5,democrat,93519,105267
1980,Louisiana,LA,6,republican,118540,130689
1980,Louisiana,LA,7,democrat,1,1
1980,Louisiana,LA,8,democrat,75433,109492
1980,Maine,ME,1,republican,188667,275491
1980,Maine,ME,2,republican,186406,237448
1980,Maryland,MD,1,democrat,97743,188886
1980,Maryland,MD,2,democrat,121017,210978
1980,Maryland,MD,3,democrat,102293,134367
1980,Maryland,MD,4,republican,120985,168360
1980,Maryland,MD,5,democrat,106035,131728
1980,Maryland,MD,6,democrat,146101,209014
1980,Maryland,MD,7,democrat,97104,109754
1980,Maryland,MD,8,democrat,148301,249960
1980,Massachusetts,MA,1,republican,156514,208991
1980,Massachusetts,MA,2,democrat,120711,179665
1980,Massachusetts,MA,3,democrat,141560,195783
1980,Massachusetts,MA,4,democrat,103466,199376
1980,Massachusetts,MA,5,democrat,136758,207321
1980,Massachusetts,MA,6,democrat,111393,219257
1980,Massachusetts,MA,7,democrat,155759,155783
1980,Massachusetts,MA,8,democrat,128689,164183
1980,Massachusetts,MA,9,democrat,104010,104046
1980,Massachusetts,MA,10,republican,131794,217433
1980,Massachusetts,MA,11,democrat,137066,137122
1980,Massachusetts,MA,12,democrat,195791,267421
1980,Michigan,MI,1,democrat,123286,130230
1980,Michigan,MI,2,republican,115562,201801
1980,Michigan,MI,3,democrat,113080,217414
1980,Michigan,MI,4,republican,148950,199292
1980,Michigan,MI,5,republican,118061,222158
1980,Michigan,MI,6,republican,111272,219826
1980,Michigan,MI,7,democrat,147280,158803
1980,Michigan,MI,8,democrat,124155,204401
1980,Michigan,MI,9,republican,168713,174776
1980,Michigan,MI,10,democrat,126962,242252
1980,Michigan,MI,11,republican,146205,223139
1980,Michigan,MI,12,democrat,112698,203647
1980,Michigan,MI,13,democrat,79719,87090
1980,Michigan,MI,14,democrat,90362,169666
