YEAR,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL,PREVPARTY,PREVCANDVO,PREVTOTVO,PARTY,CANDIDATEVOTES,TOTALVOTES,ISTEST,,
1986,13,33,3,113245,326416,98544,48323,1,0,0,81221,751,6876,10665,1.17,29087,37818,28662,138,20564,57429,0,17724,0,0,297,0,3741.13,516276,0,20,10378,10325,26238,35.8,504820,737,65494,43378,0,148085,200078,0,104028,128403,1,1,
1988,47,10,5,86035,29810,56403,93325,0,0,0,110494,3835,2758,7127,1.61,4010,31894,356980,2680,14177,124002,0,17186,0,0,234,0,198.86,532946,0,6118,14959,7941,12645,8.9,249536,0,63087,38956,1,83902,145937,1,112554,184419,1,1,
1990,25,7,9,110042,30026,480,43809,0,1,0,99951,19810,4563,12289,1.02,8833,33572,55075,16460,20544,49416,0,17702,0,0,152,0,31.75,522607,28816841,45514,8465,9313,20482,24.5,213701,715,63333,42847,0,142197,230179,0,100069,161041,1,1,
1996,13,17,2,82657,770500,242071,29669,1,0,0,79582,996,8546,24253,28.01,151995,57725,14427,21,40549,25067,0,32400,0,0,283,0,27544,578424,127030215,0,8630,17613,23692,35.8,578424,479,1650271,38089,0,70486,118987,0,97891,153797,1,1,
1988,23,2,3,72218,56621,24414,37286,0,0,0,97499,4210,4167,10077,1.17,24077,45674,693643,2346,20218,61916,0,24567,0,0,190,0,219.25,514358,0,15709,21289,5832,18608,33.7,334665,294,62137,42217,1,79567,134778,1,120070,219692,1,1,
1994,47,7,5,51169,104000,108163,44821,0,1,0,93932,6864,11539,11228,1.52,12436,41373,359282,3614,13834,46124,0,28092,5,4,76952,1,152.75,586905,0,9686,16000,-1,14824,8.9,291706,184,707899,50146,0,92414,163101,0,62670,121519,1,1,
1990,51,5,4,99128,23445,10929,48052,0,0,0,111577,12834,4258,4762,21.93,2183,26897,62391,9473,13903,36327,0,11578,0,0,182,0,55.28,523650,0,56396,8736,7153,20635,20.4,98878,0,48120,31006,1,104467,104501,1,64660,64660,1,1,
1986,44,8,5,101622,29982,191076,53749,0,1,0,111290,10948,11077,9043,1.61,4267,46157,35801,13123,19511,54528,0,15075,0,0,950,1,41.28,541723,0,25061,15569,8333,14673,12.7,261358,310,53634,37197,0,100936,100940,0,82254,95206,1,1,
1994,54,6,6,59062,57000,31015,57019,1,0,0,90506,6678,6136,15713,0.56,6151,34083,333345,5366,15989,70669,0,33945,0,0,570,0,101.01,542002,0,20902,11958,-1,12663,17.3,71045,524,513716,56255,0,120177,212428,0,90933,179699,1,1,
1994,56,1,4,93292,19900,9312,44596,0,0,0,94426,4079,6332,9779,15.61,7192,39536,31956,5946,14362,42010,0,27220,0,0,539,0,100.58,598056,0,7672,18842,-1,20340,28.9,143657,165,204959,50834,0,172924,172924,0,103177,146767,1,1,
1984,71,34,16,48398,216356,12391,60128,0,0,0,117861,2439,4707,11323,14.69,100037,28497,21739962,100,18599,73909,0,21693,0,0,303,-1,5267.38,526738,0,0,5191,13028,15172,25.4,526738,0,61415,51886,0,68316,119342,0,87060,145527,1,1,
1992,71,39,16,53299,328500,14549,37124,1,1,0,88030,3391,5397,23231,99.34,125308,34880,21892142,104,21387,68491,0,-1,0,0,1140,0,5518.66,573941,47559089,0,8096,12176,13964,25.4,573918,0,2856770,68732,1,113849,174228,1,122472,213684,1,1,
1990,41,2,5,104230,20280,168952,47389,0,0,0,109845,8399,11859,10313,1.61,6409,46415,9448,9209,18675,45711,0,15295,3,2,12930,1,59.67,549505,0,17642,15881,8205,14865,18.2,357258,200,58674,43462,1,120408,127861,1,87649,170911,1,1,
1992,49,22,13,36576,184000,44020,23844,1,1,0,99419,3462,5919,22290,8.95,68177,34773,1054354,1625,15136,43834,0,-1,0,0,493,0,349.45,567852,114465835,1989,13718,10217,12234,12.5,389061,0,1650800,62306,1,93425,131146,1,150221,218033,1,1,
1982,23,6,3,57936,56621,36352,40315,0,0,0,109709,3310,3783,11484,1.17,17894,52981,693643,1517,23273,56321,0,24021,0,0,148,0,339.13,514465,0,7896,25925,5483,22015,33.7,344019,0,59087,43139,1,111272,219826,0,84778,164987,1,0,
1994,3,10,1,98002,97700,12618,29519,0,1,0,79914,4780,8265,30489,24.75,33121,41161,32047,880,24271,32137,1,45134,3,1,2182,1,683.53,613149,0,732,8625,-1,19908,19.7,360872,0,630729,72867,0,189342,311650,0,172753,251309,1,1,
1994,71,6,16,74726,328500,13279,26062,0,1,0,71574,7335,6525,30886,99.34,61374,39133,21892142,1591,22620,30127,0,47395,0,0,2735,0,359.12,571449,0,5232,9988,-1,11759,25.4,392810,0,2856770,61612,0,190322,291786,0,137642,236840,1,1,
1988,13,11,2,61129,326416,244985,39003,1,0,0,121510,394,6657,15584,16.53,82789,32767,28662,15,21143,37805,0,9519,0,0,144,0,34406.6,516099,152053796,0,4967,10798,22636,35.8,516099,0,30930,22380,0,36199,46616,0,70973,83158,1,1,
1980,71,34,16,19433,104277,6885,69376,1,0,0,132016,1314,6545,14482,16.92,27004,22441,19836032,68,12851,55236,0,-1,2,0,2780,0,6849.44,465762,26587134,0,3045,5321,11144,35.7,465762,0,54751,38446,1,90554,168572,1,138024,192169,1,1,
1996,13,29,3,85235,770500,25522,44702,0,1,0,80800,3332,5007,14826,2.02,27860,40810,14427,1171,23606,62747,0,35193,0,0,655,0,495.16,580540,0,3942,12197,10016,17192,35.8,385808,0,1650271,59334,0,97619,193783,0,126210,238399,1,1,
1990,72,3,17,110694,14178,28908,42071,1,0,0,82712,2438,8496,19387,5.89,30847,33788,15885601,354,17466,44964,0,20234,0,0,666,0,1488.08,526779,21844843,609,7826,14811,17442,27.5,518148,0,77100,60764,0,190684,191825,0,169731,210193,1,1,
1992,13,10,2,56748,770500,353595,28272,1,1,0,98666,570,7787,26120,28.01,119163,57535,14427,16,40117,22921,0,-1,0,0,457,0,36331.94,581311,127030215,0,9631,17200,28566,35.8,581311,0,1650271,28857,0,58673,91828,0,93801,160115,1,1,
1988,54,6,6,88111,28086,37191,59001,0,0,0,102161,8530,10129,10724,0.13,4834,37903,261151,6381,16426,66120,0,17325,0,0,302,1,80.21,511805,0,37791,11348,8609,15059,17.3,231137,601,57713,42991,0,102180,133004,0,123652,161687,1,1,
1984,14,9,2,103533,98577,4641,60445,0,0,0,101095,8596,12882,6371,16.53,5118,38334,34405,5584,16047,60198,0,17403,1,0,527,-1,92.32,515508,0,19106,9405,13690,17927,27,154487,109,65472,35831,1,92322,141905,1,118437,177986,1,1,
1994,23,1,3,91777,106000,4898,40205,0,1,0,98852,6798,7120,10679,2.02,9417,42647,705471,22765,21833,37655,0,27482,1,1,3481,1,25.52,586093,0,7874,13694,-1,20835,33.7,0,124,973369,55200,0,144857,268619,0,121433,213549,1,1,
1986,24,20,3,106747,62434,12780,52305,1,1,0,68666,666,5931,12765,1.17,40906,26689,14065,116,18081,73930,0,21167,1,0,302,0,4429.54,513827,0,0,2677,11421,17180,27.4,513827,0,71420,49487,0,167115,167155,0,110976,130770,1,1,
1990,14,21,4,97079,98577,18783,52148,0,0,0,92245,4400,3970,8617,21.93,11914,26300,34405,2588,16155,73524,0,19601,0,0,237,0,199.63,516635,0,11861,6175,8782,18082,27,291968,138,68631,39418,1,141832,180120,1,92732,92732,1,1,
1992,13,11,2,50169,770500,430627,29533,1,0,0,97517,503,7622,31099,28.01,229612,59693,14427,10,42284,22511,0,-1,0,0,553,0,58233.2,582332,127030215,0,9787,18468,29497,35.8,582332,0,1650271,33099,0,34711,61401,0,76724,128151,1,1,
1990,51,4,4,81370,23445,12505,43697,0,0,0,93438,5309,7460,15321,21.93,6031,29293,62391,2540,13897,53119,0,21251,0,0,470,0,206.03,523321,0,20055,7936,12644,14619,20.4,359467,0,68585,50492,1,145609,196184,1,101680,146659,1,1,
1988,41,7,5,101443,20280,186284,49272,1,0,0,112238,5455,7535,10301,1.61,4273,41645,9448,10666,17581,50489,0,16316,0,0,493,0,52.43,559247,0,9196,16529,7170,17603,18.2,291794,535,58006,37848,0,108126,180903,0,136074,200966,1,1,
1990,54,6,6,88111,28086,37191,59001,0,0,0,102161,8530,10129,10724,0.13,4834,37903,261151,6381,16426,66120,0,17325,0,0,302,1,80.21,511805,0,37791,11348,8609,15059,17.3,231137,601,57713,42991,0,123652,161687,0,60538,90768,1,1,
1982,71,3,16,83130,216356,42858,23676,0,0,0,88971,3511,14778,17590,14.69,43089,74651,21739962,383,23236,18070,0,21772,2,2,6213,0,1372.76,525766,0,855,36637,7930,21295,25.4,516346,0,80480,53013,0,170670,241865,0,194680,217196,1,1,
1986,71,3,16,83142,216356,42858,23676,0,0,0,88982,3511,14773,17577,14.69,43089,74657,21739962,383,23242,18064,0,21773,2,2,6213,0,1372.78,525774,0,855,36642,7930,21295,25.4,516346,0,80475,53004,0,131369,131369,0,158709,208974,1,1,
1996,71,36,16,59434,328500,17844,23059,1,1,0,63242,2955,6245,27199,99.34,111465,33735,21892142,231,21829,71112,0,56567,1,1,2875,0,2483.4,573665,42049893,0,5661,20054,13235,25.4,570181,0,2856770,63857,0,93939,195808,0,117752,224459,1,1,
1980,71,10,16,23857,104277,2154,43107,1,0,0,130112,1776,4375,17784,16.92,26895,26001,19836032,1061,17517,51070,0,13977,0,0,911,0,437.95,464670,0,2098,4109,5277,8221,35.7,443740,0,55667,34252,0,84488,125862,0,102231,164543,1,1,
1980,64,1,10,35153,3347,424,38530,0,0,0,87106,9499,7168,6815,4.96,8769,29087,92574028,56027,10544,14754,0,8576,0,0,321,0,6.2,347447,0,29423,11375,5492,9225,34.3,174700,160,41789,25168,0,86016,150109,0,112866,183740,1,1,
1990,71,14,16,89843,216356,7276,29659,0,0,0,100840,10996,10976,13589,14.69,32141,46314,21739962,27376,25193,24657,0,20429,1,0,952,0,19.22,526183,0,16215,10145,9346,22578,25.4,272903,0,78167,46870,1,173876,277775,1,128309,249051,1,1,
1996,47,12,5,64109,104000,313439,65366,1,0,0,91114,3510,5654,16124,1.52,9066,36530,359282,829,16706,64955,0,27977,0,0,724,0,665.81,551957,0,2313,14170,13417,16622,8.9,442015,0,707899,56538,0,57655,87621,0,124675,174399,1,1,
1996,32,4,11,83759,30300,40328,42553,0,0,0,99323,7756,6856,15889,11.81,16208,36424,604,10052,19701,75956,0,34210,1,1,6475,0,61.62,619373,0,17157,9867,11285,14152,12,338562,125,271228,57796,1,111653,211019,1,128486,256391,1,1,
1994,43,6,5,100053,150200,41804,33001,1,0,0,82269,7648,10645,16734,1.52,18837,37559,2198321,4075,17618,26494,0,29825,0,0,10348,0,137.78,561464,0,4793,9296,-1,11535,9.6,204570,0,1631335,55732,1,144195,220614,1,148741,150073,1,1,
1994,49,12,13,65900,184000,45334,44942,1,0,0,93268,4368,9312,16011,8.95,42022,30448,1054354,1723,15399,57798,0,31729,1,1,3308,0,328.49,565988,0,5101,5737,-1,17095,12.5,432914,0,1650800,59910,0,125492,199924,0,96372,140331,1,1,
1986,47,4,5,72421,29810,105770,51521,0,0,0,98392,6224,6714,14800,1.61,10863,63519,356980,3246,15535,66667,0,19912,0,0,436,1,164.38,533580,0,14518,41270,7431,10422,8.9,296118,0,59955,48190,1,117436,231898,0,92216,165685,1,0,
1990,12,6,2,82502,41732,44739,51183,0,1,0,86255,1228,6068,15384,16.53,50297,39888,36417,171,23900,75348,0,24566,0,0,312,0,3076.46,526075,0,0,9920,15365,16142,19.9,522337,0,73557,53109,0,120125,196598,0,63745,126022,1,1,
1980,48,6,5,30693,4873,173313,60367,0,1,0,116449,15063,3056,6658,1.19,1416,16942,3980,6633,8746,42726,0,6203,1,1,2283,1,61.96,410999,0,57441,5140,3193,7028,11.6,121272,0,31278,25906,0,69220,69220,1,75964,146711,1,0,
1984,66,2,12,71496,7766,12171,25100,0,0,0,94680,9655,10527,6978,0.47,25512,36758,12956222,55038,12153,11700,0,15722,4,2,10833,-1,7.93,436261,0,12076,14078,6578,10556,12.8,308967,0,50766,33641,1,71021,121620,1,116006,156069,1,1,
1980,21,14,7,26654,74493,1609,50172,0,0,0,127648,734,4479,19309,1.24,20013,18369,32,312,12011,52990,0,14527,0,0,275,0,1487.27,464029,0,1187,1879,8532,3956,37.3,440745,0,55666,44729,1,118741,158179,1,202583,263828,1,1,
1984,66,3,12,52654,7766,1908,22888,0,0,0,93028,4759,16168,6595,0.47,8785,52081,12956222,56438,15221,8685,0,16409,1,0,471,-1,7.66,432492,0,6444,20692,4977,14522,12.8,226305,0,48263,28722,0,84669,131293,0,100470,165209,1,1,
1982,24,15,4,75469,62434,56742,36523,1,0,0,89703,2364,6435,17533,21.93,13542,50151,14065,668,17053,39344,0,20838,1,1,1032,0,770.46,514665,0,2916,26663,9786,14550,27.4,473785,0,63671,52213,1,129025,177733,1,104678,157887,1,1,
1986,12,3,2,122994,41732,40977,28663,0,1,0,95482,1586,12783,15403,16.53,34622,42839,36417,241,24918,35227,0,21948,1,1,3323,0,2182.75,526042,0,82,5138,10637,17261,19.9,512312,0,73903,48379,0,122291,229422,0,73743,125625,1,1,
1996,13,19,2,64536,770500,41806,23893,0,0,0,78696,3646,7495,23957,28.01,57072,47094,14427,1079,27423,47107,0,57419,2,0,6246,1,537.89,580386,0,974,12176,10755,11260,35.8,391109,662,1650271,52125,1,100173,208689,1,98705,243986,1,1,
1992,43,10,5,147116,150200,52476,28297,0,0,0,57560,3705,6233,22764,1.52,38848,28736,2198321,150,18056,35271,0,-1,0,0,1234,0,3748.67,562301,0,0,4447,8151,10225,9.6,562284,587,1631335,61769,1,1,1,1,149606,264415,1,1,
1988,71,31,16,58207,216356,178070,54350,1,0,0,111542,2595,10547,9528,14.69,94326,38025,21739962,81,22945,76806,0,19181,0,0,796,0,6490.59,525738,36373907,0,4533,14353,17970,25.4,525738,0,58112,40438,0,77126,109781,0,100919,141027,1,1,
1986,13,27,3,89492,326416,30510,35493,0,0,0,98874,3255,6075,15971,1.17,26467,40225,28662,1339,23664,51572,0,20964,1,0,1192,0,385.63,516365,0,5185,10486,8572,17107,35.8,400167,334,65193,48067,1,112247,215816,0,81133,168026,1,0,
1996,31,4,10,76121,38700,15039,38198,0,0,0,87925,11438,7410,33039,7.56,9359,38206,2057,7498,17053,34390,0,34018,0,0,721,0,74.06,555276,0,29511,13743,14502,10457,20.5,346226,151,301064,64041,1,111935,213206,1,133419,256509,1,1,
1996,40,6,2,81970,74400,64546,51055,0,0,0,79002,7292,5558,15676,28.01,7928,39374,161198,5196,18429,56791,0,32541,0,0,633,0,108.24,562426,0,10633,15387,12214,10612,10.9,254170,461,689418,60411,1,126455,126644,1,133576,199361,1,1,
1994,13,21,2,89499,770500,36441,29900,0,0,0,73067,2595,7957,20933,28.01,30009,76024,14427,1087,23065,30976,0,39150,1,0,739,0,533.87,580320,0,1895,45002,-1,13718,35.8,465551,331,1650271,55791,0,149319,297006,0,131916,242005,1,1,
1984,71,20,16,85385,216356,23175,28616,0,1,0,102449,15700,12258,10730,14.69,33828,44886,21739962,8864,24910,22185,0,19897,1,1,5182,-1,59.31,525757,0,9189,7718,7755,15267,25.4,405265,0,74407,44035,1,123312,181081,1,151732,214039,1,1,
1982,5,2,1,97140,7757,15622,43793,0,1,0,81726,1954,6230,12598,5.78,32314,37003,5,779,15937,66915,0,19510,1,0,549,0,606.72,472638,0,677,14836,6514,17203,19.4,379419,305,66095,40536,1,115057,208027,1,96282,173051,1,1,
1980,13,7,2,54802,164253,170750,55273,1,0,0,89186,335,10204,28863,2.32,81668,39579,22418,19,25147,37994,0,11317,0,0,389,0,24602.58,467449,177814618,0,4228,16836,7781,40.2,467449,0,51981,39834,0,55985,77001,0,73785,100840,1,1,
1992,71,43,16,48162,328500,33605,39617,0,0,0,102373,5971,5768,16146,99.34,79712,37139,21892142,747,22698,48296,0,-1,1,1,3851,0,764.51,571090,0,2019,8673,9843,16411,25.4,439932,0,2856770,52444,1,151206,222138,1,88987,190639,1,1,
1986,44,6,5,71571,29982,81598,58293,1,0,0,118722,2627,8975,12176,1.61,6419,38641,35801,3276,19738,57976,0,19410,1,1,1264,0,167.58,549001,0,4992,9928,26619,14214,12.7,317923,0,69256,52446,1,116655,168717,1,75583,126941,1,1,
1982,12,5,2,77806,41732,4890,31558,0,0,0,110552,3460,5718,18081,16.53,36062,36076,36417,1322,23381,62012,0,27809,0,0,165,0,398.15,526354,0,4977,6977,9625,11490,19.9,345522,0,74162,50362,1,156016,201299,1,104695,160358,1,1,
1990,71,15,16,82283,216356,11664,34618,0,0,0,110601,28518,4893,9264,14.69,66096,33046,21739962,8919,23097,32688,0,17568,1,1,5173,0,58.98,526073,0,43495,5056,6889,27534,25.4,347101,0,58426,40939,0,118710,170193,0,97147,146781,1,1,
1988,21,4,7,69840,130219,57771,50107,0,0,0,99909,1412,4837,13748,6.9,26114,28445,40,204,17747,69386,0,25510,1,0,174,0,2540.53,518268,0,2268,5861,12546,17980,27.5,476370,460,66960,48965,1,61583,119356,0,91282,181525,1,0,
1984,49,25,13,49863,152838,131507,45085,1,0,0,105586,1274,7627,13710,3.12,34446,35147,993895,268,20414,51969,0,23778,0,0,539,-1,1965.4,526726,90669169,0,7106,15103,10890,12.5,525286,1007,68095,56052,0,63974,105914,0,113946,177920,1,1,
1996,73,2,17,68500,41400,4774,37596,0,1,0,88289,9642,7419,14138,27.15,29379,36669,2173187,6223,15735,53238,0,36132,1,1,7860,0,86.91,554507,0,9172,13515,10168,11808,32.9,207887,0,628943,56342,1,107430,196526,1,124655,256944,1,1,
1988,49,13,11,105307,152838,27046,40576,0,0,0,101635,16970,7101,10756,7.19,13892,36458,993895,34619,20931,33810,0,18620,1,1,8296,0,15.22,526840,0,24875,8426,10418,7756,12.5,394116,121,66264,54082,1,84980,130887,0,98345,187450,1,0,
1982,35,1,10,119549,13964,3746,39839,0,0,0,89792,27844,6063,13078,5.09,9311,46943,13951,14989,21133,38540,0,18803,0,0,317,1,34.89,523024,0,76704,19747,11106,8852,16.3,298449,162,62790,50206,1,160705,204341,1,137675,183368,1,1,
1994,22,10,4,63640,61500,164796,43544,1,0,0,78865,2009,11011,21272,15.61,10280,37493,9375,196,14743,43075,0,29818,1,1,2257,0,2830.6,554797,0,0,11739,-1,17653,25.1,554797,288,602347,62113,0,117604,183831,0,58573,109571,1,1,
1996,43,7,5,88608,150200,22917,27730,0,1,0,74453,4862,5207,22803,1.52,33421,32040,2198321,969,20276,31784,0,35395,0,0,1074,0,581.58,563552,0,966,6557,9938,12673,9.6,475687,0,1631335,70960,1,131731,179489,1,143667,231557,1,1,
1988,24,20,3,106747,62434,12780,52305,1,1,0,68666,666,5931,12765,1.17,40906,26689,14065,116,18081,73930,0,21167,1,0,302,0,4429.54,513827,0,0,2677,11421,17180,27.4,513827,0,71420,49487,0,110976,130770,0,146715,177659,1,1,
1986,61,3,14,122771,16619,8489,30515,1,0,0,105282,7600,10180,13267,0.81,26607,39972,14180844,54726,18631,27428,0,18598,3,1,5716,1,9.96,544970,0,3420,11161,7497,13587,12.8,420324,187,79004,46446,1,156686,218328,1,146462,146462,1,1,
1984,33,4,7,97318,36769,14315,38931,0,0,0,78611,1433,6852,17705,6.9,20411,44021,196386,181,20797,57151,0,23472,0,0,235,-1,2816.13,509720,0,0,16372,14598,10941,24.5,508240,0,68977,52808,0,153494,209742,0,167678,228071,1,1,
1992,54,4,6,78004,57000,19521,71279,0,0,0,91086,9684,6795,7964,0.56,2979,30799,333345,9340,16233,81387,0,-1,1,1,562,1,57.99,541650,0,25400,7771,8416,15614,17.3,386,0,513716,43055,0,52101,77276,0,98984,154511,1,1,
1986,71,42,16,85794,216356,6416,24632,1,1,0,90066,2183,6748,20295,14.69,57713,39014,21739962,124,25634,65133,0,29596,4,0,2156,0,4240.86,525867,80351240,0,6632,13886,10017,25.4,525867,0,82615,58755,1,177783,243619,1,140364,192711,1,1,
1992,23,10,3,70103,106000,11460,46665,0,1,0,88921,2701,6265,16073,2.02,27971,25490,705471,1129,15017,78930,0,-1,2,0,1492,0,514.59,580974,0,3197,4208,7954,17800,33.7,463630,0,973369,63791,1,99952,153716,0,138193,260213,1,0,
1986,43,8,5,224682,59373,44962,23634,0,1,0,65287,3301,6057,17902,1.61,38432,25714,2083517,161,16124,27406,0,16206,0,0,1176,0,3185.72,512901,0,0,3533,5077,10359,9.6,512683,642,83589,47448,1,184553,229946,1,1,1,1,1,
1986,12,1,2,84313,41732,78688,40255,0,0,0,98954,1434,10182,15160,16.53,18239,37168,36417,508,20914,51097,0,19993,0,0,857,0,1035.49,526029,0,1254,6072,12175,20411,19.9,481207,0,70127,48063,0,152125,211711,0,93497,123601,1,1,
1992,49,8,13,39463,184000,29470,25852,1,0,0,102373,4883,4963,19496,8.95,29182,45568,1054354,3050,18013,31594,0,-1,0,0,480,0,185.76,566572,114465835,6740,22592,16855,12562,12.5,296680,0,1650800,61983,1,60603,60603,1,179349,232822,1,1,
1980,14,15,2,50965,55542,5824,95648,0,0,0,102270,1727,2056,10619,2.32,20169,16908,13017,724,11755,91286,0,10171,0,0,229,0,648.72,469672,0,6809,3097,6297,4417,40,357914,0,58840,33889,1,65986,124063,1,99874,167725,1,1,
1980,71,22,16,32574,104277,16853,68560,1,0,0,106009,511,5400,22139,16.92,48443,23519,19836032,81,15201,53620,0,11117,0,0,464,0,5738.02,464780,30746362,0,2918,4104,13902,35.7,464780,915,59407,42451,1,99502,153944,1,115241,180423,1,1,
1982,71,4,16,63642,216356,30248,26844,0,0,0,100914,7651,17810,12386,14.69,40805,59930,21739962,2398,18798,21815,0,20468,2,2,12968,0,219.25,525762,0,8046,23322,10730,23650,25.4,470020,0,78134,46992,0,133853,205055,0,118476,185523,1,1,
1980,47,5,5,39219,15282,64692,96807,0,0,0,106955,6130,2808,10630,1.19,1788,18817,346082,3368,10142,83463,0,8191,0,0,385,0,137.29,462401,0,35583,5867,8237,6731,9.4,199818,0,45027,29904,0,68778,126939,0,99117,194338,1,1,
1992,47,8,5,66177,104000,135718,74460,0,0,0,101514,6822,7316,10327,1.52,8109,34219,359282,4438,12279,89896,0,-1,0,0,10134,0,124.39,568770,0,8530,14624,9365,13090,8.9,145347,575,707899,51215,0,98700,179552,0,113162,195451,1,1,
1994,73,6,17,77374,41400,28925,32059,0,1,0,84014,6266,23972,12828,27.15,28083,54974,2173187,6250,17494,37112,0,32939,0,0,12328,0,86.53,546408,0,1972,13508,-1,15222,32.9,327444,0,628943,49421,0,152933,238162,0,105480,180802,1,1,
1980,14,6,2,58884,55542,6795,105935,0,0,0,98269,3196,2981,11033,2.32,12490,19409,13017,1669,10054,88878,0,9009,0,0,177,1,283.75,473574,0,11160,6374,6280,6066,40,284557,0,60193,31679,0,106431,144177,0,117965,175809,1,1,
1988,34,5,10,116362,40975,124820,45539,1,0,0,86282,1636,16121,19181,5.09,13897,42701,54412,267,19284,50978,0,20462,0,0,516,0,2048.04,546827,0,154,7296,15367,17064,26.6,543290,401,77655,54792,0,101030,142574,0,149166,212139,1,1,
1990,13,3,2,85360,326416,14151,21139,0,1,0,98511,2437,4817,21740,16.53,53680,39653,28662,222,27852,43085,0,30714,0,0,163,0,2327.57,516720,0,8,6984,10334,10727,35.8,510398,778,73258,50386,0,128336,224306,0,70118,145444,1,1,
1988,40,10,2,64952,29834,35107,15850,0,0,1,91463,2885,65354,22455,16.53,59560,90106,289424,738,20034,15574,0,31287,3,1,9991,0,725.08,535111,0,2339,4718,9788,7961,10.9,499141,0,81076,44001,1,95724,159023,1,188550,276908,1,1,
1980,47,7,5,27203,15282,119632,55824,0,1,0,114501,9077,8008,8682,1.19,5629,23711,346082,3977,9276,34590,0,6875,3,2,49649,1,117.54,467476,0,32085,6427,4244,6167,9.4,249362,346,32541,28096,0,53696,76842,0,88564,128834,1,1,
1996,72,3,17,76237,27400,33589,45657,1,0,0,80031,4247,8170,18989,27.15,37445,33264,15921659,814,17412,45417,0,32627,0,0,654,0,698.13,568276,24925160,2280,7682,16373,14749,27.5,531362,443,427192,67473,0,161624,222822,0,165922,247909,1,1,
1984,41,3,5,97669,20280,156599,62843,0,0,0,112231,5153,12948,7341,1.61,5142,45246,9448,8145,17337,71261,0,15489,2,1,9502,-1,68.18,555321,0,9832,14961,5269,17560,18.2,302609,835,59127,34539,0,100864,104784,0,120357,125102,1,1,
1980,24,16,4,44824,37775,22922,79570,0,0,0,111336,3738,2174,10315,11.21,10898,17342,213,1189,11614,72824,0,10197,0,0,215,0,389.99,463699,0,17411,3554,5504,7598,38.9,308375,0,53430,33490,1,105152,134792,1,149960,189179,1,1,
1990,62,4,10,76703,20091,2484,33250,0,0,0,96167,18493,6897,11555,5.09,14755,42001,8892807,38409,20301,30508,0,18540,0,0,355,1,12.54,481502,0,35575,14803,9243,11591,18,292343,335,58043,44463,1,156202,213754,1,89285,165186,1,1,
1986,12,10,2,84899,41732,304305,56239,0,0,0,106166,593,10041,14487,16.53,73708,41912,36417,39,22397,55877,0,14215,0,0,272,0,13486.05,525956,0,0,9474,13279,25107,19.9,525956,859,43983,29693,0,111244,132956,0,46666,48643,1,1,
1982,72,3,17,110694,14178,28908,42071,1,0,0,82712,2438,8496,19387,5.89,30847,33788,15885601,354,17466,44964,0,20234,0,0,666,0,1488.08,526779,21844843,609,7826,14811,17442,27.5,518148,0,77100,60764,0,156371,217423,0,159416,203662,1,1,
1988,21,1,7,86311,130219,477789,34239,1,1,0,103788,399,14899,13111,6.9,13031,51183,40,32,27029,32501,0,14017,0,0,224,0,16217.06,518946,22610102,0,9255,16323,28574,27.5,518946,0,50601,26694,0,122376,126948,0,164125,170878,1,1,
1994,43,1,5,63945,150200,71981,28101,0,1,0,87803,4773,23549,12173,1.52,16789,51744,2198321,4477,19148,24287,0,29821,9,3,27691,0,125.66,562670,0,3507,9047,-1,14388,9.6,387603,0,1631335,56616,0,118941,228632,1,112974,183520,1,0,
1994,61,4,14,69011,37100,11616,27664,1,0,0,85164,3381,6846,37134,0.95,33618,39174,16179743,193,19954,38587,0,40563,0,0,900,0,3164.29,610708,0,0,12374,-1,15996,12.8,610279,429,444751,71852,1,156330,264066,1,116714,193902,1,1,
