ID,year,state,state_po,district,party,candidatevotes,totalvotes
AL-1-1978,1978,Alabama,AL,1,republican,71711,112161
AL-2-1978,1978,Alabama,AL,2,republican,57924,107265
AL-3-1978,1978,Alabama,AL,3,democrat,74895,74897
AL-4-1978,1978,Alabama,AL,4,democrat,87380,87381
AL-5-1978,1978,Alabama,AL,5,democrat,68985,71236
AL-6-1978,1978,Alabama,AL,6,republican,65700,106471
AL-7-1978,1978,Alabama,AL,7,democrat,77742,82868
AZ-1-1978,1978,Arizona,AZ,1,republican,81108,114286
AZ-2-1978,1978,Arizona,AZ,2,democrat,67878,129197
AZ-3-1978,1978,Arizona,AZ,3,democrat,111850,131663
AZ-4-1978,1978,Arizona,AZ,4,republican,90768,143836
AR-1-1978,1978,Arkansas,AR,1,democrat,1,1
AR-2-1978,1978,Arkansas,AR,2,republican,65285,127425
AR-3-1978,1978,Arkansas,AR,3,republican,130086,165834
AR-4-1978,1978,Arkansas,AR,4,democrat,1,1
CA-1-1978,1978,California,CA,1,democrat,125122,210812
CA-2-1978,1978,California,CA,2,republican,114451,220260
CA-3-1978,1978,California,CA,3,democrat,105537,197503
CA-4-1978,1978,California,CA,4,democrat,87764,158497
CA-5-1978,1978,California,CA,5,democrat,106046,158649
CA-6-1978,1978,California,CA,6,democrat,81801,119768
CA-7-1978,1978,California,CA,7,democrat,109676,172865
CA-8-1978,1978,California,CA,8,democrat,94824,165305
CA-9-1978,1978,California,CA,9,democrat,88179,134879
CA-10-1978,1978,California,CA,10,democrat,84488,125862
CA-11-1978,1978,California,CA,11,democrat,92882,153464
CA-12-1978,1978,California,CA,12,republican,116982,160085
CA-13-1978,1978,California,CA,13,democrat,100809,175361
CA-14-1978,1978,California,CA,14,republican,95962,179727
CA-15-1978,1978,California,CA,15,democrat,75212,125126
CA-16-1978,1978,California,CA,16,democrat,104550,170358
CA-17-1978,1978,California,CA,17,republican,81296,149181
CA-18-1978,1978,California,CA,18,republican,85663,144563
CA-19-1978,1978,California,CA,19,republican,123192,171751
CA-20-1978,1978,California,CA,20,republican,129714,195409
CA-21-1978,1978,California,CA,21,democrat,73869,124138
CA-22-1978,1978,California,CA,22,republican,99502,153944
CA-23-1978,1978,California,CA,23,democrat,117498,178994
CA-24-1978,1978,California,CA,24,democrat,85075,135771
CA-25-1978,1978,California,CA,25,democrat,45881,68086
CA-26-1978,1978,California,CA,26,republican,113059,113059
CA-27-1978,1978,California,CA,27,republican,89392,175272
CA-28-1978,1978,California,CA,28,democrat,97592,97592
CA-29-1978,1978,California,CA,29,democrat,65214,76726
CA-30-1978,1978,California,CA,30,democrat,66241,92752
CA-31-1978,1978,California,CA,31,democrat,55667,82157
CA-32-1978,1978,California,CA,32,democrat,74004,103609
CA-33-1978,1978,California,CA,33,republican,79533,142073
CA-34-1978,1978,California,CA,34,republican,90554,168572
CA-35-1978,1978,California,CA,35,democrat,80388,148830
CA-36-1978,1978,California,CA,36,democrat,80448,127865
CA-37-1978,1978,California,CA,37,republican,106581,173588
CA-38-1978,1978,California,CA,38,democrat,75471,128769
CA-39-1978,1978,California,CA,39,republican,112160,176051
CA-40-1978,1978,California,CA,40,republican,147882,224240
CA-41-1978,1978,California,CA,41,republican,107685,185225
CA-42-1978,1978,California,CA,42,democrat,85126,115445
CA-43-1978,1978,California,CA,43,republican,167150,243458
CO-1-1978,1978,Colorado,CO,1,democrat,82742,134630
CO-2-1978,1978,Colorado,CO,2,democrat,98889,186961
CO-3-1978,1978,Colorado,CO,3,democrat,69669,141442
CO-4-1978,1978,Colorado,CO,4,republican,103121,168542
CO-5-1978,1978,Colorado,CO,5,republican,91933,153780
CT-1-1978,1978,Connecticut,CT,1,democrat,102749,172564
CT-2-1978,1978,Connecticut,CT,2,democrat,116624,166814
CT-3-1978,1978,Connecticut,CT,3,democrat,96830,166587
CT-4-1978,1978,Connecticut,CT,4,republican,83990,143919
CT-5-1978,1978,Connecticut,CT,5,democrat,96738,184913
CT-6-1978,1978,Connecticut,CT,6,democrat,119537,186224
FL-1-1978,1978,Florida,FL,1,democrat,85608,135323
FL-2-1978,1978,Florida,FL,2,democrat,112649,137797
FL-3-1978,1978,Florida,FL,3,democrat,1,1
FL-4-1978,1978,Florida,FL,4,democrat,113302,154949
FL-5-1978,1978,Florida,FL,5,republican,106319,208186
FL-6-1978,1978,Florida,FL,6,republican,150694,191348
FL-7-1978,1978,Florida,FL,7,democrat,1,1
FL-8-1978,1978,Florida,FL,8,democrat,1,1
FL-9-1978,1978,Florida,FL,9,democrat,89543,145617
FL-10-1978,1978,Florida,FL,10,republican,1,1
FL-11-1978,1978,Florida,FL,11,democrat,123346,223103
FL-12-1978,1978,Florida,FL,12,democrat,107037,173647
FL-13-1978,1978,Florida,FL,13,democrat,1,1
FL-14-1978,1978,Florida,FL,14,democrat,65202,103283
FL-15-1978,1978,Florida,FL,15,democrat,108837,146734
GA-1-1978,1978,Georgia,GA,1,democrat,36961,36962
GA-2-1978,1978,Georgia,GA,2,democrat,42234,42236
GA-3-1978,1978,Georgia,GA,3,democrat,54881,54882
GA-4-1978,1978,Georgia,GA,4,democrat,60284,74513
GA-5-1978,1978,Georgia,GA,5,democrat,52739,69875
GA-6-1978,1978,Georgia,GA,6,republican,47078,86540
GA-7-1978,1978,Georgia,GA,7,democrat,47090,70826
GA-8-1978,1978,Georgia,GA,8,democrat,41184,41193
GA-9-1978,1978,Georgia,GA,9,democrat,47264,61437
GA-10-1978,1978,Georgia,GA,10,democrat,50122,50130
HI-1-1978,1978,Hawaii,HI,1,democrat,84552,115412
HI-2-1978,1978,Hawaii,HI,2,democrat,118272,137957
ID-1-1978,1978,Idaho,ID,1,republican,86680,144652
ID-2-1978,1978,Idaho,ID,2,republican,80591,140631
IL-1-1978,1978,Illinois,IL,1,democrat,47581,81279
IL-2-1978,1978,Illinois,IL,2,democrat,80906,94077
IL-3-1978,1978,Illinois,IL,3,democrat,95701,146800
IL-4-1978,1978,Illinois,IL,4,republican,94435,141229
IL-5-1978,1978,Illinois,IL,5,democrat,98702,117506
IL-6-1978,1978,Illinois,IL,6,republican,87193,131737
IL-7-1978,1978,Illinois,IL,7,democrat,64716,74989
IL-8-1978,1978,Illinois,IL,8,democrat,81457,94762
IL-9-1978,1978,Illinois,IL,9,democrat,87543,116217
IL-10-1978,1978,Illinois,IL,10,democrat,89479,178309
IL-11-1978,1978,Illinois,IL,11,democrat,112365,152412
IL-12-1978,1978,Illinois,IL,12,republican,110503,138935
IL-13-1978,1978,Illinois,IL,13,republican,64060,104738
IL-14-1978,1978,Illinois,IL,14,republican,118741,158179
IL-15-1978,1978,Illinois,IL,15,republican,80856,129612
IL-16-1978,1978,Illinois,IL,16,republican,76752,117309
IL-17-1978,1978,Illinois,IL,17,republican,94375,133635
IL-18-1978,1978,Illinois,IL,18,republican,85973,130514
IL-19-1978,1978,Illinois,IL,19,republican,89770,89790
IL-20-1978,1978,Illinois,IL,20,republican,111054,159480
IL-21-1978,1978,Illinois,IL,21,republican,97473,124527
IL-22-1978,1978,Illinois,IL,22,republican,86051,159383
IL-23-1978,1978,Illinois,IL,23,democrat,74247,100105
IL-24-1978,1978,Illinois,IL,24,democrat,110298,168061
IN-1-1978,1978,Indiana,IN,1,democrat,72367,90170
IN-2-1978,1978,Indiana,IN,2,democrat,82402,145778
IN-3-1978,1978,Indiana,IN,3,democrat,64336,115862
IN-4-1978,1978,Indiana,IN,4,republican,80527,125117
IN-5-1978,1978,Indiana,IN,5,republican,94950,140429
IN-6-1978,1978,Indiana,IN,6,democrat,66421,127282
IN-7-1978,1978,Indiana,IN,7,republican,86955,154424
IN-8-1978,1978,Indiana,IN,8,republican,83019,159673
IN-9-1978,1978,Indiana,IN,9,democrat,99727,151945
IN-10-1978,1978,Indiana,IN,10,democrat,73343,130742
IN-11-1978,1978,Indiana,IN,11,democrat,61504,107441
IA-1-1978,1978,Iowa,IA,1,republican,79940,125955
IA-2-1978,1978,Iowa,IA,2,republican,72644,138978
IA-3-1978,1978,Iowa,IA,3,republican,103659,138539
IA-4-1978,1978,Iowa,IA,4,democrat,88526,136834
IA-5-1978,1978,Iowa,IA,5,democrat,82333,139710
IA-6-1978,1978,Iowa,IA,6,democrat,87139,131459
KS-1-1978,1978,Kansas,KS,1,republican,131037,131037
KS-2-1978,1978,Kansas,KS,2,republican,76419,146879
KS-3-1978,1978,Kansas,KS,3,republican,103265,103265
KS-4-1978,1978,Kansas,KS,4,democrat,100139,143993
KS-5-1978,1978,Kansas,KS,5,republican,86011,150766
KY-1-1978,1978,Kentucky,KY,1,democrat,44090,44097
KY-2-1978,1978,Kentucky,KY,2,democrat,36441,36459
KY-3-1978,1978,Kentucky,KY,3,democrat,37346,56871
KY-4-1978,1978,Kentucky,KY,4,republican,62087,94299
KY-5-1978,1978,Kentucky,KY,5,republican,59743,75458
KY-6-1978,1978,Kentucky,KY,6,republican,52092,102857
KY-7-1978,1978,Kentucky,KY,7,democrat,51559,67420
LA-1-1978,1978,Louisiana,LA,1,republican,1,1
LA-2-1978,1978,Louisiana,LA,2,democrat,1,1
LA-3-1978,1978,Louisiana,LA,3,republican,1,1
LA-4-1978,1978,Louisiana,LA,4,democrat,65583,130900
LA-5-1978,1978,Louisiana,LA,5,democrat,1,1
LA-6-1978,1978,Louisiana,LA,6,republican,1,1
LA-7-1978,1978,Louisiana,LA,7,democrat,1,1
LA-8-1978,1978,Louisiana,LA,8,democrat,1,1
ME-1-1978,1978,Maine,ME,1,republican,120791,196485
ME-2-1978,1978,Maine,ME,2,republican,87939,173037
MD-1-1978,1978,Maryland,MD,1,republican,80202,126295
MD-2-1978,1978,Maryland,MD,2,democrat,98601,148487
MD-3-1978,1978,Maryland,MD,3,democrat,91189,91189
MD-4-1978,1978,Maryland,MD,4,republican,71374,115037
MD-5-1978,1978,Maryland,MD,5,democrat,64868,84028
MD-6-1978,1978,Maryland,MD,6,democrat,126196,140741
MD-7-1978,1978,Maryland,MD,7,democrat,51996,58622
MD-8-1978,1978,Maryland,MD,8,democrat,81851,159658
MA-1-1978,1978,Massachusetts,MA,1,republican,131773,131918
MA-2-1978,1978,Massachusetts,MA,2,democrat,101570,139479
MA-3-1978,1978,Massachusetts,MA,3,democrat,119337,158730
MA-4-1978,1978,Massachusetts,MA,4,democrat,111353,111491
MA-5-1978,1978,Massachusetts,MA,5,democrat,90156,172681
MA-6-1978,1978,Massachusetts,MA,6,democrat,97099,180645
MA-7-1978,1978,Massachusetts,MA,7,democrat,145615,171646
MA-8-1978,1978,Massachusetts,MA,8,democrat,102160,136928
MA-9-1978,1978,Massachusetts,MA,9,democrat,106805,116338
MA-10-1978,1978,Massachusetts,MA,10,republican,102080,166957
MA-11-1978,1978,Massachusetts,MA,11,democrat,133644,145722
MA-12-1978,1978,Massachusetts,MA,12,democrat,176704,176859
MI-1-1978,1978,Michigan,MI,1,democrat,89646,96526
MI-2-1978,1978,Michigan,MI,2,republican,97503,144326
MI-3-1978,1978,Michigan,MI,3,democrat,83932,163510
MI-4-1978,1978,Michigan,MI,4,republican,95440,135108
MI-5-1978,1978,Michigan,MI,5,republican,81794,165446
MI-6-1978,1978,Michigan,MI,6,democrat,97971,172706
MI-7-1978,1978,Michigan,MI,7,democrat,105402,137540
MI-8-1978,1978,Michigan,MI,8,democrat,103346,155248
MI-9-1978,1978,Michigan,MI,9,republican,122363,175819
MI-10-1978,1978,Michigan,MI,10,democrat,94913,184389
MI-11-1978,1978,Michigan,MI,11,republican,96351,175435
MI-12-1978,1978,Michigan,MI,12,democrat,82892,150956
MI-13-1978,1978,Michigan,MI,13,democrat,44771,56543
MI-14-1978,1978,Michigan,MI,14,democrat,84032,124756
MI-15-1978,1978,Michigan,MI,15,democrat,95137,119545
MI-16-1978,1978,Michigan,MI,16,democrat,93387,122111
MI-17-1978,1978,Michigan,MI,17,democrat,106303,111654
MI-18-1978,1978,Michigan,MI,18,democrat,113037,151798
MI-19-1978,1978,Michigan,MI,19,republican,117122,164298
MN-1-1978,1978,Minnesota,MN,1,republican,110090,195929
MN-2-1978,1978,Minnesota,MN,2,republican,145415,206588
MN-3-1978,1978,Minnesota,MN,3,republican,128759,195879
MN-4-1978,1978,Minnesota,MN,4,democrat,95989,165385
MN-5-1978,1978,Minnesota,MN,5,democrat,91673,147087
MN-6-1978,1978,Minnesota,MN,6,democrat,115880,209632
MN-7-1978,1978,Minnesota,MN,7,republican,106573,206192
MN-8-1978,1978,Minnesota,MN,8,democrat,171125,196294
MS-1-1978,1978,Mississippi,MS,1,democrat,57358,86151
MS-2-1978,1978,Mississippi,MS,2,democrat,57678,93408
MS-3-1978,1978,Mississippi,MS,3,democrat,101685,110093
MS-4-1978,1978,Mississippi,MS,4,republican,68225,132132
MS-5-1978,1978,Mississippi,MS,5,republican,97177,97177
MO-1-1978,1978,Missouri,MO,1,democrat,65950,99010
MO-2-1978,1978,Missouri,MO,2,democrat,102911,182406
MO-3-1978,1978,Missouri,MO,3,democrat,121565,148446
MO-4-1978,1978,Missouri,MO,4,democrat,120748,165864
MO-5-1978,1978,Missouri,MO,5,democrat,82140,114131
MO-6-1978,1978,Missouri,MO,6,republican,96574,172635
MO-7-1978,1978,Missouri,MO,7,republican,104566,170917
MO-8-1978,1978,Missouri,MO,8,democrat,96509,159618
MO-9-1978,1978,Missouri,MO,9,democrat,135170,180965
MO-10-1978,1978,Missouri,MO,10,democrat,99148,151835
MT-1-1978,1978,Montana,MT,1,democrat,86016,150109
MT-2-1978,1978,Montana,MT,2,republican,75766,133246
NE-1-1978,1978,Nebraska,NE,1,republican,99013,170324
NE-2-1978,1978,Nebraska,NE,2,democrat,77135,147444
NE-3-1978,1978,Nebraska,NE,3,republican,141597,176968
NH-1-1978,1978,New Hampshire,NH,1,democrat,82697,134235
NH-2-1978,1978,New Hampshire,NH,2,republican,84535,124081
NJ-1-1978,1978,New Jersey,NJ,1,democrat,106096,133620
NJ-2-1978,1978,New Jersey,NJ,2,democrat,112768,169765
NJ-3-1978,1978,New Jersey,NJ,3,democrat,83349,148955
NJ-4-1978,1978,New Jersey,NJ,4,democrat,69259,113382
NJ-5-1978,1978,New Jersey,NJ,5,republican,100739,138847
NJ-6-1978,1978,New Jersey,NJ,6,republican,89446,148184
NJ-7-1978,1978,New Jersey,NJ,7,democrat,78358,149118
NJ-8-1978,1978,New Jersey,NJ,8,democrat,69496,93338
NJ-9-1978,1978,New Jersey,NJ,9,republican,73478,150155
NJ-10-1978,1978,New Jersey,NJ,10,democrat,55074,63777
NJ-11-1978,1978,New Jersey,NJ,11,democrat,88294,125174
NJ-12-1978,1978,New Jersey,NJ,12,republican,94850,129273
NJ-13-1978,1978,New Jersey,NJ,13,republican,77301,149109
NJ-14-1978,1978,New Jersey,NJ,14,democrat,67008,105340
NJ-15-1978,1978,New Jersey,NJ,15,democrat,55944,115886
NM-1-1978,1978,New Mexico,NM,1,republican,118075,188836
NM-2-1978,1978,New Mexico,NM,2,democrat,95710,95710
NY-1-1978,1978,New York,NY,1,republican,75586,160204
NY-2-1978,1978,New York,NY,2,democrat,64807,118129
NY-3-1978,1978,New York,NY,3,democrat,70526,138670
NY-4-1978,1978,New York,NY,4,republican,80266,143302
NY-5-1978,1978,New York,NY,5,republican,74279,145383
NY-6-1978,1978,New York,NY,6,democrat,74741,134606
NY-7-1978,1978,New York,NY,7,democrat,55985,77001
NY-8-1978,1978,New York,NY,8,democrat,68971,95202
NY-9-1978,1978,New York,NY,9,democrat,51350,94787
NY-10-1978,1978,New York,NY,10,democrat,51682,82061
NY-11-1978,1978,New York,NY,11,democrat,55880,75203
NY-12-1978,1978,New York,NY,12,democrat,21406,29277
NY-13-1978,1978,New York,NY,13,democrat,64514,84839
NY-14-1978,1978,New York,NY,14,democrat,29040,40745
NY-15-1978,1978,New York,NY,15,democrat,42646,72331
NY-16-1978,1978,New York,NY,16,democrat,52855,72890
NY-17-1978,1978,New York,NY,17,democrat,54228,99961
NY-18-1978,1978,New York,NY,18,republican,57738,114301
NY-19-1978,1978,New York,NY,19,democrat,49344,61991
NY-20-1978,1978,New York,NY,20,democrat,57452,75936
NY-21-1978,1978,New York,NY,21,democrat,20769,24449
NY-22-1978,1978,New York,NY,22,democrat,54110,69837
NY-23-1978,1978,New York,NY,23,democrat,66354,128572
NY-24-1978,1978,New York,NY,24,democrat,75397,134463
NY-25-1978,1978,New York,NY,25,republican,114641,146533
NY-26-1978,1978,New York,NY,26,republican,87059,139637
NY-27-1978,1978,New York,NY,27,democrat,83413,149590
NY-28-1978,1978,New York,NY,28,democrat,139575,182945
NY-29-1978,1978,New York,NY,29,republican,90572,184223
NY-30-1978,1978,New York,NY,30,republican,79502,141263
NY-31-1978,1978,New York,NY,31,republican,98415,107791
NY-32-1978,1978,New York,NY,32,democrat,76251,145471
NY-33-1978,1978,New York,NY,33,republican,82501,147454
NY-34-1978,1978,New York,NY,34,republican,62081,140912
NY-35-1978,1978,New York,NY,35,republican,96119,138593
NY-36-1978,1978,New York,NY,36,democrat,95613,134257
NY-37-1978,1978,New York,NY,37,democrat,67475,90271
NY-38-1978,1978,New York,NY,38,republican,100032,120132
NY-39-1978,1978,New York,NY,39,democrat,79385,135816
NC-1-1978,1978,North Carolina,NC,1,democrat,67716,84530
NC-2-1978,1978,North Carolina,NC,2,democrat,61851,79053
NC-3-1978,1978,North Carolina,NC,3,democrat,54452,76602
NC-4-1978,1978,North Carolina,NC,4,democrat,74249,78685
NC-5-1978,1978,North Carolina,NC,5,democrat,68778,126939
NC-6-1978,1978,North Carolina,NC,6,democrat,58193,85075
NC-7-1978,1978,North Carolina,NC,7,democrat,53696,76842
NC-8-1978,1978,North Carolina,NC,8,democrat,63168,107110
NC-9-1978,1978,North Carolina,NC,9,republican,66157,96824
NC-10-1978,1978,North Carolina,NC,10,republican,67004,67004
NC-11-1978,1978,North Carolina,NC,11,democrat,75460,141292
OH-1-1978,1978,Ohio,OH,1,republican,73593,114169
OH-2-1978,1978,Ohio,OH,2,democrat,64522,123238
OH-3-1978,1978,Ohio,OH,3,democrat,62849,116804
OH-4-1978,1978,Ohio,OH,4,republican,85575,124935
OH-5-1978,1978,Ohio,OH,5,republican,85547,136618
OH-6-1978,1978,Ohio,OH,6,republican,85592,131910
OH-7-1978,1978,Ohio,OH,7,republican,92507,92507
OH-8-1978,1978,Ohio,OH,8,republican,81156,113652
OH-9-1978,1978,Ohio,OH,9,democrat,71709,113128
OH-10-1978,1978,Ohio,OH,10,republican,99329,134368
OH-11-1978,1978,Ohio,OH,11,republican,89327,131181
OH-12-1978,1978,Ohio,OH,12,republican,81573,143271
OH-13-1978,1978,Ohio,OH,13,democrat,80875,124144
OH-14-1978,1978,Ohio,OH,14,democrat,82356,113667
OH-15-1978,1978,Ohio,OH,15,republican,91023,128023
OH-16-1978,1978,Ohio,OH,16,republican,105152,134792
OH-17-1978,1978,Ohio,OH,17,republican,87010,129127
OH-18-1978,1978,Ohio,OH,18,democrat,71894,120825
OH-19-1978,1978,Ohio,OH,19,republican,71890,141867
OH-20-1978,1978,Ohio,OH,20,democrat,76973,76973
OH-21-1978,1978,Ohio,OH,21,democrat,58934,68467
OH-22-1978,1978,Ohio,OH,22,democrat,87551,132572
OH-23-1978,1978,Ohio,OH,23,democrat,99975,133707
OK-1-1978,1978,Oklahoma,OK,1,democrat,73886,123290
OK-2-1978,1978,Oklahoma,OK,2,democrat,72583,132436
OK-3-1978,1978,Oklahoma,OK,3,democrat,1,1
OK-4-1978,1978,Oklahoma,OK,4,democrat,62993,104414
OK-5-1978,1978,Oklahoma,OK,5,republican,71451,89429
OK-6-1978,1978,Oklahoma,OK,6,democrat,103512,139543
OR-1-1978,1978,Oregon,OR,1,democrat,158706,252378
OR-2-1978,1978,Oregon,OR,2,democrat,152099,220019
OR-3-1978,1978,Oregon,OR,3,democrat,151895,179460
OR-4-1978,1978,Oregon,OR,4,democrat,124745,221766
PA-1-1978,1978,Pennsylvania,PA,1,democrat,104412,145162
PA-2-1978,1978,Pennsylvania,PA,2,democrat,132594,161759
PA-3-1978,1978,Pennsylvania,PA,3,democrat,86015,119765
PA-4-1978,1978,Pennsylvania,PA,4,republican,110445,198000
PA-5-1978,1978,Pennsylvania,PA,5,republican,110565,147269
PA-6-1978,1978,Pennsylvania,PA,6,democrat,106431,144177
PA-7-1978,1978,Pennsylvania,PA,7,democrat,79771,158714
PA-8-1978,1978,Pennsylvania,PA,8,democrat,89276,146052
PA-9-1978,1978,Pennsylvania,PA,9,republican,101151,135033
PA-10-1978,1978,Pennsylvania,PA,10,republican,116003,151724
PA-11-1978,1978,Pennsylvania,PA,11,democrat,61433,106768
PA-12-1978,1978,Pennsylvania,PA,12,democrat,104216,151658
PA-13-1978,1978,Pennsylvania,PA,13,republican,112711,159862
PA-14-1978,1978,Pennsylvania,PA,14,democrat,68004,119202
PA-15-1978,1978,Pennsylvania,PA,15,republican,65986,124063
PA-16-1978,1978,Pennsylvania,PA,16,republican,91910,119296
PA-17-1978,1978,Pennsylvania,PA,17,democrat,79234,132847
PA-18-1978,1978,Pennsylvania,PA,18,democrat,88299,154671
PA-19-1978,1978,Pennsylvania,PA,19,republican,105424,134001
PA-20-1978,1978,Pennsylvania,PA,20,democrat,97745,135490
PA-21-1978,1978,Pennsylvania,PA,21,democrat,73712,139334
PA-22-1978,1978,Pennsylvania,PA,22,democrat,99559,139077
PA-23-1978,1978,Pennsylvania,PA,23,republican,73194,134851
PA-24-1978,1978,Pennsylvania,PA,24,republican,87041,135935
PA-25-1978,1978,Pennsylvania,PA,25,democrat,68293,146948
RI-1-1978,1978,Rhode Island,RI,1,democrat,86768,141680
RI-2-1978,1978,Rhode Island,RI,2,democrat,87397,166122
SC-1-1978,1978,South Carolina,SC,1,democrat,65621,108615
SC-2-1978,1978,South Carolina,SC,2,republican,71032,123630
SC-3-1978,1978,South Carolina,SC,3,democrat,80968,98892
SC-4-1978,1978,South Carolina,SC,4,republican,51483,98531
SC-5-1978,1978,South Carolina,SC,5,democrat,63013,76220
SC-6-1978,1978,South Carolina,SC,6,democrat,69220,69220
SD-1-1978,1978,South Dakota,SD,1,democrat,64683,129227
SD-2-1978,1978,South Dakota,SD,2,republican,70780,126296
TN-1-1978,1978,Tennessee,TN,1,republican,92143,142841
TN-2-1978,1978,Tennessee,TN,2,republican,125082,152833
TN-3-1978,1978,Tennessee,TN,3,democrat,108282,121838
TN-4-1978,1978,Tennessee,TN,4,democrat,108695,108701
TN-5-1978,1978,Tennessee,TN,5,democrat,68608,133608
TN-6-1978,1978,Tennessee,TN,6,republican,114630,153591
TN-7-1978,1978,Tennessee,TN,7,democrat,96863,132866
TN-8-1978,1978,Tennessee,TN,8,democrat,80776,115917
TX-1-1978,1978,Texas,TX,1,democrat,73708,94408
TX-2-1978,1978,Texas,TX,2,democrat,66986,95570
TX-3-1978,1978,Texas,TX,3,republican,96406,96406
TX-4-1978,1978,Texas,TX,4,democrat,58336,94918
TX-5-1978,1978,Texas,TX,5,democrat,35524,70593
TX-6-1978,1978,Texas,TX,6,democrat,66025,101418
TX-7-1978,1978,Texas,TX,7,republican,128214,150629
TX-8-1978,1978,Texas,TX,8,democrat,39429,64102
TX-9-1978,1978,Texas,TX,9,democrat,50792,80265
TX-10-1978,1978,Texas,TX,10,democrat,94529,123857
TX-11-1978,1978,Texas,TX,11,democrat,53354,103319
TX-12-1978,1978,Texas,TX,12,democrat,46456,67820
TX-13-1978,1978,Texas,TX,13,democrat,75271,100546
TX-14-1978,1978,Texas,TX,14,democrat,63953,88278
TX-15-1978,1978,Texas,TX,15,democrat,54560,82413
TX-16-1978,1978,Texas,TX,16,democrat,53090,75833
TX-17-1978,1978,Texas,TX,17,democrat,69030,101332
TX-18-1978,1978,Texas,TX,18,democrat,36783,38018
TX-19-1978,1978,Texas,TX,19,democrat,54729,102799
TX-20-1978,1978,Texas,TX,20,democrat,51584,51584
TX-21-1978,1978,Texas,TX,21,republican,84336,147837
TX-22-1978,1978,Texas,TX,22,republican,54643,108086
TX-23-1978,1978,Texas,TX,23,democrat,62649,69834
TX-24-1978,1978,Texas,TX,24,democrat,39201,72515
UT-1-1978,1978,Utah,UT,1,democrat,93892,183994
UT-2-1978,1978,Utah,UT,2,republican,121492,195166
VA-1-1978,1978,Virginia,VA,1,republican,89158,123741
VA-2-1978,1978,Virginia,VA,2,republican,63512,63530
VA-3-1978,1978,Virginia,VA,3,democrat,104550,119217
VA-4-1978,1978,Virginia,VA,4,republican,77827,77873
VA-5-1978,1978,Virginia,VA,5,democrat,83575,83619
VA-6-1978,1978,Virginia,VA,6,republican,88647,88803
VA-7-1978,1978,Virginia,VA,7,republican,84517,131476
VA-8-1978,1978,Virginia,VA,8,democrat,56137,111170
VA-9-1978,1978,Virginia,VA,9,republican,76877,124254
VA-10-1978,1978,Virginia,VA,10,democrat,70892,132882
WA-1-1978,1978,Washington,WA,1,republican,99942,156193
WA-2-1978,1978,Washington,WA,2,democrat,70620,137413
WA-3-1978,1978,Washington,WA,3,democrat,82616,140886
WA-4-1978,1978,Washington,WA,4,democrat,85602,139991
WA-5-1978,1978,Washington,WA,5,democrat,77201,160849
WA-6-1978,1978,Washington,WA,6,democrat,71057,116740
WA-7-1978,1978,Washington,WA,7,democrat,67450,126502
WV-1-1978,1978,West Virginia,WV,1,democrat,76372,120434
WV-2-1978,1978,West Virginia,WV,2,democrat,69683,125955
WV-3-1978,1978,West Virginia,WV,3,democrat,74837,126421
WV-4-1978,1978,West Virginia,WV,4,democrat,70035,70035
WI-1-1978,1978,Wisconsin,WI,1,democrat,77146,141585
WI-2-1978,1978,Wisconsin,WI,2,democrat,99631,172762
WI-3-1978,1978,Wisconsin,WI,3,democrat,96326,153412
WI-4-1978,1978,Wisconsin,WI,4,democrat,101575,153703
WI-5-1978,1978,Wisconsin,WI,5,democrat,85067,116420
WI-6-1978,1978,Wisconsin,WI,6,republican,114742,164817
WI-7-1978,1978,Wisconsin,WI,7,democrat,110874,178304
WI-8-1978,1978,Wisconsin,WI,8,republican,101856,175791
WI-9-1978,1978,Wisconsin,WI,9,republican,118386,193688
AL-1-1980,1980,Alabama,AL,1,republican,111089,117221
AL-2-1980,1980,Alabama,AL,2,republican,104796,172962
AL-3-1980,1980,Alabama,AL,3,democrat,107654,109215
AL-4-1980,1980,Alabama,AL,4,democrat,129365,132086
AL-5-1980,1980,Alabama,AL,5,democrat,117626,125356
AL-6-1980,1980,Alabama,AL,6,republican,95019,187982
AL-7-1980,1980,Alabama,AL,7,democrat,122505,168804
AZ-1-1980,1980,Arizona,AZ,1,republican,136961,186833
AZ-2-1980,1980,Arizona,AZ,2,democrat,127736,219686
AZ-3-1980,1980,Arizona,AZ,3,democrat,141448,219822
AZ-4-1980,1980,Arizona,AZ,4,republican,142565,227611
AR-1-1980,1980,Arkansas,AR,1,democrat,1,1
AR-2-1980,1980,Arkansas,AR,2,republican,159148,201655
AR-3-1980,1980,Arkansas,AR,3,republican,1,1
AR-4-1980,1980,Arkansas,AR,4,democrat,1,1
CA-1-1980,1980,California,CA,1,republican,145098,270199
CA-2-1980,1980,California,CA,2,republican,141698,261674
CA-3-1980,1980,California,CA,3,democrat,170670,241865
CA-4-1980,1980,California,CA,4,democrat,133853,205055
CA-5-1980,1980,California,CA,5,democrat,101105,197821
CA-6-1980,1980,California,CA,6,democrat,93400,134650
CA-7-1980,1980,California,CA,7,democrat,142044,224469
CA-8-1980,1980,California,CA,8,democrat,108380,195425
CA-9-1980,1980,California,CA,9,democrat,90504,163592
CA-10-1980,1980,California,CA,10,democrat,102231,164543
CA-11-1980,1980,California,CA,11,democrat,85823,185012
CA-12-1980,1980,California,CA,12,republican,143817,199083
CA-13-1980,1980,California,CA,13,democrat,132246,224609
