ID,year,state,state_po,district,party,candidatevotes,totalvotes
WA-4-1980,1980,Washington,WA,4,republican,134691,234805
WA-5-1980,1980,Washington,WA,5,democrat,120530,232235
WA-6-1980,1980,Washington,WA,6,democrat,122903,229139
WA-7-1980,1980,Washington,WA,7,democrat,112848,197066
WV-1-1980,1980,West Virginia,WV,1,democrat,107471,168909
WV-2-1980,1980,West Virginia,WV,2,republican,102805,183745
WV-3-1980,1980,West Virginia,WV,3,republican,94583,179563
WV-4-1980,1980,West Virginia,WV,4,democrat,117595,153615
WI-1-1980,1980,Wisconsin,WI,1,democrat,126222,224442
WI-2-1980,1980,Wisconsin,WI,2,democrat,142037,263138
WI-3-1980,1980,Wisconsin,WI,3,republican,132001,258868
WI-4-1980,1980,Wisconsin,WI,4,democrat,146437,209139
WI-5-1980,1980,Wisconsin,WI,5,democrat,129574,168218
WI-6-1980,1980,Wisconsin,WI,6,republican,143980,242611
WI-7-1980,1980,Wisconsin,WI,7,democrat,164340,254107
WI-8-1980,1980,Wisconsin,WI,8,republican,169664,250726
WI-9-1980,1980,Wisconsin,WI,9,republican,206227,263079
AL-1-1982,1982,Alabama,AL,1,republican,87901,144028
AL-2-1982,1982,Alabama,AL,2,republican,83290,165194
AL-3-1982,1982,Alabama,AL,3,democrat,100864,104784
AL-4-1982,1982,Alabama,AL,4,democrat,118595,118607
AL-5-1982,1982,Alabama,AL,5,democrat,108807,134880
AL-6-1982,1982,Alabama,AL,6,democrat,88029,165387
AL-7-1982,1982,Alabama,AL,7,democrat,124070,128139
AZ-1-1982,1982,Arizona,AZ,1,republican,89116,135227
AZ-2-1982,1982,Arizona,AZ,2,democrat,73468,103674
AZ-3-1982,1982,Arizona,AZ,3,republican,101198,159842
AZ-4-1982,1982,Arizona,AZ,4,republican,95620,145466
AZ-5-1982,1982,Arizona,AZ,5,democrat,82938,166802
AR-1-1982,1982,Arkansas,AR,1,democrat,124208,191635
AR-2-1982,1982,Arkansas,AR,2,republican,96775,179688
AR-3-1982,1982,Arkansas,AR,3,republican,133909,202998
AR-4-1982,1982,Arkansas,AR,4,democrat,121256,184917
CA-1-1982,1982,California,CA,1,democrat,107749,216166
CA-2-1982,1982,California,CA,2,republican,116172,200612
CA-3-1982,1982,California,CA,3,democrat,194680,217196
CA-4-1982,1982,California,CA,4,democrat,118476,185523
CA-5-1982,1982,California,CA,5,democrat,103268,178311
CA-6-1982,1982,California,CA,6,democrat,96379,184064
CA-7-1982,1982,California,CA,7,democrat,126952,188869
CA-8-1982,1982,California,CA,8,democrat,121537,217231
CA-9-1982,1982,California,CA,9,democrat,104393,172095
CA-10-1982,1982,California,CA,10,democrat,77263,123281
CA-11-1982,1982,California,CA,11,democrat,109812,192372
CA-12-1982,1982,California,CA,12,republican,115365,183208
CA-13-1982,1982,California,CA,13,democrat,110805,168164
CA-14-1982,1982,California,CA,14,republican,134225,211625
CA-15-1982,1982,California,CA,15,democrat,86022,135043
CA-16-1982,1982,California,CA,16,democrat,142630,167078
CA-17-1982,1982,California,CA,17,republican,80271,148635
CA-18-1982,1982,California,CA,18,democrat,92762,155927
CA-19-1982,1982,California,CA,19,republican,112486,184246
CA-20-1982,1982,California,CA,20,republican,123312,181081
CA-21-1982,1982,California,CA,21,republican,138474,192767
CA-22-1982,1982,California,CA,22,republican,145831,198222
CA-23-1982,1982,California,CA,23,democrat,120788,202819
CA-24-1982,1982,California,CA,24,democrat,88516,136069
CA-25-1982,1982,California,CA,25,democrat,71106,83166
CA-26-1982,1982,California,CA,26,democrat,97383,163455
CA-27-1982,1982,California,CA,27,democrat,108347,182217
CA-28-1982,1982,California,CA,28,democrat,103469,131152
CA-29-1982,1982,California,CA,29,democrat,97028,121596
CA-30-1982,1982,California,CA,30,democrat,60905,113082
CA-31-1982,1982,California,CA,31,democrat,86718,119761
CA-32-1982,1982,California,CA,32,democrat,84663,145999
CA-33-1982,1982,California,CA,33,republican,112362,172350
CA-34-1982,1982,California,CA,34,democrat,68316,119342
CA-35-1982,1982,California,CA,35,republican,112786,165135
CA-36-1982,1982,California,CA,36,democrat,76546,140907
CA-37-1982,1982,California,CA,37,republican,105065,177872
CA-38-1982,1982,California,CA,38,democrat,73914,141182
CA-39-1982,1982,California,CA,39,republican,129539,179372
CA-40-1982,1982,California,CA,40,republican,144228,201600
CA-41-1982,1982,California,CA,41,republican,140130,203461
CA-42-1982,1982,California,CA,42,republican,142845,207049
CA-43-1982,1982,California,CA,43,republican,66444,180736
CA-44-1982,1982,California,CA,44,democrat,78474,120825
CA-45-1982,1982,California,CA,45,republican,117771,171758
CO-1-1982,1982,Colorado,CO,1,democrat,94969,157597
CO-2-1982,1982,Colorado,CO,2,democrat,101194,163636
CO-3-1982,1982,Colorado,CO,3,democrat,92384,172888
CO-4-1982,1982,Colorado,CO,4,republican,105550,151300
CO-5-1982,1982,Colorado,CO,5,republican,84479,141871
CO-6-1982,1982,Colorado,CO,6,republican,98909,159112
CT-1-1982,1982,Connecticut,CT,1,democrat,126798,186110
CT-2-1982,1982,Connecticut,CT,2,democrat,95254,170803
CT-3-1982,1982,Connecticut,CT,3,democrat,90638,181449
CT-4-1982,1982,Connecticut,CT,4,republican,93660,165897
CT-5-1982,1982,Connecticut,CT,5,democrat,101362,173373
CT-6-1982,1982,Connecticut,CT,6,republican,99703,192972
FL-1-1982,1982,Florida,FL,1,democrat,82569,110942
FL-2-1982,1982,Florida,FL,2,democrat,79143,128244
FL-3-1982,1982,Florida,FL,3,democrat,73802,87774
FL-4-1982,1982,Florida,FL,4,democrat,83895,125352
FL-5-1982,1982,Florida,FL,5,republican,69993,119063
FL-6-1982,1982,Florida,FL,6,democrat,85825,139897
FL-7-1982,1982,Florida,FL,7,democrat,85331,114963
FL-8-1982,1982,Florida,FL,8,republican,1,1
FL-9-1982,1982,Florida,FL,9,republican,95009,185742
FL-10-1982,1982,Florida,FL,10,democrat,1,1
FL-11-1982,1982,Florida,FL,11,democrat,101746,144168
FL-12-1982,1982,Florida,FL,12,republican,81893,155806
FL-13-1982,1982,Florida,FL,13,republican,132951,204190
FL-14-1982,1982,Florida,FL,14,democrat,128646,176206
FL-15-1982,1982,Florida,FL,15,republican,89158,156241
FL-16-1982,1982,Florida,FL,16,democrat,91888,135346
FL-17-1982,1982,Florida,FL,17,democrat,1,1
FL-18-1982,1982,Florida,FL,18,democrat,72183,101379
FL-19-1982,1982,Florida,FL,19,democrat,74312,126281
GA-1-1982,1982,Georgia,GA,1,democrat,65625,102425
GA-2-1982,1982,Georgia,GA,2,democrat,73897,73905
GA-3-1982,1982,Georgia,GA,3,democrat,74626,105171
GA-4-1982,1982,Georgia,GA,4,democrat,38758,59184
GA-5-1982,1982,Georgia,GA,5,democrat,53264,65955
GA-6-1982,1982,Georgia,GA,6,republican,62352,112812
GA-7-1982,1982,Georgia,GA,7,democrat,71647,117224
GA-8-1982,1982,Georgia,GA,8,democrat,75009,75035
GA-9-1982,1982,Georgia,GA,9,democrat,86514,112422
GA-10-1982,1982,Georgia,GA,10,democrat,80311,80323
HI-1-1982,1982,Hawaii,HI,1,democrat,134779,149907
HI-2-1982,1982,Hawaii,HI,2,democrat,132072,148008
ID-1-1982,1982,Idaho,ID,1,republican,86277,160665
ID-2-1982,1982,Idaho,ID,2,republican,83873,160481
IL-1-1982,1982,Illinois,IL,1,democrat,172641,177462
IL-2-1982,1982,Illinois,IL,2,democrat,140827,161794
IL-3-1982,1982,Illinois,IL,3,democrat,137391,185659
IL-4-1982,1982,Illinois,IL,4,republican,79842,146172
IL-5-1982,1982,Illinois,IL,5,democrat,110351,146322
IL-6-1982,1982,Illinois,IL,6,republican,97918,143168
IL-7-1982,1982,Illinois,IL,7,democrat,133978,154974
IL-8-1982,1982,Illinois,IL,8,democrat,124318,148985
IL-9-1982,1982,Illinois,IL,9,democrat,114083,171529
IL-10-1982,1982,Illinois,IL,10,republican,90750,153868
IL-11-1982,1982,Illinois,IL,11,democrat,134755,185722
IL-12-1982,1982,Illinois,IL,12,republican,86487,130701
IL-13-1982,1982,Illinois,IL,13,republican,113423,162530
IL-14-1982,1982,Illinois,IL,14,republican,98262,152180
IL-15-1982,1982,Illinois,IL,15,republican,105038,158344
IL-16-1982,1982,Illinois,IL,16,republican,89405,156287
IL-17-1982,1982,Illinois,IL,17,democrat,94483,178887
IL-18-1982,1982,Illinois,IL,18,republican,97406,188694
IL-19-1982,1982,Illinois,IL,19,republican,94833,182064
IL-20-1982,1982,Illinois,IL,20,democrat,100758,200109
IL-21-1982,1982,Illinois,IL,21,democrat,89500,140608
IL-22-1982,1982,Illinois,IL,22,democrat,123693,186972
IN-1-1982,1982,Indiana,IN,1,democrat,87369,155096
IN-2-1982,1982,Indiana,IN,2,democrat,107298,190891
IN-3-1982,1982,Indiana,IN,3,republican,86958,170004
IN-4-1982,1982,Indiana,IN,4,republican,110115,171198
IN-5-1982,1982,Indiana,IN,5,republican,105469,172707
IN-6-1982,1982,Indiana,IN,6,republican,131100,201864
IN-7-1982,1982,Indiana,IN,7,republican,115884,186133
IN-8-1982,1982,Indiana,IN,8,democrat,100592,195725
IN-9-1982,1982,Indiana,IN,9,democrat,121094,180539
IN-10-1982,1982,Indiana,IN,10,democrat,114674,171863
IA-1-1982,1982,Iowa,IA,1,republican,89595,151342
IA-2-1982,1982,Iowa,IA,2,republican,99478,169037
IA-3-1982,1982,Iowa,IA,3,republican,104072,187675
IA-4-1982,1982,Iowa,IA,4,democrat,118849,179972
IA-5-1982,1982,Iowa,IA,5,democrat,93333,158563
IA-6-1982,1982,Iowa,IA,6,democrat,101690,158184
KS-1-1982,1982,Kansas,KS,1,republican,115749,169133
KS-2-1982,1982,Kansas,KS,2,democrat,86286,150228
KS-3-1982,1982,Kansas,KS,3,republican,82117,138696
KS-4-1982,1982,Kansas,KS,4,democrat,107326,145167
KS-5-1982,1982,Kansas,KS,5,republican,103551,153121
KY-1-1982,1982,Kentucky,KY,1,democrat,48342,48355
KY-2-1982,1982,Kentucky,KY,2,democrat,49571,67138
KY-3-1982,1982,Kentucky,KY,3,democrat,92849,142597
KY-4-1982,1982,Kentucky,KY,4,republican,74109,136750
KY-5-1982,1982,Kentucky,KY,5,republican,52928,81217
KY-6-1982,1982,Kentucky,KY,6,republican,68418,120360
KY-7-1982,1982,Kentucky,KY,7,democrat,82463,103899
LA-1-1982,1982,Louisiana,LA,1,republican,1,1
LA-2-1982,1982,Louisiana,LA,2,democrat,1,1
LA-3-1982,1982,Louisiana,LA,3,democrat,1,1
LA-4-1982,1982,Louisiana,LA,4,democrat,1,1
LA-5-1982,1982,Louisiana,LA,5,democrat,1,1
LA-6-1982,1982,Louisiana,LA,6,republican,1,1
LA-7-1982,1982,Louisiana,LA,7,democrat,1,1
LA-8-1982,1982,Louisiana,LA,8,democrat,1,1
ME-1-1982,1982,Maine,ME,1,republican,124850,247965
ME-2-1982,1982,Maine,ME,2,republican,136075,204176
MD-1-1982,1982,Maryland,MD,1,democrat,89503,129159
MD-2-1982,1982,Maryland,MD,2,democrat,83318,158380
MD-3-1982,1982,Maryland,MD,3,democrat,110042,148301
MD-4-1982,1982,Maryland,MD,4,republican,75617,123564
MD-5-1982,1982,Maryland,MD,5,democrat,83937,105470
MD-6-1982,1982,Maryland,MD,6,democrat,102596,137917
MD-7-1982,1982,Maryland,MD,7,democrat,103496,117699
MD-8-1982,1982,Maryland,MD,8,democrat,121761,170671
MA-1-1982,1982,Massachusetts,MA,1,democrat,145417,146197
MA-2-1982,1982,Massachusetts,MA,2,democrat,118215,162773
MA-3-1982,1982,Massachusetts,MA,3,democrat,142611,142740
MA-4-1982,1982,Massachusetts,MA,4,democrat,121802,204615
MA-5-1982,1982,Massachusetts,MA,5,democrat,140177,165598
MA-6-1982,1982,Massachusetts,MA,6,democrat,117723,203584
MA-7-1982,1982,Massachusetts,MA,7,democrat,151305,194369
MA-8-1982,1982,Massachusetts,MA,8,democrat,123296,164672
MA-9-1982,1982,Massachusetts,MA,9,democrat,102665,160225
MA-10-1982,1982,Massachusetts,MA,10,democrat,138418,201436
MA-11-1982,1982,Massachusetts,MA,11,democrat,144132,144157
MI-1-1982,1982,Michigan,MI,1,democrat,125517,129850
MI-2-1982,1982,Michigan,MI,2,republican,106960,163414
MI-3-1982,1982,Michigan,MI,3,democrat,96842,171961
MI-4-1982,1982,Michigan,MI,4,republican,87489,146605
MI-5-1982,1982,Michigan,MI,5,republican,98650,185881
MI-6-1982,1982,Michigan,MI,6,democrat,84778,164987
MI-7-1982,1982,Michigan,MI,7,democrat,118538,157254
MI-8-1982,1982,Michigan,MI,8,democrat,113515,124737
MI-9-1982,1982,Michigan,MI,9,republican,112504,173439
MI-10-1982,1982,Michigan,MI,10,democrat,102048,169687
MI-11-1982,1982,Michigan,MI,11,republican,106039,175222
MI-12-1982,1982,Michigan,MI,12,democrat,103851,157664
MI-13-1982,1982,Michigan,MI,13,democrat,108351,123195
MI-14-1982,1982,Michigan,MI,14,democrat,116421,122613
MI-15-1982,1982,Michigan,MI,15,democrat,94950,130409
MI-16-1982,1982,Michigan,MI,16,democrat,114006,154756
MI-17-1982,1982,Michigan,MI,17,democrat,116901,175480
MI-18-1982,1982,Michigan,MI,18,republican,132902,181262
MN-1-1982,1982,Minnesota,MN,1,democrat,109257,213520
MN-2-1982,1982,Minnesota,MN,2,republican,123508,226751
MN-3-1982,1982,Minnesota,MN,3,republican,166891,231311
MN-4-1982,1982,Minnesota,MN,4,democrat,153494,209742
MN-5-1982,1982,Minnesota,MN,5,democrat,136634,208452
MN-6-1982,1982,Minnesota,MN,6,democrat,109246,214980
MN-7-1982,1982,Minnesota,MN,7,republican,108254,215316
MN-8-1982,1982,Minnesota,MN,8,democrat,176392,229859
MS-1-1982,1982,Mississippi,MS,1,democrat,79726,112476
MS-2-1982,1982,Mississippi,MS,2,republican,74450,147873
MS-3-1982,1982,Mississippi,MS,3,democrat,114530,123049
MS-4-1982,1982,Mississippi,MS,4,democrat,79977,152216
MS-5-1982,1982,Mississippi,MS,5,republican,82884,105518
MO-1-1982,1982,Missouri,MO,1,democrat,102656,155255
MO-2-1982,1982,Missouri,MO,2,democrat,100770,178203
MO-3-1982,1982,Missouri,MO,3,democrat,131566,168954
MO-4-1982,1982,Missouri,MO,4,democrat,96388,175953
MO-5-1982,1982,Missouri,MO,5,democrat,96059,165989
MO-6-1982,1982,Missouri,MO,6,republican,97993,177046
MO-7-1982,1982,Missouri,MO,7,republican,91391,180940
MO-8-1982,1982,Missouri,MO,8,republican,86493,162906
MO-9-1982,1982,Missouri,MO,9,democrat,99228,163170
MT-1-1982,1982,Montana,MT,1,democrat,100087,167602
MT-2-1982,1982,Montana,MT,2,republican,79968,148937
NE-1-1982,1982,Nebraska,NE,1,republican,137675,183368
NE-2-1982,1982,Nebraska,NE,2,republican,92639,163349
NE-3-1982,1982,Nebraska,NE,3,republican,171853,172364
NV-1-1982,1982,Nevada,NV,1,democrat,61901,107576
NV-2-1982,1982,Nevada,NV,2,republican,70188,126496
NH-1-1982,1982,New Hampshire,NH,1,democrat,76281,138911
NH-2-1982,1982,New Hampshire,NH,2,republican,92098,130007
NJ-1-1982,1982,New Jersey,NJ,1,democrat,110570,150891
NJ-2-1982,1982,New Jersey,NJ,2,democrat,102826,151128
NJ-3-1982,1982,New Jersey,NJ,3,democrat,104055,166996
NJ-4-1982,1982,New Jersey,NJ,4,republican,85660,162595
NJ-5-1982,1982,New Jersey,NJ,5,republican,104695,160358
NJ-6-1982,1982,New Jersey,NJ,6,democrat,100419,147434
NJ-7-1982,1982,New Jersey,NJ,7,republican,91837,164109
NJ-8-1982,1982,New Jersey,NJ,8,democrat,89980,127297
NJ-9-1982,1982,New Jersey,NJ,9,democrat,99090,186879
NJ-10-1982,1982,New Jersey,NJ,10,democrat,76684,92852
NJ-11-1982,1982,New Jersey,NJ,11,democrat,105607,164237
NJ-12-1982,1982,New Jersey,NJ,12,republican,117793,176452
NJ-13-1982,1982,New Jersey,NJ,13,republican,100061,168256
NJ-14-1982,1982,New Jersey,NJ,14,democrat,94021,126606
NM-1-1982,1982,New Mexico,NM,1,republican,74459,141993
NM-2-1982,1982,New Mexico,NM,2,republican,71021,121620
NM-3-1982,1982,New Mexico,NM,3,democrat,84669,131293
NY-1-1982,1982,New York,NY,1,republican,72978,138021
NY-2-1982,1982,New York,NY,2,democrat,78582,126712
NY-3-1982,1982,New York,NY,3,democrat,93846,181133
NY-4-1982,1982,New York,NY,4,republican,90041,174348
NY-5-1982,1982,New York,NY,5,republican,88033,172888
NY-6-1982,1982,New York,NY,6,democrat,76233,99557
NY-7-1982,1982,New York,NY,7,democrat,79741,108845
NY-8-1982,1982,New York,NY,8,democrat,87042,102571
NY-9-1982,1982,New York,NY,9,democrat,75286,102820
NY-10-1982,1982,New York,NY,10,democrat,85782,113451
NY-11-1982,1982,New York,NY,11,democrat,39357,47010
NY-12-1982,1982,New York,NY,12,democrat,42401,49259
NY-13-1982,1982,New York,NY,13,democrat,65390,85130
NY-14-1982,1982,New York,NY,14,republican,52601,120630
NY-15-1982,1982,New York,NY,15,republican,62273,123698
NY-16-1982,1982,New York,NY,16,democrat,58134,78605
NY-17-1982,1982,New York,NY,17,democrat,97384,133100
NY-18-1982,1982,New York,NY,18,democrat,50687,57664
NY-19-1982,1982,New York,NY,19,democrat,77984,126825
NY-20-1982,1982,New York,NY,20,democrat,98425,174228
NY-21-1982,1982,New York,NY,21,republican,103006,156124
NY-22-1982,1982,New York,NY,22,republican,92266,174286
NY-23-1982,1982,New York,NY,23,democrat,164427,216083
NY-24-1982,1982,New York,NY,24,republican,126101,189737
NY-25-1982,1982,New York,NY,25,republican,93071,166827
NY-26-1982,1982,New York,NY,26,republican,101812,152170
NY-27-1982,1982,New York,NY,27,republican,95290,179186
NY-28-1982,1982,New York,NY,28,democrat,97068,178659
NY-29-1982,1982,New York,NY,29,republican,104412,157245
NY-30-1982,1982,New York,NY,30,republican,119105,174620
NY-31-1982,1982,New York,NY,31,republican,121266,177305
NY-32-1982,1982,New York,NY,32,democrat,112189,127383
NY-33-1982,1982,New York,NY,33,democrat,121754,149977
NY-34-1982,1982,New York,NY,34,democrat,99502,165280
NC-1-1982,1982,North Carolina,NC,1,democrat,79954,98342
NC-2-1982,1982,North Carolina,NC,2,democrat,59617,111326
NC-3-1982,1982,North Carolina,NC,3,democrat,68936,108473
NC-4-1982,1982,North Carolina,NC,4,democrat,70369,137044
NC-5-1982,1982,North Carolina,NC,5,democrat,87819,145707
NC-6-1982,1982,North Carolina,NC,6,democrat,68696,127619
NC-7-1982,1982,North Carolina,NC,7,democrat,68529,96534
NC-8-1982,1982,North Carolina,NC,8,democrat,71691,124938
NC-9-1982,1982,North Carolina,NC,9,republican,64297,112786
NC-10-1982,1982,North Carolina,NC,10,republican,80904,87264
NC-11-1982,1982,North Carolina,NC,11,democrat,85410,171047
OH-1-1982,1982,Ohio,OH,1,democrat,99143,156187
OH-2-1982,1982,Ohio,OH,2,republican,97434,155378
OH-3-1982,1982,Ohio,OH,3,democrat,119926,136754
OH-4-1982,1982,Ohio,OH,4,republican,105087,162651
OH-5-1982,1982,Ohio,OH,5,republican,86450,156570
OH-6-1982,1982,Ohio,OH,6,republican,92135,155570
OH-7-1982,1982,Ohio,OH,7,republican,87842,156146
OH-8-1982,1982,Ohio,OH,8,republican,98527,148404
OH-9-1982,1982,Ohio,OH,9,democrat,95162,164217
OH-10-1982,1982,Ohio,OH,10,republican,100044,158027
OH-11-1982,1982,Ohio,OH,11,democrat,93302,153242
OH-12-1982,1982,Ohio,OH,12,republican,88335,175027
OH-13-1982,1982,Ohio,OH,13,democrat,92296,150725
OH-14-1982,1982,Ohio,OH,14,democrat,115629,164050
OH-15-1982,1982,Ohio,OH,15,republican,104678,157887
OH-16-1982,1982,Ohio,OH,16,republican,110485,167871
OH-17-1982,1982,Ohio,OH,17,republican,98476,178851
OH-18-1982,1982,Ohio,OH,18,democrat,128665,128665
OH-19-1982,1982,Ohio,OH,19,democrat,111760,189942
OH-20-1982,1982,Ohio,OH,20,democrat,133603,156052
OH-21-1982,1982,Ohio,OH,21,democrat,132544,153876
OK-1-1982,1982,Oklahoma,OK,1,democrat,76379,141083
OK-2-1982,1982,Oklahoma,OK,2,democrat,111895,154193
OK-3-1982,1982,Oklahoma,OK,3,democrat,121670,148005
OK-4-1982,1982,Oklahoma,OK,4,democrat,84205,129504
OK-5-1982,1982,Oklahoma,OK,5,republican,98979,147209
OK-6-1982,1982,Oklahoma,OK,6,democrat,102811,136330
OR-1-1982,1982,Oregon,OR,1,democrat,118638,220378
OR-2-1982,1982,Oregon,OR,2,republican,106912,192427
OR-3-1982,1982,Oregon,OR,3,democrat,159416,203662
OR-4-1982,1982,Oregon,OR,4,democrat,115448,195524
OR-5-1982,1982,Oregon,OR,5,republican,103906,202901
PA-1-1982,1982,Pennsylvania,PA,1,democrat,103626,143416
PA-2-1982,1982,Pennsylvania,PA,2,democrat,120744,158675
PA-3-1982,1982,Pennsylvania,PA,3,democrat,97161,193954
PA-4-1982,1982,Pennsylvania,PA,4,democrat,100481,167102
PA-5-1982,1982,Pennsylvania,PA,5,republican,90648,134818
PA-6-1982,1982,Pennsylvania,PA,6,democrat,108230,150385
PA-7-1982,1982,Pennsylvania,PA,7,democrat,105775,190798
PA-8-1982,1982,Pennsylvania,PA,8,democrat,83242,165535
PA-9-1982,1982,Pennsylvania,PA,9,republican,92322,141905
PA-10-1982,1982,Pennsylvania,PA,10,republican,103617,153485
PA-11-1982,1982,Pennsylvania,PA,11,democrat,90371,168856
PA-12-1982,1982,Pennsylvania,PA,12,democrat,96369,157640
PA-13-1982,1982,Pennsylvania,PA,13,republican,109198,169824
PA-14-1982,1982,Pennsylvania,PA,14,democrat,120980,161577
PA-15-1982,1982,Pennsylvania,PA,15,republican,79455,137457
PA-16-1982,1982,Pennsylvania,PA,16,republican,93034,130398
PA-17-1982,1982,Pennsylvania,PA,17,republican,84291,146265
PA-18-1982,1982,Pennsylvania,PA,18,democrat,101807,187683
PA-19-1982,1982,Pennsylvania,PA,19,republican,101163,142950
PA-20-1982,1982,Pennsylvania,PA,20,democrat,127281,167428
PA-21-1982,1982,Pennsylvania,PA,21,republican,80180,159631
PA-22-1982,1982,Pennsylvania,PA,22,democrat,123716,157215
PA-23-1982,1982,Pennsylvania,PA,23,republican,92424,141721
RI-1-1982,1982,Rhode Island,RI,1,democrat,97254,160131
RI-2-1982,1982,Rhode Island,RI,2,republican,96282,173051
SC-1-1982,1982,South Carolina,SC,1,republican,63945,117832
SC-2-1982,1982,South Carolina,SC,2,republican,71569,122318
SC-3-1982,1982,South Carolina,SC,3,democrat,77125,85339
SC-4-1982,1982,South Carolina,SC,4,republican,69802,110196
SC-5-1982,1982,South Carolina,SC,5,democrat,69345,102536
SC-6-1982,1982,South Carolina,SC,6,democrat,62582,119235
TN-1-1982,1982,Tennessee,TN,1,republican,89497,120858
TN-2-1982,1982,Tennessee,TN,2,republican,109045,109057
TN-3-1982,1982,Tennessee,TN,3,democrat,84967,137493
TN-4-1982,1982,Tennessee,TN,4,democrat,93453,141322
TN-5-1982,1982,Tennessee,TN,5,democrat,109282,136349
TN-6-1982,1982,Tennessee,TN,6,democrat,104094,104105
TN-7-1982,1982,Tennessee,TN,7,republican,73835,146197
TN-8-1982,1982,Tennessee,TN,8,democrat,93945,125472
TN-9-1982,1982,Tennessee,TN,9,democrat,112143,154830
TX-1-1982,1982,Texas,TX,1,democrat,100685,103283
TX-2-1982,1982,Texas,TX,2,democrat,91762,97346
TX-3-1982,1982,Texas,TX,3,republican,99852,129528
TX-4-1982,1982,Texas,TX,4,democrat,94134,127496
TX-5-1982,1982,Texas,TX,5,democrat,52214,80530
TX-6-1982,1982,Texas,TX,6,democrat,91546,96834
TX-7-1982,1982,Texas,TX,7,republican,108718,127922
TX-8-1982,1982,Texas,TX,8,republican,50630,89218
TX-9-1982,1982,Texas,TX,9,democrat,78965,116897
TX-10-1982,1982,Texas,TX,10,democrat,121030,134276
TX-11-1982,1982,Texas,TX,11,democrat,83236,86395
TX-12-1982,1982,Texas,TX,12,democrat,78913,114535
TX-13-1982,1982,Texas,TX,13,democrat,86376,135820
TX-14-1982,1982,Texas,TX,14,democrat,76851,126712
TX-15-1982,1982,Texas,TX,15,democrat,76544,80002
TX-16-1982,1982,Texas,TX,16,democrat,44024,81671
TX-17-1982,1982,Texas,TX,17,democrat,109359,112630
TX-18-1982,1982,Texas,TX,18,democrat,68014,82335
TX-19-1982,1982,Texas,TX,19,democrat,89702,109970
TX-20-1982,1982,Texas,TX,20,democrat,68544,74924
TX-21-1982,1982,Texas,TX,21,republican,106515,142872
TX-22-1982,1982,Texas,TX,22,republican,66536,67479
TX-23-1982,1982,Texas,TX,23,democrat,51690,93528
TX-24-1982,1982,Texas,TX,24,democrat,63857,87653
TX-25-1982,1982,Texas,TX,25,democrat,63974,105914
TX-26-1982,1982,Texas,TX,26,democrat,69782,139220
TX-27-1982,1982,Texas,TX,27,democrat,66604,104044
UT-1-1982,1982,Utah,UT,1,republican,111416,177422
UT-2-1982,1982,Utah,UT,2,republican,92109,171090
UT-3-1982,1982,Utah,UT,3,republican,108478,141139
VA-1-1982,1982,Virginia,VA,1,republican,76926,142802
VA-2-1982,1982,Virginia,VA,2,republican,78108,78205
VA-3-1982,1982,Virginia,VA,3,republican,92928,156891
VA-4-1982,1982,Virginia,VA,4,democrat,80695,148406
VA-5-1982,1982,Virginia,VA,5,democrat,88293,88324
VA-6-1982,1982,Virginia,VA,6,democrat,68192,137140
VA-7-1982,1982,Virginia,VA,7,republican,76752,128224
VA-8-1982,1982,Virginia,VA,8,republican,69620,140070
VA-9-1982,1982,Virginia,VA,9,democrat,76227,151238
VA-10-1982,1982,Virginia,VA,10,republican,86506,164035
WA-1-1982,1982,Washington,WA,1,republican,123956,183400
WA-2-1982,1982,Washington,WA,2,democrat,101383,170005
WA-3-1982,1982,Washington,WA,3,democrat,97323,162058
WA-4-1982,1982,Washington,WA,4,republican,112148,160668
WA-5-1982,1982,Washington,WA,5,democrat,109549,170365
WA-6-1982,1982,Washington,WA,6,democrat,89985,143898
WA-7-1982,1982,Washington,WA,7,democrat,126313,178072
WA-8-1982,1982,Washington,WA,8,republican,79209,139033
WV-1-1982,1982,West Virginia,WV,1,democrat,79529,149598
WV-2-1982,1982,West Virginia,WV,2,democrat,87904,137317
WV-3-1982,1982,West Virginia,WV,3,democrat,84619,146250
WV-4-1982,1982,West Virginia,WV,4,democrat,91184,113238
WI-1-1982,1982,Wisconsin,WI,1,democrat,95055,155804
WI-2-1982,1982,Wisconsin,WI,2,democrat,112677,186045
WI-3-1982,1982,Wisconsin,WI,3,republican,99304,175465
WI-4-1982,1982,Wisconsin,WI,4,democrat,129557,137024
WI-5-1982,1982,Wisconsin,WI,5,democrat,99713,156921
WI-6-1982,1982,Wisconsin,WI,6,republican,111348,171283
WI-7-1982,1982,Wisconsin,WI,7,democrat,122124,179668
WI-8-1982,1982,Wisconsin,WI,8,republican,101379,177152
WI-9-1982,1982,Wisconsin,WI,9,republican,111503,111570
AL-1-1984,1984,Alabama,AL,1,republican,102479,200934
AL-2-1984,1984,Alabama,AL,2,republican,118153,195815
AL-3-1984,1984,Alabama,AL,3,democrat,120357,125102
AL-4-1984,1984,Alabama,AL,4,democrat,120106,120106
AL-5-1984,1984,Alabama,AL,5,democrat,140542,146575
AL-6-1984,1984,Alabama,AL,6,democrat,130973,219710
AL-7-1984,1984,Alabama,AL,7,democrat,135834,140332
AZ-1-1984,1984,Arizona,AZ,1,republican,162418,208027
AZ-2-1984,1984,Arizona,AZ,2,democrat,106332,121215
AZ-3-1984,1984,Arizona,AZ,3,republican,156686,218328
