year,state,state_po,district,party,candidatevotes,totalvotes
1996,Maryland,MD,1,4,131033,212876
1996,Maryland,MD,2,4,143075,231419
1996,Maryland,MD,3,0,130204,193433
1996,Maryland,MD,4,0,142094,166794
1996,Maryland,MD,5,0,121288,213094
1996,Maryland,MD,6,4,132853,233788
1996,Maryland,MD,7,0,115764,138695
1996,Maryland,MD,8,4,152538,249146
1996,Massachusetts,MA,1,0,129232,245111
1996,Massachusetts,MA,2,0,162995,227411
1996,Massachusetts,MA,3,0,135044,255097
1996,Massachusetts,MA,4,0,183844,256637
1996,Massachusetts,MA,5,0,183429,185137
1996,Massachusetts,MA,6,0,133002,276379
1996,Massachusetts,MA,7,0,177053,253570
1996,Massachusetts,MA,8,0,147126,174620
1996,Massachusetts,MA,9,0,172009,238152
1996,Massachusetts,MA,10,0,160745,295923
1996,Michigan,MI,1,0,181486,256791
1996,Michigan,MI,2,4,165608,253699
1996,Michigan,MI,3,4,169466,247043
1996,Michigan,MI,4,4,159561,243645
1996,Michigan,MI,5,0,162675,232451
1996,Michigan,MI,6,4,146170,215834
1996,Michigan,MI,7,4,120227,218544
1996,Michigan,MI,8,0,141086,262421
1996,Michigan,MI,9,0,136856,231200
1996,Michigan,MI,10,0,132829,244281
1996,Michigan,MI,11,4,169165,276618
1996,Michigan,MI,12,0,133436,232475
1996,Michigan,MI,13,0,123133,217658
1996,Michigan,MI,14,0,157722,183695
1996,Michigan,MI,15,0,143683,162600
1996,Michigan,MI,16,0,136854,220612
1996,Minnesota,MN,1,4,137486,261062
1996,Minnesota,MN,2,0,144083,262353
1996,Minnesota,MN,3,4,205816,293583
1996,Minnesota,MN,4,0,145831,255759
1996,Minnesota,MN,5,0,158261,246041
1996,Minnesota,MN,6,0,164921,295481
1996,Minnesota,MN,7,0,170936,251599
1996,Minnesota,MN,8,0,185333,275338
1996,Mississippi,MS,1,4,123724,182966
1996,Mississippi,MS,2,0,102503,171933
1996,Mississippi,MS,3,4,115443,188144
1996,Mississippi,MS,4,4,112444,183663
1996,Mississippi,MS,5,0,103415,177445
1996,Missouri,MO,1,0,131659,187653
1996,Missouri,MO,2,4,165999,270726
1996,Missouri,MO,3,0,137300,232755
1996,Missouri,MO,4,0,153566,240789
1996,Missouri,MO,5,0,144223,213971
1996,Missouri,MO,6,0,169006,246282
1996,Missouri,MO,7,4,162558,250584
1996,Missouri,MO,8,2,112472,222854
1996,Missouri,MO,9,4,123580,250230
1996,Nebraska,NE,1,4,157108,224260
1996,Nebraska,NE,2,4,125201,219938
1996,Nebraska,NE,3,4,167758,216591
1996,Nevada,NV,1,4,86472,172593
1996,Nevada,NV,2,4,162310,277192
1996,New Hampshire,NH,1,4,123939,247577
1996,New Hampshire,NH,2,4,122957,243260
1996,New Jersey,NJ,1,0,160413,210734
1996,New Jersey,NJ,2,4,133131,220718
1996,New Jersey,NJ,3,4,157503,245278
1996,New Jersey,NJ,4,4,146404,230114
1996,New Jersey,NJ,5,4,181323,254333
1996,New Jersey,NJ,6,0,124635,203478
1996,New Jersey,NJ,7,4,128821,232571
1996,New Jersey,NJ,8,0,98861,193091
1996,New Jersey,NJ,9,0,117646,210930
1996,New Jersey,NJ,10,0,127126,151060
1996,New Jersey,NJ,11,4,169091,255158
1996,New Jersey,NJ,12,4,135811,269221
1996,New Jersey,NJ,13,0,115459,146473
1996,New Mexico,NM,1,4,109290,193078
1996,New Mexico,NM,2,4,95091,170006
1996,New Mexico,NM,3,0,124594,185271
1996,New York,NY,1,0,93816,235506
1996,New York,NY,2,4,97105,203172
1996,New York,NY,3,4,111310,259409
1996,New York,NY,4,0,119946,236238
1996,New York,NY,5,0,116005,224495
1996,New York,NY,6,0,102799,153238
1996,New York,NY,7,0,78848,151185
1996,New York,NY,8,0,123809,197860
1996,New York,NY,9,0,102556,178160
1996,New York,NY,10,0,97125,153666
1996,New York,NY,11,0,87559,133934
1996,New York,NY,12,0,58947,100185
1996,New York,NY,13,4,74836,183921
1996,New York,NY,14,0,122504,211303
1996,New York,NY,15,0,108680,155236
1996,New York,NY,16,0,86971,130722
1996,New York,NY,17,0,97891,153797
1996,New York,NY,18,0,118194,213574
1996,New York,NY,19,4,98705,243986
1996,New York,NY,20,4,122479,245812
1996,New York,NY,21,0,136964,267608
1996,New York,NY,22,4,119467,265794
1996,New York,NY,23,4,118653,226149
1996,New York,NY,24,4,108777,209946
1996,New York,NY,25,4,106327,242136
1996,New York,NY,26,0,117097,238437
1996,New York,NY,27,4,117818,260311
1996,New York,NY,28,0,133084,250094
1996,New York,NY,29,0,126210,238399
1996,New York,NY,30,0,97686,241405
1996,New York,NY,31,4,119395,225718
1996,North Carolina,NC,1,0,108759,165028
1996,North Carolina,NC,2,0,113820,216629
1996,North Carolina,NC,3,4,118159,188579
1996,North Carolina,NC,4,0,157194,288984
1996,North Carolina,NC,5,4,130177,209698
1996,North Carolina,NC,6,4,167828,228543
1996,North Carolina,NC,7,0,87487,165440
1996,North Carolina,NC,8,0,103129,186908
1996,North Carolina,NC,9,4,147755,234710
1996,North Carolina,NC,10,4,158585,226597
1996,North Carolina,NC,11,4,132860,228025
1996,North Carolina,NC,12,0,124675,174399
1996,Ohio,OH,1,4,118324,218424
1996,Ohio,OH,2,4,186853,259473
1996,Ohio,OH,3,0,144583,227203
1996,Ohio,OH,4,4,147608,227761
1996,Ohio,OH,5,4,145892,238523
1996,Ohio,OH,6,0,118003,229926
1996,Ohio,OH,7,4,158087,233001
1996,Ohio,OH,8,4,165815,235943
1996,Ohio,OH,9,0,170617,221334
1996,Ohio,OH,10,0,110723,225696
1996,Ohio,OH,11,0,153546,189039
1996,Ohio,OH,12,4,151667,237434
1996,Ohio,OH,13,0,148690,244505
1996,Ohio,OH,14,0,124136,228435
1996,Ohio,OH,15,4,156776,221441
1996,Ohio,OH,16,4,159314,231827
1996,Ohio,OH,17,0,218283,239968
1996,Ohio,OH,18,4,117365,233843
1996,Ohio,OH,19,4,135012,246819
1996,Oklahoma,OK,1,4,143415,210407
1996,Oklahoma,OK,2,4,112273,202393
1996,Oklahoma,OK,3,4,98526,191508
1996,Oklahoma,OK,4,4,106923,185373
1996,Oklahoma,OK,5,4,148362,212791
1996,Oklahoma,OK,6,4,113499,177672
1996,Oregon,OR,1,0,144588,278604
1996,Oregon,OR,2,4,164062,266056
1996,Oregon,OR,3,0,165922,247909
1996,Oregon,OR,4,0,177270,269856
1996,Oregon,OR,5,0,139521,272636
1996,Pennsylvania,PA,1,0,145210,165945
1996,Pennsylvania,PA,2,0,168887,191937
1996,Pennsylvania,PA,3,0,121120,175801
1996,Pennsylvania,PA,4,0,142621,222167
1996,Pennsylvania,PA,5,4,116303,193003
1996,Pennsylvania,PA,6,0,115193,196729
1996,Pennsylvania,PA,7,4,165087,246666
1996,Pennsylvania,PA,8,4,133749,226322
1996,Pennsylvania,PA,9,4,142105,192822
1996,Pennsylvania,PA,10,4,124670,208540
1996,Pennsylvania,PA,11,0,128258,188609
1996,Pennsylvania,PA,12,0,136815,195481
1996,Pennsylvania,PA,13,4,120304,245979
1996,Pennsylvania,PA,14,0,122922,202578
1996,Pennsylvania,PA,15,0,109812,200363
1996,Pennsylvania,PA,16,4,124511,209602
1996,Pennsylvania,PA,17,4,150678,208616
1996,Pennsylvania,PA,18,0,120410,214990
1996,Pennsylvania,PA,19,4,130716,208963
1996,Pennsylvania,PA,20,0,113394,210402
1996,Pennsylvania,PA,21,4,106875,210888
1996,Rhode Island,RI,1,0,121781,175425
1996,Rhode Island,RI,2,0,118827,184318
1996,South Carolina,SC,1,4,138467,143572
1996,South Carolina,SC,2,4,158229,175942
1996,South Carolina,SC,3,4,114273,189525
1996,South Carolina,SC,4,4,138165,194792
1996,South Carolina,SC,5,0,97335,179949
1996,South Carolina,SC,6,0,120132,173054
1996,Tennessee,TN,1,4,117676,181708
1996,Tennessee,TN,2,4,150953,213574
1996,Tennessee,TN,3,4,113408,201444
1996,Tennessee,TN,4,4,103091,178063
1996,Tennessee,TN,5,0,140264,193783
1996,Tennessee,TN,6,0,123846,227571
1996,Tennessee,TN,7,4,126737,193742
1996,Tennessee,TN,8,0,123681,183898
1996,Tennessee,TN,9,0,116345,190414
1996,Texas,TX,1,0,102697,199170
1996,Texas,TX,2,0,102908,196971
1996,Texas,TX,3,4,142325,195026
1996,Texas,TX,4,0,132126,207177
1996,Texas,TX,5,4,80196,151119
1996,Texas,TX,6,4,160800,208516
1996,Texas,TX,7,4,152024,186831
1996,Texas,TX,8,4,80325,193659
1996,Texas,TX,9,4,88171,189840
1996,Texas,TX,10,0,132066,234991
1996,Texas,TX,11,0,99990,175935
1996,Texas,TX,12,4,98349,170204
1996,Texas,TX,13,4,116098,173627
1996,Texas,TX,14,4,99961,195699
1996,Texas,TX,15,0,86347,138594
1996,Texas,TX,16,0,90260,127784
1996,Texas,TX,17,0,99678,192994
1996,Texas,TX,18,0,106111,137688
1996,Texas,TX,19,4,156910,195226
1996,Texas,TX,20,0,88190,138409
1996,Texas,TX,21,4,205830,269307
1996,Texas,TX,22,4,126056,185086
1996,Texas,TX,23,4,101332,163839
1996,Texas,TX,24,0,77847,139637
1996,Texas,TX,25,0,43701,128393
1996,Texas,TX,26,4,163708,222342
1996,Texas,TX,27,0,97350,150600
1996,Texas,TX,28,0,110148,146135
1996,Texas,TX,29,0,61751,91472
1996,Texas,TX,30,0,61723,113072
1996,Utah,UT,1,4,150126,219779
1996,Utah,UT,2,4,129963,236321
1996,Utah,UT,3,4,106220,207715
1996,Virginia,VA,1,4,165574,167235
1996,Virginia,VA,2,0,106215,163996
1996,Virginia,VA,3,0,118603,144418
1996,Virginia,VA,4,0,160100,203666
1996,Virginia,VA,5,0,120323,197923
1996,Virginia,VA,6,4,133576,199361
1996,Virginia,VA,7,4,189644,252505
1996,Virginia,VA,8,0,152334,229421
1996,Virginia,VA,9,0,122908,189077
1996,Virginia,VA,10,4,169266,235013
1996,Virginia,VA,11,4,138758,216482
1996,Washington,WA,1,4,141948,264135
1996,Washington,WA,2,4,124655,256944
1996,Washington,WA,3,4,123117,245347
1996,Washington,WA,4,4,108647,205149
1996,Washington,WA,5,4,131618,236784
1996,Washington,WA,6,0,155467,235910
1996,Washington,WA,7,0,209753,259094
1996,Washington,WA,8,4,170691,261031
1996,Washington,WA,9,0,105236,209867
1996,West Virginia,WV,1,0,171334,171334
1996,West Virginia,WV,2,0,141551,205484
1996,West Virginia,WV,3,0,145550,145550
1996,Wisconsin,WI,1,4,118408,232801
1996,Wisconsin,WI,2,4,154557,269374
1996,Wisconsin,WI,3,0,121967,234650
1996,Wisconsin,WI,4,0,134470,233284
1996,Wisconsin,WI,5,0,141179,192569
1996,Wisconsin,WI,6,4,169213,231719
1996,Wisconsin,WI,7,0,137428,240898
1996,Wisconsin,WI,8,0,129551,249157
1996,Wisconsin,WI,9,4,197910,265875
1998,Alabama,AL,1,4,112872,113564
1998,Alabama,AL,2,4,131428,189669
1998,Alabama,AL,3,4,101731,175217
1998,Alabama,AL,4,4,106297,188476
1998,Alabama,AL,5,0,134819,193490
1998,Alabama,AL,6,4,154761,215582
1998,Alabama,AL,7,0,136431,139181
1998,Arizona,AZ,1,4,98840,152948
1998,Arizona,AZ,2,0,57178,84363
1998,Arizona,AZ,3,4,137618,204623
1998,Arizona,AZ,4,4,102722,158822
1998,Arizona,AZ,5,4,103952,201473
1998,Arizona,AZ,6,4,106891,201537
1998,Arkansas,AR,1,0,1,1
1998,Arkansas,AR,2,0,100334,173071
1998,Arkansas,AR,3,4,154780,191697
1998,Arkansas,AR,4,4,92346,160540
1998,California,CA,1,0,121713,196805
1998,California,CA,2,4,128372,205347
1998,California,CA,3,4,100621,192006
1998,California,CA,4,4,155306,248224
1998,California,CA,5,0,130715,181768
1998,California,CA,6,0,158446,232981
1998,California,CA,7,0,125842,164132
1998,California,CA,8,0,148027,172462
1998,California,CA,9,0,140722,169895
1998,California,CA,10,0,127134,237809
1998,California,CA,11,4,95496,155449
1998,California,CA,12,0,128135,173212
1998,California,CA,13,0,101671,142787
1998,California,CA,14,0,129663,188910
1998,California,CA,15,4,111876,184778
1998,California,CA,16,0,85503,117414
1998,California,CA,17,0,103719,160690
1998,California,CA,18,0,118842,136931
1998,California,CA,19,4,131105,165149
1998,California,CA,20,0,60599,99782
1998,California,CA,21,4,115989,146983
1998,California,CA,22,0,109517,199264
1998,California,CA,23,4,96322,160354
1998,California,CA,24,0,103491,180580
1998,California,CA,25,4,114013,152682
1998,California,CA,26,0,69000,83662
1998,California,CA,27,4,80702,159066
1998,California,CA,28,4,90607,157200
1998,California,CA,29,0,131561,178094
1998,California,CA,30,0,58230,70671
1998,California,CA,31,0,61173,87360
1998,California,CA,32,0,112253,129492
1998,California,CA,33,0,43310,49674
1998,California,CA,34,0,76471,113075
1998,California,CA,35,0,78732,88145
1998,California,CA,36,4,88843,181706
1998,California,CA,37,0,70026,82327
1998,California,CA,38,4,71386,134858
1998,California,CA,39,4,97366,155465
1998,California,CA,40,4,97406,150125
1998,California,CA,41,4,68310,128414
1998,California,CA,42,0,62207,112520
1998,California,CA,43,4,83012,149071
1998,California,CA,44,4,97013,161528
1998,California,CA,45,4,94296,160770
1998,California,CA,46,0,47964,85002
1998,California,CA,47,4,132711,196316
1998,California,CA,48,4,138948,180719
1998,California,CA,49,4,90516,185519
1998,California,CA,50,0,77354,77354
1998,California,CA,51,4,126229,206878
1998,California,CA,52,4,116251,153564
1998,Colorado,CO,1,0,116628,174305
1998,Colorado,CO,2,0,113946,228442
1998,Colorado,CO,3,4,156501,236653
1998,Colorado,CO,4,4,131318,221291
1998,Colorado,CO,5,4,155790,214270
1998,Colorado,CO,6,4,111374,199188
1998,Connecticut,CT,1,0,97681,168264
1998,Connecticut,CT,2,0,99567,163201
1998,Connecticut,CT,3,0,109726,153851
1998,Connecticut,CT,4,4,94767,137204
1998,Connecticut,CT,5,0,78394,157157
1998,Connecticut,CT,6,4,101630,174781
1998,Florida,FL,1,4,140525,141188
1998,Florida,FL,2,0,138440,145420
1998,Florida,FL,3,0,66621,120151
1998,Florida,FL,4,4,1,1
1998,Florida,FL,5,0,132005,199152
1998,Florida,FL,6,4,1,1
1998,Florida,FL,7,4,1,1
1998,Florida,FL,8,4,104298,158575
1998,Florida,FL,9,4,1,1
1998,Florida,FL,10,4,1,1
1998,Florida,FL,11,0,85262,131438
1998,Florida,FL,12,4,1,1
1998,Florida,FL,13,4,1,1
1998,Florida,FL,14,4,1,1
1998,Florida,FL,15,4,129278,204932
1998,Florida,FL,16,4,1,1
1998,Florida,FL,17,0,1,1
1998,Florida,FL,18,4,1,1
1998,Florida,FL,19,0,1,1
1998,Florida,FL,20,0,1,1
1998,Florida,FL,21,4,84018,112396
1998,Florida,FL,22,0,1,1
1998,Florida,FL,23,0,1,1
1998,Georgia,GA,1,4,92229,92229
1998,Georgia,GA,2,0,77953,137258
1998,Georgia,GA,3,4,123064,123064
1998,Georgia,GA,4,0,100622,164772
1998,Georgia,GA,5,0,109177,139054
1998,Georgia,GA,6,4,164966,233332
1998,Georgia,GA,7,4,85982,155275
1998,Georgia,GA,8,4,87993,141072
1998,Georgia,GA,9,4,122713,122713
1998,Georgia,GA,10,4,88527,148531
1998,Georgia,GA,11,4,120909,174419
1998,Hawaii,HI,1,0,116693,189571
1998,Hawaii,HI,2,0,144254,207871
1998,Idaho,ID,1,4,113231,204884
1998,Idaho,ID,2,4,91337,173945
1998,Illinois,IL,1,0,151890,174365
1998,Illinois,IL,2,0,148985,166668
1998,Illinois,IL,3,0,115887,159899
1998,Illinois,IL,4,0,54244,66356
1998,Illinois,IL,5,0,95738,129425
1998,Illinois,IL,6,4,111603,165708
1998,Illinois,IL,7,0,130984,140968
1998,Illinois,IL,8,4,104242,151856
1998,Illinois,IL,9,0,107878,144610
1998,Illinois,IL,10,4,138429,138429
1998,Illinois,IL,11,4,100597,171055
1998,Illinois,IL,12,0,99605,165014
1998,Illinois,IL,13,4,121889,199767
1998,Illinois,IL,14,4,117304,168148
1998,Illinois,IL,15,4,104255,169309
1998,Illinois,IL,16,4,143686,143686
1998,Illinois,IL,17,0,100128,194200
1998,Illinois,IL,18,4,158175,158177
1998,Illinois,IL,19,0,122430,210044
1998,Illinois,IL,20,4,121103,197578
1998,Indiana,IN,1,0,92634,127754
1998,Indiana,IN,2,4,99608,164296
1998,Indiana,IN,3,0,84625,145666
1998,Indiana,IN,4,4,93671,147957
1998,Indiana,IN,5,4,101567,162388
1998,Indiana,IN,6,4,135250,187827
1998,Indiana,IN,7,4,109712,159314
1998,Indiana,IN,8,4,92785,178057
1998,Indiana,IN,9,0,92973,183176
1998,Indiana,IN,10,0,69682,119436
1998,Iowa,IA,1,4,106419,188208
1998,Iowa,IA,2,4,104613,189574
1998,Iowa,IA,3,0,107947,189752
1998,Iowa,IA,4,4,129942,199396
1998,Iowa,IA,5,4,132730,133771
1998,Kansas,KS,1,4,152775,189393
1998,Kansas,KS,2,4,108527,178048
1998,Kansas,KS,3,0,103376,197314
1998,Kansas,KS,4,4,94785,162693
1998,Kentucky,KY,1,4,95308,172710
1998,Kentucky,KY,2,4,113285,177966
1998,Kentucky,KY,3,4,100690,195436
1998,Kentucky,KY,4,0,93485,175032
1998,Kentucky,KY,5,4,142215,181800
1998,Kentucky,KY,6,4,104046,195918
1998,Louisiana,LA,1,4,1,1
1998,Louisiana,LA,2,0,102247,118949
1998,Louisiana,LA,3,4,1,1
1998,Louisiana,LA,4,4,1,1
1998,Louisiana,LA,5,4,1,1
1998,Louisiana,LA,6,4,97044,191245
1998,Louisiana,LA,7,0,1,1
1998,Maine,ME,1,0,134335,222677
1998,Maine,ME,2,0,146202,191876
1998,Maryland,MD,1,4,135771,196221
1998,Maryland,MD,2,4,125162,199446
1998,Maryland,MD,3,0,137501,177168
1998,Maryland,MD,4,0,129139,150657
1998,Maryland,MD,5,0,126792,193968
1998,Maryland,MD,6,4,127802,201530
1998,Maryland,MD,7,0,112699,131442
1998,Maryland,MD,8,4,133145,220642
1998,Massachusetts,MA,1,0,121863,169976
1998,Massachusetts,MA,2,0,130550,131933
1998,Massachusetts,MA,3,0,108613,190878
1998,Massachusetts,MA,4,0,148340,150720
1998,Massachusetts,MA,5,0,127418,180230
1998,Massachusetts,MA,6,0,117132,214706
1998,Massachusetts,MA,7,0,137178,194305
1998,Massachusetts,MA,8,0,99603,121887
1998,Massachusetts,MA,9,0,150667,151555
1998,Massachusetts,MA,10,0,164917,235563
1998,Michigan,MI,1,0,130129,221796
1998,Michigan,MI,2,4,146854,213622
1998,Michigan,MI,3,4,146364,200251
1998,Michigan,MI,4,4,155343,170109
1998,Michigan,MI,5,0,135254,189971
1998,Michigan,MI,6,4,113292,161627
1998,Michigan,MI,7,4,104656,182127
1998,Michigan,MI,8,0,125169,218040
1998,Michigan,MI,9,0,105457,188525
1998,Michigan,MI,10,0,108770,207524
1998,Michigan,MI,11,4,144264,225804
1998,Michigan,MI,12,0,105824,189428
1998,Michigan,MI,13,0,99935,171887
1998,Michigan,MI,14,0,126321,145305
1998,Michigan,MI,15,0,108582,124860
1998,Michigan,MI,16,0,116145,174357
1998,Minnesota,MN,1,4,131233,239903
1998,Minnesota,MN,2,1,148933,261127
1998,Minnesota,MN,3,4,203731,283309
1998,Minnesota,MN,4,1,128726,239746
1998,Minnesota,MN,5,1,145535,217612
1998,Minnesota,MN,6,1,148728,297701
1998,Minnesota,MN,7,1,169907,236942
1998,Minnesota,MN,8,1,173734,263263
1998,Mississippi,MS,1,4,66738,99333
1998,Mississippi,MS,2,0,80284,112817
1998,Mississippi,MS,3,4,84785,100250
1998,Mississippi,MS,4,0,73252,137199
1998,Mississippi,MS,5,0,78661,101095
1998,Missouri,MO,1,0,90840,125051
1998,Missouri,MO,2,4,142313,203259
1998,Missouri,MO,3,0,98287,176099
1998,Missouri,MO,4,0,133173,187616
1998,Missouri,MO,5,0,101313,153685
1998,Missouri,MO,6,0,136774,192777
1998,Missouri,MO,7,4,129746,178801
1998,Missouri,MO,8,4,104271,166524
1998,Missouri,MO,9,4,117196,188305
1998,Nebraska,NE,1,4,136058,185227
1998,Nebraska,NE,2,4,106782,163003
1998,Nebraska,NE,3,4,149896,177729
1998,Nevada,NV,1,0,79315,161082
1998,Nevada,NV,2,4,201623,248763
1998,New Hampshire,NH,1,4,104430,156213
1998,New Hampshire,NH,2,4,85740,161295
1998,New Jersey,NJ,1,0,90279,123342
1998,New Jersey,NJ,2,4,93248,141514
1998,New Jersey,NJ,3,4,97508,157239
1998,New Jersey,NJ,4,4,92991,149577
1998,New Jersey,NJ,5,4,106304,166818
1998,New Jersey,NJ,6,0,78102,137012
1998,New Jersey,NJ,7,4,77751,148042
1998,New Jersey,NJ,8,0,81068,130588
1998,New Jersey,NJ,9,0,91330,141459
1998,New Jersey,NJ,10,0,82244,98494
1998,New Jersey,NJ,11,4,100910,148971
1998,New Jersey,NJ,12,0,92528,184610
1998,New Jersey,NJ,13,0,70308,87823
1998,New Mexico,NM,1,4,86784,179168
1998,New Mexico,NM,2,4,85077,146873
1998,New Mexico,NM,3,0,91248,171649
1998,New York,NY,1,4,75643,175332
1998,New York,NY,2,4,71760,146722
1998,New York,NY,3,4,95709,203992
1998,New York,NY,4,0,86692,186604
1998,New York,NY,5,0,92189,173247
1998,New York,NY,6,0,73235,115030
1998,New York,NY,7,0,50924,102885
1998,New York,NY,8,0,108408,158177
1998,New York,NY,9,0,67274,135099
1998,New York,NY,10,0,81368,119747
1998,New York,NY,11,0,73674,106892
1998,New York,NY,12,0,53269,81722
1998,New York,NY,13,4,60550,137487
1998,New York,NY,14,0,104351,164799
1998,New York,NY,15,0,88271,118109
1998,New York,NY,16,0,65957,90267
1998,New York,NY,17,0,79257,114683
1998,New York,NY,18,0,91623,166046
1998,New York,NY,19,4,88341,188022
1998,New York,NY,20,4,98546,190925
1998,New York,NY,21,0,123638,218753
1998,New York,NY,22,4,87786,214475
1998,New York,NY,23,4,111242,183097
1998,New York,NY,24,4,101689,170023
1998,New York,NY,25,4,102219,189887
1998,New York,NY,26,0,99249,188835
1998,New York,NY,27,4,86106,206152
1998,New York,NY,28,0,118856,193136
1998,New York,NY,29,0,87805,184070
1998,New York,NY,30,4,91350,188034
1998,New York,NY,31,4,95638,176573
1998,North Carolina,NC,1,0,85125,136747
1998,North Carolina,NC,2,0,100550,175194
1998,North Carolina,NC,3,4,83529,134912
1998,North Carolina,NC,4,0,129157,224910
1998,North Carolina,NC,5,4,119103,176291
1998,North Carolina,NC,6,4,112740,127194
1998,North Carolina,NC,7,0,124366,136290
1998,North Carolina,NC,8,4,67505,133124
1998,North Carolina,NC,9,4,120570,174082
1998,North Carolina,NC,10,4,118541,138511
1998,North Carolina,NC,11,4,112908,199523
1998,North Carolina,NC,12,0,82305,147088
1998,Ohio,OH,1,4,92421,174424
1998,Ohio,OH,2,4,154344,203637
1998,Ohio,OH,3,0,114198,164742
1998,Ohio,OH,4,4,112011,175540
1998,Ohio,OH,5,4,123979,185905
1998,Ohio,OH,6,0,102852,180563
1998,Ohio,OH,7,4,120765,179697
1998,Ohio,OH,8,4,127979,180891
1998,Ohio,OH,9,0,130793,161105
1998,Ohio,OH,10,0,110552,165567
1998,Ohio,OH,11,0,115226,143295
1998,Ohio,OH,12,4,124197,184891
1998,Ohio,OH,13,0,116309,188975
1998,Ohio,OH,14,0,106046,169073
1998,Ohio,OH,15,4,113846,173176
1998,Ohio,OH,16,4,117426,183473
1998,Ohio,OH,17,0,123718,181421
1998,Ohio,OH,18,4,113119,187690
1998,Ohio,OH,19,4,126786,190876
1998,Oklahoma,OK,1,4,91031,147340
1998,Oklahoma,OK,2,4,85581,148264
1998,Oklahoma,OK,3,4,89832,144995
1998,Oklahoma,OK,4,4,83272,135379
1998,Oklahoma,OK,5,4,103217,151399
1998,Oklahoma,OK,6,4,85261,131271
1998,Oregon,OR,1,0,119993,239496
1998,Oregon,OR,2,4,132316,215216
1998,Oregon,OR,3,0,153889,183351
1998,Oregon,OR,4,0,157524,224637
1998,Oregon,OR,5,0,124916,227657
1998,Pennsylvania,PA,1,0,77788,95848
1998,Pennsylvania,PA,2,0,102763,118764
1998,Pennsylvania,PA,3,0,66270,111660
1998,Pennsylvania,PA,4,0,103183,161685
1998,Pennsylvania,PA,5,4,99502,117323
1998,Pennsylvania,PA,6,0,85374,139953
1998,Pennsylvania,PA,7,4,119491,166411
1998,Pennsylvania,PA,8,4,93697,148200
1998,Pennsylvania,PA,9,4,125409,126027
1998,Pennsylvania,PA,10,4,84275,173056
1998,Pennsylvania,PA,11,0,88933,133065
1998,Pennsylvania,PA,12,0,100528,146780
1998,Pennsylvania,PA,13,0,95105,184490
1998,Pennsylvania,PA,14,0,83355,137736
1998,Pennsylvania,PA,15,4,81755,148706
1998,Pennsylvania,PA,16,4,95979,136085
1998,Pennsylvania,PA,17,4,114931,115107
1998,Pennsylvania,PA,18,0,98363,145337
1998,Pennsylvania,PA,19,4,96284,142489
1998,Pennsylvania,PA,20,0,97885,98075
1998,Pennsylvania,PA,21,4,94518,149115
1998,Rhode Island,RI,1,0,92788,138895
1998,Rhode Island,RI,2,0,110917,154053
1998,South Carolina,SC,1,4,118414,130071
1998,South Carolina,SC,2,4,119538,206718
1998,South Carolina,SC,3,4,129047,129449
1998,South Carolina,SC,4,4,105264,182550
1998,South Carolina,SC,5,0,95696,164931
1998,South Carolina,SC,6,0,116507,160576
1998,Tennessee,TN,1,4,68904,99689
1998,Tennessee,TN,2,4,90860,102502
1998,Tennessee,TN,3,4,75100,113786
1998,Tennessee,TN,4,4,62829,105479
1998,Tennessee,TN,5,0,74611,90102
1998,Tennessee,TN,6,0,75055,137436
1998,Tennessee,TN,7,4,91503,91980
1998,Tennessee,TN,8,0,76803,76825
1998,Tennessee,TN,9,0,75428,95782
1998,Texas,TX,1,0,80788,135979
1998,Texas,TX,2,0,81556,139589
1998,Texas,TX,3,4,106690,116978
1998,Texas,TX,4,0,82989,144080
1998,Texas,TX,5,4,61714,110667
1998,Texas,TX,6,4,112957,154886
1998,Texas,TX,7,4,111010,118946
1998,Texas,TX,8,4,123372,132948
1998,Texas,TX,9,0,86055,135162
1998,Texas,TX,10,0,116127,136282
1998,Texas,TX,11,0,71142,86303
1998,Texas,TX,12,4,66740,107741
1998,Texas,TX,13,4,81141,119466
1998,Texas,TX,14,4,84459,152863
1998,Texas,TX,15,0,47957,82178
1998,Texas,TX,16,0,67486,76767
1998,Texas,TX,17,0,75367,140685
1998,Texas,TX,18,0,82091,91267
1998,Texas,TX,19,4,108266,129428
1998,Texas,TX,20,0,50356,79713
1998,Texas,TX,21,4,165047,180608
1998,Texas,TX,22,4,87840,134720
1998,Texas,TX,23,4,73177,114720
1998,Texas,TX,24,0,56321,97992
1998,Texas,TX,25,0,58591,101269
1998,Texas,TX,26,4,120332,136514
1998,Texas,TX,27,0,61638,97398
1998,Texas,TX,28,0,71849,79353
1998,Texas,TX,29,4,44179,47631
1998,Texas,TX,30,0,57603,79752
1998,Utah,UT,1,4,109708,162085
1998,Utah,UT,2,4,93718,177641
1998,Utah,UT,3,4,100830,131123
1998,Virginia,VA,1,4,76474,100057
1998,Virginia,VA,2,0,67975,72091
1998,Virginia,VA,3,0,48129,63354
1998,Virginia,VA,4,0,64563,66579
1998,Virginia,VA,5,0,73097,73882
1998,Virginia,VA,6,4,89177,128730
1998,Virginia,VA,7,4,77044,97889
1998,Virginia,VA,8,0,97545,146287
1998,Virginia,VA,9,0,87163,143126
1998,Virginia,VA,10,4,103648,144755
1998,Virginia,VA,11,4,91603,112111
1998,Washington,WA,1,0,112726,226473
1998,Washington,WA,2,4,124125,224901
1998,Washington,WA,3,0,120364,220219
1998,Washington,WA,4,4,121684,176090
